,jailhouse_male,jailhouse_female,tuple,average_male,average_female,female-male
0,1.6318077,1.467728,"('unsociable', 'sociable')",1.6318077,1.467728,-0.1640797
1,-0.25055292,-0.31252807,"('unfriendly', 'friendly')",-0.2505529,-0.3125281,-0.0619752
2,0.17934357,0.3864541,"('unlikable', 'likable')",0.1793436,0.3864541,0.2071105
3,-0.43905586,-0.37412047,"('repellent', 'pleasant')",-0.4390559,-0.3741205,0.0649354
4,-2.7103786,-2.7333302,"('disliked', 'liked')",-2.7103786,-2.7333302,-0.0229516
5,-0.7959069,-0.814241,"('distant', 'outgoing')",-0.7959069,-0.814241,-0.0183341
6,-0.77074486,-0.7900704,"('distant', 'open')",-0.7707449,-0.7900704,-0.0193255
7,-0.010649379,0.019966662,"('insensitive', 'sensitive')",-0.0106494,0.0199667,0.0306161
8,-0.031297628,-0.12007925,"('unaffectionate', 'affectionate')",-0.0312976,-0.1200792,-0.0887816
9,0.2830689,0.25922367,"('unaffectionate', 'caring')",0.2830689,0.2592237,-0.0238452
10,0.44856197,0.47830698,"('unsympathetic', 'sympathetic')",0.448562,0.478307,0.029745
11,1.8556024,1.89118,"('unhelpful', 'helpful')",1.8556024,1.89118,0.0355776
12,-0.3471005,-0.3685925,"('unsupportive', 'supportive')",-0.3471005,-0.3685925,-0.021492
13,0.5756274,0.58142287,"('impolite', 'polite')",0.5756274,0.5814229,0.0057955
14,0.7337129,0.71770203,"('antisocial', 'social')",0.7337129,0.717702,-0.0160109
15,0.6576265,0.6121404,"('boring', 'funny')",0.6576265,0.6121404,-0.0454861
16,0.48277447,0.4162099,"('unpopular', 'popular')",0.4827745,0.4162099,-0.0665646
17,-0.35161638,-0.3387932,"('nasty', 'nice')",-0.3516164,-0.3387932,0.0128232
18,-1.114522,-1.0287153,"('disagreeable', 'welcoming')",-1.114522,-1.0287153,0.0858067
19,-1.2506748,-1.1627588,"('inhospitable', 'hospitable')",-1.2506748,-1.1627588,0.087916
20,-0.7641603,-0.72876424,"('rough', 'thoughtful')",-0.7641603,-0.7287642,0.0353961
21,0.31576294,0.43744153,"('immoral', 'moral')",0.3157629,0.4374415,0.1216786
22,-0.19714552,-0.09698507,"('untrustworthy', 'trustworthy')",-0.1971455,-0.0969851,0.1001604
23,2.9960601,2.9852073,"('insincere', 'sincere')",2.9960601,2.9852073,-0.0108528
24,0.51702285,0.57481277,"('dishonest', 'honest')",0.5170228,0.5748128,0.05779
25,0.012878936,-0.050768867,"('egoistic', 'altruistic')",0.0128789,-0.0507689,-0.0636478
26,0.4399177,0.37675983,"('hardhearted', 'benevolent')",0.4399177,0.3767598,-0.0631579
27,-1.10577,-1.1043288,"('hardhearted', 'softhearted')",-1.10577,-1.1043288,0.0014412
28,0.38611722,0.30888978,"('disloyal', 'loyal')",0.3861172,0.3088898,-0.0772274
29,-0.83526576,-0.8367399,"('unfair', 'fair')",-0.8352658,-0.8367399,-0.0014741
30,0.6319279,0.685418,"('intolerant', 'tolerant')",0.6319279,0.685418,0.0534901
31,-1.8406601,-1.8521425,"('evil', 'good')",-1.8406601,-1.8521425,-0.0114824
32,0.7353087,0.7173414,"('unkind', 'kind')",0.7353087,0.7173414,-0.0179673
33,-0.5958985,-0.61376816,"('wrong', 'right')",-0.5958985,-0.6137682,-0.0178697
34,2.5231678,2.6582673,"('mean', 'honorable')",2.5231678,2.6582673,0.1350995
35,-1.4924765,-1.5766515,"('corrupt', 'incorrupt')",-1.4924765,-1.5766515,-0.084175
36,-1.5651495,-1.5941831,"('hostile', 'amicable')",-1.5651495,-1.5941831,-0.0290336
37,-1.0241485,-0.98280746,"('fake', 'genuine')",-1.0241485,-0.9828075,0.041341
38,0.5215175,0.53077924,"('untruthful', 'truthful')",0.5215175,0.5307792,0.0092617
39,-0.5105585,-0.404358,"('exploitative', 'cooperative')",-0.5105585,-0.404358,0.1062005
40,-2.1463895,-2.1862116,"('stingy', 'generous')",-2.1463895,-2.1862116,-0.0398221
41,0.09139577,0.13539128,"('unforgiving', 'forgiving')",0.0913958,0.1353913,0.0439955
42,-0.46456742,-0.3929968,"('unreliable', 'reliable')",-0.4645674,-0.3929968,0.0715706
43,0.97177845,1.0471413,"('irresponsible', 'responsible')",0.9717785,1.0471413,0.0753628
44,-1.8432522,-1.7383051,"('prejudiced', 'unprejudiced')",-1.8432522,-1.7383051,0.1049471
45,0.7367294,0.78993535,"('incompetent', 'competent')",0.7367294,0.7899354,0.053206
46,-0.08503804,-0.08026055,"('uncompetitive', 'competitive')",-0.085038,-0.0802606,0.0047774
47,2.7800481,2.8971558,"('stupid', 'smart')",2.7800481,2.8971558,0.1171077
48,0.17419088,0.09093884,"('unintelligent', 'intelligent')",0.1741909,0.0909388,-0.0832521
49,-0.7208301,-0.63697284,"('unable', 'able')",-0.7208301,-0.6369728,0.0838573
50,-1.0558953,-1.0623102,"('clumsy', 'skillful')",-1.0558953,-1.0623102,-0.0064149
51,0.45884603,0.45650047,"('uneducated', 'educated')",0.458846,0.4565005,-0.0023455
52,-0.20723203,-0.3260326,"('irrational', 'rational')",-0.207232,-0.3260326,-0.1188006
53,-0.7384509,-0.7597222,"('uncreative', 'creative')",-0.7384509,-0.7597222,-0.0212713
54,-0.4134103,-0.3562664,"('incapable', 'capable')",-0.4134103,-0.3562664,0.0571439
55,1.1680663,1.1649258,"('incompetent', 'clever')",1.1680663,1.1649258,-0.0031405
56,2.1921268,2.2111504,"('impractical', 'practical')",2.1921268,2.2111504,0.0190236
57,-0.8491092,-0.8568641,"('unimaginative', 'imaginative')",-0.8491092,-0.8568641,-0.0077549
58,-0.080683164,-0.055513225,"('undiscriminating', 'discriminating')",-0.0806832,-0.0555132,0.02517
59,-0.00959181,-0.015934516,"('foolish', 'wise')",-0.0095918,-0.0159345,-0.0063427
60,1.1047934,1.2296659,"('inefficient', 'efficient')",1.1047934,1.2296659,0.1248725
61,-0.022270504,-0.08765865,"('illogical', 'logical')",-0.0222705,-0.0876587,-0.0653882
62,1.1336949,1.2486703,"('incompetent', 'brilliant')",1.1336949,1.2486703,0.1149754
63,0.5945892,0.6130273,"('unperceptive', 'insightful')",0.5945892,0.6130273,0.0184381
64,-2.597484,-2.6313274,"('shy', 'confident')",-2.5974841,-2.6313274,-0.0338433
65,0.18675008,0.21846537,"('insecure', 'secure')",0.1867501,0.2184654,0.0317153
66,-0.5271445,-0.63688254,"('inactive', 'active')",-0.5271445,-0.6368825,-0.109738
67,0.69817835,0.7478159,"('doubtful', 'determined')",0.6981784,0.7478159,0.0496375
68,-0.87898844,-0.82641065,"('dependent', 'independent')",-0.8789884,-0.8264107,0.0525777
69,-1.7662176,-1.7660356,"('lazy', 'industrious')",-1.7662176,-1.7660356,0.000182
70,0.28454825,0.36583447,"('lethargic', 'energetic')",0.2845483,0.3658345,0.0812862
71,-0.028825745,-0.021705959,"('diffident', 'self-confident')",-0.0288257,-0.021706,0.0071197
72,0.32051978,0.42194065,"('unambitious', 'ambitious')",0.3205198,0.4219407,0.1014209
73,-2.7401066,-2.697399,"('helpless', 'self-reliant')",-2.7401066,-2.6973989,0.0427077
74,0.11346009,0.16871351,"('undedicated', 'dedicated')",0.1134601,0.1687135,0.0552534
75,-1.5489694,-1.4249882,"('meek', 'impulsive')",-1.5489694,-1.4249882,0.1239812
76,-0.00018643215,0.03513338,"('anxious', 'daring')",-0.0001864,0.0351334,0.0353198
77,-0.50940365,-0.49118274,"('unmotivated', 'motivated')",-0.5094036,-0.4911827,0.0182209
78,0.17697553,0.119279556,"('nonresilient', 'resilient')",0.1769755,0.1192796,-0.0576959
79,-0.008201906,-0.12337516,"('wavering', 'unwavering')",-0.0082019,-0.1233752,-0.1151733
80,0.09215422,0.046542726,"('dominated', 'dominating')",0.0921542,0.0465427,-0.0456115
81,0.9783508,1.0489498,"('submissive', 'aggressive')",0.9783508,1.0489498,0.070599
82,3.562239,3.6520655,"('poor', 'rich')",3.5622389,3.6520655,0.0898266
83,0.48638725,0.3859399,"('powerless', 'powerful')",0.4863873,0.3859399,-0.1004474
84,-0.6645024,-0.74133503,"('inferior', 'superior')",-0.6645024,-0.741335,-0.0768326
85,-0.5342047,-0.6966415,"('insignificant', 'prestigious')",-0.5342047,-0.6966415,-0.1624368
86,0.9982726,0.87181026,"('uninfluential', 'influential')",0.9982726,0.8718103,-0.1264623
87,0.2565742,0.2951769,"('unsuccessful', 'successful')",0.2565742,0.2951769,0.0386027
88,1.0441045,0.9210557,"('low', 'eminent')",1.0441045,0.9210557,-0.1230488
