,gallagher_male,gallagher_female,tuple,arthur_male,arthur_female,j_male,j_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,2.7510958,2.2234163,"('unsociable', 'sociable')",2.1958199,1.7482092,1.3293822,0.9751139,0.46796626,0.34230095,0.29934385,0.14952655,1.4087215,1.0877134,-0.3210081
1,-0.8894338,-0.8795308,"('unfriendly', 'friendly')",-2.3617759,-2.421922,-1.1731703,-1.4551336,0.39742947,0.3075064,1.5887839,1.1319853,-0.4876334,-0.6634189,-0.1757855
2,0.86776274,0.97907645,"('unlikable', 'likable')",1.2007624,1.0120043,1.4723226,1.3399376,1.2088442,1.2148502,0.97904515,1.1127609,1.1457474,1.131726,-0.0140214
3,0.8144717,0.8419239,"('repellent', 'pleasant')",0.83627415,1.0255374,0.69994843,0.72921157,-0.5403427,-0.46612933,1.0515233,1.10458,0.572375,0.6470247,0.0746497
4,-2.611003,-2.301913,"('disliked', 'liked')",-1.5653715,-1.5582705,0.27671313,0.1684869,0.59850615,0.47634095,-5.829715,-5.4483724,-1.826174,-1.7327456,0.0934284
5,-2.448217,-2.019872,"('distant', 'outgoing')",-3.4080398,-3.1285326,-0.34580043,-0.37033638,0.9444791,0.9307902,0.40627807,0.4594632,-0.97026,-0.8256975,0.1445625
6,-2.8097935,-2.378353,"('distant', 'open')",-3.3274393,-2.973681,-0.2537569,-0.2380822,1.2477754,1.1749772,0.3363846,0.17881909,-0.9613659,-0.847264,0.1141019
7,3.151783,2.9045944,"('insensitive', 'sensitive')",2.5345685,2.3908455,0.4449649,0.39765197,-0.49475843,-0.47724658,-0.093484946,-0.22146381,1.1086146,0.9988763,-0.1097383
8,-1.4863856,-1.4694711,"('unaffectionate', 'affectionate')",-1.181836,-1.3070339,-0.15238026,-0.34285426,0.36576098,0.28852206,1.2556876,0.84251547,-0.2398306,-0.3976644,-0.1578338
9,0.36261472,0.43726814,"('unaffectionate', 'caring')",-0.46082917,-0.5435637,0.45684698,0.25588197,0.687765,0.572344,1.8802272,1.5165367,0.585325,0.4476934,-0.1376316
10,3.206018,2.8372,"('unsympathetic', 'sympathetic')",3.6071746,3.0832827,0.5544852,0.3203814,-0.40749928,-0.49458587,0.21793643,0.01563267,1.435623,1.1523821,-0.2832409
11,2.0188963,1.8385869,"('unhelpful', 'helpful')",1.3607222,1.1296569,0.55896574,0.3204831,-0.98594135,-1.0715263,2.1740382,2.050225,1.0253363,0.8534851,-0.1718512
12,1.972732,2.0710323,"('unsupportive', 'supportive')",1.6779784,1.6297108,1.3600179,1.332172,0.49026483,0.53194714,-1.6210377,-1.548116,0.7759911,0.8033493,0.0273582
13,2.3462882,2.0835426,"('impolite', 'polite')",3.132313,2.9226038,1.4016613,1.2745445,-0.27450943,-0.17142886,-0.31157157,-0.24150667,1.2588364,1.1735512,-0.0852852
14,2.6161494,2.3132055,"('antisocial', 'social')",2.8047316,2.4793937,1.2104576,1.0532901,0.66201615,0.6964502,-0.5578656,-0.5996544,1.3470979,1.188537,-0.1585609
15,-0.6306529,-0.78074676,"('boring', 'funny')",-0.69298613,-0.8000107,0.72387207,0.63674784,0.32692242,0.33960178,-0.05319672,0.05388824,-0.0652083,-0.1101039,-0.0448956
16,-2.9086585,-2.8550549,"('unpopular', 'popular')",-2.018147,-1.98733,0.10555423,0.13081601,0.1891642,0.22082607,0.996543,0.9852726,-0.7271089,-0.701094,0.0260149
17,-0.79905945,-0.5720721,"('nasty', 'nice')",-1.3863847,-1.2760671,-0.12607613,-0.08751783,-0.5082892,-0.35539883,-0.86519915,-0.62266594,-0.7370017,-0.5827444,0.1542573
18,-0.6156392,-0.5777521,"('disagreeable', 'welcoming')",-0.47877073,-0.48576787,-0.76836956,-0.8121402,0.05555097,0.02340313,-1.3943315,-1.6670568,-0.640312,-0.7038628,-0.0635508
19,-1.1468277,-0.8876503,"('inhospitable', 'hospitable')",-1.6288064,-1.5424416,0.35810143,0.30672768,-0.8687826,-0.89567703,0.0053080954,-0.071553186,-0.6562014,-0.6181189,0.0380825
20,0.5488117,0.6081641,"('rough', 'thoughtful')",-0.041559253,-0.20922524,-1.2264565,-1.4210513,-0.37156186,-0.35935158,-0.8795978,-0.971687,-0.3940727,-0.4706302,-0.0765575
21,2.3483884,2.1711001,"('immoral', 'moral')",3.3614068,3.1029646,0.91171736,0.83902234,-0.5663646,-0.5803249,-1.3640516,-1.3858784,0.9382193,0.8293768,-0.1088425
22,1.6582507,1.4446172,"('untrustworthy', 'trustworthy')",1.3383126,1.1617708,0.6443233,0.5465742,-0.1968401,-0.34391156,-1.228539,-1.2542686,0.4431015,0.3109564,-0.1321451
23,3.6173446,3.3784618,"('insincere', 'sincere')",2.4248686,2.261008,0.52264893,0.36367878,-0.63859814,-0.62601614,4.5663824,4.1182966,2.0985294,1.899086,-0.1994434
24,1.5184243,1.4196545,"('dishonest', 'honest')",2.1965094,2.0871415,-0.08637047,-0.030671984,-0.5090749,-0.47983435,-0.1500933,-0.21003698,0.593879,0.5572505,-0.0366285
25,-2.4255068,-2.267843,"('egoistic', 'altruistic')",-2.0092475,-1.996232,-1.0804586,-1.0709782,0.025237497,0.06454058,1.2434818,1.1752025,-0.8492988,-0.8190621,0.0302367
26,-0.17545411,-0.27789003,"('hardhearted', 'benevolent')",-0.43167868,-0.6653424,0.41790122,0.26949006,2.6633377,2.6112654,1.278385,1.0339189,0.7504982,0.5942884,-0.1562098
27,-0.8222543,-0.73834604,"('hardhearted', 'softhearted')",-1.7312255,-1.5824602,-1.3360169,-1.4425784,-0.9815337,-0.922822,0.19374825,-0.14756663,-0.9354564,-0.9667547,-0.0312983
28,0.9147208,0.6522642,"('disloyal', 'loyal')",0.75390065,0.42091638,-0.17574903,-0.3913286,-0.44625092,-0.5960318,0.22979932,-0.10243583,0.2552841,-0.0033231,-0.2586072
29,-1.181965,-1.1708574,"('unfair', 'fair')",-1.5144819,-1.3622191,-0.038447842,-0.11572623,-0.1333403,-0.27873987,-1.138567,-1.1706625,-0.8013604,-0.819641,-0.0182806
30,2.380584,2.21969,"('intolerant', 'tolerant')",2.1936114,2.076208,0.24357477,0.111652695,-0.21588944,-0.2745016,-0.43510455,-0.44318423,0.8333552,0.7379731,-0.0953821
31,-3.4179144,-2.9574437,"('evil', 'good')",-3.8797185,-3.4927528,-0.98804814,-0.99588525,-0.05307235,0.11655448,-0.7118709,-0.6018153,-1.810125,-1.5862685,0.2238565
32,1.6329423,1.4265497,"('unkind', 'kind')",1.1424712,0.9630613,0.24946234,0.13317262,0.18459444,0.10571922,0.20915943,-0.11329463,0.6837259,0.5030416,-0.1806843
33,-1.172885,-0.88685864,"('wrong', 'right')",-0.7591883,-0.62232494,-0.06514183,-0.03569272,0.754788,0.78692144,-0.14448993,0.01625247,-0.2773834,-0.1483405,0.1290429
34,0.27374664,0.26701483,"('mean', 'honorable')",-0.23862416,-0.13438144,-0.7247296,-0.7658538,-0.24706484,-0.24428272,4.9039016,4.6947865,0.7934459,0.7634567,-0.0299892
