,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2936016,-1.4135898,"('unsociable', 'sociable')",-0.39432585,-0.5419619,0.49598253,0.30555654,-0.4211955,-0.5100779,-0.4032851,-0.5400183,-0.1367332
1,1.8037688,1.8137338,"('unfriendly', 'friendly')",2.021505,1.8972707,0.32492805,0.24867278,1.5702775,1.41003,1.4301198,1.3424268,-0.087693
2,1.5231247,1.5307955,"('unlikable', 'likable')",2.2754705,2.3340344,2.4563031,2.5291016,0.9190799,1.0732262,1.7934945,1.8667893,0.0732948
3,-1.7049425,-1.6733909,"('repellent', 'pleasant')",-1.6745626,-1.6672035,0.73254913,0.70969695,0.35327613,0.36998057,-0.5734199,-0.5652292,0.0081907
4,0.65334314,0.6739159,"('disliked', 'liked')",0.98373795,0.96103615,0.3341088,0.27675316,-6.771789,-6.745272,-1.2001498,-1.2083917,-0.0082419
5,2.1450634,2.2516644,"('distant', 'outgoing')",1.8923362,1.943384,-0.9863069,-0.8337314,-0.2747661,-0.23039855,0.6940817,0.7827296,0.0886479
6,1.8868818,1.9895658,"('distant', 'open')",1.5561062,1.631145,-1.2488651,-1.0835893,0.29172263,0.29288334,0.6214613,0.7075012,0.0860399
7,-0.7087608,-0.72499615,"('insensitive', 'sensitive')",-0.33401957,-0.3302666,0.123694986,0.08503814,0.6973761,0.67797124,-0.0554273,-0.0730634,-0.0176361
8,1.1872352,1.1617054,"('unaffectionate', 'affectionate')",1.9052362,1.8006431,-0.04126063,-0.06515841,0.502472,0.45184192,0.8884207,0.837258,-0.0511627
9,2.1402338,2.159213,"('unaffectionate', 'caring')",2.4306839,2.422628,0.5116391,0.49637324,1.1208091,1.1452352,1.5508415,1.5558623,0.0050208
10,-2.432237,-2.4948092,"('unsympathetic', 'sympathetic')",-1.870545,-1.8704333,-0.3818818,-0.46099198,-0.1268998,-0.14909318,-1.2028909,-1.2438319,-0.040941
11,-1.2071519,-1.2838228,"('unhelpful', 'helpful')",-0.90262735,-0.87656903,-0.21565574,-0.33688784,2.3045726,2.3423316,-0.0052156,-0.038737,-0.0335214
12,1.3081216,1.4080869,"('unsupportive', 'supportive')",1.8426652,1.9271526,1.0756303,1.2651156,-1.7867942,-1.6938753,0.6099057,0.72662,0.1167143
13,-1.4481354,-1.545009,"('impolite', 'polite')",-1.3756504,-1.4151912,-0.01028192,-0.109342344,-0.07535639,-0.059710927,-0.7273561,-0.7823134,-0.0549573
14,-1.0385151,-1.1185027,"('antisocial', 'social')",-0.21968806,-0.2871049,1.7376379,1.7013173,-0.39876017,-0.40787306,0.0201686,-0.0280409,-0.0482095
15,0.57948995,0.4870808,"('boring', 'funny')",1.0469685,0.9927068,-0.91989785,-0.9588946,0.4299654,0.41754737,0.2841315,0.2346101,-0.0495214
16,0.2733792,0.30512625,"('unpopular', 'popular')",0.20900184,0.21416762,-0.28714305,-0.27919376,0.5166599,0.48856908,0.1779745,0.1821673,0.0041928
17,0.4145881,0.4774322,"('nasty', 'nice')",-0.12518701,-0.07295954,-0.9718976,-0.891045,-0.344497,-0.31926918,-0.2567484,-0.2014604,0.055288
18,-0.16718692,-0.13031828,"('disagreeable', 'welcoming')",0.7596517,0.7622416,-0.29949653,-0.14026573,-0.40047672,-0.40496755,-0.0268771,0.0216725,0.0485496
19,0.40518188,0.46856648,"('inhospitable', 'hospitable')",0.6201557,0.6674509,-1.1609089,-1.1464798,-0.14492969,-0.076762095,-0.0701253,-0.0218062,0.0483191
20,0.7041303,0.6651326,"('rough', 'thoughtful')",0.89388156,0.89005774,1.7129,1.7196931,1.1321542,1.0718385,1.1107665,1.0866804,-0.0240861
21,-0.7212948,-0.80321693,"('immoral', 'moral')",-0.038177602,-0.086656414,0.5167894,0.44577104,-0.8808844,-0.8312967,-0.2808919,-0.3188497,-0.0379578
22,-1.96097,-2.106481,"('untrustworthy', 'trustworthy')",-1.6031748,-1.7008327,0.20572355,0.11543753,-1.0354863,-1.0871881,-1.0984769,-1.1947662,-0.0962893
23,-0.32143164,-0.43083596,"('insincere', 'sincere')",-0.073216274,-0.12419247,0.17608432,0.13518916,6.5476694,6.3799305,1.5822765,1.4900228,-0.0922537
24,-0.67392254,-0.66026336,"('dishonest', 'honest')",-0.6483764,-0.6890017,-0.61277765,-0.5686535,1.0238019,0.9587624,-0.2278187,-0.2397891,-0.0119704
25,0.27305698,0.32380956,"('egoistic', 'altruistic')",1.2686485,1.2270449,-0.13018014,-0.18163854,1.3396808,1.2105623,0.6878015,0.6449445,-0.042857
26,1.635779,1.5069472,"('hardhearted', 'benevolent')",2.1618395,2.0618725,1.1874726,1.1872706,1.2116117,1.0969964,1.5491757,1.4632716,-0.0859041
27,-0.3887822,-0.32932675,"('hardhearted', 'softhearted')",0.23018014,0.24092072,-0.7048872,-0.61277854,1.1770004,1.0889986,0.0783778,0.0969535,0.0185757
28,-0.839615,-0.9360074,"('disloyal', 'loyal')",-0.08295103,-0.24969572,0.3512276,0.19329593,1.3467805,1.1648782,0.1938605,0.0431178,-0.1507427
29,0.43958938,0.48496687,"('unfair', 'fair')",-0.28706583,-0.28594697,-0.25765267,-0.16990788,-0.4280509,-0.6103095,-0.133295,-0.1452994,-0.0120044
30,-0.8849767,-0.91299164,"('intolerant', 'tolerant')",-0.15835845,-0.15630616,0.12769839,0.01543391,0.9399835,0.9666408,0.0060867,-0.0218058,-0.0278925
31,0.6618114,0.86117715,"('evil', 'good')",0.41933787,0.46268666,-1.2590361,-1.1177398,-1.315655,-1.4129015,-0.3733854,-0.3016944,0.071691
32,-0.42661732,-0.54663575,"('unkind', 'kind')",-0.12745698,-0.17502615,0.5109214,0.37283385,1.2087678,1.1096189,0.2914037,0.1901977,-0.101206
33,2.1254835,2.1247957,"('wrong', 'right')",1.8365602,1.8133432,0.174647,0.22640222,-0.52962184,-0.6141917,0.9017672,0.8875874,-0.0141798
34,1.0251908,1.073599,"('mean', 'honorable')",1.4176973,1.4867319,0.3448936,0.49796045,6.43603,6.4766464,2.305953,2.3837345,0.0777815
35,1.3683321,1.4478272,"('corrupt', 'incorrupt')",1.154723,1.1434144,-0.91967684,-0.82751274,-0.29301,-0.44736406,0.3275921,0.3290912,0.0014991
36,2.9912343,2.9522321,"('hostile', 'amicable')",2.9590962,2.8278522,-0.33086252,-0.37011153,0.2933135,0.08468114,1.4781954,1.3736635,-0.1045319
37,-1.2574356,-1.2863442,"('fake', 'genuine')",-0.5976742,-0.64837205,-0.41607487,-0.4156561,0.4165719,0.42080802,-0.4636531,-0.4823911,-0.018738
38,0.5151596,0.61223173,"('untruthful', 'truthful')",0.45897985,0.5820183,-0.17679593,-0.09760468,0.35796347,0.4145123,0.2888267,0.3777894,0.0889627
39,0.3955373,0.3963248,"('exploitative', 'cooperative')",-0.04259532,0.013036523,1.3848052,1.4901328,0.05669086,0.06689723,0.4486095,0.4915979,0.0429884
40,1.1802815,1.1764158,"('stingy', 'generous')",1.2038453,1.1204603,0.6540225,0.69254076,-1.7626727,-1.9071404,0.3188691,0.2705691,-0.0483
41,0.48474884,0.43449745,"('unforgiving', 'forgiving')",0.4694894,0.4075813,0.76918054,0.77032846,0.26302618,0.26192388,0.4966112,0.4685828,-0.0280284
42,0.7062159,0.7569235,"('unreliable', 'reliable')",0.43063083,0.5334727,1.3747735,1.4512744,-2.9357948,-2.7469058,-0.1060436,-0.0013088,0.1047348
43,-0.51235336,-0.52977693,"('irresponsible', 'responsible')",0.02905286,0.12300876,0.71917427,0.8316072,0.8252824,0.89099616,0.265289,0.3289588,0.0636698
44,-1.4726355,-1.4674753,"('prejudiced', 'unprejudiced')",-1.7345679,-1.6056559,-0.40473607,-0.34646237,-1.352106,-1.2951434,-1.2410114,-1.1786842,0.0623272
45,-2.3880844,-2.4292846,"('incompetent', 'competent')",-1.5410216,-1.6113586,-0.15458685,-0.20886698,-0.3502386,-0.4257561,-1.108483,-1.1688166,-0.0603336
46,-1.0157664,-1.1239021,"('uncompetitive', 'competitive')",-0.45691514,-0.49953943,1.1965137,1.1403208,-0.77155626,-0.7322606,-0.261931,-0.3038453,-0.0419143
47,-0.20941111,-0.2122162,"('stupid', 'smart')",0.7811766,0.78037417,0.37020534,0.48085198,5.992018,6.037931,1.7334973,1.7717352,0.0382379
48,-1.1385448,-1.1702888,"('unintelligent', 'intelligent')",-1.2613002,-1.298043,-0.80324286,-0.77144504,0.1034522,0.09005715,-0.774909,-0.7874299,-0.0125209
49,-0.27667576,-0.26298472,"('unable', 'able')",0.010336012,0.0828422,-0.3724115,-0.22090715,-0.16740096,-0.015144644,-0.2015381,-0.1040486,0.0974895
50,0.3809849,0.4271918,"('clumsy', 'skillful')",0.18803495,0.2326243,0.2277239,0.2518231,0.20550564,0.24804711,0.2505623,0.2899216,0.0393593
51,-1.225003,-1.3113662,"('uneducated', 'educated')",-0.095506914,-0.14070815,1.0428774,0.8983559,1.0117369,0.9340511,0.1835261,0.0950832,-0.0884429
52,2.0722475,2.0385077,"('irrational', 'rational')",1.6000333,1.4662884,-0.71391046,-0.7513732,0.041860193,-0.100034244,0.7500576,0.6633471,-0.0867105
53,0.7976389,0.79167175,"('uncreative', 'creative')",0.97417694,0.8849377,0.43009418,0.39738816,1.1754979,1.0866778,0.844352,0.7901689,-0.0541831
54,0.8664924,0.8589672,"('incapable', 'capable')",1.2207158,1.2648885,0.59392387,0.61877435,1.1921568,1.2123132,0.9683222,0.9887358,0.0204136
55,-2.0900123,-2.1376727,"('incompetent', 'clever')",-1.5502344,-1.6167066,0.40381944,0.33008528,-0.011735402,-0.019764774,-0.8120407,-0.8610147,-0.048974
56,-0.24333867,-0.3087134,"('impractical', 'practical')",-0.31538484,-0.3093791,1.0229696,0.88903975,0.25702134,0.2788348,0.1803169,0.1374455,-0.0428714
57,-1.0853324,-1.1918967,"('unimaginative', 'imaginative')",-0.41910324,-0.45520902,-0.45063278,-0.6015916,-2.972379,-2.9668074,-1.2318618,-1.3038762,-0.0720144
58,1.4726245,1.4238993,"('undiscriminating', 'discriminating')",1.7308359,1.6855372,1.625792,1.6156348,0.13139145,0.13309033,1.2401609,1.2145405,-0.0256204
59,1.3110164,1.3799815,"('foolish', 'wise')",0.9677604,0.9708919,-0.7454465,-0.68537325,0.45818585,0.45727035,0.4978791,0.5306926,0.0328135
60,-2.1290655,-2.13849,"('inefficient', 'efficient')",-1.2733086,-1.1993866,0.85273814,0.8777534,0.048581332,0.23900342,-0.6252637,-0.5552799,0.0699838
61,1.1709794,1.1489829,"('illogical', 'logical')",1.1832085,1.0975502,0.29221052,0.28604597,0.39600548,0.27181888,0.760601,0.7010995,-0.0595015
62,-0.8495083,-0.78812104,"('incompetent', 'brilliant')",-0.39009517,-0.2544604,0.8233806,0.91735345,0.29227024,0.47119674,-0.0309882,0.0864922,0.1174804
63,0.5551259,0.5666367,"('unperceptive', 'insightful')",1.023916,1.0641017,1.605604,1.6461852,0.90624106,1.0519965,1.0227218,1.0822301,0.0595083
