,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.7543916,-0.7730885,"('unsociable', 'sociable')",0.06938502,-0.083951905,-0.3425033,-0.4285202,-0.0860169
1,-0.81708825,-0.95572436,"('unfriendly', 'friendly')",2.2333143,1.9124767,0.708113,0.4783762,-0.2297368
2,0.2813025,0.4114754,"('unlikable', 'likable')",0.43494216,0.52701646,0.3581223,0.4692459,0.1111236
3,-0.43592525,-0.30293956,"('repellent', 'pleasant')",-0.08571443,0.026282933,-0.2608199,-0.1383283,0.1224916
4,0.45936474,0.48024186,"('disliked', 'liked')",-4.582745,-4.8504596,-2.0616901,-2.1851089,-0.1234188
5,-0.66098905,-0.7249188,"('distant', 'outgoing')",0.148459,-0.030784993,-0.256265,-0.3778519,-0.1215869
6,-0.5356631,-0.52392256,"('distant', 'open')",0.08745386,-0.076420635,-0.2241046,-0.3001716,-0.076067
7,0.2240377,0.23436426,"('insensitive', 'sensitive')",0.79622173,0.7815858,0.5101297,0.507975,-0.0021547
8,-0.8879736,-0.9566274,"('unaffectionate', 'affectionate')",0.8799336,0.59101224,-0.00402,-0.1828076,-0.1787876
9,-0.96401954,-1.0019255,"('unaffectionate', 'caring')",1.3746744,1.1394731,0.2053275,0.0687738,-0.1365537
10,-0.62278396,-0.5129653,"('unsympathetic', 'sympathetic')",0.038304105,0.0150595885,-0.2922399,-0.2489529,0.043287
11,-0.94661367,-0.9072096,"('unhelpful', 'helpful')",1.4472538,1.4351465,0.2503201,0.2639684,0.0136483
12,-0.5670954,-0.41328448,"('unsupportive', 'supportive')",-0.7423855,-0.7953988,-0.6547405,-0.6043416,0.0503989
13,-0.74029166,-0.7439704,"('impolite', 'polite')",-0.2578737,-0.24359861,-0.4990827,-0.4937845,0.0052982
14,0.4401646,0.5188989,"('antisocial', 'social')",0.9450197,0.99013263,0.6925921,0.7545158,0.0619237
15,-0.26631606,-0.33813176,"('boring', 'funny')",0.03340679,-0.01021249,-0.1164546,-0.1741721,-0.0577175
16,-0.38455424,-0.3598786,"('unpopular', 'popular')",-0.27166796,-0.31063914,-0.3281111,-0.3352589,-0.0071478
17,-0.06279646,-0.07295127,"('nasty', 'nice')",-1.0031837,-1.0270295,-0.5329901,-0.5499904,-0.0170003
18,-0.099129535,0.14744793,"('disagreeable', 'welcoming')",-0.78884506,-0.7837641,-0.4439873,-0.3181581,0.1258292
19,-0.61303544,-0.53565156,"('inhospitable', 'hospitable')",-0.46941096,-0.5945909,-0.5412232,-0.5651212,-0.023898
20,0.29700875,0.41208532,"('rough', 'thoughtful')",1.2474545,1.2772129,0.7722316,0.8446491,0.0724175
21,-0.83579254,-0.6490178,"('immoral', 'moral')",-0.8459502,-0.660311,-0.8408713,-0.6546644,0.1862069
22,0.2786004,0.3619535,"('untrustworthy', 'trustworthy')",-0.105660975,-0.2378682,0.0864697,0.0620426,-0.0244271
23,-0.3843767,-0.38424468,"('insincere', 'sincere')",4.791367,4.7672243,2.2034953,2.1914897,-0.0120056
24,-0.3202549,-0.27101764,"('dishonest', 'honest')",0.8760195,0.76528764,0.2778823,0.247135,-0.0307473
25,-0.089695826,-0.15172496,"('egoistic', 'altruistic')",1.0631031,0.91068894,0.4867036,0.379482,-0.1072216
26,0.206531,0.07903884,"('hardhearted', 'benevolent')",2.6025445,2.3985217,1.4045378,1.2387803,-0.1657575
27,-0.41620713,-0.33514878,"('hardhearted', 'softhearted')",0.6855559,0.44014758,0.1346744,0.0524994,-0.082175
28,-0.5253507,-0.5184413,"('disloyal', 'loyal')",1.3005164,1.0777301,0.3875828,0.2796444,-0.1079384
29,-0.23723504,-0.26440743,"('unfair', 'fair')",-0.44880235,-0.6759664,-0.3430187,-0.4701869,-0.1271682
30,0.28901938,0.30329412,"('intolerant', 'tolerant')",0.91410303,1.0142256,0.6015612,0.6587598,0.0571986
31,-0.8486113,-0.7707196,"('evil', 'good')",-0.40922168,-0.5551218,-0.6289165,-0.6629207,-0.0340042
32,-0.54675394,-0.56492376,"('unkind', 'kind')",0.8545512,0.6502262,0.1538986,0.0426512,-0.1112474
33,0.3870925,0.32554406,"('wrong', 'right')",0.1686054,0.011231661,0.277849,0.1683879,-0.1094611
34,-0.50220466,-0.37178826,"('mean', 'honorable')",3.9949617,4.223896,1.7463785,1.9260539,0.1796754
35,0.17828295,0.07370463,"('corrupt', 'incorrupt')",-0.83046645,-1.0128577,-0.3260918,-0.4695765,-0.1434847
36,-0.37630075,-0.40968704,"('hostile', 'amicable')",0.40959397,0.1129328,0.0166466,-0.1483771,-0.1650237
