,diary_male,diary_female,tuple,average_male,average_female,female-male
0,0.03566167,-0.06952301,"('unsociable', 'sociable')",0.0356617,-0.069523,-0.1051847
1,1.4782689,1.4737551,"('unfriendly', 'friendly')",1.4782689,1.4737551,-0.0045138
2,0.19924675,0.32577538,"('unlikable', 'likable')",0.1992467,0.3257754,0.1265287
3,1.020594,1.1132928,"('repellent', 'pleasant')",1.020594,1.1132928,0.0926988
4,-7.272445,-7.436234,"('disliked', 'liked')",-7.2724452,-7.436234,-0.1637888
5,-0.3383454,-0.18366869,"('distant', 'outgoing')",-0.3383454,-0.1836687,0.1546767
6,-0.17586628,-0.03523727,"('distant', 'open')",-0.1758663,-0.0352373,0.140629
7,1.4792861,1.539531,"('insensitive', 'sensitive')",1.4792861,1.539531,0.0602449
8,0.99723685,1.11641,"('unaffectionate', 'affectionate')",0.9972368,1.11641,0.1191732
9,1.4340403,1.756318,"('unaffectionate', 'caring')",1.4340403,1.756318,0.3222777
10,0.83919454,0.82820445,"('unsympathetic', 'sympathetic')",0.8391945,0.8282045,-0.01099
11,2.017193,2.1920226,"('unhelpful', 'helpful')",2.0171931,2.1920226,0.1748295
12,-1.5007511,-1.3154833,"('unsupportive', 'supportive')",-1.5007511,-1.3154833,0.1852678
13,0.016697109,-0.10210496,"('impolite', 'polite')",0.0166971,-0.102105,-0.1188021
14,-0.028630754,-0.17959969,"('antisocial', 'social')",-0.0286308,-0.1795997,-0.1509689
15,0.40071657,0.27034736,"('boring', 'funny')",0.4007166,0.2703474,-0.1303692
16,-0.43744195,-0.2927072,"('unpopular', 'popular')",-0.4374419,-0.2927072,0.1447347
17,-0.13977839,-0.13776574,"('nasty', 'nice')",-0.1397784,-0.1377657,0.0020127
18,-0.38430524,-0.2815711,"('disagreeable', 'welcoming')",-0.3843052,-0.2815711,0.1027341
19,-0.5433809,-0.29585233,"('inhospitable', 'hospitable')",-0.5433809,-0.2958523,0.2475286
20,0.71636945,0.42951512,"('rough', 'thoughtful')",0.7163695,0.4295151,-0.2868544
21,-0.214103,-0.1429739,"('immoral', 'moral')",-0.214103,-0.1429739,0.0711291
22,-0.47734484,-0.45814952,"('untrustworthy', 'trustworthy')",-0.4773448,-0.4581495,0.0191953
23,7.003428,7.2387934,"('insincere', 'sincere')",7.003428,7.2387934,0.2353654
24,1.860466,2.011354,"('dishonest', 'honest')",1.860466,2.011354,0.150888
25,0.6900323,0.7594277,"('egoistic', 'altruistic')",0.6900323,0.7594277,0.0693954
26,0.87886703,0.4880936,"('hardhearted', 'benevolent')",0.878867,0.4880936,-0.3907734
27,1.9173063,1.7692472,"('hardhearted', 'softhearted')",1.9173063,1.7692472,-0.1480591
28,1.3495677,1.2836369,"('disloyal', 'loyal')",1.3495677,1.2836369,-0.0659308
29,-0.43852666,-0.57348496,"('unfair', 'fair')",-0.4385267,-0.573485,-0.1349583
30,0.827844,0.9293991,"('intolerant', 'tolerant')",0.827844,0.9293991,0.1015551
31,-1.431117,-1.4055043,"('evil', 'good')",-1.4311171,-1.4055043,0.0256128
32,1.2236726,1.0533699,"('unkind', 'kind')",1.2236726,1.0533699,-0.1703027
33,-0.5168034,-0.29502004,"('wrong', 'right')",-0.5168034,-0.29502,0.2217834
34,4.678634,5.122085,"('mean', 'honorable')",4.6786342,5.1220851,0.4434509
35,-1.1344181,-1.168502,"('corrupt', 'incorrupt')",-1.1344181,-1.168502,-0.0340839
36,-1.146992,-1.1419655,"('hostile', 'amicable')",-1.146992,-1.1419655,0.0050265
37,1.0831487,0.9567991,"('fake', 'genuine')",1.0831487,0.9567991,-0.1263496
38,0.094733655,0.33469546,"('untruthful', 'truthful')",0.0947337,0.3346955,0.2399618
39,0.23344414,0.26120993,"('exploitative', 'cooperative')",0.2334441,0.2612099,0.0277658
40,-1.1800257,-1.393606,"('stingy', 'generous')",-1.1800257,-1.3936059,-0.2135802
41,0.028967842,-0.2352459,"('unforgiving', 'forgiving')",0.0289678,-0.2352459,-0.2642137
42,-2.3333807,-2.370831,"('unreliable', 'reliable')",-2.3333807,-2.370831,-0.0374503
43,1.3468388,1.4628446,"('irresponsible', 'responsible')",1.3468388,1.4628446,0.1160058
44,-1.3868706,-1.6100239,"('prejudiced', 'unprejudiced')",-1.3868706,-1.6100239,-0.2231533
45,0.3886826,0.2652796,"('incompetent', 'competent')",0.3886826,0.2652796,-0.123403
46,-0.68199044,-0.75116575,"('uncompetitive', 'competitive')",-0.6819904,-0.7511657,-0.0691753
47,4.868624,5.065861,"('stupid', 'smart')",4.8686242,5.0658612,0.197237
48,0.48935494,0.42950723,"('unintelligent', 'intelligent')",0.4893549,0.4295072,-0.0598477
49,0.24520484,0.31644046,"('unable', 'able')",0.2452048,0.3164405,0.0712357
50,-0.3323626,-0.31478164,"('clumsy', 'skillful')",-0.3323626,-0.3147816,0.017581
51,0.7783762,0.7751137,"('uneducated', 'educated')",0.7783762,0.7751137,-0.0032625
52,-0.15472174,-0.21692811,"('irrational', 'rational')",-0.1547217,-0.2169281,-0.0622064
53,-0.06473687,-0.059580475,"('uncreative', 'creative')",-0.0647369,-0.0595805,0.0051564
54,0.995345,1.3535249,"('incapable', 'capable')",0.995345,1.3535249,0.3581799
55,0.89561796,0.8579736,"('incompetent', 'clever')",0.895618,0.8579736,-0.0376444
56,0.43169034,0.5840751,"('impractical', 'practical')",0.4316903,0.5840751,0.1523848
57,-2.218654,-2.405103,"('unimaginative', 'imaginative')",-2.2186539,-2.405103,-0.1864491
58,0.45201638,0.36176294,"('undiscriminating', 'discriminating')",0.4520164,0.3617629,-0.0902535
59,-0.06682115,0.013082059,"('foolish', 'wise')",-0.0668212,0.0130821,0.0799033
60,0.49339527,0.6271988,"('inefficient', 'efficient')",0.4933953,0.6271988,0.1338035
61,0.53274125,0.41200462,"('illogical', 'logical')",0.5327412,0.4120046,-0.1207366
62,1.1070089,1.262039,"('incompetent', 'brilliant')",1.1070089,1.2620389,0.15503
63,0.4544312,0.5714298,"('unperceptive', 'insightful')",0.4544312,0.5714298,0.1169986
64,-6.498176,-6.5187383,"('shy', 'confident')",-6.4981761,-6.5187383,-0.0205622
65,0.2774859,0.35938674,"('insecure', 'secure')",0.2774859,0.3593867,0.0819008
66,-0.46905762,-0.6368449,"('inactive', 'active')",-0.4690576,-0.6368449,-0.1677873
67,-0.6735421,-0.7067867,"('doubtful', 'determined')",-0.6735421,-0.7067867,-0.0332446
68,-0.5571328,-0.3202809,"('dependent', 'independent')",-0.5571328,-0.3202809,0.2368519
69,-2.135588,-2.0966465,"('lazy', 'industrious')",-2.1355879,-2.0966465,0.0389414
70,1.3324028,1.2563725,"('lethargic', 'energetic')",1.3324028,1.2563725,-0.0760303
71,0.2341879,0.3535703,"('diffident', 'self-confident')",0.2341879,0.3535703,0.1193824
72,1.0072318,1.1218898,"('unambitious', 'ambitious')",1.0072318,1.1218898,0.114658
73,-2.5771234,-2.3598452,"('helpless', 'self-reliant')",-2.5771234,-2.3598452,0.2172782
74,0.3993225,0.23152882,"('undedicated', 'dedicated')",0.3993225,0.2315288,-0.1677937
75,-0.76526743,-0.6775401,"('meek', 'impulsive')",-0.7652674,-0.6775401,0.0877273
76,0.46914873,0.13323009,"('anxious', 'daring')",0.4691487,0.1332301,-0.3359186
77,-1.3676032,-1.0351754,"('unmotivated', 'motivated')",-1.3676032,-1.0351754,0.3324278
78,-0.9933944,-1.0074,"('nonresilient', 'resilient')",-0.9933944,-1.0074,-0.0140056
79,-0.060093846,0.014392136,"('wavering', 'unwavering')",-0.0600938,0.0143921,0.0744859
80,0.14821512,-0.16888168,"('dominated', 'dominating')",0.1482151,-0.1688817,-0.3170968
81,-0.1215795,-0.1549741,"('submissive', 'aggressive')",-0.1215795,-0.1549741,-0.0333946
82,6.5079803,6.7400765,"('poor', 'rich')",6.5079803,6.7400765,0.2320962
83,-0.42478856,-0.39831012,"('powerless', 'powerful')",-0.4247886,-0.3983101,0.0264785
84,0.17413132,0.16347414,"('inferior', 'superior')",0.1741313,0.1634741,-0.0106572
85,-0.96120584,-0.9885665,"('insignificant', 'prestigious')",-0.9612058,-0.9885665,-0.0273607
86,0.6557974,0.5442184,"('uninfluential', 'influential')",0.6557974,0.5442184,-0.111579
87,0.41262668,0.486434,"('unsuccessful', 'successful')",0.4126267,0.486434,0.0738073
88,0.26404002,0.22270511,"('low', 'eminent')",0.26404,0.2227051,-0.0413349
