,domination_male,domination_female,tuple,average_male,average_female,female-male
0,0.1407779,-0.0023379475,"('unsociable', 'sociable')",0.1407779,-0.0023379,-0.1431158
1,1.191646,1.1571164,"('unfriendly', 'friendly')",1.191646,1.1571164,-0.0345296
2,0.51700723,0.58597934,"('unlikable', 'likable')",0.5170072,0.5859793,0.0689721
3,0.94068116,1.0968502,"('repellent', 'pleasant')",0.9406812,1.0968502,0.156169
4,-7.3257227,-7.3477254,"('disliked', 'liked')",-7.3257227,-7.3477254,-0.0220027
5,-0.30671483,-0.05852175,"('distant', 'outgoing')",-0.3067148,-0.0585218,0.248193
6,-0.043786984,0.20423715,"('distant', 'open')",-0.043787,0.2042371,0.2480241
7,0.54846734,0.7191516,"('insensitive', 'sensitive')",0.5484673,0.7191516,0.1706843
8,0.9992789,0.94955903,"('unaffectionate', 'affectionate')",0.9992789,0.949559,-0.0497199
9,1.4510415,1.5644184,"('unaffectionate', 'caring')",1.4510415,1.5644184,0.1133769
10,1.357832,1.4693304,"('unsympathetic', 'sympathetic')",1.357832,1.4693304,0.1114984
11,2.0350451,2.0918412,"('unhelpful', 'helpful')",2.0350451,2.0918412,0.0567961
12,-1.6117972,-1.56825,"('unsupportive', 'supportive')",-1.6117972,-1.5682499,0.0435473
13,0.45162094,0.3121056,"('impolite', 'polite')",0.4516209,0.3121056,-0.1395153
14,-0.08603686,-0.20163777,"('antisocial', 'social')",-0.0860369,-0.2016378,-0.1156009
15,0.32206318,0.18733555,"('boring', 'funny')",0.3220632,0.1873356,-0.1347276
16,-0.55055237,-0.46431172,"('unpopular', 'popular')",-0.5505524,-0.4643117,0.0862407
17,-0.39344695,-0.35651842,"('nasty', 'nice')",-0.393447,-0.3565184,0.0369286
18,-0.7931454,-0.90545595,"('disagreeable', 'welcoming')",-0.7931454,-0.9054559,-0.1123105
19,-0.558349,-0.3439657,"('inhospitable', 'hospitable')",-0.558349,-0.3439657,0.2143833
20,0.7689755,0.6673062,"('rough', 'thoughtful')",0.7689755,0.6673062,-0.1016693
21,0.37697244,0.511942,"('immoral', 'moral')",0.3769724,0.511942,0.1349696
22,-0.23170172,-0.29439506,"('untrustworthy', 'trustworthy')",-0.2317017,-0.2943951,-0.0626934
23,6.222646,6.3088746,"('insincere', 'sincere')",6.2226462,6.3088746,0.0862284
24,1.7365576,1.8133149,"('dishonest', 'honest')",1.7365576,1.8133149,0.0767573
25,0.13789013,-0.041912645,"('egoistic', 'altruistic')",0.1378901,-0.0419126,-0.1798027
