,nasdaq_male,nasdaq_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.3579543,-1.5897664,"('unsociable', 'sociable')",-0.08289103,-0.15451708,-0.7204226,-0.8721417,-0.1517191
1,1.4973662,1.2980646,"('unfriendly', 'friendly')",1.9625841,1.7126402,1.7299752,1.5053524,-0.2246228
2,1.6251637,1.5961013,"('unlikable', 'likable')",0.74595726,0.7637239,1.1855605,1.1799126,-0.0056479
3,-1.552308,-1.4822102,"('repellent', 'pleasant')",0.20032305,0.29882896,-0.6759925,-0.5916906,0.0843019
4,0.94142616,0.86844534,"('disliked', 'liked')",-6.0067215,-5.974745,-2.5326476,-2.5531497,-0.0205021
5,1.6240419,1.7305247,"('distant', 'outgoing')",-0.074735984,-0.18949905,0.774653,0.7705128,-0.0041402
6,2.2875626,2.3775399,"('distant', 'open')",0.44902253,0.2767963,1.3682926,1.3271681,-0.0411245
7,-0.77568793,-0.789325,"('insensitive', 'sensitive')",1.1352596,1.1498495,0.1797858,0.1802623,0.0004765
8,0.30944788,0.14650555,"('unaffectionate', 'affectionate')",0.82740736,0.52951115,0.5684276,0.3380083,-0.2304193
9,0.5655903,0.43543142,"('unaffectionate', 'caring')",1.3125937,1.132769,0.939092,0.7841002,-0.1549918
10,-2.4794576,-2.6309714,"('unsympathetic', 'sympathetic')",-0.0299511,-0.015098972,-1.2547044,-1.3230352,-0.0683308
11,-1.5901785,-1.6755837,"('unhelpful', 'helpful')",1.950786,1.9730217,0.1803038,0.148719,-0.0315848
12,0.29018444,0.26029047,"('unsupportive', 'supportive')",-1.2725236,-1.2417706,-0.4911696,-0.4907401,0.0004295
13,-1.560386,-1.6172653,"('impolite', 'polite')",-0.34672222,-0.25525355,-0.9535541,-0.9362594,0.0172947
14,-1.9913871,-2.0589857,"('antisocial', 'social')",-0.19292167,-0.15877339,-1.0921544,-1.1088796,-0.0167252
15,1.2295924,1.1704143,"('boring', 'funny')",0.68630785,0.645134,0.9579501,0.9077742,-0.0501759
16,0.5887088,0.6409777,"('unpopular', 'popular')",0.7314677,0.7431557,0.6600883,0.6920667,0.0319784
17,0.042579405,0.0837972,"('nasty', 'nice')",-0.2800498,-0.28469765,-0.1187352,-0.1004502,0.018285
18,0.10806395,0.08275236,"('disagreeable', 'welcoming')",-0.48361823,-0.5898118,-0.1877771,-0.2535297,-0.0657526
19,-0.29153058,-0.26664534,"('inhospitable', 'hospitable')",-0.19440386,-0.23079444,-0.2429672,-0.2487199,-0.0057527
20,-0.14202298,-0.06340485,"('rough', 'thoughtful')",1.1594434,1.1526831,0.5087102,0.5446392,0.035929
21,-2.1474624,-2.2788885,"('immoral', 'moral')",-0.70171285,-0.59407157,-1.4245876,-1.43648,-0.0118924
22,-1.2645526,-1.2868878,"('untrustworthy', 'trustworthy')",-0.91448694,-0.96277136,-1.0895197,-1.1248295,-0.0353098
23,-1.5898595,-1.7357426,"('insincere', 'sincere')",5.9042954,5.7130184,2.157218,1.9886379,-0.1685801
24,-1.6258793,-1.5956259,"('dishonest', 'honest')",0.97396994,0.87211925,-0.3259547,-0.3617533,-0.0357986
25,1.5075653,1.4664328,"('egoistic', 'altruistic')",1.4994066,1.4008795,1.5034859,1.4336562,-0.0698297
26,1.807747,1.6814477,"('hardhearted', 'benevolent')",1.6976178,1.5731136,1.7526824,1.6272807,-0.1254017
27,0.41998422,0.5371823,"('hardhearted', 'softhearted')",1.3539693,1.2060612,0.8869768,0.8716217,-0.0153551
28,-1.8588464,-2.0093603,"('disloyal', 'loyal')",0.819166,0.66709566,-0.5198402,-0.6711323,-0.1512921
29,-0.3430764,-0.26771086,"('unfair', 'fair')",-0.5596264,-0.6746428,-0.4513514,-0.4711768,-0.0198254
30,-1.1202868,-1.2719424,"('intolerant', 'tolerant')",1.3013415,1.2796335,0.0905274,0.0038456,-0.0866818
31,1.1645424,1.1909544,"('evil', 'good')",-0.9233855,-1.1081758,0.1205785,0.0413893,-0.0791892
32,-0.51814616,-0.55557454,"('unkind', 'kind')",1.0533265,0.92682844,0.2675902,0.185627,-0.0819632
33,1.7068983,1.6329758,"('wrong', 'right')",-0.37196833,-0.449914,0.667465,0.5915309,-0.0759341
34,0.46346873,0.52437127,"('mean', 'honorable')",6.204559,6.2465644,3.3340137,3.3854678,0.0514541
35,2.0498068,2.1516118,"('corrupt', 'incorrupt')",-0.16765307,-0.3295471,0.9410769,0.9110323,-0.0300446
36,2.8808553,2.7393062,"('hostile', 'amicable')",0.12883838,-0.0738617,1.5048468,1.3327223,-0.1721245
37,-1.4216932,-1.4603069,"('fake', 'genuine')",0.24943109,0.22919309,-0.586131,-0.6155569,-0.0294259
38,-0.38398927,-0.45275107,"('untruthful', 'truthful')",0.29550642,0.29804033,-0.0442414,-0.0773554,-0.033114
39,0.2060712,0.21838108,"('exploitative', 'cooperative')",0.14027092,0.1264877,0.1731711,0.1724344,-0.0007367
40,0.79154295,0.70723826,"('stingy', 'generous')",-0.92778444,-0.97601664,-0.0681207,-0.1343892,-0.0662685
41,0.0145549495,-0.21274708,"('unforgiving', 'forgiving')",0.1088613,0.025340818,0.0617081,-0.0937031,-0.1554112
42,-0.15374374,0.018724222,"('unreliable', 'reliable')",-2.9374883,-2.7974405,-1.545616,-1.3893582,0.1562578
43,-1.9505461,-1.9254287,"('irresponsible', 'responsible')",0.7571425,0.7272747,-0.5967019,-0.599077,-0.0023751
44,-0.21630561,-0.06751034,"('prejudiced', 'unprejudiced')",-1.8271312,-1.8032612,-1.0217184,-0.9353858,0.0863326
45,-1.7462952,-1.8486313,"('incompetent', 'competent')",0.12153678,0.10767156,-0.8123792,-0.8704798,-0.0581006
46,-0.47062355,-0.57682747,"('uncompetitive', 'competitive')",-0.3302277,-0.19858533,-0.4004256,-0.3877064,0.0127192
47,-0.10084523,-0.07412958,"('stupid', 'smart')",5.6833696,5.567348,2.7912621,2.7466092,-0.0446529
48,-1.5318084,-1.7108313,"('unintelligent', 'intelligent')",1.1414919,1.1335299,-0.1951582,-0.2886507,-0.0934925
49,-1.0426519,-0.9987604,"('unable', 'able')",-0.29646853,-0.24233934,-0.6695602,-0.6205499,0.0490103
50,0.36988747,0.49232972,"('clumsy', 'skillful')",0.026603594,-0.0050145835,0.1982455,0.2436576,0.0454121
51,-2.0296326,-2.1434796,"('uneducated', 'educated')",1.0839108,1.1363925,-0.4728609,-0.5035436,-0.0306827
52,0.9289338,0.7838582,"('irrational', 'rational')",-0.12512344,-0.3385641,0.4019052,0.222647,-0.1792582
53,0.4923904,0.45703498,"('uncreative', 'creative')",1.3175796,1.2235065,0.904985,0.8402707,-0.0647143
54,0.9829459,0.91814846,"('incapable', 'capable')",1.3041954,1.2027068,1.1435707,1.0604277,-0.083143
55,-1.6144207,-1.704922,"('incompetent', 'clever')",0.47688043,0.52900213,-0.5687701,-0.5879599,-0.0191898
56,-1.8005491,-1.8602904,"('impractical', 'practical')",0.12170307,0.2060187,-0.8394231,-0.8271359,0.0122872
57,-1.7724313,-2.034147,"('unimaginative', 'imaginative')",-2.3622758,-2.3590798,-2.0673535,-2.1966133,-0.1292598
58,0.34462884,0.3054719,"('undiscriminating', 'discriminating')",0.49046502,0.4954579,0.4175469,0.4004649,-0.017082
59,0.7127357,0.73890424,"('foolish', 'wise')",0.6240441,0.54463077,0.6683899,0.6417675,-0.0266224
60,-2.400546,-2.4153228,"('inefficient', 'efficient')",0.27662966,0.51662695,-1.0619582,-0.9493479,0.1126103
61,-0.5807966,-0.683325,"('illogical', 'logical')",0.66489315,0.55277073,0.0420483,-0.0652771,-0.1073254
62,-0.9614602,-0.9965873,"('incompetent', 'brilliant')",0.709916,0.83136266,-0.1257721,-0.0826123,0.0431598
63,0.25373325,0.19589455,"('unperceptive', 'insightful')",1.5340528,1.6330206,0.8938931,0.9144576,0.0205645
64,-0.7182489,-0.72507125,"('shy', 'confident')",-6.797064,-6.639683,-3.7576563,-3.6823771,0.0752792
65,-1.6357687,-1.7294582,"('insecure', 'secure')",-0.50617754,-0.43866476,-1.0709732,-1.0840615,-0.0130883
66,1.2493443,1.2369233,"('inactive', 'active')",0.9394261,0.858989,1.0943853,1.0479562,-0.0464291
67,-0.4840327,-0.50077045,"('doubtful', 'determined')",-0.3414971,-0.28177318,-0.4127649,-0.3912718,0.0214931
68,-1.2878126,-1.268847,"('dependent', 'independent')",-0.4429625,-0.40856758,-0.8653876,-0.8387073,0.0266803
69,2.6577106,2.7329874,"('lazy', 'industrious')",-0.46158934,-0.48837885,1.0980606,1.1223043,0.0242437
70,-1.8258603,-1.7998333,"('lethargic', 'energetic')",0.8811477,0.98196346,-0.4723563,-0.4089349,0.0634214
71,1.4603481,1.50815,"('diffident', 'self-confident')",0.9132567,0.7748675,1.1868024,1.1415087,-0.0452937
72,-1.2165072,-1.1738935,"('unambitious', 'ambitious')",-0.60509497,-0.6167462,-0.9108011,-0.8953198,0.0154813
73,0.8603671,0.9832716,"('helpless', 'self-reliant')",-3.3850932,-3.30572,-1.2623631,-1.1612242,0.1011389
74,-0.5411711,-0.5348298,"('undedicated', 'dedicated')",0.37330228,0.38481817,-0.0839344,-0.0750058,0.0089286
75,0.78224844,0.81659627,"('meek', 'impulsive')",-0.29014814,-0.25700307,0.2460501,0.2797966,0.0337465
76,-1.0285913,-0.8464121,"('anxious', 'daring')",0.2378402,0.435424,-0.3953755,-0.2054941,0.1898814
77,-0.93959457,-1.084947,"('unmotivated', 'motivated')",-0.89551115,-0.75170803,-0.9175528,-0.9183275,-0.0007747
78,-0.07987055,-0.06641032,"('nonresilient', 'resilient')",0.48593596,0.6490707,0.2030327,0.2913302,0.0882975
79,0.25886267,0.26061082,"('wavering', 'unwavering')",-0.01721715,-0.029039394,0.1208228,0.1157857,-0.0050371
