,fry_male,fry_female,tuple,average_male,average_female,female-male
0,0.21048048,0.219002,"('unsociable', 'sociable')",0.2104805,0.219002,0.0085215
1,0.9604648,0.9388977,"('unfriendly', 'friendly')",0.9604648,0.9388977,-0.0215671
2,0.30435938,0.5141189,"('unlikable', 'likable')",0.3043594,0.5141189,0.2097595
3,0.8922103,1.025705,"('repellent', 'pleasant')",0.8922103,1.025705,0.1334947
4,-7.2776117,-7.150509,"('disliked', 'liked')",-7.2776117,-7.1505089,0.1271028
5,-0.85489404,-0.7225003,"('distant', 'outgoing')",-0.854894,-0.7225003,0.1323937
6,-0.34958082,-0.3065101,"('distant', 'open')",-0.3495808,-0.3065101,0.0430707
7,1.4617199,1.4034033,"('insensitive', 'sensitive')",1.4617199,1.4034033,-0.0583166
8,0.9196254,0.84359527,"('unaffectionate', 'affectionate')",0.9196254,0.8435953,-0.0760301
9,1.222047,1.2120237,"('unaffectionate', 'caring')",1.222047,1.2120237,-0.0100233
10,1.8682563,1.7685106,"('unsympathetic', 'sympathetic')",1.8682563,1.7685106,-0.0997457
11,2.0388815,1.9991932,"('unhelpful', 'helpful')",2.0388815,1.9991932,-0.0396883
12,-1.0931166,-1.0121179,"('unsupportive', 'supportive')",-1.0931166,-1.0121179,0.0809987
13,0.21247357,0.25839075,"('impolite', 'polite')",0.2124736,0.2583908,0.0459172
14,0.37018827,0.46107596,"('antisocial', 'social')",0.3701883,0.461076,0.0908877
15,0.1604192,0.17230725,"('boring', 'funny')",0.1604192,0.1723073,0.0118881
16,-1.0377163,-0.8202504,"('unpopular', 'popular')",-1.0377163,-0.8202504,0.2174659
17,0.18945923,0.1488784,"('nasty', 'nice')",0.1894592,0.1488784,-0.0405808
18,-0.5807454,-0.468152,"('disagreeable', 'welcoming')",-0.5807454,-0.468152,0.1125934
19,-0.5811891,-0.5894626,"('inhospitable', 'hospitable')",-0.5811891,-0.5894626,-0.0082735
20,0.70969254,0.5732617,"('rough', 'thoughtful')",0.7096925,0.5732617,-0.1364308
21,0.19577017,0.36613563,"('immoral', 'moral')",0.1957702,0.3661356,0.1703654
22,0.31399918,0.31497672,"('untrustworthy', 'trustworthy')",0.3139992,0.3149767,0.0009775
23,6.1945424,6.203982,"('insincere', 'sincere')",6.1945424,6.2039819,0.0094395
