,charter_male,charter_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.442743,-0.55660605,"('unsociable', 'sociable')",0.4024656,0.19541755,-0.18301514,-0.3389365,-0.0744308,-0.233375,-0.1589442
1,-0.35788926,-0.29458913,"('unfriendly', 'friendly')",0.62544423,0.501338,1.6529248,1.4732035,0.6401599,0.5599841,-0.0801758
2,0.85843587,0.9513816,"('unlikable', 'likable')",1.6473384,1.744949,0.8857833,0.9647275,1.1305192,1.2203526,0.0898334
3,0.5061533,0.64575076,"('repellent', 'pleasant')",0.38413897,0.5342951,0.1251189,0.24474762,0.3384704,0.4749312,0.1364608
4,0.2433221,0.29634556,"('disliked', 'liked')",-0.25302875,-0.21032757,-5.7303486,-5.809751,-1.9133517,-1.907911,0.0054407
5,-0.8417958,-0.72504985,"('distant', 'outgoing')",-0.09615967,-0.031840634,-0.16940895,-0.14119628,-0.3691215,-0.2993623,0.0697592
6,-1.1862507,-1.0207323,"('distant', 'open')",-1.1102855,-1.0914606,0.22929496,0.24385709,-0.6890804,-0.6227786,0.0663018
7,0.4928409,0.51430285,"('insensitive', 'sensitive')",0.6932627,0.78427017,0.6599135,0.6995058,0.615339,0.6660263,0.0506873
8,-0.43825734,-0.3892131,"('unaffectionate', 'affectionate')",-0.78879946,-0.7648109,0.17943753,0.1118126,-0.3492064,-0.3474038,0.0018026
9,0.41571766,0.46527237,"('unaffectionate', 'caring')",0.13282558,0.14830294,0.9812783,0.97540456,0.5099405,0.52966,0.0197195
10,0.06169234,0.05057203,"('unsympathetic', 'sympathetic')",0.33514878,0.35195273,-0.049717724,-0.08553194,0.1157078,0.1056643,-0.0100435
11,0.0006071888,0.022854552,"('unhelpful', 'helpful')",1.4274733,1.4968431,2.051912,2.0997643,1.1599975,1.2064873,0.0464898
12,1.6075824,1.675397,"('unsupportive', 'supportive')",0.6739438,0.8485278,-1.6564586,-1.662623,0.2083559,0.2871006,0.0787447
13,0.49425662,0.4135778,"('impolite', 'polite')",0.59508026,0.50205094,-0.014251001,-0.04988672,0.358362,0.2885807,-0.0697813
14,1.2012683,1.1704352,"('antisocial', 'social')",1.378003,1.4172572,-0.46085912,-0.4459077,0.7061374,0.7139282,0.0077908
15,-0.13886517,-0.14473987,"('boring', 'funny')",0.11896752,0.024681125,0.525843,0.4862899,0.1686485,0.122077,-0.0465715
16,-1.3982431,-1.3312483,"('unpopular', 'popular')",-0.94472396,-0.8369093,0.19726977,0.27642143,-0.7152325,-0.6305787,0.0846538
17,-0.3967435,-0.2695278,"('nasty', 'nice')",-0.8418111,-0.7243057,-0.5317234,-0.45134616,-0.5900927,-0.4817266,0.1083661
18,0.1047039,0.13693553,"('disagreeable', 'welcoming')",-0.013531342,-0.11401619,-0.36589456,-0.4061857,-0.091574,-0.1277554,-0.0361814
19,-0.7365034,-0.6641584,"('inhospitable', 'hospitable')",-0.2724151,-0.28167948,-0.23144469,-0.19933861,-0.4134544,-0.3817255,0.0317289
20,-1.2181295,-1.12621,"('rough', 'thoughtful')",-0.113132305,-0.012572102,0.51520306,0.5341751,-0.2720196,-0.2015356,0.070484
21,0.70760363,0.6563782,"('immoral', 'moral')",1.1526672,1.0878074,-0.3340999,-0.30910486,0.5087236,0.4783603,-0.0303633
