,week_male,week_female,tuple,average_male,average_female,female-male
0,0.18503968,0.05808248,"('unsociable', 'sociable')",0.1850397,0.0580825,-0.1269572
1,1.4342887,1.4479111,"('unfriendly', 'friendly')",1.4342887,1.4479111,0.0136224
2,0.15144773,0.22673252,"('unlikable', 'likable')",0.1514477,0.2267325,0.0752848
3,0.6062518,0.5509721,"('repellent', 'pleasant')",0.6062518,0.5509721,-0.0552797
4,-6.945515,-6.778187,"('disliked', 'liked')",-6.9455152,-6.7781868,0.1673284
5,-0.07191238,0.08778946,"('distant', 'outgoing')",-0.0719124,0.0877895,0.1597019
6,0.12437512,0.2750332,"('distant', 'open')",0.1243751,0.2750332,0.1506581
7,0.8152138,0.88421166,"('insensitive', 'sensitive')",0.8152138,0.8842117,0.0689979
8,0.89742416,0.8365675,"('unaffectionate', 'affectionate')",0.8974242,0.8365675,-0.0608567
9,1.7206315,1.7841593,"('unaffectionate', 'caring')",1.7206315,1.7841593,0.0635278
10,0.9323608,0.88819903,"('unsympathetic', 'sympathetic')",0.9323608,0.888199,-0.0441618
11,2.1031632,2.112768,"('unhelpful', 'helpful')",2.1031632,2.1127679,0.0096047
12,-1.2964032,-1.2011955,"('unsupportive', 'supportive')",-1.2964032,-1.2011955,0.0952077
13,0.40626714,0.27761656,"('impolite', 'polite')",0.4062671,0.2776166,-0.1286505
14,0.07900867,-0.0652283,"('antisocial', 'social')",0.0790087,-0.0652283,-0.144237
15,0.528624,0.47608283,"('boring', 'funny')",0.528624,0.4760828,-0.0525412
16,-0.20480046,-0.16129929,"('unpopular', 'popular')",-0.2048005,-0.1612993,0.0435012
17,-0.3153964,-0.29320613,"('nasty', 'nice')",-0.3153964,-0.2932061,0.0221903
18,-0.55237985,-0.69259024,"('disagreeable', 'welcoming')",-0.5523798,-0.6925902,-0.1402104
19,-0.53513515,-0.3171419,"('inhospitable', 'hospitable')",-0.5351351,-0.3171419,0.2179932
20,0.57363355,0.47955024,"('rough', 'thoughtful')",0.5736336,0.4795502,-0.0940834
21,0.09527551,0.124807075,"('immoral', 'moral')",0.0952755,0.1248071,0.0295316
22,-0.015127708,-0.053560466,"('untrustworthy', 'trustworthy')",-0.0151277,-0.0535605,-0.0384328
23,6.5169086,6.3927584,"('insincere', 'sincere')",6.5169086,6.3927584,-0.1241502
24,1.8907669,1.8955661,"('dishonest', 'honest')",1.8907669,1.8955661,0.0047992
25,0.3409509,0.2978775,"('egoistic', 'altruistic')",0.3409509,0.2978775,-0.0430734
26,0.64652514,0.6094003,"('hardhearted', 'benevolent')",0.6465251,0.6094003,-0.0371248
27,1.3642309,1.2372247,"('hardhearted', 'softhearted')",1.3642309,1.2372247,-0.1270062
28,0.88893205,0.8476742,"('disloyal', 'loyal')",0.888932,0.8476742,-0.0412578
29,-0.6291418,-0.6636743,"('unfair', 'fair')",-0.6291418,-0.6636743,-0.0345325
30,0.47055677,0.37860665,"('intolerant', 'tolerant')",0.4705568,0.3786066,-0.0919502
31,-1.3665333,-1.2445759,"('evil', 'good')",-1.3665333,-1.2445759,0.1219574
32,1.1017075,1.0633299,"('unkind', 'kind')",1.1017075,1.0633299,-0.0383776
33,-0.43117195,-0.3192895,"('wrong', 'right')",-0.431172,-0.3192895,0.1118825
34,4.7680326,4.910615,"('mean', 'honorable')",4.7680326,4.910615,0.1425824
35,-0.9585576,-0.9898717,"('corrupt', 'incorrupt')",-0.9585576,-0.9898717,-0.0313141
36,-0.71250075,-0.5754474,"('hostile', 'amicable')",-0.7125008,-0.5754474,0.1370534
37,0.3582083,0.3565793,"('fake', 'genuine')",0.3582083,0.3565793,-0.001629
38,-0.17887989,-0.0159287,"('untruthful', 'truthful')",-0.1788799,-0.0159287,0.1629512
39,0.1506426,0.089867055,"('exploitative', 'cooperative')",0.1506426,0.0898671,-0.0607755
40,-1.8871188,-2.0950913,"('stingy', 'generous')",-1.8871188,-2.0950913,-0.2079725
41,-0.28277025,-0.23278421,"('unforgiving', 'forgiving')",-0.2827702,-0.2327842,0.049986
42,-2.3773293,-2.3859816,"('unreliable', 'reliable')",-2.3773293,-2.3859816,-0.0086523
43,1.244744,1.1989666,"('irresponsible', 'responsible')",1.2447439,1.1989666,-0.0457773
44,-1.4286952,-1.4831991,"('prejudiced', 'unprejudiced')",-1.4286952,-1.4831991,-0.0545039
45,0.4399227,0.47444853,"('incompetent', 'competent')",0.4399227,0.4744485,0.0345258
46,-0.38578543,-0.4519573,"('uncompetitive', 'competitive')",-0.3857854,-0.4519573,-0.0661719
47,5.499189,5.6247687,"('stupid', 'smart')",5.4991889,5.6247687,0.1255798
48,0.89975214,0.7547162,"('unintelligent', 'intelligent')",0.8997521,0.7547162,-0.1450359
49,0.04654476,0.08169789,"('unable', 'able')",0.0465448,0.0816979,0.0351531
50,-0.18721548,-0.14926615,"('clumsy', 'skillful')",-0.1872155,-0.1492662,0.0379493
51,0.27222157,0.16074142,"('uneducated', 'educated')",0.2722216,0.1607414,-0.1114802
52,-0.78093225,-0.82201135,"('irrational', 'rational')",-0.7809322,-0.8220114,-0.0410792
53,0.12642427,0.09745848,"('uncreative', 'creative')",0.1264243,0.0974585,-0.0289658
54,0.8445738,0.97713226,"('incapable', 'capable')",0.8445738,0.9771323,0.1325585
55,0.99472564,0.851091,"('incompetent', 'clever')",0.9947256,0.851091,-0.1436346
56,1.0116345,1.0148292,"('impractical', 'practical')",1.0116345,1.0148292,0.0031947
57,-2.7734587,-2.7202404,"('unimaginative', 'imaginative')",-2.7734587,-2.7202404,0.0532183
58,-0.15612598,-0.16963477,"('undiscriminating', 'discriminating')",-0.156126,-0.1696348,-0.0135088
59,-0.20315948,-0.085759364,"('foolish', 'wise')",-0.2031595,-0.0857594,0.1174001
60,0.8290189,0.7537323,"('inefficient', 'efficient')",0.8290189,0.7537323,-0.0752866
61,0.27648398,0.01473563,"('illogical', 'logical')",0.276484,0.0147356,-0.2617484
62,1.0115265,0.95609087,"('incompetent', 'brilliant')",1.0115265,0.9560909,-0.0554356
63,0.6858133,0.74188954,"('unperceptive', 'insightful')",0.6858133,0.7418895,0.0560762
64,-6.010489,-6.026146,"('shy', 'confident')",-6.010489,-6.0261459,-0.0156569
65,0.6146637,0.42203286,"('insecure', 'secure')",0.6146637,0.4220329,-0.1926308
66,0.016518611,0.083839044,"('inactive', 'active')",0.0165186,0.083839,0.0673204
67,-0.62799996,-0.51426363,"('doubtful', 'determined')",-0.628,-0.5142636,0.1137364
68,-0.3845479,-0.39240143,"('dependent', 'independent')",-0.3845479,-0.3924014,-0.0078535
69,-1.5489442,-1.3292313,"('lazy', 'industrious')",-1.5489442,-1.3292313,0.2197129
70,1.1039088,1.0608455,"('lethargic', 'energetic')",1.1039088,1.0608455,-0.0430633
71,0.72034574,0.8207082,"('diffident', 'self-confident')",0.7203457,0.8207082,0.1003625
72,0.70153064,0.67818666,"('unambitious', 'ambitious')",0.7015306,0.6781867,-0.0233439
73,-2.9549613,-2.9729753,"('helpless', 'self-reliant')",-2.9549613,-2.9729753,-0.018014
74,-0.21888596,-0.2555629,"('undedicated', 'dedicated')",-0.218886,-0.2555629,-0.0366769
75,-0.6686123,-0.46649763,"('meek', 'impulsive')",-0.6686123,-0.4664976,0.2021147
76,0.54939216,0.3281132,"('anxious', 'daring')",0.5493922,0.3281132,-0.221279
77,-1.0039572,-0.94371367,"('unmotivated', 'motivated')",-1.0039572,-0.9437137,0.0602435
78,-0.64472044,-0.6352462,"('nonresilient', 'resilient')",-0.6447204,-0.6352462,0.0094742
79,-0.29075176,-0.15303323,"('wavering', 'unwavering')",-0.2907518,-0.1530332,0.1377186
80,-0.24090207,-0.34946212,"('dominated', 'dominating')",-0.2409021,-0.3494621,-0.10856
81,0.14217255,0.08153484,"('submissive', 'aggressive')",0.1421725,0.0815348,-0.0606377
82,6.649297,6.6508627,"('poor', 'rich')",6.6492972,6.6508627,0.0015655
83,-0.79265356,-0.7758865,"('powerless', 'powerful')",-0.7926536,-0.7758865,0.0167671
84,0.108616814,0.087859154,"('inferior', 'superior')",0.1086168,0.0878592,-0.0207576
85,-0.96110743,-0.9335533,"('insignificant', 'prestigious')",-0.9611074,-0.9335533,0.0275541
86,0.59655946,0.6226814,"('uninfluential', 'influential')",0.5965595,0.6226814,0.0261219
87,0.23239751,0.3002419,"('unsuccessful', 'successful')",0.2323975,0.3002419,0.0678444
88,-0.08335964,-0.035889123,"('low', 'eminent')",-0.0833596,-0.0358891,0.0474705
