,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.05319317,-0.017499037,"('unsociable', 'sociable')",-0.8196401,-0.89309627,-1.3133968,-1.3503572,-0.8304427,-0.9667956,-1.1817672,-1.2805245,-0.289019,-0.3586056,-0.7479099,-0.8111463,-0.0632364
1,0.8534971,0.8066226,"('unfriendly', 'friendly')",-1.2366278,-1.1842846,-0.91873556,-0.957649,-1.0195824,-1.0007303,2.3927107,2.2389464,1.7457498,1.5806005,0.3028353,0.247251,-0.0555843
2,1.849055,1.9139146,"('unlikable', 'likable')",1.0175745,1.1235123,0.74568176,0.8004307,1.8581501,1.9059615,1.8865309,1.9016317,0.81955504,0.9452442,1.3627578,1.4317826,0.0690248
3,-0.52460873,-0.37051293,"('repellent', 'pleasant')",-0.66312575,-0.5484111,-1.54213,-1.4668787,-0.5808785,-0.50284815,-1.9847791,-1.9261183,0.65901726,0.6537087,-0.7727509,-0.6935101,0.0792408
4,-0.1975725,-0.24589826,"('disliked', 'liked')",0.8579142,0.8553441,0.59537816,0.72758764,-0.6410294,-0.56904656,0.28301132,0.31727862,-6.724197,-6.869426,-0.9710825,-0.9640267,0.0070558
5,0.8345445,0.77056134,"('distant', 'outgoing')",-0.9696521,-0.9189608,1.1795912,1.2065142,0.18938011,0.25045666,2.697595,2.6994972,-0.45468017,-0.40964246,0.579463,0.5997377,0.0202747
6,0.6045212,0.6131552,"('distant', 'open')",-1.3888777,-1.2946757,1.1729296,1.2138462,-0.0023348704,0.06614671,2.9104323,2.9141192,-0.15318683,-0.13620052,0.523914,0.5627319,0.0388179
7,0.3631383,0.6256185,"('insensitive', 'sensitive')",-0.1021048,-0.081398636,-1.234862,-1.3182868,-0.7132627,-0.7168546,-0.6467136,-0.58940923,0.6819222,0.74470377,-0.2753137,-0.2226045,0.0527092
8,0.64530855,0.5770031,"('unaffectionate', 'affectionate')",-0.45985258,-0.38205236,-0.243477,-0.17530084,-0.4662257,-0.38323954,3.1233773,3.0192695,0.8592308,0.7825513,0.5763936,0.5730385,-0.0033551
9,1.360448,1.3410724,"('unaffectionate', 'caring')",-1.057524,-1.0358335,-0.27376395,-0.2993213,0.06423478,0.057900432,3.4569755,3.366011,1.5821931,1.5804137,0.8554273,0.8350405,-0.0203868
10,-0.7733038,-0.5709571,"('unsympathetic', 'sympathetic')",-1.1338323,-1.1903312,-1.7047071,-1.7536184,-0.4697593,-0.5061994,-1.902797,-1.9425328,0.306108,0.22260183,-0.946382,-0.9568396,-0.0104576
11,0.5620423,0.6466168,"('unhelpful', 'helpful')",-0.17875735,-0.3481465,-0.90749335,-1.0004028,0.76126456,0.6957035,0.017536376,0.038861603,2.4512274,2.5277483,0.45097,0.4267302,-0.0242398
12,0.8466803,1.0277158,"('unsupportive', 'supportive')",-0.035090692,0.10923721,0.14698714,0.16469377,0.9441688,1.0174577,1.0380065,1.0898435,-1.5587708,-1.5457923,0.2303302,0.3105259,0.0801957
13,0.697571,0.77598006,"('impolite', 'polite')",0.10599625,0.024311647,-0.26518148,-0.39038178,0.049771648,-0.08605677,-0.76463,-0.7880871,-0.6582353,-0.6118553,-0.139118,-0.1793482,-0.0402302
14,0.7490841,0.886069,"('antisocial', 'social')",0.6635443,0.7130507,-0.1895196,-0.25333387,0.49955127,0.43399942,-0.62489796,-0.61590856,-0.34311932,-0.2911563,0.1257738,0.1454534,0.0196796
