,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.016172655,-0.09561561,"('unsociable', 'sociable')",-0.8670399,-0.7888865,-0.7939875,-0.8990844,-0.5590667,-0.5945288,-0.0354621
1,1.7018557,1.5024321,"('unfriendly', 'friendly')",-0.24095991,-0.4193471,1.7635574,1.5077602,1.0748177,0.863615,-0.2112027
2,1.1685125,1.1973596,"('unlikable', 'likable')",0.7328652,0.7643006,0.80740225,0.91596687,0.9029266,0.959209,0.0562824
3,-0.49231642,-0.30056515,"('repellent', 'pleasant')",-0.8605589,-0.75463796,-0.14737286,-0.12857048,-0.5000827,-0.3945912,0.1054915
4,0.24512121,0.10633505,"('disliked', 'liked')",0.37740368,0.21500224,-5.1419935,-5.17838,-1.5064896,-1.6190143,-0.1125247
5,0.25288406,0.20722765,"('distant', 'outgoing')",0.35136035,0.19567876,-0.13089162,-0.14730768,0.1577843,0.0851996,-0.0725847
6,0.0837774,0.030598715,"('distant', 'open')",-0.06939404,-0.22651075,0.2695325,0.18325174,0.0946386,-0.0042201,-0.0988587
7,0.18805254,0.19747166,"('insensitive', 'sensitive')",-0.75771415,-0.5406921,0.23483472,0.19887352,-0.111609,-0.0481156,0.0634934
8,0.7101707,0.57953024,"('unaffectionate', 'affectionate')",-0.57631195,-0.7428047,0.4500788,0.29912993,0.1946458,0.0452852,-0.1493606
9,1.4770626,1.3699658,"('unaffectionate', 'caring')",-0.18189774,-0.31079292,0.8140628,0.68008196,0.7030759,0.5797516,-0.1233243
10,0.12893422,0.1756868,"('unsympathetic', 'sympathetic')",-1.3008461,-1.0977674,-0.5287067,-0.5998283,-0.5668728,-0.5073029,0.0595699
11,-0.9194405,-0.8868131,"('unhelpful', 'helpful')",-0.5353538,-0.37026343,1.4657648,1.451768,0.0036568,0.0648972,0.0612404
12,1.0214643,1.0781411,"('unsupportive', 'supportive')",0.034756977,0.15434863,-1.5495253,-1.5042747,-0.1644346,-0.090595,0.0738396
13,0.1299282,0.2065882,"('impolite', 'polite')",-0.524723,-0.37744573,-0.9795357,-0.95660615,-0.4581102,-0.3758212,0.082289
14,-1.1186354,-1.1358435,"('antisocial', 'social')",-0.7052543,-0.5094488,-1.1267642,-1.0842394,-0.9835513,-0.9098439,0.0737074
15,0.2706545,0.11688405,"('boring', 'funny')",0.5618783,0.37907296,0.23437102,0.19395956,0.3556346,0.2299722,-0.1256624
16,-0.5095028,-0.5862424,"('unpopular', 'popular')",-0.65732926,-0.74274987,0.6469361,0.57156026,-0.1732987,-0.2524773,-0.0791786
17,0.4399175,0.49118334,"('nasty', 'nice')",-0.34792766,-0.22595817,-0.5032157,-0.3962796,-0.1370753,-0.0436848,0.0933905
18,-0.7760289,-0.8014113,"('disagreeable', 'welcoming')",-0.018157281,0.10920455,-0.79439276,-0.8269842,-0.5295263,-0.506397,0.0231293
19,-0.23668447,-0.15692538,"('inhospitable', 'hospitable')",0.15647197,0.17142439,-0.24612553,-0.19565907,-0.1087794,-0.0603867,0.0483927
20,-0.16943796,-0.12635796,"('rough', 'thoughtful')",-0.27940014,-0.21324006,1.100608,1.0558991,0.2172566,0.238767,0.0215104
