,sculpting_male,sculpting_female,tuple,average_male,average_female,female-male
0,-1.8154131,-1.8112494,"('unsociable', 'sociable')",-1.8154131,-1.8112494,0.0041637
1,0.28551593,0.24151954,"('unfriendly', 'friendly')",0.2855159,0.2415195,-0.0439964
2,0.72255594,0.76550883,"('unlikable', 'likable')",0.7225559,0.7655088,0.0429529
3,-0.6798518,-0.50557536,"('repellent', 'pleasant')",-0.6798518,-0.5055754,0.1742764
4,-1.3059139,-1.2942398,"('disliked', 'liked')",-1.3059139,-1.2942398,0.0116741
5,0.4590444,0.5691245,"('distant', 'outgoing')",0.4590444,0.5691245,0.1100801
6,0.06662896,0.13606144,"('distant', 'open')",0.066629,0.1360614,0.0694324
7,-0.6498772,-0.5251024,"('insensitive', 'sensitive')",-0.6498772,-0.5251024,0.1247748
8,-0.31362987,-0.42980796,"('unaffectionate', 'affectionate')",-0.3136299,-0.429808,-0.1161781
9,-0.3304892,-0.29897526,"('unaffectionate', 'caring')",-0.3304892,-0.2989753,0.0315139
10,-2.0619626,-2.1191823,"('unsympathetic', 'sympathetic')",-2.0619626,-2.1191823,-0.0572197
11,-0.7259438,-0.663009,"('unhelpful', 'helpful')",-0.7259438,-0.663009,0.0629348
12,-1.6024442,-1.5433635,"('unsupportive', 'supportive')",-1.6024442,-1.5433635,0.0590807
13,-1.4716492,-1.5130597,"('impolite', 'polite')",-1.4716492,-1.5130597,-0.0414105
14,-1.3496071,-1.3137649,"('antisocial', 'social')",-1.3496071,-1.3137649,0.0358422
15,0.525785,0.40557882,"('boring', 'funny')",0.525785,0.4055788,-0.1202062
16,0.028875858,0.14482915,"('unpopular', 'popular')",0.0288759,0.1448292,0.1159533
17,-0.37556058,-0.32742244,"('nasty', 'nice')",-0.3755606,-0.3274224,0.0481382
18,-0.35472465,-0.29886532,"('disagreeable', 'welcoming')",-0.3547246,-0.2988653,0.0558593
19,-0.14906155,-0.11048153,"('inhospitable', 'hospitable')",-0.1490615,-0.1104815,0.03858
20,0.1848895,0.19543868,"('rough', 'thoughtful')",0.1848895,0.1954387,0.0105492
21,-0.43875143,-0.36015114,"('immoral', 'moral')",-0.4387514,-0.3601511,0.0786003
22,-0.95756674,-0.8963476,"('untrustworthy', 'trustworthy')",-0.9575667,-0.8963476,0.0612191
23,1.1812758,1.2302419,"('insincere', 'sincere')",1.1812758,1.2302419,0.0489661
24,-0.7265883,-0.7221866,"('dishonest', 'honest')",-0.7265883,-0.7221866,0.0044017
25,0.80828,0.8565893,"('egoistic', 'altruistic')",0.80828,0.8565893,0.0483093
26,0.3328807,0.016935293,"('hardhearted', 'benevolent')",0.3328807,0.0169353,-0.3159454
27,-0.11620787,-0.14581238,"('hardhearted', 'softhearted')",-0.1162079,-0.1458124,-0.0296045
28,-0.57997614,-0.65824753,"('disloyal', 'loyal')",-0.5799761,-0.6582475,-0.0782714
29,-0.2647152,-0.19714402,"('unfair', 'fair')",-0.2647152,-0.197144,0.0675712
30,-1.4982678,-1.5359936,"('intolerant', 'tolerant')",-1.4982678,-1.5359936,-0.0377258
31,-0.37675858,-0.38227043,"('evil', 'good')",-0.3767586,-0.3822704,-0.0055118
32,-0.06739973,-0.1555356,"('unkind', 'kind')",-0.0673997,-0.1555356,-0.0881359
33,1.0864747,1.0975099,"('wrong', 'right')",1.0864747,1.0975099,0.0110352
34,1.4724506,1.6096582,"('mean', 'honorable')",1.4724506,1.6096582,0.1372076
35,0.6022351,0.5526823,"('corrupt', 'incorrupt')",0.6022351,0.5526823,-0.0495528
36,0.33536232,0.22104914,"('hostile', 'amicable')",0.3353623,0.2210491,-0.1143132
37,-0.8049321,-0.8321397,"('fake', 'genuine')",-0.8049321,-0.8321397,-0.0272076
38,-0.14598295,-0.069573246,"('untruthful', 'truthful')",-0.145983,-0.0695732,0.0764098
39,-0.8315458,-0.8569291,"('exploitative', 'cooperative')",-0.8315458,-0.8569291,-0.0253833
40,-1.1036024,-1.1417598,"('stingy', 'generous')",-1.1036024,-1.1417598,-0.0381574
41,-0.77179134,-0.8811444,"('unforgiving', 'forgiving')",-0.7717913,-0.8811444,-0.1093531
42,-0.98460525,-0.90485513,"('unreliable', 'reliable')",-0.9846053,-0.9048551,0.0797502
43,-1.4519398,-1.3664694,"('irresponsible', 'responsible')",-1.4519398,-1.3664694,0.0854704
44,0.48251262,0.47741148,"('prejudiced', 'unprejudiced')",0.4825126,0.4774115,-0.0051011
45,-1.5473974,-1.5163244,"('incompetent', 'competent')",-1.5473974,-1.5163244,0.031073
46,-1.7107686,-1.6537429,"('uncompetitive', 'competitive')",-1.7107686,-1.6537429,0.0570257
47,0.7807998,0.8389783,"('stupid', 'smart')",0.7807998,0.8389783,0.0581785
48,-0.92908484,-1.0135455,"('unintelligent', 'intelligent')",-0.9290848,-1.0135455,-0.0844607
49,0.38449574,0.5865048,"('unable', 'able')",0.3844957,0.5865048,0.2020091
50,0.62755716,0.71285003,"('clumsy', 'skillful')",0.6275572,0.71285,0.0852928
51,-0.3851886,-0.35172132,"('uneducated', 'educated')",-0.3851886,-0.3517213,0.0334673
52,0.26970306,0.115723155,"('irrational', 'rational')",0.2697031,0.1157232,-0.1539799
53,1.4354291,1.4557703,"('uncreative', 'creative')",1.4354291,1.4557703,0.0203412
54,1.2453765,1.2951503,"('incapable', 'capable')",1.2453765,1.2951503,0.0497738
55,-1.7018166,-1.6337699,"('incompetent', 'clever')",-1.7018166,-1.6337699,0.0680467
56,-0.16807449,-0.047088318,"('impractical', 'practical')",-0.1680745,-0.0470883,0.1209862
57,-0.08150666,-0.22856563,"('unimaginative', 'imaginative')",-0.0815067,-0.2285656,-0.1470589
58,0.6170007,0.6260655,"('undiscriminating', 'discriminating')",0.6170007,0.6260655,0.0090648
59,0.5292826,0.47217157,"('foolish', 'wise')",0.5292826,0.4721716,-0.057111
60,-0.6951465,-0.5611202,"('inefficient', 'efficient')",-0.6951465,-0.5611202,0.1340263
61,-0.4947435,-0.4471334,"('illogical', 'logical')",-0.4947435,-0.4471334,0.0476101
62,-0.7620274,-0.5686156,"('incompetent', 'brilliant')",-0.7620274,-0.5686156,0.1934118
63,-1.0493393,-0.9754542,"('unperceptive', 'insightful')",-1.0493393,-0.9754542,0.0738851
64,-2.528645,-2.5202825,"('shy', 'confident')",-2.528645,-2.5202825,0.0083625
65,-1.3001888,-1.3378384,"('insecure', 'secure')",-1.3001888,-1.3378384,-0.0376496
66,-0.34580493,-0.34231353,"('inactive', 'active')",-0.3458049,-0.3423135,0.0034914
67,0.302159,0.25639364,"('doubtful', 'determined')",0.302159,0.2563936,-0.0457654
68,-0.11882479,0.043616764,"('dependent', 'independent')",-0.1188248,0.0436168,0.1624416
69,0.77222544,0.89223194,"('lazy', 'industrious')",0.7722254,0.8922319,0.1200065
70,-1.1388074,-1.1096184,"('lethargic', 'energetic')",-1.1388074,-1.1096184,0.029189
71,-0.08906485,0.06274993,"('diffident', 'self-confident')",-0.0890649,0.0627499,0.1518148
72,0.4929734,0.44981796,"('unambitious', 'ambitious')",0.4929734,0.449818,-0.0431554
73,-0.31976056,-0.23393479,"('helpless', 'self-reliant')",-0.3197606,-0.2339348,0.0858258
74,-0.15768677,-0.11039554,"('undedicated', 'dedicated')",-0.1576868,-0.1103955,0.0472913
75,1.1349763,1.1229818,"('meek', 'impulsive')",1.1349763,1.1229818,-0.0119945
76,0.14653566,0.069783844,"('anxious', 'daring')",0.1465357,0.0697838,-0.0767519
77,-0.062046416,0.054161817,"('unmotivated', 'motivated')",-0.0620464,0.0541618,0.1162082
78,-0.3420021,-0.17478144,"('nonresilient', 'resilient')",-0.3420021,-0.1747814,0.1672207
79,0.7378831,0.65702915,"('wavering', 'unwavering')",0.7378831,0.6570292,-0.0808539
80,-1.387517,-1.3223568,"('dominated', 'dominating')",-1.387517,-1.3223568,0.0651602
81,-1.4330558,-1.5160182,"('submissive', 'aggressive')",-1.4330558,-1.5160182,-0.0829624
82,1.8450708,1.9838268,"('poor', 'rich')",1.8450708,1.9838268,0.138756
83,-0.6141469,-0.59437686,"('powerless', 'powerful')",-0.6141469,-0.5943769,0.01977
84,0.33296794,0.36988327,"('inferior', 'superior')",0.3329679,0.3698833,0.0369154
85,1.2522217,1.0984726,"('insignificant', 'prestigious')",1.2522217,1.0984726,-0.1537491
86,-0.90814906,-0.9584852,"('uninfluential', 'influential')",-0.9081491,-0.9584852,-0.0503361
87,0.20373476,0.23671678,"('unsuccessful', 'successful')",0.2037348,0.2367168,0.032982
88,-0.073630154,-0.09306008,"('low', 'eminent')",-0.0736302,-0.0930601,-0.0194299
