,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.848187,-1.0323663,"('unsociable', 'sociable')",-0.9379101,-1.1940266,-0.4017167,-0.5356409,-0.36785522,-0.5284297,-0.6389173,-0.8226159,-0.1836986
1,-1.0171736,-1.0144662,"('unfriendly', 'friendly')",-1.6809444,-1.7405443,-1.7020515,-1.816024,1.581977,1.5313315,-0.7045482,-0.7599257,-0.0553775
2,0.65381634,0.5814361,"('unlikable', 'likable')",0.8993528,0.92479235,0.69901603,0.71515733,0.34456897,0.3954809,0.6491885,0.6542166,0.0050281
3,-1.7430629,-1.7214139,"('repellent', 'pleasant')",-0.21964887,-0.30521637,0.19732422,0.20125641,0.438797,0.47961378,-0.3316476,-0.33644,-0.0047924
4,0.5272074,0.4101269,"('disliked', 'liked')",-0.4747585,-0.5459986,-1.079531,-1.2469485,-6.4592223,-6.484271,-1.8715761,-1.9667728,-0.0951967
5,0.8030049,0.8777749,"('distant', 'outgoing')",-0.64582783,-0.5216485,-1.3566879,-1.3318392,-0.53399915,-0.4587596,-0.4333775,-0.3586181,0.0747594
6,0.6253056,0.73834676,"('distant', 'open')",-0.8039723,-0.64431703,-1.2676821,-1.2196333,-0.099805884,0.0076493137,-0.3865387,-0.2794886,0.1070501
7,-1.4848398,-1.5919625,"('insensitive', 'sensitive')",-0.6675605,-0.7193711,-0.11039074,-0.068344355,0.70987934,0.7452462,-0.3882279,-0.408608,-0.0203801
8,0.42773125,0.49485967,"('unaffectionate', 'affectionate')",-1.9726882,-2.0116167,-2.3713012,-2.378143,0.5077378,0.46209425,-0.8521301,-0.8582014,-0.0060713
9,-0.0751593,-0.06539281,"('unaffectionate', 'caring')",-1.8530043,-1.9327364,-1.7327358,-1.7682197,0.94191545,0.9248407,-0.679746,-0.710377,-0.030631
10,-1.7579011,-1.918246,"('unsympathetic', 'sympathetic')",-1.61678,-1.7969474,-0.86894864,-0.8696755,-0.3148526,-0.3374256,-1.1396205,-1.2305737,-0.0909532
11,-0.30468953,-0.41108033,"('unhelpful', 'helpful')",-0.87008935,-0.9818149,-0.50586814,-0.599222,1.6664249,1.6257713,-0.0035556,-0.0915865,-0.0880309
12,0.17854895,0.1479814,"('unsupportive', 'supportive')",-1.8566895,-1.9064819,-1.4910272,-1.4764475,-2.161532,-2.130587,-1.332675,-1.3413837,-0.0087087
13,-0.56058,-0.68000376,"('impolite', 'polite')",0.3211565,0.25641677,1.2184253,1.2659347,-0.18059912,-0.20291735,0.1996007,0.1598576,-0.0397431
14,-1.022211,-1.2306767,"('antisocial', 'social')",0.17175554,-0.0075929486,1.3386711,1.3423872,-0.31730735,-0.40172467,0.0427271,-0.0744018,-0.1171289
15,-0.032992557,-0.13479377,"('boring', 'funny')",0.9348786,0.94857514,0.81775904,0.7321065,0.50987244,0.5284311,0.5573794,0.5185798,-0.0387996
16,-1.0853602,-1.0350975,"('unpopular', 'popular')",-0.0124724265,0.00978767,-0.63131285,-0.67799973,0.43562263,0.5574064,-0.3233807,-0.2864758,0.0369049
17,-0.34765866,-0.32885677,"('nasty', 'nice')",-0.30102736,-0.2572115,0.12172247,0.16758233,-0.49749756,-0.43981376,-0.2561153,-0.2145749,0.0415404
18,-0.1928168,-0.17536771,"('disagreeable', 'welcoming')",-0.20465055,-0.1413253,-0.41608965,-0.35450864,-0.2773517,-0.2543755,-0.2727272,-0.2313943,0.0413329
