,counterterrorism_male,counterterrorism_female,tuple,average_male,average_female,female-male
0,-1.0262297,-1.056505,"('unsociable', 'sociable')",-1.0262297,-1.056505,-0.0302753
1,-0.773832,-0.80312145,"('unfriendly', 'friendly')",-0.773832,-0.8031214,-0.0292894
2,-0.011452038,-0.054472364,"('unlikable', 'likable')",-0.011452,-0.0544724,-0.0430204
3,-1.5132821,-1.4070307,"('repellent', 'pleasant')",-1.5132821,-1.4070307,0.1062514
4,-1.2334965,-1.2113897,"('disliked', 'liked')",-1.2334965,-1.2113897,0.0221068
5,0.3299001,0.30743876,"('distant', 'outgoing')",0.3299001,0.3074388,-0.0224613
6,0.13108116,0.11336028,"('distant', 'open')",0.1310812,0.1133603,-0.0177209
7,-1.6458051,-1.5560037,"('insensitive', 'sensitive')",-1.6458051,-1.5560037,0.0898014
8,-0.7685374,-0.9255207,"('unaffectionate', 'affectionate')",-0.7685374,-0.9255207,-0.1569833
9,-0.7580154,-0.81918836,"('unaffectionate', 'caring')",-0.7580154,-0.8191884,-0.061173
10,-2.1470346,-2.0767407,"('unsympathetic', 'sympathetic')",-2.1470346,-2.0767407,0.0702939
11,-0.49284485,-0.48635325,"('unhelpful', 'helpful')",-0.4928448,-0.4863532,0.0064916
12,-1.3370572,-1.2508758,"('unsupportive', 'supportive')",-1.3370572,-1.2508758,0.0861814
13,-0.8268986,-0.8696788,"('impolite', 'polite')",-0.8268986,-0.8696788,-0.0427802
14,-1.3076932,-1.3290241,"('antisocial', 'social')",-1.3076932,-1.3290241,-0.0213309
15,0.70853066,0.6087587,"('boring', 'funny')",0.7085307,0.6087587,-0.099772
16,-0.289093,-0.36910796,"('unpopular', 'popular')",-0.289093,-0.369108,-0.080015
17,-0.9008112,-0.85684884,"('nasty', 'nice')",-0.9008112,-0.8568488,0.0439624
18,-0.46861428,-0.49511987,"('disagreeable', 'welcoming')",-0.4686143,-0.4951199,-0.0265056
19,-0.9297488,-0.91851246,"('inhospitable', 'hospitable')",-0.9297488,-0.9185125,0.0112363
20,-0.17052029,-0.11957609,"('rough', 'thoughtful')",-0.1705203,-0.1195761,0.0509442
21,-1.811303,-1.7656496,"('immoral', 'moral')",-1.811303,-1.7656496,0.0456534
22,-0.719828,-0.702631,"('untrustworthy', 'trustworthy')",-0.719828,-0.702631,0.017197
23,-0.27778038,-0.3207541,"('insincere', 'sincere')",-0.2777804,-0.3207541,-0.0429737
24,-1.6342621,-1.6472032,"('dishonest', 'honest')",-1.6342621,-1.6472032,-0.0129411
25,0.95325154,0.86808205,"('egoistic', 'altruistic')",0.9532515,0.868082,-0.0851695
