,diamond_male,diamond_female,tuple,offshore_male,offshore_female,drilling_male,drilling_female,inc_male,inc_female,average_male,average_female,female-male
0,2.4451895,2.4532678,"('unsociable', 'sociable')",0.033289596,0.056639165,0.6862352,0.51003134,-0.13073777,-0.25612167,0.7584941,0.6909542,-0.0675399
1,-0.52508724,-0.38699192,"('unfriendly', 'friendly')",0.8669345,0.8234124,1.3883681,1.1847444,1.8273228,1.6205677,0.8893845,0.8104331,-0.0789514
2,1.2605317,1.3401779,"('unlikable', 'likable')",1.5277549,1.5740151,1.372189,1.38133,0.622976,0.6574413,1.1958629,1.2382411,0.0423782
3,1.5861892,1.6918339,"('repellent', 'pleasant')",-0.59205043,-0.4606131,0.033098802,0.060899124,0.5793455,0.62831664,0.4016458,0.4801091,0.0784633
4,-1.722762,-1.6265783,"('disliked', 'liked')",0.57049733,0.4548156,0.46002346,0.3919886,-6.666715,-6.7168655,-1.8397391,-1.8741599,-0.0344208
5,-2.507325,-2.4376087,"('distant', 'outgoing')",-0.66687405,-0.6782938,0.0056202263,-0.019499183,-0.0847837,-0.097694725,-0.8133407,-0.8082741,0.0050666
6,-2.6545217,-2.5280206,"('distant', 'open')",-0.47919807,-0.49128407,-0.22445248,-0.28443706,0.5559748,0.51101965,-0.7005494,-0.6981806,0.0023688
7,2.146478,2.103276,"('insensitive', 'sensitive')",0.4220484,0.5851111,1.1792539,1.1892835,0.7275903,0.68009967,1.1188426,1.1394426,0.0206
8,-0.7326044,-0.71054435,"('unaffectionate', 'affectionate')",0.29390007,0.24671713,-0.48440415,-0.5436119,0.66982347,0.5203879,-0.0633212,-0.1217628,-0.0584416
9,0.538936,0.5894538,"('unaffectionate', 'caring')",0.4219613,0.42624903,1.277383,1.2113161,1.1793091,1.096331,0.8543974,0.8308375,-0.0235599
10,3.1959152,3.1677072,"('unsympathetic', 'sympathetic')",-0.5816902,-0.4043517,0.12802778,0.03280232,0.0035022646,-0.00293158,0.6864387,0.6983066,0.0118679
11,0.71674025,0.6987263,"('unhelpful', 'helpful')",0.17331406,0.30038303,0.32980233,0.30851743,1.9553435,2.0380833,0.7938001,0.8364275,0.0426274
12,2.2097526,2.3020303,"('unsupportive', 'supportive')",1.249634,1.3392823,1.0035833,0.9509711,-1.755676,-1.8159453,0.6768234,0.6940846,0.0172612
13,1.7517923,1.6829302,"('impolite', 'polite')",0.2146755,0.298141,0.72781146,0.7349317,-0.05812615,-0.08433454,0.6590382,0.6579171,-0.0011211
14,2.4076505,2.3595657,"('antisocial', 'social')",0.28549573,0.38903835,1.1658977,1.1333683,-0.71867025,-0.74409497,0.7850934,0.7844694,-0.000624
15,-0.8290404,-0.91468877,"('boring', 'funny')",1.5534035,1.4717524,-0.28615355,-0.27300626,0.04906496,0.008905318,0.1218186,0.0732407,-0.0485779
16,-1.4239172,-1.3236313,"('unpopular', 'popular')",0.40599325,0.2968817,0.18294266,0.13190201,0.7794934,0.75213873,-0.013872,-0.0356772,-0.0218052
17,-1.2234508,-1.1788353,"('nasty', 'nice')",-1.0270519,-0.96107507,-1.2806267,-1.2486974,-0.5664993,-0.5019784,-1.0244071,-0.9726465,0.0517606
18,0.0030237436,0.032868803,"('disagreeable', 'welcoming')",0.60632443,0.64790726,0.06214322,-0.013317972,-0.1255944,-0.18873379,0.1364743,0.1196811,-0.0167932
19,-2.1563268,-2.0710967,"('inhospitable', 'hospitable')",-2.0245357,-1.9684485,-2.0038626,-2.0261178,-0.022754762,0.09423992,-1.5518699,-1.4928558,0.0590141
20,-0.2550245,-0.20176691,"('rough', 'thoughtful')",-1.5152328,-1.39654,-0.818964,-0.7854231,0.8341117,0.8222403,-0.4387774,-0.3903724,0.048405
