,joy_male,joy_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,1.2140226,0.97123474,"('unsociable', 'sociable')",0.94615513,0.81100804,-0.50450575,-0.6714229,0.5518907,0.3702733,-0.1816174
1,-0.64420545,-0.17247547,"('unfriendly', 'friendly')",0.13401103,0.23345947,1.2561724,1.2134665,0.2486593,0.4248168,0.1761575
2,0.7164638,0.61142087,"('unlikable', 'likable')",1.6250175,1.7033143,0.907031,1.0632699,1.0828374,1.1260017,0.0431643
3,-0.41835558,-0.14097984,"('repellent', 'pleasant')",-0.2519207,-0.18889354,-0.06416487,0.015936391,-0.2448137,-0.1046457,0.140168
4,-0.87701225,-0.69008285,"('disliked', 'liked')",-0.27198762,-0.20418386,-6.2315145,-6.1758976,-2.4601714,-2.3567214,0.10345
5,-0.6658709,-0.22799428,"('distant', 'outgoing')",-0.45884675,-0.17190248,-0.18146516,-0.012546583,-0.4353943,-0.1374811,0.2979132
6,-1.5124903,-0.9178997,"('distant', 'open')",-1.2852435,-0.99101955,0.0025576912,0.15012598,-0.9317253,-0.5862645,0.3454608
7,1.3501188,1.4086552,"('insensitive', 'sensitive')",0.60421413,0.606902,0.31234795,0.2755865,0.7555602,0.7637146,0.0081544
8,0.195921,0.44801107,"('unaffectionate', 'affectionate')",-0.64187557,-0.5551218,0.05755081,0.08022719,-0.1294679,-0.0089612,0.1205067
9,0.7621009,1.0516979,"('unaffectionate', 'caring')",0.04977551,0.17029743,0.60255075,0.6716386,0.4714757,0.6312113,0.1597356
10,1.1902114,1.2991257,"('unsympathetic', 'sympathetic')",0.062929675,0.027648356,-0.4857053,-0.5948006,0.2558119,0.2439911,-0.0118208
11,0.9803233,0.81692356,"('unhelpful', 'helpful')",0.986429,0.93020475,2.3435218,2.2881665,1.436758,1.3450982,-0.0916598
12,1.0900284,1.5728958,"('unsupportive', 'supportive')",1.7072121,2.007039,-1.701262,-1.5825654,0.3653262,0.6657898,0.3004636
13,1.4318419,1.091997,"('impolite', 'polite')",0.89644265,0.8241219,-0.08161028,-0.15847397,0.7488914,0.5858816,-0.1630098
14,1.3545014,1.1934913,"('antisocial', 'social')",1.5145183,1.3627245,-0.43994996,-0.5369597,0.8096898,0.6730854,-0.1366044
15,1.0957792,0.80766517,"('boring', 'funny')",-0.03833331,-0.114785604,0.52622026,0.47587794,0.5278887,0.3895858,-0.1383029
16,-0.93388796,-0.62584764,"('unpopular', 'popular')",-0.3418626,-0.26626074,0.5523959,0.5554366,-0.2411182,-0.1122239,0.1288943
17,0.12401611,0.26118073,"('nasty', 'nice')",-1.5314293,-1.4073713,-0.6250953,-0.5529435,-0.6775028,-0.566378,0.1111248
18,0.10386045,0.38308376,"('disagreeable', 'welcoming')",0.6586314,0.8210808,-0.24404141,-0.17500871,0.1728168,0.3430519,0.1702351
19,-0.15808977,0.03654004,"('inhospitable', 'hospitable')",-0.17016955,-0.06769576,-0.15692677,-0.029892042,-0.1617287,-0.0203493,0.1413794
20,-0.42888054,-0.41451883,"('rough', 'thoughtful')",0.35629624,0.36492044,0.9129542,0.8402331,0.2801233,0.2635449,-0.0165784
21,1.7666119,1.5149404,"('immoral', 'moral')",1.0333877,0.92050916,-0.36497983,-0.42606387,0.8116733,0.6697953,-0.141878
22,0.5773616,0.50587004,"('untrustworthy', 'trustworthy')",0.9966509,0.9451971,-1.0128244,-1.0394746,0.1870627,0.1371975,-0.0498652
23,1.8387914,1.8787916,"('insincere', 'sincere')",1.4123759,1.3863419,5.7605247,5.597158,3.0038973,2.9540971,-0.0498002
24,1.698,1.6407725,"('dishonest', 'honest')",0.35271877,0.3730273,0.6139743,0.5881419,0.888231,0.8673139,-0.0209171
25,-1.1299657,-0.94945145,"('egoistic', 'altruistic')",-0.5019782,-0.51561594,1.0471547,1.004069,-0.1949298,-0.1536661,0.0412637
26,-0.37768516,-0.3508739,"('hardhearted', 'benevolent')",1.168063,1.1159867,1.53075,1.427842,0.7737093,0.7309849,-0.0427244
27,0.8913108,1.2686152,"('hardhearted', 'softhearted')",-0.70773715,-0.5237028,0.7270693,0.72428644,0.3035477,0.489733,0.1861853
28,0.52177036,0.3794069,"('disloyal', 'loyal')",-0.058947094,-0.21087445,0.8722935,0.6870251,0.4450389,0.2851859,-0.159853
29,-0.501034,-0.4979257,"('unfair', 'fair')",0.20148005,0.28503537,-0.5507506,-0.6622086,-0.2834349,-0.2916996,-0.0082647
30,1.4160262,1.3083707,"('intolerant', 'tolerant')",1.9593859,1.8775494,1.5174229,1.4754789,1.6309449,1.5537996,-0.0771453
31,-2.75912,-2.2439733,"('evil', 'good')",-1.3502548,-1.128529,-1.4286413,-1.3785799,-1.8460054,-1.5836941,0.2623113
32,1.1893748,1.0903598,"('unkind', 'kind')",1.1265986,1.0576458,1.0551722,0.9118842,1.1237152,1.0199633,-0.1037519
33,-0.42723238,-0.4022442,"('wrong', 'right')",0.037247784,0.11772178,-0.673835,-0.6255823,-0.3546065,-0.3033682,0.0512383
34,-0.1851751,0.08928572,"('mean', 'honorable')",0.61625826,0.76042384,6.0394645,6.1188254,2.1568492,2.322845,0.1659958
35,-0.91279167,-0.8324825,"('corrupt', 'incorrupt')",-1.1033698,-1.1500773,-0.3784297,-0.45755702,-0.798197,-0.8133723,-0.0151753
36,-2.3546014,-1.8172243,"('hostile', 'amicable')",-1.3850611,-1.325265,-0.07718741,-0.16879022,-1.2722833,-1.1037599,0.1685234
37,1.2243887,1.2447712,"('fake', 'genuine')",-0.038118336,-0.046620138,0.3367307,0.31495652,0.507667,0.5043692,-0.0032978
38,0.15099351,0.3481265,"('untruthful', 'truthful')",0.17003392,0.28528878,0.25039908,0.3490996,0.1904755,0.327505,0.1370295
39,1.7619768,1.6429067,"('exploitative', 'cooperative')",1.3588442,1.294421,0.14017916,0.096536085,1.0870001,1.0112879,-0.0757122
40,-0.51321,-0.22893521,"('stingy', 'generous')",-0.842092,-0.7278979,-2.2228184,-2.2941122,-1.1927067,-1.0836484,0.1090583
41,0.40245298,0.6141576,"('unforgiving', 'forgiving')",0.25569966,0.30401176,0.015912011,-0.01407887,0.2246882,0.3013635,0.0766753
42,-0.040181622,0.1094099,"('unreliable', 'reliable')",1.5007516,1.6133571,-2.679568,-2.4932837,-0.4063327,-0.2568389,0.1494938
43,1.5753974,1.6272222,"('irresponsible', 'responsible')",1.8170732,1.8986529,0.86993307,0.8797537,1.4208012,1.4685429,0.0477417
44,-1.4327416,-1.5849276,"('prejudiced', 'unprejudiced')",-0.29132217,-0.29647195,-1.1371914,-1.1241741,-0.9537517,-1.0018579,-0.0481062
45,0.46790698,0.7061066,"('incompetent', 'competent')",0.89186525,0.9198176,-0.26099914,-0.31862536,0.3662577,0.4357663,0.0695086
46,0.34240302,0.4700333,"('uncompetitive', 'competitive')",1.6272783,1.6233791,-0.01713988,-0.07039975,0.6508472,0.6743375,0.0234903
47,-0.1644033,-0.19322607,"('stupid', 'smart')",0.8129361,0.8575849,5.32183,5.393011,1.9901209,2.0191234,0.0290025
48,0.73430324,0.61333257,"('unintelligent', 'intelligent')",-0.0014169104,-0.030128893,0.2775083,0.21088722,0.3367982,0.264697,-0.0721012
49,0.7309744,0.90199417,"('unable', 'able')",0.45849186,0.5839384,-0.06654811,0.13246265,0.374306,0.5394651,0.1651591
50,0.111822404,0.23524916,"('clumsy', 'skillful')",0.81308323,0.88669014,0.38368103,0.42075616,0.4361956,0.5142318,0.0780362
51,0.43872952,0.20515017,"('uneducated', 'educated')",0.79627776,0.62191623,0.4198249,0.27297464,0.5516107,0.3666803,-0.1849304
52,-0.67405254,-0.663029,"('irrational', 'rational')",-1.1117537,-1.1412452,-0.017242972,-0.12987053,-0.6010164,-0.644715,-0.0436986
53,-0.34627685,-0.095580384,"('uncreative', 'creative')",0.41718978,0.4215997,0.9073725,0.8674479,0.3260951,0.3978224,0.0717273
54,-0.20240043,-0.12771821,"('incapable', 'capable')",0.8763916,0.91996986,1.1808959,1.2639196,0.6182957,0.6853904,0.0670947
55,1.1257542,1.1106502,"('incompetent', 'clever')",0.6117516,0.55941194,-0.071293324,-0.13566837,0.5554042,0.5114646,-0.0439396
56,2.1519308,1.9598395,"('impractical', 'practical')",2.2804832,2.170424,0.6471044,0.6178399,1.6931728,1.582701,-0.1104718
57,-0.42718813,-0.26388675,"('unimaginative', 'imaginative')",-0.72916806,-0.83889395,-2.3229768,-2.3892903,-1.1597776,-1.1640237,-0.0042461
58,-0.74331844,-0.59198433,"('undiscriminating', 'discriminating')",0.33403116,0.32772306,0.008259665,-0.02204772,-0.1336759,-0.0954363,0.0382396
59,-0.26488185,-0.31036788,"('foolish', 'wise')",0.85744745,0.8796358,0.6452611,0.69173485,0.4126089,0.4203343,0.0077254
60,1.6646582,1.4924339,"('inefficient', 'efficient')",2.0091472,1.9861478,0.5434784,0.6083868,1.4057612,1.3623228,-0.0434384
61,0.81330186,0.6970649,"('illogical', 'logical')",0.45119867,0.34662366,0.3653956,0.2222605,0.5432987,0.421983,-0.1213157
62,2.1119986,2.133595,"('incompetent', 'brilliant')",1.5492932,1.6149614,0.5638682,0.74798864,1.4083865,1.4988483,0.0904618
63,0.66893566,0.93537897,"('unperceptive', 'insightful')",2.3731127,2.4183657,1.1311884,1.2060608,1.3910789,1.5199351,0.1288562
64,0.08765246,-0.099803455,"('shy', 'confident')",1.0682217,1.0801728,-5.770756,-5.6986375,-1.5382938,-1.5727561,-0.0344623
65,1.1359497,0.6325368,"('insecure', 'secure')",1.4475175,1.2355808,-0.040342055,-0.18238413,0.8477084,0.5619111,-0.2857973
66,-1.2543844,-1.0957421,"('inactive', 'active')",0.39374694,0.47922716,0.6191169,0.670867,-0.0805068,0.0181174,0.0986242
