,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3713258,-0.52933085,"('unsociable', 'sociable')",0.07978198,-0.12943493,-0.18403277,-0.35570604,-0.1585255,-0.3381573,-0.1796318
1,-0.7656931,-0.8671539,"('unfriendly', 'friendly')",-0.5270323,-0.5821221,1.6550967,1.5122669,0.1207904,0.020997,-0.0997934
2,1.0885421,1.0897181,"('unlikable', 'likable')",0.5054423,0.57476264,0.48212412,0.5968467,0.6920362,0.7537758,0.0617396
3,-0.16557066,-0.04163312,"('repellent', 'pleasant')",0.24199407,0.3471296,0.10386922,0.20522243,0.0600975,0.1702396,0.1101421
4,0.41700393,0.35838076,"('disliked', 'liked')",0.43728542,0.35123068,-5.9600906,-6.0019283,-1.7019337,-1.7641056,-0.0621719
5,-0.20886147,-0.24026872,"('distant', 'outgoing')",-0.4023319,-0.29974088,-0.148538,-0.16805984,-0.2532438,-0.2360231,0.0172207
6,-0.73460245,-0.7307369,"('distant', 'open')",-1.047767,-0.96038795,0.15461516,0.12629592,-0.5425848,-0.5216097,0.0209751
7,-0.011897394,-0.0412608,"('insensitive', 'sensitive')",0.14274453,0.19365111,0.7093693,0.7072555,0.2800721,0.2865486,0.0064765
8,-0.6327222,-0.67128295,"('unaffectionate', 'affectionate')",-0.4845921,-0.46586275,0.28400797,0.21723944,-0.2777688,-0.3066354,-0.0288666
9,-0.5936484,-0.66755277,"('unaffectionate', 'caring')",-0.29483914,-0.2866284,0.8332103,0.806949,-0.0184257,-0.0490774,-0.0306517
10,-1.1713489,-1.1664667,"('unsympathetic', 'sympathetic')",-0.41475862,-0.43557942,-0.13778782,-0.17180656,-0.5746318,-0.5912842,-0.0166524
11,-0.0056372285,0.010674417,"('unhelpful', 'helpful')",1.2020737,1.1513095,2.3571715,2.3010566,1.184536,1.1543469,-0.0301891
12,0.19543552,0.22751337,"('unsupportive', 'supportive')",0.09584457,0.1700671,-1.8696638,-1.847374,-0.5261279,-0.4832645,0.0428634
13,0.050503194,0.01276575,"('impolite', 'polite')",0.3361724,0.28749284,0.20982888,0.14158285,0.1988348,0.1472805,-0.0515543
14,0.5497406,0.5223493,"('antisocial', 'social')",1.7093064,1.6234813,-0.16485338,-0.20941204,0.6980646,0.6454728,-0.0525918
15,0.46729112,0.30673257,"('boring', 'funny')",0.5232171,0.40107632,0.96474165,0.8826119,0.6517499,0.5301402,-0.1216097
16,-0.3180704,-0.3180173,"('unpopular', 'popular')",-0.4647895,-0.47893775,0.8559064,0.8271999,0.0243488,0.0100816,-0.0142672
17,-0.22134301,-0.14136969,"('nasty', 'nice')",-0.15724242,-0.082895495,0.03702766,0.026469491,-0.1138526,-0.0659319,0.0479207
18,-0.83470833,-0.8125754,"('disagreeable', 'welcoming')",-0.45316762,-0.45823413,-0.371448,-0.37799317,-0.553108,-0.5496009,0.0035071
19,-0.012010944,-0.0055844635,"('inhospitable', 'hospitable')",-0.89660513,-0.8680259,0.058472954,0.056401722,-0.283381,-0.2724029,0.0109781
20,-0.32321286,-0.24169685,"('rough', 'thoughtful')",0.08547492,0.17596547,0.6593165,0.6511886,0.1405262,0.1951524,0.0546262
21,-0.1257864,-0.10922331,"('immoral', 'moral')",0.4302679,0.3707957,-0.60814136,-0.571672,-0.10122,-0.1033665,-0.0021465
22,-0.18863375,-0.1853418,"('untrustworthy', 'trustworthy')",-1.1616285,-1.156741,-1.2937112,-1.3044854,-0.8813245,-0.8821894,-0.0008649
23,-0.21598662,-0.23958196,"('insincere', 'sincere')",-0.21422057,-0.15922873,5.995047,5.8567023,1.8549466,1.8192972,-0.0356494
24,-0.048034713,-0.11495122,"('dishonest', 'honest')",-0.3356142,-0.32010448,0.7761977,0.7664325,0.1308496,0.1104589,-0.0203907
25,0.15739873,0.13553198,"('egoistic', 'altruistic')",0.3008231,0.3283341,1.1619486,1.1671909,0.5400568,0.5436857,0.0036289
26,-0.64260733,-0.71204644,"('hardhearted', 'benevolent')",1.4713337,1.4204001,1.425028,1.3702207,0.7512515,0.6928581,-0.0583934
27,-0.78079045,-0.74460846,"('hardhearted', 'softhearted')",-0.34340045,-0.32249,0.99845564,0.97905886,-0.0419118,-0.0293465,0.0125653
28,-0.5086342,-0.60819256,"('disloyal', 'loyal')",0.14372295,0.11324492,0.98665166,0.8120066,0.2072468,0.1056863,-0.1015605
29,0.17208722,0.13584676,"('unfair', 'fair')",-1.3371164,-1.3168489,-0.8571729,-1.0104605,-0.6740673,-0.7304875,-0.0564202
30,0.6742601,0.6143775,"('intolerant', 'tolerant')",1.8337928,1.6963314,1.6580256,1.5737947,1.3886929,1.2948346,-0.0938583
31,-0.68239975,-0.6284609,"('evil', 'good')",-1.4371629,-1.3988247,-1.1573976,-1.2480366,-1.0923201,-1.0917741,0.000546
32,0.065728456,-0.017513989,"('unkind', 'kind')",0.24015304,0.22925077,0.9294437,0.8272651,0.4117751,0.3463339,-0.0654412
