,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9582124,-1.9365513,"('unsociable', 'sociable')",1.0943995,0.9870385,-0.48081082,-0.5936865,-0.4482079,-0.5143998,-0.0661919
1,-0.27356577,-0.24100696,"('unfriendly', 'friendly')",-0.35151428,-0.43018442,1.8268117,1.7072092,0.4005772,0.3453393,-0.0552379
2,-0.093891814,-0.101838365,"('unlikable', 'likable')",1.7174275,1.6176502,0.8438134,0.93066245,0.8224497,0.8154914,-0.0069583
3,-1.5367076,-1.382717,"('repellent', 'pleasant')",0.9280477,1.0542245,0.18708159,0.31361812,-0.1405261,-0.0049581,0.135568
4,0.6191409,0.58556575,"('disliked', 'liked')",-0.3572429,-0.50866175,-6.3667006,-6.3074074,-2.0349342,-2.0768345,-0.0419003
5,1.5237252,1.4889021,"('distant', 'outgoing')",-1.8874235,-1.8202702,-0.0917645,-0.08659081,-0.151821,-0.1393196,0.0125014
6,1.7846677,1.7919564,"('distant', 'open')",-2.041369,-1.9922919,0.35035062,0.32555255,0.0312165,0.041739,0.0105225
7,-0.858656,-0.7430294,"('insensitive', 'sensitive')",0.46123978,0.60180706,0.7030169,0.70232826,0.1018669,0.1870353,0.0851684
8,-0.90649784,-0.9751937,"('unaffectionate', 'affectionate')",-0.70603675,-0.7565105,0.4124242,0.32098573,-0.4000368,-0.4702395,-0.0702027
9,0.12647095,0.13818344,"('unaffectionate', 'caring')",0.011096536,0.016057516,1.2757174,1.2613097,0.471095,0.4718502,0.0007552
10,-2.5061905,-2.309283,"('unsympathetic', 'sympathetic')",0.8907652,0.976999,-0.0959596,-0.12356653,-0.5704616,-0.4852835,0.0851781
11,-1.2020891,-1.1439362,"('unhelpful', 'helpful')",0.4510606,0.47618222,2.192511,2.1581585,0.4804942,0.4968015,0.0163073
12,0.7955075,0.9598981,"('unsupportive', 'supportive')",1.6552284,1.9559212,-1.4158027,-1.2945112,0.3449777,0.540436,0.1954583
13,-1.6341785,-1.600518,"('impolite', 'polite')",0.888286,0.87122554,0.16105816,0.13422394,-0.1949448,-0.1983562,-0.0034114
14,-1.674228,-1.615507,"('antisocial', 'social')",1.9023587,1.9064916,-0.5882191,-0.6188403,-0.1200295,-0.1092852,0.0107443
15,0.60015994,0.48107007,"('boring', 'funny')",-1.1907415,-1.3390688,0.48282704,0.42405474,-0.0359182,-0.144648,-0.1087298
16,0.04734242,0.046586286,"('unpopular', 'popular')",-0.64073706,-0.61616236,0.60507935,0.5954395,0.0038949,0.0086211,0.0047262
17,0.22267398,0.29388094,"('nasty', 'nice')",-0.7726252,-0.71381545,-0.12326962,-0.11739467,-0.2244069,-0.1791097,0.0452972
18,0.09906704,0.16207957,"('disagreeable', 'welcoming')",-0.75305265,-0.6304191,-0.24369073,-0.25205323,-0.2992254,-0.2401309,0.0590945
19,0.47324994,0.4367913,"('inhospitable', 'hospitable')",-1.4815656,-1.589337,0.089138314,0.11073815,-0.3063925,-0.3472692,-0.0408767
20,-1.0045217,-0.92650443,"('rough', 'thoughtful')",1.036893,1.0625367,0.98808545,0.9714427,0.3401523,0.3691583,0.029006
21,-1.3446935,-1.2519548,"('immoral', 'moral')",0.96566284,1.0021968,-0.5763922,-0.514516,-0.3184743,-0.254758,0.0637163
22,-1.1968194,-1.1552882,"('untrustworthy', 'trustworthy')",0.8613411,0.84072375,-1.1945946,-1.2231331,-0.5100243,-0.5125659,-0.0025416
23,-0.8052667,-0.77259445,"('insincere', 'sincere')",0.6138699,0.64925134,6.130434,5.937683,1.9796791,1.9381134,-0.0415657
24,-0.51398015,-0.5435082,"('dishonest', 'honest')",0.15558934,0.1311793,0.9785187,0.8800634,0.2067093,0.1559115,-0.0507978
