,thermometer_male,thermometer_female,tuple,average_male,average_female,female-male
0,-0.01651371,-0.06528189,"('unsociable', 'sociable')",-0.0165137,-0.0652819,-0.0487682
1,-0.035546325,-0.34085867,"('unfriendly', 'friendly')",-0.0355463,-0.3408587,-0.3053124
2,0.2361886,0.29063055,"('unlikable', 'likable')",0.2361886,0.2906305,0.0544419
3,-1.374277,-1.2295636,"('repellent', 'pleasant')",-1.374277,-1.2295636,0.1447134
4,-1.5088952,-1.5130284,"('disliked', 'liked')",-1.5088952,-1.5130284,-0.0041332
5,-0.66708845,-0.91767424,"('distant', 'outgoing')",-0.6670884,-0.9176742,-0.2505858
6,-0.5492041,-0.82500696,"('distant', 'open')",-0.5492041,-0.825007,-0.2758029
7,-0.43211553,-0.27366093,"('insensitive', 'sensitive')",-0.4321155,-0.2736609,0.1584546
8,-0.42056763,-0.7031194,"('unaffectionate', 'affectionate')",-0.4205676,-0.7031194,-0.2825518
9,-0.3223732,-0.513068,"('unaffectionate', 'caring')",-0.3223732,-0.513068,-0.1906948
10,-1.1739049,-1.129583,"('unsympathetic', 'sympathetic')",-1.1739049,-1.129583,0.0443219
11,-0.024340183,0.023994036,"('unhelpful', 'helpful')",-0.0243402,0.023994,0.0483342
12,-0.9489813,-0.89701045,"('unsupportive', 'supportive')",-0.9489813,-0.8970104,0.0519709
13,0.06435496,0.23924534,"('impolite', 'polite')",0.064355,0.2392453,0.1748903
14,-0.34416085,-0.1943094,"('antisocial', 'social')",-0.3441609,-0.1943094,0.1498515
15,0.87528104,0.6871725,"('boring', 'funny')",0.875281,0.6871725,-0.1881085
16,0.20259003,0.11958116,"('unpopular', 'popular')",0.20259,0.1195812,-0.0830088
17,-0.4076867,-0.33598167,"('nasty', 'nice')",-0.4076867,-0.3359817,0.071705
18,-0.5319253,-0.53315943,"('disagreeable', 'welcoming')",-0.5319253,-0.5331594,-0.0012341
19,-2.4361217,-2.5259278,"('inhospitable', 'hospitable')",-2.4361217,-2.5259278,-0.0898061
20,-0.1746595,-0.085062265,"('rough', 'thoughtful')",-0.1746595,-0.0850623,0.0895972
21,-0.7272608,-0.5168427,"('immoral', 'moral')",-0.7272608,-0.5168427,0.2104181
22,-0.2170053,-0.15405816,"('untrustworthy', 'trustworthy')",-0.2170053,-0.1540582,0.0629471
23,0.69340736,0.70352876,"('insincere', 'sincere')",0.6934074,0.7035288,0.0101214
24,-0.24766837,-0.2056365,"('dishonest', 'honest')",-0.2476684,-0.2056365,0.0420319
25,0.34846497,0.36459982,"('egoistic', 'altruistic')",0.348465,0.3645998,0.0161348
26,1.3004255,0.90540946,"('hardhearted', 'benevolent')",1.3004255,0.9054095,-0.395016
27,0.13236256,0.07615897,"('hardhearted', 'softhearted')",0.1323626,0.076159,-0.0562036
