,cheek_male,cheek_female,tuple,average_male,average_female,female-male
0,0.5789509,0.5153619,"('unsociable', 'sociable')",0.5789509,0.5153619,-0.063589
1,1.325355,1.2879354,"('unfriendly', 'friendly')",1.3253551,1.2879354,-0.0374197
2,0.68891597,0.77028453,"('unlikable', 'likable')",0.688916,0.7702845,0.0813685
3,1.0945152,1.286882,"('repellent', 'pleasant')",1.0945152,1.286882,0.1923668
4,-7.073509,-7.011598,"('disliked', 'liked')",-7.0735092,-7.0115981,0.0619111
5,-0.31307578,-0.2850484,"('distant', 'outgoing')",-0.3130758,-0.2850484,0.0280274
6,-0.1620291,-0.11140083,"('distant', 'open')",-0.1620291,-0.1114008,0.0506283
7,1.9737625,1.949822,"('insensitive', 'sensitive')",1.9737625,1.9498219,-0.0239406
8,0.7738682,0.69295675,"('unaffectionate', 'affectionate')",0.7738682,0.6929567,-0.0809115
9,1.2340091,1.267078,"('unaffectionate', 'caring')",1.2340091,1.267078,0.0330689
10,1.9687636,1.978257,"('unsympathetic', 'sympathetic')",1.9687636,1.9782569,0.0094933
11,2.2297041,2.2243624,"('unhelpful', 'helpful')",2.2297041,2.2243624,-0.0053417
12,-0.7710661,-0.7618401,"('unsupportive', 'supportive')",-0.7710661,-0.7618401,0.009226
13,0.7919984,0.7420032,"('impolite', 'polite')",0.7919984,0.7420032,-0.0499952
14,0.7459511,0.6537009,"('antisocial', 'social')",0.7459511,0.6537009,-0.0922502
15,0.4741694,0.44880462,"('boring', 'funny')",0.4741694,0.4488046,-0.0253648
16,-0.72061497,-0.6476467,"('unpopular', 'popular')",-0.720615,-0.6476467,0.0729683
17,-0.21746746,-0.19589916,"('nasty', 'nice')",-0.2174675,-0.1958992,0.0215683
18,-0.22450933,-0.28258944,"('disagreeable', 'welcoming')",-0.2245093,-0.2825894,-0.0580801
19,-0.30617115,-0.29067925,"('inhospitable', 'hospitable')",-0.3061711,-0.2906792,0.0154919
20,0.8163032,0.77410185,"('rough', 'thoughtful')",0.8163032,0.7741019,-0.0422013
21,0.7439783,0.79719985,"('immoral', 'moral')",0.7439783,0.7971998,0.0532215
22,0.5190722,0.49675626,"('untrustworthy', 'trustworthy')",0.5190722,0.4967563,-0.0223159
23,6.932063,6.892854,"('insincere', 'sincere')",6.9320631,6.8928542,-0.0392089
24,2.3943033,2.4073477,"('dishonest', 'honest')",2.3943033,2.4073477,0.0130444
25,0.14806451,0.10341953,"('egoistic', 'altruistic')",0.1480645,0.1034195,-0.044645
26,-0.05332133,-0.100204505,"('hardhearted', 'benevolent')",-0.0533213,-0.1002045,-0.0468832
27,1.522221,1.4479657,"('hardhearted', 'softhearted')",1.522221,1.4479657,-0.0742553
28,1.4206101,1.3975811,"('disloyal', 'loyal')",1.4206101,1.3975811,-0.023029
29,-0.22015879,-0.33067533,"('unfair', 'fair')",-0.2201588,-0.3306753,-0.1105165
30,1.4744991,1.3659959,"('intolerant', 'tolerant')",1.4744991,1.3659959,-0.1085032
31,-1.6259265,-1.5919335,"('evil', 'good')",-1.6259265,-1.5919335,0.033993
32,1.5265511,1.469176,"('unkind', 'kind')",1.5265511,1.4691761,-0.057375
33,-0.6460599,-0.5848908,"('wrong', 'right')",-0.6460599,-0.5848908,0.0611691
34,4.506235,4.6037607,"('mean', 'honorable')",4.5062351,4.6037607,0.0975256
35,-1.3925402,-1.4694507,"('corrupt', 'incorrupt')",-1.3925402,-1.4694507,-0.0769105
36,-1.4877843,-1.4649143,"('hostile', 'amicable')",-1.4877843,-1.4649143,0.02287
37,1.2406296,1.2396375,"('fake', 'genuine')",1.2406296,1.2396375,-0.0009921
38,0.28423792,0.22899537,"('untruthful', 'truthful')",0.2842379,0.2289954,-0.0552425
39,0.18679795,0.19644243,"('exploitative', 'cooperative')",0.1867979,0.1964424,0.0096445
40,-0.87444055,-0.9247891,"('stingy', 'generous')",-0.8744406,-0.9247891,-0.0503485
41,5.3197145e-06,-0.032589275,"('unforgiving', 'forgiving')",5.3e-06,-0.0325893,-0.0325946
42,-1.2190423,-1.2275099,"('unreliable', 'reliable')",-1.2190423,-1.2275099,-0.0084676
43,1.7728174,1.6469601,"('irresponsible', 'responsible')",1.7728174,1.6469601,-0.1258573
44,-1.3291808,-1.3878342,"('prejudiced', 'unprejudiced')",-1.3291808,-1.3878342,-0.0586534
45,1.0514119,1.0851387,"('incompetent', 'competent')",1.0514119,1.0851387,0.0337268
46,0.16685653,0.23718953,"('uncompetitive', 'competitive')",0.1668565,0.2371895,0.070333
47,5.5999217,5.7051744,"('stupid', 'smart')",5.5999217,5.7051744,0.1052527
48,1.2920021,1.269176,"('unintelligent', 'intelligent')",1.2920021,1.269176,-0.0228261
49,0.4304871,0.5621789,"('unable', 'able')",0.4304871,0.5621789,0.1316918
50,0.2460371,0.34987536,"('clumsy', 'skillful')",0.2460371,0.3498754,0.1038383
51,1.3480499,1.3561497,"('uneducated', 'educated')",1.3480499,1.3561497,0.0080998
52,-0.89267206,-0.8547834,"('irrational', 'rational')",-0.8926721,-0.8547834,0.0378887
53,0.51949775,0.46562743,"('uncreative', 'creative')",0.5194978,0.4656274,-0.0538704
54,1.417974,1.5485038,"('incapable', 'capable')",1.417974,1.5485038,0.1305298
55,1.7271975,1.6752471,"('incompetent', 'clever')",1.7271975,1.6752471,-0.0519504
56,1.2956996,1.2715521,"('impractical', 'practical')",1.2956996,1.2715521,-0.0241475
57,-1.9738125,-1.8972317,"('unimaginative', 'imaginative')",-1.9738125,-1.8972317,0.0765808
58,-0.1440032,-0.17450616,"('undiscriminating', 'discriminating')",-0.1440032,-0.1745062,-0.030503
59,-0.144142,-0.051504135,"('foolish', 'wise')",-0.144142,-0.0515041,0.0926379
60,1.4900655,1.4680381,"('inefficient', 'efficient')",1.4900655,1.4680381,-0.0220274
61,0.5970433,0.48624754,"('illogical', 'logical')",0.5970433,0.4862475,-0.1107958
62,2.3737905,2.3954124,"('incompetent', 'brilliant')",2.3737905,2.3954124,0.0216219
63,1.5359517,1.5856767,"('unperceptive', 'insightful')",1.5359517,1.5856767,0.049725
64,-4.8604727,-4.838089,"('shy', 'confident')",-4.8604727,-4.838089,0.0223837
65,1.6340231,1.5530688,"('insecure', 'secure')",1.6340231,1.5530688,-0.0809543
66,-0.008661289,0.018182054,"('inactive', 'active')",-0.0086613,0.0181821,0.0268434
