,prince_male,prince_female,tuple,average_male,average_female,female-male
0,-0.02253978,-0.09410417,"('unsociable', 'sociable')",-0.0225398,-0.0941042,-0.0715644
1,1.2858398,1.2063384,"('unfriendly', 'friendly')",1.2858398,1.2063384,-0.0795014
2,0.5260948,0.5915726,"('unlikable', 'likable')",0.5260948,0.5915726,0.0654778
3,0.54882073,0.67448306,"('repellent', 'pleasant')",0.5488207,0.6744831,0.1256624
4,-7.1609907,-7.3723364,"('disliked', 'liked')",-7.1609907,-7.3723364,-0.2113457
5,-0.1947757,-0.18777901,"('distant', 'outgoing')",-0.1947757,-0.187779,0.0069967
6,0.13597101,0.12417297,"('distant', 'open')",0.135971,0.124173,-0.011798
7,0.44371623,0.54872334,"('insensitive', 'sensitive')",0.4437162,0.5487233,0.1050071
8,1.5901377,1.500017,"('unaffectionate', 'affectionate')",1.5901377,1.500017,-0.0901207
9,1.8219023,1.9112525,"('unaffectionate', 'caring')",1.8219023,1.9112525,0.0893502
10,0.9719049,1.1609604,"('unsympathetic', 'sympathetic')",0.9719049,1.1609604,0.1890555
11,1.8922791,2.041478,"('unhelpful', 'helpful')",1.8922791,2.0414779,0.1491988
12,-1.5614644,-1.5591898,"('unsupportive', 'supportive')",-1.5614644,-1.5591898,0.0022746
13,-0.059110362,0.017630264,"('impolite', 'polite')",-0.0591104,0.0176303,0.0767407
14,-0.244776,-0.36976293,"('antisocial', 'social')",-0.244776,-0.3697629,-0.1249869
15,0.23522896,0.116810754,"('boring', 'funny')",0.235229,0.1168108,-0.1184182
16,-0.37218073,-0.31757855,"('unpopular', 'popular')",-0.3721807,-0.3175786,0.0546021
17,0.028185192,-0.027303021,"('nasty', 'nice')",0.0281852,-0.027303,-0.0554882
18,-0.44149032,-0.58104503,"('disagreeable', 'welcoming')",-0.4414903,-0.581045,-0.1395547
19,-0.34442505,-0.27469957,"('inhospitable', 'hospitable')",-0.3444251,-0.2746996,0.0697255
20,0.46681052,0.31385374,"('rough', 'thoughtful')",0.4668105,0.3138537,-0.1529568
21,-0.3166356,-0.06773787,"('immoral', 'moral')",-0.3166356,-0.0677379,0.2488977
22,-0.5282312,-0.57037926,"('untrustworthy', 'trustworthy')",-0.5282312,-0.5703793,-0.0421481
23,6.277659,6.42691,"('insincere', 'sincere')",6.2776589,6.4269099,0.149251
24,1.6235795,1.5996091,"('dishonest', 'honest')",1.6235795,1.5996091,-0.0239704
25,0.4992537,0.3958592,"('egoistic', 'altruistic')",0.4992537,0.3958592,-0.1033945
26,0.44170588,0.23647824,"('hardhearted', 'benevolent')",0.4417059,0.2364782,-0.2052277
27,1.7674632,1.5948414,"('hardhearted', 'softhearted')",1.7674632,1.5948414,-0.1726218
28,1.4969016,1.5427105,"('disloyal', 'loyal')",1.4969016,1.5427105,0.0458089
29,-0.35383323,-0.59123397,"('unfair', 'fair')",-0.3538332,-0.591234,-0.2374008
30,0.7407129,0.8394627,"('intolerant', 'tolerant')",0.7407129,0.8394627,0.0987498
31,-1.2601058,-1.4431438,"('evil', 'good')",-1.2601058,-1.4431438,-0.183038
32,1.4188764,1.3386111,"('unkind', 'kind')",1.4188764,1.3386111,-0.0802653
33,-0.3450838,-0.3560019,"('wrong', 'right')",-0.3450838,-0.3560019,-0.0109181
34,4.790753,5.1206484,"('mean', 'honorable')",4.7907529,5.1206484,0.3298955
35,-0.6881027,-0.94626004,"('corrupt', 'incorrupt')",-0.6881027,-0.94626,-0.2581573
36,-0.6992714,-0.83392215,"('hostile', 'amicable')",-0.6992714,-0.8339221,-0.1346507
37,1.0301192,1.0528672,"('fake', 'genuine')",1.0301192,1.0528672,0.022748
38,0.12521963,0.26816547,"('untruthful', 'truthful')",0.1252196,0.2681655,0.1429459
39,-0.077103674,-0.0728375,"('exploitative', 'cooperative')",-0.0771037,-0.0728375,0.0042662
40,-1.746224,-2.0402467,"('stingy', 'generous')",-1.746224,-2.0402467,-0.2940227
41,0.35281053,0.4222314,"('unforgiving', 'forgiving')",0.3528105,0.4222314,0.0694209
42,-2.4484208,-2.5242612,"('unreliable', 'reliable')",-2.4484208,-2.5242612,-0.0758404
43,1.1249751,1.2466809,"('irresponsible', 'responsible')",1.1249751,1.2466809,0.1217058
44,-1.2110904,-1.3089043,"('prejudiced', 'unprejudiced')",-1.2110904,-1.3089043,-0.0978139
45,-0.06070468,-0.02704784,"('incompetent', 'competent')",-0.0607047,-0.0270478,0.0336569
46,-0.789923,-0.66175514,"('uncompetitive', 'competitive')",-0.789923,-0.6617551,0.1281679
47,5.324173,5.6089587,"('stupid', 'smart')",5.324173,5.6089587,0.2847857
48,0.25529006,0.31227827,"('unintelligent', 'intelligent')",0.2552901,0.3122783,0.0569882
49,0.3068356,0.4809691,"('unable', 'able')",0.3068356,0.4809691,0.1741335
50,-0.2033339,-0.2528335,"('clumsy', 'skillful')",-0.2033339,-0.2528335,-0.0494996
51,0.55630934,0.6003438,"('uneducated', 'educated')",0.5563093,0.6003438,0.0440345
52,-0.25861204,-0.4099153,"('irrational', 'rational')",-0.258612,-0.4099153,-0.1513033
53,0.063979864,0.07832148,"('uncreative', 'creative')",0.0639799,0.0783215,0.0143416
54,1.1824696,1.3901492,"('incapable', 'capable')",1.1824696,1.3901492,0.2076796
55,0.4472636,0.51616466,"('incompetent', 'clever')",0.4472636,0.5161647,0.0689011
56,0.32817778,0.34884036,"('impractical', 'practical')",0.3281778,0.3488404,0.0206626
57,-3.096179,-3.072515,"('unimaginative', 'imaginative')",-3.096179,-3.072515,0.023664
58,-0.23532979,-0.26087105,"('undiscriminating', 'discriminating')",-0.2353298,-0.2608711,-0.0255413
59,0.31481645,0.33236986,"('foolish', 'wise')",0.3148164,0.3323699,0.0175535
60,0.40366113,0.62631536,"('inefficient', 'efficient')",0.4036611,0.6263154,0.2226543
61,0.14960182,0.08231017,"('illogical', 'logical')",0.1496018,0.0823102,-0.0672916
62,0.9161212,1.1041458,"('incompetent', 'brilliant')",0.9161212,1.1041458,0.1880246
63,0.39811698,0.52380973,"('unperceptive', 'insightful')",0.398117,0.5238097,0.1256927
64,-6.172128,-6.231818,"('shy', 'confident')",-6.1721282,-6.2318182,-0.05969
65,-0.04612338,0.007915841,"('insecure', 'secure')",-0.0461234,0.0079158,0.0540392
66,-0.045170642,-0.1695734,"('inactive', 'active')",-0.0451706,-0.1695734,-0.1244028
67,0.029346893,0.052774273,"('doubtful', 'determined')",0.0293469,0.0527743,0.0234274
68,-0.55337363,-0.53486276,"('dependent', 'independent')",-0.5533736,-0.5348628,0.0185108
69,-1.7686188,-1.8500994,"('lazy', 'industrious')",-1.7686188,-1.8500994,-0.0814806
70,0.8309542,0.90126985,"('lethargic', 'energetic')",0.8309542,0.9012699,0.0703157
71,0.31212372,0.2923087,"('diffident', 'self-confident')",0.3121237,0.2923087,-0.019815
72,0.87196237,0.8941622,"('unambitious', 'ambitious')",0.8719624,0.8941622,0.0221998
73,-2.9777608,-3.101169,"('helpless', 'self-reliant')",-2.9777608,-3.1011691,-0.1234083
74,-0.094136,-0.19965318,"('undedicated', 'dedicated')",-0.094136,-0.1996532,-0.1055172
75,-0.7756416,-0.7198702,"('meek', 'impulsive')",-0.7756416,-0.7198702,0.0557714
76,0.4515832,0.4795972,"('anxious', 'daring')",0.4515832,0.4795972,0.028014
77,-1.1527592,-0.86709976,"('unmotivated', 'motivated')",-1.1527592,-0.8670998,0.2856594
78,-0.6441309,-0.59033537,"('nonresilient', 'resilient')",-0.6441309,-0.5903354,0.0537955
79,-0.31087056,-0.24732617,"('wavering', 'unwavering')",-0.3108706,-0.2473262,0.0635444
80,-0.5709131,-0.636204,"('dominated', 'dominating')",-0.5709131,-0.636204,-0.0652909
81,-0.30939928,-0.15624017,"('submissive', 'aggressive')",-0.3093993,-0.1562402,0.1531591
82,6.322307,6.5981045,"('poor', 'rich')",6.3223071,6.5981045,0.2757974
83,-0.31586778,-0.30136666,"('powerless', 'powerful')",-0.3158678,-0.3013667,0.0145011
