,fleece_male,fleece_female,tuple,average_male,average_female,female-male
0,0.14101727,0.045222834,"('unsociable', 'sociable')",0.1410173,0.0452228,-0.0957945
1,-1.6950893,-1.8999976,"('unfriendly', 'friendly')",-1.6950893,-1.8999976,-0.2049083
2,0.1285342,0.24601531,"('unlikable', 'likable')",0.1285342,0.2460153,0.1174811
3,-0.73823714,-0.59283245,"('repellent', 'pleasant')",-0.7382371,-0.5928324,0.1454047
4,-2.251579,-2.073759,"('disliked', 'liked')",-2.251579,-2.0737591,0.1778199
5,-1.3064333,-1.4111195,"('distant', 'outgoing')",-1.3064333,-1.4111195,-0.1046862
6,-1.4912851,-1.6883719,"('distant', 'open')",-1.4912851,-1.6883719,-0.1970868
7,0.13902451,0.38168284,"('insensitive', 'sensitive')",0.1390245,0.3816828,0.2426583
8,-0.37058842,-0.56065106,"('unaffectionate', 'affectionate')",-0.3705884,-0.5606511,-0.1900627
9,-0.5560602,-0.5178262,"('unaffectionate', 'caring')",-0.5560602,-0.5178262,0.038234
10,0.75933975,0.7379797,"('unsympathetic', 'sympathetic')",0.7593397,0.7379797,-0.02136
11,0.10658405,0.25745258,"('unhelpful', 'helpful')",0.106584,0.2574526,0.1508686
12,-0.72953403,-0.54026175,"('unsupportive', 'supportive')",-0.729534,-0.5402617,0.1892723
13,-0.44231868,-0.36855066,"('impolite', 'polite')",-0.4423187,-0.3685507,0.073768
14,0.7669525,1.0029918,"('antisocial', 'social')",0.7669525,1.0029918,0.2360393
15,0.6057811,0.57959795,"('boring', 'funny')",0.6057811,0.5795979,-0.0261832
16,-0.9843756,-0.7478092,"('unpopular', 'popular')",-0.9843756,-0.7478092,0.2365664
17,0.60030144,0.5018615,"('nasty', 'nice')",0.6003014,0.5018615,-0.0984399
18,-1.3788499,-1.1949763,"('disagreeable', 'welcoming')",-1.3788499,-1.1949763,0.1838736
19,-1.3799367,-1.4162481,"('inhospitable', 'hospitable')",-1.3799367,-1.4162481,-0.0363114
20,0.029634647,0.17320049,"('rough', 'thoughtful')",0.0296346,0.1732005,0.1435659
21,-0.558357,-0.23654276,"('immoral', 'moral')",-0.558357,-0.2365428,0.3218142
22,0.42439106,0.41984248,"('untrustworthy', 'trustworthy')",0.4243911,0.4198425,-0.0045486
23,0.86226183,0.8101367,"('insincere', 'sincere')",0.8622618,0.8101367,-0.0521251
24,-0.052098848,-0.10775417,"('dishonest', 'honest')",-0.0520988,-0.1077542,-0.0556554
25,0.042884536,-0.13239673,"('egoistic', 'altruistic')",0.0428845,-0.1323967,-0.1752812
26,0.98525876,0.67486286,"('hardhearted', 'benevolent')",0.9852588,0.6748629,-0.3103959
27,0.23613274,0.1336619,"('hardhearted', 'softhearted')",0.2361327,0.1336619,-0.1024708
28,0.028663281,-0.08435479,"('disloyal', 'loyal')",0.0286633,-0.0843548,-0.1130181
29,-0.7370489,-0.78807527,"('unfair', 'fair')",-0.7370489,-0.7880753,-0.0510264
30,0.6660188,0.7248924,"('intolerant', 'tolerant')",0.6660188,0.7248924,0.0588736
31,-1.4560978,-1.6617315,"('evil', 'good')",-1.4560978,-1.6617315,-0.2056337
32,-0.25135124,-0.21930361,"('unkind', 'kind')",-0.2513512,-0.2193036,0.0320476
33,-0.40547782,-0.2852076,"('wrong', 'right')",-0.4054778,-0.2852076,0.1202702
34,1.1748524,1.1594074,"('mean', 'honorable')",1.1748524,1.1594074,-0.015445
35,0.136893,-0.083062716,"('corrupt', 'incorrupt')",0.136893,-0.0830627,-0.2199557
36,-0.6891738,-0.9457414,"('hostile', 'amicable')",-0.6891738,-0.9457414,-0.2565676
37,-0.32704806,-0.15160745,"('fake', 'genuine')",-0.3270481,-0.1516075,0.1754406
38,-0.5480876,-0.5481918,"('untruthful', 'truthful')",-0.5480876,-0.5481918,-0.0001042
39,0.006181581,0.19238886,"('exploitative', 'cooperative')",0.0061816,0.1923889,0.1862073
40,-1.4163948,-1.4184253,"('stingy', 'generous')",-1.4163948,-1.4184253,-0.0020305
41,0.010292012,-0.15168424,"('unforgiving', 'forgiving')",0.010292,-0.1516842,-0.1619762
42,-0.08860059,0.20092355,"('unreliable', 'reliable')",-0.0886006,0.2009235,0.2895241
43,-0.48328197,-0.27661484,"('irresponsible', 'responsible')",-0.483282,-0.2766148,0.2066672
44,-0.55081815,-0.5124918,"('prejudiced', 'unprejudiced')",-0.5508181,-0.5124918,0.0383263
45,0.66476184,0.68545824,"('incompetent', 'competent')",0.6647618,0.6854582,0.0206964
46,-0.1958492,-0.12137505,"('uncompetitive', 'competitive')",-0.1958492,-0.121375,0.0744742
47,2.0336168,2.0378792,"('stupid', 'smart')",2.0336168,2.0378792,0.0042624
48,-0.4601228,-0.38077334,"('unintelligent', 'intelligent')",-0.4601228,-0.3807733,0.0793495
49,-0.50584596,-0.21948272,"('unable', 'able')",-0.505846,-0.2194827,0.2863633
50,-0.2515039,-0.029242124,"('clumsy', 'skillful')",-0.2515039,-0.0292421,0.2222618
51,-0.7288901,-0.65734375,"('uneducated', 'educated')",-0.7288901,-0.6573437,0.0715464
52,-1.3919417,-1.5414289,"('irrational', 'rational')",-1.3919417,-1.5414289,-0.1494872
53,-1.5787678,-1.6774713,"('uncreative', 'creative')",-1.5787678,-1.6774713,-0.0987035
54,-0.3356258,-0.40143466,"('incapable', 'capable')",-0.3356258,-0.4014347,-0.0658089
