,church_male,church_female,tuple,&_male,&_female,dwight_male,dwight_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8244964,0.699165,"('unsociable', 'sociable')",0.33587933,0.17047487,0.2798514,0.25783068,-0.13810165,-0.4244375,0.3255314,0.1757582,-0.1497732
1,-0.18646124,-0.20475312,"('unfriendly', 'friendly')",-1.0050346,-1.0828067,0.41899356,0.3974487,1.5117862,1.3708987,0.184821,0.1201969,-0.0646241
2,-0.3419437,-0.23188299,"('unlikable', 'likable')",0.6664344,0.70123684,0.16819027,0.27447695,0.20350486,0.25649703,0.1740465,0.250082,0.0760355
3,0.44647986,0.55981743,"('repellent', 'pleasant')",0.120555945,0.27586934,-0.9850934,-0.9468544,0.31403488,0.38009456,-0.0260057,0.0672317,0.0932374
4,-0.22462386,-0.22649485,"('disliked', 'liked')",-0.0051221475,-0.016644277,-0.42682725,-0.39627248,-5.3114243,-5.1675506,-1.4919994,-1.4517405,0.0402589
5,-0.8790827,-0.79667944,"('distant', 'outgoing')",-0.71270466,-0.68328154,0.569394,0.6878454,-0.1796844,-0.109572135,-0.3005194,-0.2254219,0.0750975
6,-0.2674085,-0.15615931,"('distant', 'open')",-0.4700815,-0.38727322,0.641464,0.73632616,0.2695426,0.30502564,0.0433792,0.1244798,0.0811006
7,1.5498364,1.5771767,"('insensitive', 'sensitive')",0.7632201,0.8688648,-0.25639623,-0.26894447,1.0033183,0.910999,0.7649946,0.772024,0.0070294
8,-0.6417607,-0.6069652,"('unaffectionate', 'affectionate')",-1.0881846,-1.0468392,0.7035174,0.6755337,0.7065555,0.6334579,-0.0799681,-0.0862032,-0.0062351
9,0.53973156,0.5862986,"('unaffectionate', 'caring')",-0.50703555,-0.49380383,0.977589,0.9468918,1.196373,1.1332618,0.5516645,0.5431621,-0.0085024
10,0.6832055,0.6523151,"('unsympathetic', 'sympathetic')",0.3619029,0.38437447,-0.5572909,-0.6348475,0.6095937,0.47598302,0.2743528,0.2194563,-0.0548965
11,0.91216433,0.88252234,"('unhelpful', 'helpful')",0.26102155,0.3568812,0.2325618,0.2581941,2.2338843,2.186395,0.909908,0.9209981,0.0110901
12,1.8415582,1.918102,"('unsupportive', 'supportive')",0.6477926,0.79917794,1.7000293,1.756169,-0.8751481,-0.84363526,0.828558,0.9074534,0.0788954
13,0.33170897,0.3179036,"('impolite', 'polite')",-0.27253282,-0.30641517,0.36048543,0.40209574,-0.21111661,-0.35073346,0.0521362,0.0157127,-0.0364235
14,0.32882333,0.26213437,"('antisocial', 'social')",0.89804846,0.7999416,-0.2618121,-0.24381691,-0.6078243,-0.68077177,0.0893088,0.0343718,-0.054937
15,-0.7772153,-0.8004067,"('boring', 'funny')",0.26896796,0.18768972,-0.399132,-0.3636148,-0.0028924718,-0.028816441,-0.227568,-0.251287,-0.023719
16,-1.4163522,-1.3401442,"('unpopular', 'popular')",-0.41099006,-0.42076874,-1.7164333,-1.671888,-0.14751074,-0.09583989,-0.9228216,-0.8821602,0.0406614
17,0.9539539,0.9598829,"('nasty', 'nice')",0.34561962,0.5033984,-0.096838206,-0.000954194,-0.30796373,-0.21984264,0.2236929,0.3106211,0.0869282
18,-0.30867404,-0.22681928,"('disagreeable', 'welcoming')",0.26446348,0.4619526,0.8196308,0.7897275,-0.44781563,-0.51143855,0.0819012,0.1283556,0.0464544
19,0.34931824,0.42455393,"('inhospitable', 'hospitable')",-0.85797966,-0.73971075,0.6855663,0.75493294,0.09134996,0.13174038,0.0670637,0.1428791,0.0758154
20,-0.3991402,-0.34139755,"('rough', 'thoughtful')",0.41652283,0.52056634,-1.2091453,-1.1794047,0.76434195,0.80759215,-0.1068552,-0.0481609,0.0586943
21,1.855737,1.9197576,"('immoral', 'moral')",0.8730381,0.9216938,-1.1988142,-1.1729131,-0.714736,-0.68182147,0.2038062,0.2466792,0.042873
22,0.9091513,0.8364581,"('untrustworthy', 'trustworthy')",0.23347233,0.34798822,-0.27084187,-0.30567104,-1.0166699,-1.0132807,-0.036222,-0.0336264,0.0025956
23,2.4302597,2.4303403,"('insincere', 'sincere')",-0.43138468,-0.3186218,1.0178195,1.0594258,5.2639832,5.018605,2.0701694,2.0474374,-0.022732
24,1.2505277,1.1943843,"('dishonest', 'honest')",-0.36003137,-0.26183754,0.49929968,0.41598168,0.70264775,0.6211951,0.5231109,0.4924309,-0.03068
25,-0.59704995,-0.55187035,"('egoistic', 'altruistic')",-0.7844008,-0.80943143,1.1524187,1.1149073,0.95024407,0.90132326,0.180303,0.1637322,-0.0165708
26,0.9248338,0.7928122,"('hardhearted', 'benevolent')",2.0330484,1.801194,2.6872125,2.5777621,1.9376589,1.8034258,1.8956884,1.7437985,-0.1518899
27,1.0139964,1.057957,"('hardhearted', 'softhearted')",-0.34593582,-0.12869172,0.8868254,0.8533538,1.3445271,1.2786279,0.7248533,0.7653117,0.0404584
28,0.71841204,0.67615354,"('disloyal', 'loyal')",0.20109324,0.04202078,-0.22275099,-0.3363254,0.71025795,0.51084185,0.3517531,0.2231727,-0.1285804
29,0.4940364,0.5763457,"('unfair', 'fair')",-0.13864167,-0.19786727,-0.98617804,-0.92089534,-0.72048724,-0.85318947,-0.3378176,-0.3489016,-0.011084
30,-0.5657001,-0.66079986,"('intolerant', 'tolerant')",0.12455842,0.21893823,0.21762279,0.22986266,1.5625672,1.4421387,0.3347621,0.3075349,-0.0272272
31,-2.3518937,-2.2675111,"('evil', 'good')",-0.9551671,-0.97392976,-0.62795675,-0.57679355,-1.0576956,-1.0475488,-1.2481782,-1.2164458,0.0317324
32,1.6884705,1.7478501,"('unkind', 'kind')",0.79512703,0.7998192,-0.22162512,-0.28632936,0.9238846,0.78537947,0.7964643,0.7616798,-0.0347845
33,-0.13741292,-0.19702403,"('wrong', 'right')",-0.35095435,-0.3477439,0.8645119,0.86366713,-0.2490366,-0.24880625,0.031777,0.0175232,-0.0142538
34,0.4248334,0.48914117,"('mean', 'honorable')",-0.63850534,-0.44240075,0.7489323,0.86322296,5.357202,5.3040967,1.4731156,1.553515,0.0803994
35,-0.5776774,-0.5168328,"('corrupt', 'incorrupt')",-0.57292855,-0.6380473,-0.061102316,-0.06078574,-0.5365864,-0.59892684,-0.4370736,-0.4536481,-0.0165745
36,-1.5320996,-1.4637159,"('hostile', 'amicable')",-1.1126889,-1.177611,-0.28987134,-0.3333854,-0.27407768,-0.36882922,-0.8021844,-0.8358854,-0.033701
37,0.8326363,0.96030843,"('fake', 'genuine')",0.25053895,0.44608185,-0.47597378,-0.44800097,0.5416347,0.6111885,0.287209,0.3923945,0.1051855
38,0.98047,0.9361295,"('untruthful', 'truthful')",-1.1754355,-1.1381713,0.3534476,0.4013251,0.080243915,0.097075604,0.0596815,0.0740897,0.0144082
39,2.49224,2.4870174,"('exploitative', 'cooperative')",0.30062976,0.45545483,2.2337139,2.237436,0.27842087,0.34690267,1.3262511,1.3817028,0.0554517
40,1.0894569,1.0309054,"('stingy', 'generous')",-0.4212706,-0.31854334,-0.059147384,-0.10313323,-1.0765532,-1.0819584,-0.1168786,-0.1181824,-0.0013038
41,1.9238526,1.8893255,"('unforgiving', 'forgiving')",-0.1284142,-0.077650495,-0.09620017,-0.030257467,0.29718843,0.19023408,0.4991067,0.4929129,-0.0061938
42,0.82875293,0.8312662,"('unreliable', 'reliable')",1.0382946,1.2547781,-0.34499907,-0.33487943,-2.1262484,-1.9387417,-0.15105,-0.0468942,0.1041558
43,1.3746834,1.3941282,"('irresponsible', 'responsible')",-0.09357259,0.1411402,0.2339861,0.30234143,0.8148398,0.8288579,0.5824842,0.6666169,0.0841327
44,-1.2061223,-1.0641061,"('prejudiced', 'unprejudiced')",-1.2744464,-1.0520256,-1.6093997,-1.5566887,-1.9780462,-1.8010095,-1.5170035,-1.3684576,0.1485459
45,0.6444601,0.5901941,"('incompetent', 'competent')",0.42401242,0.44525024,-0.8772521,-0.8924116,-0.13334562,-0.20117547,0.0144687,-0.0145357,-0.0290044
46,-0.090597995,-0.14295065,"('uncompetitive', 'competitive')",0.6038701,0.6366202,-0.9456756,-1.022821,-0.32138136,-0.379637,-0.1884462,-0.2271971,-0.0387509
47,-0.6162698,-0.6464001,"('stupid', 'smart')",0.33491236,0.48693156,0.5346358,0.57965994,4.5685477,4.5072927,1.2054565,1.231871,0.0264145
48,0.1501523,0.066858515,"('unintelligent', 'intelligent')",-0.33118713,-0.46038398,-1.1343989,-1.1774421,0.48472974,0.3624157,-0.207676,-0.302138,-0.094462
49,-0.6047282,-0.54516745,"('unable', 'able')",-0.595514,-0.57232946,-0.6479344,-0.5786087,-0.6494833,-0.57010925,-0.624415,-0.5665537,0.0578613
