,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,-0.029538207,-0.07204214,"('unsociable', 'sociable')",-0.0295382,-0.0720421,-0.0425039
1,1.9743224,2.0676079,"('unfriendly', 'friendly')",1.9743224,2.0676079,0.0932855
2,0.2475107,0.3600844,"('unlikable', 'likable')",0.2475107,0.3600844,0.1125737
3,0.5933058,0.8607234,"('repellent', 'pleasant')",0.5933058,0.8607234,0.2674176
4,-7.3201785,-7.2573137,"('disliked', 'liked')",-7.3201785,-7.2573137,0.0628648
5,0.034873184,0.3140746,"('distant', 'outgoing')",0.0348732,0.3140746,0.2792014
6,0.22667211,0.54285014,"('distant', 'open')",0.2266721,0.5428501,0.316178
7,0.9673583,1.2324123,"('insensitive', 'sensitive')",0.9673583,1.2324123,0.265054
8,1.6026236,1.5273205,"('unaffectionate', 'affectionate')",1.6026236,1.5273205,-0.0753031
9,2.1299672,2.1929016,"('unaffectionate', 'caring')",2.1299672,2.1929016,0.0629344
10,0.82958,0.8429031,"('unsympathetic', 'sympathetic')",0.82958,0.8429031,0.0133231
11,2.0004377,2.1095014,"('unhelpful', 'helpful')",2.0004377,2.1095014,0.1090637
12,-1.0298996,-0.87353593,"('unsupportive', 'supportive')",-1.0298996,-0.8735359,0.1563637
13,-0.21134569,-0.2041942,"('impolite', 'polite')",-0.2113457,-0.2041942,0.0071515
14,-0.30649838,-0.37286326,"('antisocial', 'social')",-0.3064984,-0.3728633,-0.0663649
15,0.44726217,0.38995478,"('boring', 'funny')",0.4472622,0.3899548,-0.0573074
16,-0.28800696,-0.26350936,"('unpopular', 'popular')",-0.288007,-0.2635094,0.0244976
17,-0.13004945,-0.13307369,"('nasty', 'nice')",-0.1300495,-0.1330737,-0.0030242
18,-0.037678923,0.024534758,"('disagreeable', 'welcoming')",-0.0376789,0.0245348,0.0622137
19,-0.13842146,0.06937204,"('inhospitable', 'hospitable')",-0.1384215,0.069372,0.2077935
20,0.8053875,0.58858985,"('rough', 'thoughtful')",0.8053875,0.5885898,-0.2167977
21,-0.31542468,-0.12929448,"('immoral', 'moral')",-0.3154247,-0.1292945,0.1861302
22,-0.78718925,-0.41132948,"('untrustworthy', 'trustworthy')",-0.7871892,-0.4113295,0.3758597
23,6.922059,7.1757216,"('insincere', 'sincere')",6.9220591,7.1757216,0.2536625
24,1.7884357,2.0493093,"('dishonest', 'honest')",1.7884357,2.0493093,0.2608736
25,1.1752437,1.121216,"('egoistic', 'altruistic')",1.1752437,1.1212161,-0.0540276
26,1.0561903,0.5609827,"('hardhearted', 'benevolent')",1.0561903,0.5609827,-0.4952076
27,2.0118756,1.7924043,"('hardhearted', 'softhearted')",2.0118756,1.7924043,-0.2194713
28,1.280746,1.2492672,"('disloyal', 'loyal')",1.280746,1.2492672,-0.0314788
29,-0.7068081,-0.58146816,"('unfair', 'fair')",-0.7068081,-0.5814682,0.1253399
30,0.71636087,0.7178116,"('intolerant', 'tolerant')",0.7163609,0.7178116,0.0014507
31,-1.0254794,-0.96621275,"('evil', 'good')",-1.0254794,-0.9662127,0.0592667
32,1.3961484,1.2461481,"('unkind', 'kind')",1.3961484,1.2461481,-0.1500003
33,0.18781292,0.24948691,"('wrong', 'right')",0.1878129,0.2494869,0.061674
34,4.782287,5.1891146,"('mean', 'honorable')",4.7822871,5.1891146,0.4068275
35,-0.70551634,-0.748546,"('corrupt', 'incorrupt')",-0.7055163,-0.748546,-0.0430297
36,-0.5383522,-0.71009403,"('hostile', 'amicable')",-0.5383522,-0.710094,-0.1717418
37,0.8042526,0.946691,"('fake', 'genuine')",0.8042526,0.946691,0.1424384
38,0.26778036,0.38362548,"('untruthful', 'truthful')",0.2677804,0.3836255,0.1158451
39,0.60907793,0.46594122,"('exploitative', 'cooperative')",0.6090779,0.4659412,-0.1431367
40,-1.1695445,-1.0537459,"('stingy', 'generous')",-1.1695445,-1.0537459,0.1157986
41,0.50245184,0.09559299,"('unforgiving', 'forgiving')",0.5024518,0.095593,-0.4068588
42,-2.9490056,-2.6714277,"('unreliable', 'reliable')",-2.9490056,-2.6714277,0.2775779
43,0.9722836,1.1250085,"('irresponsible', 'responsible')",0.9722836,1.1250085,0.1527249
44,-1.8336719,-1.996445,"('prejudiced', 'unprejudiced')",-1.8336719,-1.9964449,-0.162773
45,-0.10151684,0.039446577,"('incompetent', 'competent')",-0.1015168,0.0394466,0.1409634
46,-0.95494825,-0.87939763,"('uncompetitive', 'competitive')",-0.9549482,-0.8793976,0.0755506
47,4.8136344,4.97083,"('stupid', 'smart')",4.8136344,4.97083,0.1571956
48,0.99733007,0.80042034,"('unintelligent', 'intelligent')",0.9973301,0.8004203,-0.1969098
49,0.28743136,0.4661499,"('unable', 'able')",0.2874314,0.4661499,0.1787185
50,-0.13094385,-0.067760415,"('clumsy', 'skillful')",-0.1309438,-0.0677604,0.0631834
51,0.5863617,0.7690589,"('uneducated', 'educated')",0.5863617,0.7690589,0.1826972
52,-0.044342443,-0.030643214,"('irrational', 'rational')",-0.0443424,-0.0306432,0.0136992
53,0.3644945,0.31537,"('uncreative', 'creative')",0.3644945,0.31537,-0.0491245
54,1.4642878,1.7937744,"('incapable', 'capable')",1.4642878,1.7937744,0.3294866
55,0.5033398,0.67472863,"('incompetent', 'clever')",0.5033398,0.6747286,0.1713888
56,0.047893986,0.31954566,"('impractical', 'practical')",0.047894,0.3195457,0.2716517
57,-2.7944005,-2.7997167,"('unimaginative', 'imaginative')",-2.7944005,-2.7997167,-0.0053162
58,0.30345,0.31791097,"('undiscriminating', 'discriminating')",0.30345,0.317911,0.014461
59,0.051424135,0.19880341,"('foolish', 'wise')",0.0514241,0.1988034,0.1473793
60,0.376202,0.4189015,"('inefficient', 'efficient')",0.376202,0.4189015,0.0426995
61,0.5456346,0.4178278,"('illogical', 'logical')",0.5456346,0.4178278,-0.1278068
62,1.1073623,1.4360809,"('incompetent', 'brilliant')",1.1073623,1.4360809,0.3287186
63,0.6735797,0.86933786,"('unperceptive', 'insightful')",0.6735797,0.8693379,0.1957582
64,-6.6794286,-6.491941,"('shy', 'confident')",-6.6794286,-6.491941,0.1874876
65,-0.040331513,0.19527808,"('insecure', 'secure')",-0.0403315,0.1952781,0.2356096
66,-0.5201279,-0.42617336,"('inactive', 'active')",-0.5201279,-0.4261734,0.0939545
67,-0.4759481,-0.66420746,"('doubtful', 'determined')",-0.4759481,-0.6642075,-0.1882594
68,-0.55718267,-0.26498353,"('dependent', 'independent')",-0.5571827,-0.2649835,0.2921992
69,-1.8413618,-1.8489572,"('lazy', 'industrious')",-1.8413618,-1.8489572,-0.0075954
70,0.7667677,1.1255059,"('lethargic', 'energetic')",0.7667677,1.1255059,0.3587382
71,0.45262158,0.58455,"('diffident', 'self-confident')",0.4526216,0.58455,0.1319284
72,1.1023582,1.3098826,"('unambitious', 'ambitious')",1.1023582,1.3098826,0.2075244
73,-2.9768722,-2.5752006,"('helpless', 'self-reliant')",-2.9768722,-2.5752006,0.4016716
74,0.4616071,0.38465047,"('undedicated', 'dedicated')",0.4616071,0.3846505,-0.0769566
75,-1.2174157,-0.9734952,"('meek', 'impulsive')",-1.2174157,-0.9734952,0.2439205
76,0.4136389,0.33157882,"('anxious', 'daring')",0.4136389,0.3315788,-0.0820601
77,-1.1287171,-1.0353398,"('unmotivated', 'motivated')",-1.1287171,-1.0353398,0.0933773
78,-0.22195816,-0.3771694,"('nonresilient', 'resilient')",-0.2219582,-0.3771694,-0.1552112
