,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6342376,0.5039875,"('unsociable', 'sociable')",0.063657805,-0.14069065,0.3489477,0.1816484,-0.1672993
1,-1.1273547,-1.31774,"('unfriendly', 'friendly')",1.3047006,1.1919403,0.0886729,-0.0628998,-0.1515727
2,1.1829635,1.1220734,"('unlikable', 'likable')",0.8525631,0.7844373,1.0177633,0.9532554,-0.0645079
3,0.9859679,1.1005206,"('repellent', 'pleasant')",1.1480945,1.2132137,1.0670311,1.1568671,0.089836
4,-0.08395032,-0.17063886,"('disliked', 'liked')",-6.6390457,-6.7219048,-3.3614981,-3.4462719,-0.0847738
5,-1.1490965,-1.1460985,"('distant', 'outgoing')",-0.84606534,-0.7285327,-0.9975809,-0.9373156,0.0602653
6,-1.6023742,-1.5951366,"('distant', 'open')",-1.0422443,-0.9015703,-1.3223093,-1.2483535,0.0739558
7,0.32965323,0.35652915,"('insensitive', 'sensitive')",0.5914419,0.5606354,0.4605476,0.4585823,-0.0019653
8,-1.2895434,-1.419892,"('unaffectionate', 'affectionate')",0.46884534,0.4400071,-0.410349,-0.4899424,-0.0795934
9,-0.8589436,-0.99262655,"('unaffectionate', 'caring')",0.92480505,0.8851931,0.0329307,-0.0537167,-0.0866474
10,0.0052434322,0.005243934,"('unsympathetic', 'sympathetic')",-0.42175636,-0.4698475,-0.2082565,-0.2323018,-0.0240453
11,0.48344156,0.48709714,"('unhelpful', 'helpful')",1.8216798,1.8550185,1.1525607,1.1710578,0.0184971
12,0.14182179,0.19301203,"('unsupportive', 'supportive')",-2.0507512,-2.068316,-0.9544647,-0.937652,0.0168127
13,0.46029803,0.44596365,"('impolite', 'polite')",-0.61036766,-0.65596753,-0.0750348,-0.1050019,-0.0299671
14,1.9192119,1.950376,"('antisocial', 'social')",0.6734602,0.5050765,1.2963361,1.2277262,-0.0686099
15,0.0071316585,-0.14314441,"('boring', 'funny')",0.09363794,0.04222825,0.0503848,-0.0504581,-0.1008429
16,-0.5139748,-0.59212667,"('unpopular', 'popular')",0.29433355,0.26495278,-0.1098206,-0.1635869,-0.0537663
17,0.06123049,0.12336161,"('nasty', 'nice')",-0.50354034,-0.51270765,-0.2211549,-0.194673,0.0264819
18,-0.8612249,-0.9000714,"('disagreeable', 'welcoming')",-0.4698618,-0.4923713,-0.6655433,-0.6962214,-0.0306781
19,-0.5264919,-0.5363799,"('inhospitable', 'hospitable')",-0.6346543,-0.5893904,-0.5805731,-0.5628852,0.0176879
20,0.8385448,0.89319295,"('rough', 'thoughtful')",0.78759366,0.77913654,0.8130692,0.8361647,0.0230955
21,1.4289486,1.4639913,"('immoral', 'moral')",0.18322685,0.1450041,0.8060877,0.8044977,-0.00159
22,0.6584902,0.67781883,"('untrustworthy', 'trustworthy')",-0.7524658,-0.8024054,-0.0469878,-0.0622933,-0.0153055
23,0.5995952,0.5884084,"('insincere', 'sincere')",6.101717,6.0960994,3.350656,3.3422539,-0.0084021
24,0.35638592,0.3199627,"('dishonest', 'honest')",0.6235425,0.6304382,0.4899642,0.4752005,-0.0147637
25,0.10941636,0.05419849,"('egoistic', 'altruistic')",1.1928368,1.2015326,0.6511266,0.6278656,-0.023261
26,-0.6862729,-0.92598826,"('hardhearted', 'benevolent')",1.9019904,1.7316091,0.6078588,0.4028104,-0.2050484
27,-0.4961869,-0.48124832,"('hardhearted', 'softhearted')",1.0146701,0.9433044,0.2592416,0.2310281,-0.0282135
28,-0.14442697,-0.29188707,"('disloyal', 'loyal')",1.3966681,1.248613,0.6261206,0.478363,-0.1477576
29,-0.037066087,-0.036367685,"('unfair', 'fair')",-0.44238165,-0.56993294,-0.2397239,-0.3031503,-0.0634264
30,0.9939825,0.89826214,"('intolerant', 'tolerant')",1.13043,1.0593411,1.0622063,0.9788016,-0.0834047
31,-1.5727178,-1.5476876,"('evil', 'good')",-0.95234257,-0.98302037,-1.2625302,-1.265354,-0.0028238
32,0.6337384,0.48683548,"('unkind', 'kind')",1.1390618,0.87017095,0.8864001,0.6785032,-0.2078969
33,-0.03199242,-0.13783899,"('wrong', 'right')",-0.6852919,-0.79748243,-0.3586422,-0.4676607,-0.1090185
34,-0.10931016,0.08521766,"('mean', 'honorable')",5.515903,5.826371,2.7032964,2.9557943,0.2524979
35,-1.335745,-1.4358563,"('corrupt', 'incorrupt')",-0.7347787,-0.79364026,-1.0352619,-1.1147482,-0.0794863
36,-1.774607,-1.9154103,"('hostile', 'amicable')",-0.40349713,-0.5133923,-1.0890521,-1.2144012,-0.1253491
37,0.51211625,0.46849397,"('fake', 'genuine')",-0.055358533,-0.056166433,0.2283789,0.2061638,-0.0222151
38,-0.37368807,-0.37390935,"('untruthful', 'truthful')",0.058579303,0.16308191,-0.1575544,-0.1054137,0.0521407
39,1.4632676,1.5255706,"('exploitative', 'cooperative')",0.1163156,0.13767542,0.7897916,0.831623,0.0418314
40,0.428397,0.36553442,"('stingy', 'generous')",-1.7898754,-1.8788466,-0.6807392,-0.7566561,-0.0759169
41,0.44170254,0.40942198,"('unforgiving', 'forgiving')",0.4004864,0.24075313,0.4210945,0.3250875,-0.096007
42,1.0590848,1.125624,"('unreliable', 'reliable')",-3.6497226,-3.6861145,-1.2953188,-1.2802453,0.0150735
43,0.1806674,0.28467298,"('irresponsible', 'responsible')",0.56945026,0.601672,0.3750588,0.4431725,0.0681137
44,-0.1015156,-0.041690007,"('prejudiced', 'unprejudiced')",-1.6348721,-1.6251242,-0.8681939,-0.8334071,0.0347868
45,0.8368019,0.84837824,"('incompetent', 'competent')",0.21062776,0.15197557,0.5237148,0.5001769,-0.0235379
46,0.6303303,0.68533003,"('uncompetitive', 'competitive')",-0.5663384,-0.58834326,0.031996,0.0484934,0.0164974
