,ceridian_male,ceridian_female,tuple,h_male,h_female,c_male,c_female,m_male,m_female,holding_male,holding_female,inc_male,inc_female,average_male,average_female,female-male
0,0.0049767643,-0.11792539,"('unsociable', 'sociable')",0.4189806,0.25473684,-0.09959541,-0.2530423,-0.34317902,-0.38884246,0.8096298,0.7150446,-0.17401826,-0.34374025,0.1027991,-0.0222948,-0.1250939
1,-2.7986944,-2.8563142,"('unfriendly', 'friendly')",-1.1495633,-1.1578728,-1.1179918,-1.2306254,-0.2554721,-0.3078662,-0.20978472,-0.3297329,1.0612506,0.94880253,-0.7450426,-0.8222681,-0.0772255
2,0.92149496,0.9757085,"('unlikable', 'likable')",1.3376722,1.4216297,1.0659176,1.0915511,0.50636494,0.5095773,1.5177157,1.6572939,0.6757825,0.80709547,1.0041579,1.0771426,0.0729847
3,0.16163193,0.2627839,"('repellent', 'pleasant')",0.65153205,0.6091719,1.1280645,1.0865752,1.7787902,1.7807155,0.09848714,0.25325578,0.48910892,0.5166869,0.7179358,0.7515315,0.0335957
4,-0.74365705,-0.7139987,"('disliked', 'liked')",0.31578285,0.3528895,0.672902,0.6300749,0.4621783,0.3954817,-0.37312886,-0.47894314,-4.6955566,-4.702731,-0.7269132,-0.7528711,-0.0259579
5,-1.7538308,-1.6857747,"('distant', 'outgoing')",-0.7891898,-0.6487493,0.05681262,0.07259891,0.90232515,0.8905884,-1.7015718,-1.7036815,-0.14121747,-0.10261933,-0.571112,-0.5296062,0.0415058
6,-2.098721,-1.9547458,"('distant', 'open')",-0.9706439,-0.7459789,0.03456215,0.10658211,0.7669567,0.7918332,-1.3174751,-1.2882308,0.38718998,0.42075247,-0.5330218,-0.4449646,0.0880572
7,0.37926686,0.40775812,"('insensitive', 'sensitive')",0.45129532,0.44157147,-0.7890433,-0.7420345,-0.884382,-0.820817,0.5470101,0.6372081,0.56885606,0.5384255,0.0455005,0.0770186,0.0315181
8,-1.279861,-1.2606514,"('unaffectionate', 'affectionate')",-1.0903478,-0.9911622,-0.75398153,-0.7096455,-1.4917848,-1.453944,0.16245268,0.057837337,0.28305772,0.23408139,-0.6950775,-0.6872474,0.0078301
9,-1.5258535,-1.4897949,"('unaffectionate', 'caring')",-0.56825143,-0.49427363,-0.16369526,-0.14154075,-0.53725547,-0.49102497,0.8245068,0.69178057,1.103679,1.0434276,-0.1444784,-0.1469043,-0.0024259
10,0.18227988,0.18431571,"('unsympathetic', 'sympathetic')",0.5954991,0.48137265,-0.78831697,-0.83581406,-1.0430226,-1.0459133,0.62095034,0.6397895,0.33976802,0.22538908,-0.0154737,-0.0584767,-0.043003
11,0.28420565,0.33564645,"('unhelpful', 'helpful')",0.57396907,0.5601287,-0.3647973,-0.37706727,-0.5567121,-0.5165686,-0.058331616,-0.053523127,1.7482927,1.6974068,0.2711044,0.2743372,0.0032328
12,-0.161684,-0.04923299,"('unsupportive', 'supportive')",1.1779603,1.3127314,0.7969082,0.9060391,0.026220052,0.09369328,0.42738616,0.49618557,-1.3733836,-1.3766475,0.1489012,0.2304615,0.0815603
13,0.91652346,0.89582413,"('impolite', 'polite')",0.65765774,0.58474606,-0.04470531,-0.034340724,-0.079825215,-0.060076702,1.239626,1.2340053,-0.32037553,-0.38488352,0.3948169,0.3725458,-0.0222711
14,1.5368079,1.5203815,"('antisocial', 'social')",1.8351985,1.7222686,0.4107593,0.42614654,-0.13310213,-0.09914392,2.8879166,2.881703,-0.3623747,-0.42993847,1.0292009,1.0035695,-0.0256314
15,-0.2192021,-0.34243837,"('boring', 'funny')",0.26859087,0.23168445,0.8371577,0.80679667,0.6336273,0.57376695,-0.37227285,-0.44830906,0.79297084,0.73592657,0.3234786,0.2595712,-0.0639074
16,-1.1249964,-1.0788498,"('unpopular', 'popular')",0.35707533,0.38730696,0.91988045,0.86562425,1.7124208,1.6876574,-0.80303675,-0.6931565,0.40281445,0.4362069,0.2440263,0.2674649,0.0234386
17,-0.00027168728,0.07133765,"('nasty', 'nice')",0.3041072,0.34026968,0.355016,0.3918608,0.38765264,0.42630595,-0.41830564,-0.39852658,-0.46711195,-0.379866,0.0268478,0.0752302,0.0483824
