,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.843669,-1.0333138,"('unsociable', 'sociable')",1.0218668,0.8312981,-0.40105474,-0.6132995,-0.0742856,-0.2717717,-0.1974861
1,-0.85724866,-0.6754664,"('unfriendly', 'friendly')",0.29885375,0.37884495,1.7492138,1.6755713,0.3969396,0.45965,0.0627104
2,0.64971364,0.61603606,"('unlikable', 'likable')",0.37670276,0.47575647,0.4871382,0.6457746,0.5045182,0.5791891,0.0746709
3,-1.268791,-1.1156365,"('repellent', 'pleasant')",-0.6282388,-0.38030922,-0.026354104,0.036934663,-0.6411279,-0.486337,0.1547909
4,0.2891742,0.46004158,"('disliked', 'liked')",-0.28852698,-0.16909441,-6.0776014,-6.132602,-2.0256515,-1.9472184,0.0784331
5,-0.45906934,-0.24408647,"('distant', 'outgoing')",-0.20516138,-0.02178053,-0.02861828,0.06574008,-0.2309497,-0.066709,0.1642407
6,-0.98348415,-0.6828306,"('distant', 'open')",-0.92766786,-0.6937354,0.4168603,0.5268201,-0.4980972,-0.2832486,0.2148486
7,-0.49662042,-0.5399134,"('insensitive', 'sensitive')",0.50527084,0.54429245,0.8397514,0.77962846,0.2828006,0.2613358,-0.0214648
8,-0.84621686,-0.7369494,"('unaffectionate', 'affectionate')",-0.2842198,-0.18027285,0.85625875,0.8272645,-0.0913926,-0.0299859,0.0614067
9,-1.136873,-1.0332742,"('unaffectionate', 'caring')",0.3377448,0.36983186,1.0728031,1.0648229,0.091225,0.1337935,0.0425685
10,-1.4314163,-1.461164,"('unsympathetic', 'sympathetic')",-0.0011045937,-0.052716322,-0.59707147,-0.706206,-0.6765308,-0.7400288,-0.063498
11,-0.6661175,-0.74733156,"('unhelpful', 'helpful')",0.41409543,0.4203875,1.7529075,1.831382,0.5002952,0.5014793,0.0011841
12,-0.46499798,-0.29256517,"('unsupportive', 'supportive')",0.6165966,0.83496946,-1.49,-1.4574337,-0.4461338,-0.3050098,0.141124
13,0.06779015,-0.1395055,"('impolite', 'polite')",0.9222438,0.77902424,-0.14255086,-0.17065777,0.2824943,0.156287,-0.1262073
