,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.50816107,-0.6781003,"('unsociable', 'sociable')",-0.34998354,-0.59108037,-0.4290723,-0.6345903,-0.205518
1,0.27703273,0.024661517,"('unfriendly', 'friendly')",1.6064812,1.4567522,0.941757,0.7407069,-0.2010501
2,0.5788735,0.54346347,"('unlikable', 'likable')",0.5438618,0.5800942,0.5613676,0.5617788,0.0004112
3,-1.0241913,-0.9619717,"('repellent', 'pleasant')",0.37069905,0.46467188,-0.3267461,-0.2486499,0.0780962
4,-0.35936156,-0.4504054,"('disliked', 'liked')",-6.4315357,-6.498846,-3.3954487,-3.4746258,-0.0791771
5,-0.51932865,-0.56636745,"('distant', 'outgoing')",-0.19605897,-0.21017876,-0.3576938,-0.3882731,-0.0305793
6,-0.6152905,-0.64794904,"('distant', 'open')",0.24572077,0.2352902,-0.1847849,-0.2063294,-0.0215445
7,-0.69774836,-0.5863891,"('insensitive', 'sensitive')",0.5655089,0.5509199,-0.0661197,-0.0177346,0.0483851
8,0.1697975,-0.048810504,"('unaffectionate', 'affectionate')",0.6813631,0.6326221,0.4255803,0.2919058,-0.1336745
9,0.11604851,-0.10861197,"('unaffectionate', 'caring')",0.95768327,0.9708586,0.5368659,0.4311233,-0.1057426
10,-1.2114048,-1.2302003,"('unsympathetic', 'sympathetic')",-0.20229572,-0.24460039,-0.7068503,-0.7374004,-0.0305501
11,-0.43534595,-0.45633262,"('unhelpful', 'helpful')",1.8736532,1.947019,0.7191536,0.7453432,0.0261896
12,-0.099578306,-0.09455291,"('unsupportive', 'supportive')",-1.7082398,-1.7047442,-0.903909,-0.8996485,0.0042605
13,-0.37429443,-0.42909336,"('impolite', 'polite')",-0.44805217,-0.4539885,-0.4111733,-0.4415409,-0.0303676
14,-0.5435963,-0.5118755,"('antisocial', 'social')",-0.7245452,-0.8428095,-0.6340708,-0.6773425,-0.0432717
15,0.13635744,-0.026487412,"('boring', 'funny')",0.3445857,0.23717429,0.2404716,0.1053434,-0.1351282
16,-0.72365254,-0.72337437,"('unpopular', 'popular')",0.58644116,0.57762265,-0.0686057,-0.0728759,-0.0042702
17,-0.3500788,-0.27099764,"('nasty', 'nice')",-0.3796434,-0.28662965,-0.3648611,-0.2788137,0.0860474
