,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4471862,-1.5160784,"('unsociable', 'sociable')",-0.4198846,-0.5112937,-0.9335354,-1.0136861,-0.0801507
1,-1.6675158,-1.8366094,"('unfriendly', 'friendly')",1.7300591,1.6065181,0.0312717,-0.1150456,-0.1463173
2,0.94053745,0.94747466,"('unlikable', 'likable')",0.8137198,0.841242,0.8771286,0.8943583,0.0172297
3,-0.25180385,-0.16397524,"('repellent', 'pleasant')",0.6570098,0.75914687,0.202603,0.2975858,0.0949828
4,-0.30564904,-0.3914196,"('disliked', 'liked')",-7.2411957,-7.372162,-3.7734222,-3.8817906,-0.1083684
5,-0.48685193,-0.48622996,"('distant', 'outgoing')",-0.37429193,-0.36278933,-0.4305719,-0.4245096,0.0060623
6,-0.63365823,-0.62011546,"('distant', 'open')",-0.31582737,-0.28683767,-0.4747428,-0.4534765,0.0212663
7,-0.649585,-0.6001481,"('insensitive', 'sensitive')",0.039302636,0.11925661,-0.3051412,-0.2404457,0.0646955
8,-1.7758745,-1.8561685,"('unaffectionate', 'affectionate')",1.0234867,0.9553734,-0.3761939,-0.4503976,-0.0742037
9,-1.6939356,-1.793479,"('unaffectionate', 'caring')",1.4212632,1.4168,-0.1363362,-0.1883395,-0.0520033
10,-1.7992824,-1.7676026,"('unsympathetic', 'sympathetic')",-0.871345,-0.82585436,-1.3353137,-1.2967285,0.0385852
11,-0.7728913,-0.7815889,"('unhelpful', 'helpful')",1.5863097,1.6501848,0.4067092,0.4342979,0.0275887
12,-1.4170319,-1.360104,"('unsupportive', 'supportive')",-2.306737,-2.3053536,-1.8618844,-1.8327289,0.0291555
13,0.032022953,0.005608482,"('impolite', 'polite')",-0.9642277,-0.9377054,-0.4661024,-0.4660484,5.4e-05
14,-0.12014896,-0.0041294526,"('antisocial', 'social')",-0.062120177,-0.028811932,-0.0911346,-0.0164707,0.0746639
15,0.6268212,0.55821306,"('boring', 'funny')",0.31484348,0.34548795,0.4708323,0.4518505,-0.0189818
16,-0.3026117,-0.32431257,"('unpopular', 'popular')",0.25513723,0.2365576,-0.0237372,-0.0438775,-0.0201403
