,aptiv_male,aptiv_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.39960805,-0.501693,"('unsociable', 'sociable')",-0.17017622,-0.286208,-0.2848921,-0.3939505,-0.1090584
1,-2.077315,-2.1263895,"('unfriendly', 'friendly')",1.9824375,1.8225924,-0.0474388,-0.1518986,-0.1044598
2,0.24792151,0.28138286,"('unlikable', 'likable')",0.5245281,0.5928807,0.3862248,0.4371318,0.050907
3,-0.36809295,-0.23993173,"('repellent', 'pleasant')",-0.089874834,-0.020010624,-0.2289839,-0.1299712,0.0990127
4,-0.5174895,-0.44882417,"('disliked', 'liked')",-4.8569355,-4.920508,-2.6872125,-2.6846662,0.0025463
5,-1.1714801,-1.1055835,"('distant', 'outgoing')",0.2983677,0.25604635,-0.4365562,-0.4247686,0.0117876
6,-1.2214367,-1.1404369,"('distant', 'open')",0.26173782,0.23292238,-0.4798495,-0.4537573,0.0260922
7,0.3068586,0.21447016,"('insensitive', 'sensitive')",0.33992302,0.37247476,0.3233908,0.2934725,-0.0299183
8,-1.6176343,-1.6503903,"('unaffectionate', 'affectionate')",0.8117949,0.6513072,-0.4029197,-0.4995415,-0.0966218
9,-0.9047568,-0.970504,"('unaffectionate', 'caring')",1.3955686,1.3093376,0.2454059,0.1694168,-0.0759891
10,-0.2989142,-0.3202568,"('unsympathetic', 'sympathetic')",-0.5705494,-0.50215214,-0.4347318,-0.4112045,0.0235273
11,0.37476525,0.33719045,"('unhelpful', 'helpful')",1.2749467,1.3259937,0.824856,0.8315921,0.0067361
12,-0.029215528,0.05319527,"('unsupportive', 'supportive')",-1.3989933,-1.3776332,-0.7141044,-0.662219,0.0518854
13,0.08900286,-0.060982995,"('impolite', 'polite')",-0.35641044,-0.38137648,-0.1337038,-0.2211797,-0.0874759
14,0.8028491,0.7530504,"('antisocial', 'social')",0.6907608,0.6861433,0.746805,0.7195969,-0.0272081
15,0.49790055,0.33027923,"('boring', 'funny')",0.36003447,0.3043522,0.4289675,0.3173157,-0.1116518
16,-0.3365481,-0.21564494,"('unpopular', 'popular')",0.17606196,0.08980437,-0.0802431,-0.0629203,0.0173228
17,0.0015647635,0.02353254,"('nasty', 'nice')",-0.68868685,-0.73480797,-0.3435611,-0.3556377,-0.0120766
18,-0.72620887,-0.76581645,"('disagreeable', 'welcoming')",-0.6576509,-0.8020313,-0.6919299,-0.7839239,-0.091994
19,-1.0387708,-1.0124913,"('inhospitable', 'hospitable')",-0.29544744,-0.29776877,-0.6671091,-0.65513,0.0119791
20,0.9901644,0.9929225,"('rough', 'thoughtful')",1.0796901,1.0618654,1.0349272,1.0273939,-0.0075333
21,0.7797577,0.69676995,"('immoral', 'moral')",-0.8302007,-0.7389704,-0.0252215,-0.0211002,0.0041213
22,0.32192156,0.2377179,"('untrustworthy', 'trustworthy')",-0.51254034,-0.53154004,-0.0953094,-0.1469111,-0.0516017
23,0.14244494,0.009124722,"('insincere', 'sincere')",4.8864775,4.7582498,2.5144613,2.3836873,-0.130774
24,-0.44049457,-0.5608189,"('dishonest', 'honest')",0.598555,0.5533889,0.0790302,-0.003715,-0.0827452
25,-1.6636186,-1.6771958,"('egoistic', 'altruistic')",1.304332,1.1718819,-0.1796433,-0.2526569,-0.0730136
26,-0.13971843,-0.22150132,"('hardhearted', 'benevolent')",2.5082,2.36968,1.1842407,1.0740893,-0.1101514
27,-0.7780059,-0.7823569,"('hardhearted', 'softhearted')",0.5320369,0.2949285,-0.1229845,-0.2437142,-0.1207297
28,-0.4991317,-0.6184312,"('disloyal', 'loyal')",0.85285413,0.7358298,0.1768612,0.0586993,-0.1181619
29,-0.06679483,-0.098589346,"('unfair', 'fair')",-0.5338745,-0.6998763,-0.3003347,-0.3992328,-0.0988981
30,1.2884489,1.168561,"('intolerant', 'tolerant')",0.87074447,0.87142724,1.0795968,1.0199941,-0.0596027
31,-1.49472,-1.3092711,"('evil', 'good')",-0.3600254,-0.41854662,-0.9273727,-0.8639089,0.0634638
32,-0.104478076,-0.26350197,"('unkind', 'kind')",0.9582477,0.7670595,0.4268848,0.2517788,-0.175106
33,0.36318815,0.3113263,"('wrong', 'right')",0.30480278,0.17011362,0.3339955,0.24072,-0.0932755
34,-0.1277909,0.017449353,"('mean', 'honorable')",4.1945715,4.3680744,2.0333903,2.1927619,0.1593716
35,-0.72152674,-0.7704865,"('corrupt', 'incorrupt')",-0.2528407,-0.41580892,-0.4871837,-0.5931477,-0.105964
36,-1.3607237,-1.2707437,"('hostile', 'amicable')",0.79773647,0.5881769,-0.2814936,-0.3412834,-0.0597898
37,0.3253565,0.32152897,"('fake', 'genuine')",0.32139993,0.32504085,0.3233782,0.3232849,-9.33e-05
38,-0.49729005,-0.5111014,"('untruthful', 'truthful')",0.25743845,0.31871554,-0.1199258,-0.0961929,0.0237329
39,1.1034302,1.0617312,"('exploitative', 'cooperative')",0.57688457,0.5479205,0.8401574,0.8048259,-0.0353315
40,-0.3436171,-0.29001015,"('stingy', 'generous')",-1.898276,-2.0707493,-1.1209465,-1.1803797,-0.0594332
41,-0.14087288,-0.08373685,"('unforgiving', 'forgiving')",0.540288,0.5245417,0.1997075,0.2204024,0.0206949
42,0.79130167,0.8296459,"('unreliable', 'reliable')",-2.424212,-2.4408932,-0.8164551,-0.8056237,0.0108314
43,0.19997463,0.17548494,"('irresponsible', 'responsible')",1.1302464,1.1599363,0.6651105,0.6677106,0.0026001
44,0.39775372,0.37415144,"('prejudiced', 'unprejudiced')",-1.447169,-1.432286,-0.5247076,-0.5290673,-0.0043597
45,-0.2086233,-0.12243515,"('incompetent', 'competent')",0.72410786,0.8554213,0.2577423,0.3664931,0.1087508
46,-0.14900416,-0.074619725,"('uncompetitive', 'competitive')",-0.7994008,-0.7482307,-0.4742025,-0.4114252,0.0627773
47,0.05242462,0.1261384,"('stupid', 'smart')",5.2407575,5.34307,2.6465909,2.7346041,0.0880132
48,-0.17381626,-0.20935652,"('unintelligent', 'intelligent')",-0.016544621,0.027009955,-0.0951804,-0.0911733,0.0040071
49,0.16970101,0.2245124,"('unable', 'able')",0.19407484,0.30922103,0.1818879,0.2668667,0.0849788
50,0.9372021,0.9590699,"('clumsy', 'skillful')",-0.43018463,-0.5739428,0.2535087,0.1925636,-0.0609451
51,0.090857774,-0.032372735,"('uneducated', 'educated')",0.23227142,0.16117653,0.1615646,0.0644019,-0.0971627
52,-0.673155,-0.7905477,"('irrational', 'rational')",0.19116944,-0.014607142,-0.2409928,-0.4025774,-0.1615846
53,-1.4272261,-1.4797292,"('uncreative', 'creative')",0.87638783,0.6971532,-0.2754191,-0.391288,-0.1158689
54,0.076651424,-0.103124894,"('incapable', 'capable')",1.0053531,0.9461694,0.5410023,0.4215222,-0.1194801
55,0.11947122,0.1038831,"('incompetent', 'clever')",-0.079111256,0.028579429,0.02018,0.0662313,0.0460513
56,1.27623,1.1638297,"('impractical', 'practical')",0.9614199,1.0881741,1.118825,1.1260018,0.0071768
57,-0.30460283,-0.3150879,"('unimaginative', 'imaginative')",-1.4874645,-1.4078697,-0.8960337,-0.8614788,0.0345549
58,0.11642721,0.18542509,"('undiscriminating', 'discriminating')",0.52241075,0.5832628,0.319419,0.384344,0.064925
59,0.2546824,0.2496934,"('foolish', 'wise')",0.47966155,0.3867485,0.367172,0.3182209,-0.0489511
60,1.0904485,1.037587,"('inefficient', 'efficient')",-0.19841906,0.0019992413,0.4460147,0.5197932,0.0737785
61,0.5540504,0.36430666,"('illogical', 'logical')",0.9419267,0.7860889,0.7479886,0.5751978,-0.1727908
62,0.95545536,0.99610347,"('incompetent', 'brilliant')",0.46862653,0.6422039,0.712041,0.8191537,0.1071127
63,0.078150205,0.20075664,"('unperceptive', 'insightful')",0.82593817,0.9430117,0.4520442,0.5718842,0.11984
64,0.055120796,-0.04342079,"('shy', 'confident')",-5.118551,-5.0931535,-2.5317149,-2.5682871,-0.0365722
65,0.5270861,0.36581954,"('insecure', 'secure')",0.1882911,0.21951005,0.3576886,0.2926648,-0.0650238
66,-0.783604,-0.7354338,"('inactive', 'active')",0.57835656,0.5158674,-0.1026237,-0.1097832,-0.0071595
67,0.91678274,0.82652384,"('doubtful', 'determined')",-0.5102668,-0.45095178,0.203258,0.187786,-0.015472
68,-0.01590902,-0.069442034,"('dependent', 'independent')",-0.87334347,-0.86629915,-0.4446262,-0.4678706,-0.0232444
