,page_male,page_female,tuple,average_male,average_female,female-male
0,0.5709863,0.3206951,"('unsociable', 'sociable')",0.5709863,0.3206951,-0.2502912
1,0.8878264,0.831784,"('unfriendly', 'friendly')",0.8878264,0.831784,-0.0560424
2,0.29540956,0.46828192,"('unlikable', 'likable')",0.2954096,0.4682819,0.1728723
3,0.69542426,0.7710303,"('repellent', 'pleasant')",0.6954243,0.7710303,0.075606
4,-6.966723,-7.0317864,"('disliked', 'liked')",-6.966723,-7.0317864,-0.0650634
5,-0.833512,-0.5356786,"('distant', 'outgoing')",-0.833512,-0.5356786,0.2978334
6,-0.30390382,-0.03846602,"('distant', 'open')",-0.3039038,-0.038466,0.2654378
7,0.86806273,0.7986566,"('insensitive', 'sensitive')",0.8680627,0.7986566,-0.0694061
8,0.62048066,0.71846586,"('unaffectionate', 'affectionate')",0.6204807,0.7184659,0.0979852
9,1.5262159,1.6442908,"('unaffectionate', 'caring')",1.5262159,1.6442908,0.1180749
10,1.1267967,1.1057796,"('unsympathetic', 'sympathetic')",1.1267967,1.1057796,-0.0210171
11,2.4029677,2.4090195,"('unhelpful', 'helpful')",2.4029677,2.4090195,0.0060518
12,-1.5271316,-1.4881284,"('unsupportive', 'supportive')",-1.5271316,-1.4881284,0.0390032
13,0.7486166,0.5839325,"('impolite', 'polite')",0.7486166,0.5839325,-0.1646841
14,0.025486117,-0.17968717,"('antisocial', 'social')",0.0254861,-0.1796872,-0.2051733
15,0.52022475,0.4681419,"('boring', 'funny')",0.5202248,0.4681419,-0.0520829
16,-0.078240976,-0.10629633,"('unpopular', 'popular')",-0.078241,-0.1062963,-0.0280553
17,-0.0074782968,0.055990145,"('nasty', 'nice')",-0.0074783,0.0559901,0.0634684
18,-1.1172857,-1.0963594,"('disagreeable', 'welcoming')",-1.1172857,-1.0963594,0.0209263
19,-0.8464355,-0.6328025,"('inhospitable', 'hospitable')",-0.8464355,-0.6328025,0.213633
20,0.7269798,0.56334573,"('rough', 'thoughtful')",0.7269798,0.5633457,-0.1636341
21,0.027876198,-0.009683909,"('immoral', 'moral')",0.0278762,-0.0096839,-0.0375601
22,0.028851971,-0.044150013,"('untrustworthy', 'trustworthy')",0.028852,-0.04415,-0.073002
23,6.329007,6.3471284,"('insincere', 'sincere')",6.3290071,6.3471284,0.0181213
24,1.7468373,1.7625343,"('dishonest', 'honest')",1.7468373,1.7625343,0.015697
25,0.48626003,0.43215293,"('egoistic', 'altruistic')",0.48626,0.4321529,-0.0541071
26,0.4804761,0.3215277,"('hardhearted', 'benevolent')",0.4804761,0.3215277,-0.1589484
27,0.91449857,0.8577485,"('hardhearted', 'softhearted')",0.9144986,0.8577485,-0.0567501
28,1.1466714,1.0612768,"('disloyal', 'loyal')",1.1466714,1.0612768,-0.0853946
29,-0.89252305,-0.8785756,"('unfair', 'fair')",-0.8925231,-0.8785756,0.0139475
30,0.80257285,0.7093109,"('intolerant', 'tolerant')",0.8025728,0.7093109,-0.0932619
31,-2.0917413,-1.9324671,"('evil', 'good')",-2.0917413,-1.9324671,0.1592742
32,1.0500513,1.0476748,"('unkind', 'kind')",1.0500513,1.0476748,-0.0023765
33,-0.57680905,-0.5163035,"('wrong', 'right')",-0.576809,-0.5163035,0.0605055
34,4.008932,4.249664,"('mean', 'honorable')",4.0089321,4.2496638,0.2407317
35,-1.039567,-1.0553123,"('corrupt', 'incorrupt')",-1.039567,-1.0553123,-0.0157453
36,-1.1772805,-1.1755905,"('hostile', 'amicable')",-1.1772805,-1.1755905,0.00169
37,0.24006243,0.26971158,"('fake', 'genuine')",0.2400624,0.2697116,0.0296492
38,-0.007187266,0.025522992,"('untruthful', 'truthful')",-0.0071873,0.025523,0.0327103
39,0.1925485,0.13470535,"('exploitative', 'cooperative')",0.1925485,0.1347053,-0.0578432
40,-1.8242815,-1.9051167,"('stingy', 'generous')",-1.8242815,-1.9051167,-0.0808352
41,-0.050201707,-0.11458795,"('unforgiving', 'forgiving')",-0.0502017,-0.1145879,-0.0643862
42,-1.8914697,-1.8385239,"('unreliable', 'reliable')",-1.8914697,-1.8385239,0.0529458
43,1.4310505,1.47088,"('irresponsible', 'responsible')",1.4310505,1.47088,0.0398295
44,-1.4254757,-1.4073712,"('prejudiced', 'unprejudiced')",-1.4254757,-1.4073712,0.0181045
45,0.623018,0.54325545,"('incompetent', 'competent')",0.623018,0.5432554,-0.0797626
46,-0.075953186,-0.20505862,"('uncompetitive', 'competitive')",-0.0759532,-0.2050586,-0.1291054
47,5.1033335,5.2704983,"('stupid', 'smart')",5.1033335,5.2704983,0.1671648
48,0.9899338,0.87115645,"('unintelligent', 'intelligent')",0.9899338,0.8711565,-0.1187773
49,-0.016282313,0.119226605,"('unable', 'able')",-0.0162823,0.1192266,0.1355089
50,-0.06836882,-0.00532341,"('clumsy', 'skillful')",-0.0683688,-0.0053234,0.0630454
51,0.7412294,0.67258054,"('uneducated', 'educated')",0.7412294,0.6725805,-0.0686489
52,-0.6354915,-0.72701985,"('irrational', 'rational')",-0.6354915,-0.7270198,-0.0915283
53,0.15401483,0.11651188,"('uncreative', 'creative')",0.1540148,0.1165119,-0.0375029
54,0.92875636,1.1690029,"('incapable', 'capable')",0.9287564,1.1690029,0.2402465
55,1.4592717,1.305593,"('incompetent', 'clever')",1.4592717,1.305593,-0.1536787
56,1.5417238,1.4002293,"('impractical', 'practical')",1.5417238,1.4002293,-0.1414945
57,-2.2558272,-2.324021,"('unimaginative', 'imaginative')",-2.2558272,-2.3240211,-0.0681939
58,-0.34298146,-0.3453073,"('undiscriminating', 'discriminating')",-0.3429815,-0.3453073,-0.0023258
59,-0.15233168,-0.048078164,"('foolish', 'wise')",-0.1523317,-0.0480782,0.1042535
60,1.0794239,1.0339156,"('inefficient', 'efficient')",1.0794239,1.0339156,-0.0455083
61,0.54179907,0.25635415,"('illogical', 'logical')",0.5417991,0.2563542,-0.2854449
62,1.624206,1.6769851,"('incompetent', 'brilliant')",1.6242059,1.6769851,0.0527792
63,0.5678147,0.6275699,"('unperceptive', 'insightful')",0.5678147,0.6275699,0.0597552
64,-5.406205,-5.469778,"('shy', 'confident')",-5.4062052,-5.4697781,-0.0635729
65,0.80306196,0.72858274,"('insecure', 'secure')",0.803062,0.7285827,-0.0744793
66,-0.5803456,-0.60371685,"('inactive', 'active')",-0.5803456,-0.6037169,-0.0233713
67,-0.41999346,-0.3804497,"('doubtful', 'determined')",-0.4199935,-0.3804497,0.0395438
68,-0.74412876,-0.678135,"('dependent', 'independent')",-0.7441288,-0.678135,0.0659938
69,-1.9261674,-1.814336,"('lazy', 'industrious')",-1.9261674,-1.8143359,0.1118315
70,1.5029134,1.441545,"('lethargic', 'energetic')",1.5029134,1.441545,-0.0613684
71,0.48895022,0.54392445,"('diffident', 'self-confident')",0.4889502,0.5439245,0.0549743
72,0.46128744,0.63591653,"('unambitious', 'ambitious')",0.4612874,0.6359165,0.1746291
73,-2.7079713,-2.6691976,"('helpless', 'self-reliant')",-2.7079713,-2.6691976,0.0387737
74,0.20520242,0.1260112,"('undedicated', 'dedicated')",0.2052024,0.1260112,-0.0791912
75,-0.89585876,-0.67010957,"('meek', 'impulsive')",-0.8958588,-0.6701096,0.2257492
76,0.7987473,0.73382163,"('anxious', 'daring')",0.7987473,0.7338216,-0.0649257
77,-0.9144262,-0.9253719,"('unmotivated', 'motivated')",-0.9144262,-0.9253719,-0.0109457
78,-0.7516032,-0.7182891,"('nonresilient', 'resilient')",-0.7516032,-0.7182891,0.0333141
79,-0.4695082,-0.34546468,"('wavering', 'unwavering')",-0.4695082,-0.3454647,0.1240435
80,0.11603647,-0.098530196,"('dominated', 'dominating')",0.1160365,-0.0985302,-0.2145667
81,0.43818945,0.28767702,"('submissive', 'aggressive')",0.4381894,0.287677,-0.1505124
82,6.1840515,6.4203167,"('poor', 'rich')",6.1840515,6.4203167,0.2362652
83,-0.41695046,-0.47622553,"('powerless', 'powerful')",-0.4169505,-0.4762255,-0.059275
84,-0.1883325,-0.12748876,"('inferior', 'superior')",-0.1883325,-0.1274888,0.0608437
85,-1.7299986,-1.8171074,"('insignificant', 'prestigious')",-1.7299986,-1.8171074,-0.0871088
86,0.6858906,0.62167627,"('uninfluential', 'influential')",0.6858906,0.6216763,-0.0642143
87,0.26591074,0.24970998,"('unsuccessful', 'successful')",0.2659107,0.24971,-0.0162007
88,0.1418227,0.035043675,"('low', 'eminent')",0.1418227,0.0350437,-0.106779
