,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-2.1184242,-2.215826,"('unsociable', 'sociable')",-2.1184242,-2.215826,-0.0974018
1,-0.4545007,-0.48358393,"('unfriendly', 'friendly')",-0.4545007,-0.4835839,-0.0290832
2,0.78315157,0.7816863,"('unlikable', 'likable')",0.7831516,0.7816863,-0.0014653
3,-1.1066401,-1.0707966,"('repellent', 'pleasant')",-1.1066401,-1.0707966,0.0358435
4,-0.6055122,-0.51999,"('disliked', 'liked')",-0.6055122,-0.51999,0.0855222
5,1.293353,1.3982134,"('distant', 'outgoing')",1.293353,1.3982134,0.1048604
6,1.0863308,1.1899292,"('distant', 'open')",1.0863308,1.1899292,0.1035984
7,-1.5564836,-1.595357,"('insensitive', 'sensitive')",-1.5564836,-1.5953569,-0.0388733
8,0.12088075,0.071664855,"('unaffectionate', 'affectionate')",0.1208808,0.0716649,-0.0492159
9,0.18585494,0.11094731,"('unaffectionate', 'caring')",0.1858549,0.1109473,-0.0749076
10,-2.9697738,-3.0026462,"('unsympathetic', 'sympathetic')",-2.9697738,-3.0026462,-0.0328724
11,-0.6179017,-0.74319255,"('unhelpful', 'helpful')",-0.6179017,-0.7431926,-0.1252909
12,-1.1580904,-1.0926495,"('unsupportive', 'supportive')",-1.1580904,-1.0926495,0.0654409
13,-1.8923956,-1.9953151,"('impolite', 'polite')",-1.8923956,-1.9953151,-0.1029195
14,-2.214176,-2.310795,"('antisocial', 'social')",-2.2141759,-2.3107951,-0.0966192
15,1.0949894,0.96846974,"('boring', 'funny')",1.0949894,0.9684697,-0.1265197
16,0.24955356,0.30814874,"('unpopular', 'popular')",0.2495536,0.3081487,0.0585951
17,-0.035931822,-0.0034790188,"('nasty', 'nice')",-0.0359318,-0.003479,0.0324528
18,-0.19280571,-0.23220444,"('disagreeable', 'welcoming')",-0.1928057,-0.2322044,-0.0393987
19,0.32358307,0.37636045,"('inhospitable', 'hospitable')",0.3235831,0.3763604,0.0527773
20,0.029418323,-0.029415462,"('rough', 'thoughtful')",0.0294183,-0.0294155,-0.0588338
21,-1.1949726,-1.2222806,"('immoral', 'moral')",-1.1949726,-1.2222806,-0.027308
