,nasdaq_male,nasdaq_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.527328,-1.7693386,"('unsociable', 'sociable')",-0.34139103,-0.4333972,-0.9343596,-1.101368,-0.1670084
1,1.9726894,1.8474331,"('unfriendly', 'friendly')",2.1517532,1.9614284,2.0622213,1.9044307,-0.1577906
2,1.5005558,1.519091,"('unlikable', 'likable')",0.96547973,0.99029917,1.2330177,1.2546951,0.0216774
3,-1.5078118,-1.4762197,"('repellent', 'pleasant')",0.18809909,0.29128253,-0.6598563,-0.5924686,0.0673877
4,1.0554862,1.0029937,"('disliked', 'liked')",-6.08092,-6.1062264,-2.512717,-2.5516164,-0.0388994
5,1.8733227,2.0426085,"('distant', 'outgoing')",-0.118637174,-0.17233045,0.8773428,0.935139,0.0577962
6,2.5756483,2.7196207,"('distant', 'open')",0.44855344,0.350344,1.5121009,1.5349823,0.0228814
7,-0.9873341,-1.016119,"('insensitive', 'sensitive')",1.1258233,1.1892294,0.0692446,0.0865552,0.0173106
8,0.61265373,0.50736433,"('unaffectionate', 'affectionate')",1.1501195,0.94643575,0.8813866,0.7269,-0.1544866
9,0.7585183,0.6642133,"('unaffectionate', 'caring')",1.5046934,1.4060645,1.1316059,1.0351388,-0.0964671
10,-2.850502,-3.0778613,"('unsympathetic', 'sympathetic')",-0.3285193,-0.2592413,-1.5895107,-1.6685513,-0.0790406
11,-2.043871,-2.0935013,"('unhelpful', 'helpful')",1.8184195,1.9325253,-0.1127257,-0.080488,0.0322377
12,0.29792517,0.27969468,"('unsupportive', 'supportive')",-1.2418423,-1.1544741,-0.4719585,-0.4373897,0.0345688
13,-1.7773241,-1.9048717,"('impolite', 'polite')",-0.57330966,-0.5317342,-1.1753168,-1.218303,-0.0429862
14,-2.1692986,-2.2799227,"('antisocial', 'social')",-0.42499346,-0.41446665,-1.2971461,-1.3471947,-0.0500486
15,1.2684697,1.1849228,"('boring', 'funny')",0.7079665,0.64932275,0.9882181,0.9171228,-0.0710953
16,0.6144159,0.68287694,"('unpopular', 'popular')",0.5388539,0.5705819,0.5766349,0.6267294,0.0500945
17,0.18810235,0.21979989,"('nasty', 'nice')",-0.40470684,-0.3711333,-0.1083022,-0.0756667,0.0326355
18,0.23101753,0.2200624,"('disagreeable', 'welcoming')",-0.22928965,-0.31234062,0.0008639,-0.0461391,-0.047003
19,-0.011963978,0.022352897,"('inhospitable', 'hospitable')",0.07783851,0.059334625,0.0329373,0.0408438,0.0079065
20,-0.1949702,-0.14256687,"('rough', 'thoughtful')",1.1086892,1.0913205,0.4568595,0.4743768,0.0175173
21,-2.3413115,-2.5114028,"('immoral', 'moral')",-0.7138889,-0.5977212,-1.5276002,-1.5545621,-0.0269619
22,-1.2999411,-1.3495464,"('untrustworthy', 'trustworthy')",-0.7581326,-0.7589208,-1.0290368,-1.0542336,-0.0251968
23,-1.5933784,-1.7188389,"('insincere', 'sincere')",6.14716,6.0899296,2.2768908,2.1855454,-0.0913454
24,-1.7369436,-1.7153765,"('dishonest', 'honest')",1.1377491,1.0759563,-0.2995973,-0.3197101,-0.0201128
25,1.8610905,1.8608634,"('egoistic', 'altruistic')",1.8168323,1.7208638,1.8389614,1.7908636,-0.0480978
26,2.0900114,1.8858405,"('hardhearted', 'benevolent')",1.8095332,1.5790789,1.9497724,1.7324598,-0.2173126
27,0.61888456,0.66422933,"('hardhearted', 'softhearted')",1.6884457,1.5422661,1.1536651,1.1032478,-0.0504173
28,-1.8011749,-1.9586014,"('disloyal', 'loyal')",1.0428271,0.9159603,-0.3791739,-0.5213205,-0.1421466
29,-0.44715872,-0.4012565,"('unfair', 'fair')",-0.3227201,-0.43735635,-0.3849394,-0.4193064,-0.034367
30,-1.3025874,-1.5192086,"('intolerant', 'tolerant')",0.97188246,1.0034648,-0.1653525,-0.2578719,-0.0925194
31,1.5592227,1.6214925,"('evil', 'good')",-0.9150377,-1.0967454,0.3220925,0.2623736,-0.0597189
32,-0.5432772,-0.6222265,"('unkind', 'kind')",1.559978,1.393767,0.5083504,0.3857703,-0.1225801
33,1.985652,1.8458296,"('wrong', 'right')",-0.17566887,-0.3392114,0.9049916,0.7533091,-0.1516825
34,0.6125601,0.7124715,"('mean', 'honorable')",6.249771,6.4135017,3.4311657,3.5629866,0.1318209
35,2.1603,2.2680728,"('corrupt', 'incorrupt')",-0.092682295,-0.31244054,1.0338088,0.9778162,-0.0559926
36,3.37408,3.2572691,"('hostile', 'amicable')",0.27146876,0.013186146,1.8227744,1.6352277,-0.1875467
