,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7714334,-0.854015,"('unsociable', 'sociable')",-0.38403845,-0.45430404,-0.5777359,-0.6541595,-0.0764236
1,-1.8780843,-2.047605,"('unfriendly', 'friendly')",2.0931306,1.9861165,0.1075231,-0.0307443,-0.1382674
2,0.040468037,0.100722186,"('unlikable', 'likable')",0.51820576,0.60710126,0.2793369,0.3539117,0.0745748
3,-0.29164612,-0.24074686,"('repellent', 'pleasant')",-0.085697114,-0.014135702,-0.1886716,-0.1274413,0.0612303
4,-0.45135906,-0.49059236,"('disliked', 'liked')",-5.9075446,-6.0759435,-3.1794519,-3.283268,-0.1038161
5,-1.2081989,-1.194794,"('distant', 'outgoing')",0.021093637,-0.077396244,-0.5935526,-0.6360952,-0.0425426
6,-1.5523162,-1.5390477,"('distant', 'open')",0.5849983,0.46017116,-0.4836589,-0.5394382,-0.0557793
7,-0.63618237,-0.6101225,"('insensitive', 'sensitive')",0.14992942,0.28201,-0.2431265,-0.1640563,0.0790702
8,-1.1789943,-1.2725463,"('unaffectionate', 'affectionate')",1.0215441,0.9056208,-0.0787251,-0.1834627,-0.1047376
9,-1.6014395,-1.6620924,"('unaffectionate', 'caring')",1.0103345,0.98542225,-0.2955525,-0.3383351,-0.0427826
10,-1.1674374,-1.155103,"('unsympathetic', 'sympathetic')",-0.9239969,-0.84816605,-1.0457172,-1.0016345,0.0440827
11,-0.3462744,-0.31667522,"('unhelpful', 'helpful')",0.90402955,1.0214902,0.2788776,0.3524075,0.0735299
12,-0.7387903,-0.60612535,"('unsupportive', 'supportive')",-2.0027661,-1.924903,-1.3707782,-1.2655141,0.1052641
13,-0.7611468,-0.7707324,"('impolite', 'polite')",-1.0229079,-0.95246327,-0.8920273,-0.8615978,0.0304295
14,0.57528424,0.57879126,"('antisocial', 'social')",-0.54928726,-0.5478024,0.0129985,0.0154944,0.0024959
15,-0.01058992,-0.055988945,"('boring', 'funny')",0.8034185,0.71542525,0.3964143,0.3297181,-0.0666962
16,-0.86892366,-0.87236786,"('unpopular', 'popular')",0.6842724,0.678335,-0.0923256,-0.0970164,-0.0046908
17,-0.51538795,-0.49249792,"('nasty', 'nice')",-0.28100955,-0.2673589,-0.3981988,-0.3799284,0.0182704
18,-0.4056443,-0.38099593,"('disagreeable', 'welcoming')",-0.17108718,-0.22001761,-0.2883657,-0.3005068,-0.0121411
19,-1.6596336,-1.6352228,"('inhospitable', 'hospitable')",-0.06444445,-0.019572942,-0.862039,-0.8273979,0.0346411
20,0.62917125,0.60502094,"('rough', 'thoughtful')",1.3366505,1.2942432,0.9829109,0.949632,-0.0332789
21,0.5578699,0.521672,"('immoral', 'moral')",-0.8529446,-0.7341689,-0.1475374,-0.1062484,0.041289
22,0.23900141,0.26577356,"('untrustworthy', 'trustworthy')",-1.0186157,-1.0364993,-0.3898072,-0.3853629,0.0044443
23,-0.6093251,-0.67555714,"('insincere', 'sincere')",4.9365454,4.9498982,2.1636102,2.1371706,-0.0264396
24,-0.7204874,-0.78495294,"('dishonest', 'honest')",0.34363374,0.3206975,-0.1884268,-0.2321277,-0.0437009
25,-0.4210941,-0.42178395,"('egoistic', 'altruistic')",1.8963147,1.823114,0.7376103,0.7006651,-0.0369452
26,0.044352587,-0.029328208,"('hardhearted', 'benevolent')",2.140774,2.124134,1.0925633,1.047403,-0.0451603
27,-0.58958507,-0.55677265,"('hardhearted', 'softhearted')",1.4468585,1.3435076,0.4286367,0.3933675,-0.0352692
28,-0.6892028,-0.8630566,"('disloyal', 'loyal')",0.74026895,0.6481063,0.0255331,-0.1074752,-0.1330083
29,-0.38143635,-0.41565862,"('unfair', 'fair')",-0.42350167,-0.5973428,-0.402469,-0.5065007,-0.1040317
30,0.4399293,0.39459074,"('intolerant', 'tolerant')",1.2774055,1.2741657,0.8586674,0.8343782,-0.0242892
31,-1.0715369,-1.0025913,"('evil', 'good')",-0.19888306,-0.33605167,-0.63521,-0.6693215,-0.0341115
32,-0.2923478,-0.31087133,"('unkind', 'kind')",0.50073063,0.44611686,0.1041914,0.0676228,-0.0365686
33,-0.5917449,-0.66191417,"('wrong', 'right')",-0.21796295,-0.32679802,-0.4048539,-0.4943561,-0.0895022
34,-0.44296038,-0.34348977,"('mean', 'honorable')",5.672364,5.8461185,2.614702,2.7513144,0.1366124
35,-0.20341295,-0.2784293,"('corrupt', 'incorrupt')",0.46775776,0.20618623,0.1321724,-0.0361215,-0.1682939
36,-1.4173332,-1.5612017,"('hostile', 'amicable')",0.7743582,0.49209526,-0.3214875,-0.5345532,-0.2130657
37,0.12850447,0.12619898,"('fake', 'genuine')",0.20623267,0.2289428,0.1673686,0.1775709,0.0102023
38,-0.96626157,-0.9626261,"('untruthful', 'truthful')",-0.5222062,-0.48949668,-0.7442338,-0.7260614,0.0181724
39,0.7795195,0.7515323,"('exploitative', 'cooperative')",0.30170864,0.30720252,0.5406141,0.5293674,-0.0112467
40,0.153709,0.13525513,"('stingy', 'generous')",-1.0878711,-1.2237927,-0.467081,-0.5442688,-0.0771878
41,-0.44147506,-0.4138467,"('unforgiving', 'forgiving')",0.06278777,-0.03933604,-0.1893436,-0.2265914,-0.0372478
42,0.62230253,0.7763152,"('unreliable', 'reliable')",-3.2666736,-3.1822429,-1.3221855,-1.2029638,0.1192217
43,-0.38633883,-0.30446434,"('irresponsible', 'responsible')",0.060146235,0.120662406,-0.1630963,-0.091901,0.0711953
44,1.0082874,1.025423,"('prejudiced', 'unprejudiced')",-1.217874,-1.2410424,-0.1047933,-0.1078097,-0.0030164
45,-0.62330604,-0.59301674,"('incompetent', 'competent')",-0.35652056,-0.33197957,-0.4899133,-0.4624982,0.0274151
46,-0.561963,-0.53440756,"('uncompetitive', 'competitive')",-1.0037518,-0.94639903,-0.7828574,-0.7404033,0.0424541
47,0.038393684,0.12142721,"('stupid', 'smart')",5.2928123,5.469051,2.6656029,2.795239,0.1296361
48,0.27790967,0.24544099,"('unintelligent', 'intelligent')",0.7596127,0.85164696,0.5187612,0.548544,0.0297828
49,-0.20833328,-0.073957175,"('unable', 'able')",0.01290632,0.11017801,-0.0977135,0.0181104,0.1158239
50,0.1432159,0.17445263,"('clumsy', 'skillful')",0.07502185,0.037615284,0.1091189,0.106034,-0.0030849
51,-0.19017738,-0.28038946,"('uneducated', 'educated')",0.093707204,0.10669011,-0.0482351,-0.0868497,-0.0386146
52,-0.16343129,-0.38573852,"('irrational', 'rational')",0.8377762,0.60599595,0.3371724,0.1101287,-0.2270437
