,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
0,0.24181303,0.05072326,"('unsociable', 'sociable')",0.241813,0.0507233,-0.1910897
1,1.0813806,1.2131538,"('unfriendly', 'friendly')",1.0813806,1.2131538,0.1317732
2,0.059820637,0.14621384,"('unlikable', 'likable')",0.0598206,0.1462138,0.0863932
3,0.37591693,0.4564466,"('repellent', 'pleasant')",0.3759169,0.4564466,0.0805297
4,-7.785094,-7.6843033,"('disliked', 'liked')",-7.7850938,-7.6843033,0.1007905
5,-0.6489692,-0.36177987,"('distant', 'outgoing')",-0.6489692,-0.3617799,0.2871893
6,-0.45717967,-0.12741977,"('distant', 'open')",-0.4571797,-0.1274198,0.3297599
7,0.8031722,0.90704167,"('insensitive', 'sensitive')",0.8031722,0.9070417,0.1038695
8,1.0040913,1.1335663,"('unaffectionate', 'affectionate')",1.0040913,1.1335663,0.129475
9,2.2026038,2.4301798,"('unaffectionate', 'caring')",2.2026038,2.4301798,0.227576
10,1.3145165,1.2352175,"('unsympathetic', 'sympathetic')",1.3145165,1.2352175,-0.079299
11,2.166316,2.1966822,"('unhelpful', 'helpful')",2.166316,2.1966822,0.0303662
12,-1.5676028,-1.3220456,"('unsupportive', 'supportive')",-1.5676028,-1.3220456,0.2455572
13,-0.11256698,-0.3486485,"('impolite', 'polite')",-0.112567,-0.3486485,-0.2360815
14,0.0022708336,-0.25636092,"('antisocial', 'social')",0.0022708,-0.2563609,-0.2586317
15,0.348688,0.2304621,"('boring', 'funny')",0.348688,0.2304621,-0.1182259
16,-1.3201325,-1.1774436,"('unpopular', 'popular')",-1.3201325,-1.1774436,0.1426889
17,-1.2511408,-1.2170413,"('nasty', 'nice')",-1.2511408,-1.2170413,0.0340995
18,-0.7701025,-0.67227924,"('disagreeable', 'welcoming')",-0.7701025,-0.6722792,0.0978233
19,-0.4599527,-0.096692055,"('inhospitable', 'hospitable')",-0.4599527,-0.0966921,0.3632606
20,0.4918163,0.30975634,"('rough', 'thoughtful')",0.4918163,0.3097563,-0.18206
21,0.16233757,0.053358316,"('immoral', 'moral')",0.1623376,0.0533583,-0.1089793
22,-0.6298865,-0.61776716,"('untrustworthy', 'trustworthy')",-0.6298865,-0.6177672,0.0121193
23,7.3770328,7.425872,"('insincere', 'sincere')",7.3770328,7.4258718,0.048839
24,1.7560422,1.8680377,"('dishonest', 'honest')",1.7560422,1.8680377,0.1119955
25,0.68671113,0.6814114,"('egoistic', 'altruistic')",0.6867111,0.6814114,-0.0052997
26,0.58420944,0.2680148,"('hardhearted', 'benevolent')",0.5842094,0.2680148,-0.3161946
27,1.4882296,1.4415663,"('hardhearted', 'softhearted')",1.4882296,1.4415663,-0.0466633
28,1.5393977,1.5274633,"('disloyal', 'loyal')",1.5393977,1.5274633,-0.0119344
29,-1.1842918,-1.22374,"('unfair', 'fair')",-1.1842918,-1.22374,-0.0394482
30,1.5536059,1.4836527,"('intolerant', 'tolerant')",1.5536059,1.4836527,-0.0699532
31,-2.4019992,-2.3724217,"('evil', 'good')",-2.4019992,-2.3724217,0.0295775
32,1.260462,0.91220003,"('unkind', 'kind')",1.260462,0.9122,-0.348262
33,-0.025939979,0.10498163,"('wrong', 'right')",-0.02594,0.1049816,0.1309216
34,5.433324,5.6332216,"('mean', 'honorable')",5.4333239,5.6332216,0.1998977
35,-1.0555437,-0.9507473,"('corrupt', 'incorrupt')",-1.0555437,-0.9507473,0.1047964
36,-0.7401301,-0.58972603,"('hostile', 'amicable')",-0.7401301,-0.589726,0.1504041
37,1.2899438,1.1802039,"('fake', 'genuine')",1.2899438,1.1802039,-0.1097399
38,0.67200494,0.7446112,"('untruthful', 'truthful')",0.6720049,0.7446112,0.0726063
39,0.46612418,0.38447633,"('exploitative', 'cooperative')",0.4661242,0.3844763,-0.0816479
40,-2.4067404,-2.293714,"('stingy', 'generous')",-2.4067404,-2.293714,0.1130264
41,0.29543364,0.06916472,"('unforgiving', 'forgiving')",0.2954336,0.0691647,-0.2262689
42,-2.8725035,-2.759543,"('unreliable', 'reliable')",-2.8725035,-2.7595429,0.1129606
43,1.5088549,1.3890264,"('irresponsible', 'responsible')",1.5088549,1.3890264,-0.1198285
44,-2.3164077,-2.5271766,"('prejudiced', 'unprejudiced')",-2.3164077,-2.5271766,-0.2107689
45,0.067169435,0.07862097,"('incompetent', 'competent')",0.0671694,0.078621,0.0114516
46,-0.07387397,-0.14319429,"('uncompetitive', 'competitive')",-0.073874,-0.1431943,-0.0693203
47,4.668919,4.7309637,"('stupid', 'smart')",4.6689191,4.7309637,0.0620446
48,0.67208,0.63794,"('unintelligent', 'intelligent')",0.67208,0.63794,-0.03414
49,0.62335604,0.755106,"('unable', 'able')",0.623356,0.755106,0.13175
50,-0.40931585,-0.26687372,"('clumsy', 'skillful')",-0.4093159,-0.2668737,0.1424422
51,0.71953887,0.6998142,"('uneducated', 'educated')",0.7195389,0.6998142,-0.0197247
52,-0.6591553,-0.4378294,"('irrational', 'rational')",-0.6591553,-0.4378294,0.2213259
53,-0.045184042,0.034708604,"('uncreative', 'creative')",-0.045184,0.0347086,0.0798926
54,1.4783871,1.8718449,"('incapable', 'capable')",1.4783871,1.8718449,0.3934578
55,0.71696997,0.6769112,"('incompetent', 'clever')",0.71697,0.6769112,-0.0400588
56,1.2776465,1.2808543,"('impractical', 'practical')",1.2776465,1.2808543,0.0032078
57,-2.5328734,-2.5935457,"('unimaginative', 'imaginative')",-2.5328734,-2.5935457,-0.0606723
58,0.2667948,0.33909985,"('undiscriminating', 'discriminating')",0.2667948,0.3390999,0.0723051
59,-0.5094343,-0.33396724,"('foolish', 'wise')",-0.5094343,-0.3339672,0.1754671
60,1.7402442,1.4789902,"('inefficient', 'efficient')",1.7402442,1.4789902,-0.261254
61,0.16414316,0.04227641,"('illogical', 'logical')",0.1641432,0.0422764,-0.1218668
62,1.1462299,1.3083534,"('incompetent', 'brilliant')",1.1462299,1.3083534,0.1621235
63,0.82072747,0.83464324,"('unperceptive', 'insightful')",0.8207275,0.8346432,0.0139157
64,-6.2303085,-6.1781416,"('shy', 'confident')",-6.2303085,-6.1781416,0.0521669
65,0.80144125,0.6422808,"('insecure', 'secure')",0.8014413,0.6422808,-0.1591605
66,-0.96817523,-0.7494601,"('inactive', 'active')",-0.9681752,-0.7494601,0.2187151
67,-0.42652935,-0.62133527,"('doubtful', 'determined')",-0.4265293,-0.6213353,-0.194806
68,-0.35897225,-0.20463139,"('dependent', 'independent')",-0.3589723,-0.2046314,0.1543409
69,-2.210786,-2.118924,"('lazy', 'industrious')",-2.2107861,-2.1189239,0.0918622
70,1.0931255,1.1831836,"('lethargic', 'energetic')",1.0931255,1.1831836,0.0900581
71,0.013321118,0.057336614,"('diffident', 'self-confident')",0.0133211,0.0573366,0.0440155
72,1.1404942,1.1419702,"('unambitious', 'ambitious')",1.1404942,1.1419702,0.001476
73,-3.484661,-3.1477256,"('helpless', 'self-reliant')",-3.4846611,-3.1477256,0.3369355
74,0.6783878,0.5744374,"('undedicated', 'dedicated')",0.6783878,0.5744374,-0.1039504
