,smith_male,smith_female,tuple,a_male,a_female,o_male,o_female,corp_male,corp_female,average_male,average_female,female-male
0,1.9812595,1.8121,"('unsociable', 'sociable')",1.5394278,1.4604532,1.1015031,0.9459819,0.6989584,0.5483942,1.3302872,1.1917323,-0.1385549
1,-0.94342095,-0.96738636,"('unfriendly', 'friendly')",-1.9171977,-1.9128088,-1.2370306,-1.1637442,1.2644602,1.152696,-0.7082973,-0.7228109,-0.0145136
2,1.6677421,1.7332082,"('unlikable', 'likable')",1.659797,1.7425369,1.6333482,1.7090826,0.64435357,0.5689262,1.4013101,1.4384385,0.0371284
3,1.8023862,1.9452593,"('repellent', 'pleasant')",1.4442251,1.4526591,1.6163293,1.6110489,1.457673,1.4477913,1.5801533,1.6141896,0.0340363
4,-1.8922129,-1.8509784,"('disliked', 'liked')",-0.23251279,-0.24199009,-0.18044558,-0.2011083,-7.106373,-7.172987,-2.352886,-2.366766,-0.01388
5,-2.7311673,-2.637986,"('distant', 'outgoing')",-1.9148101,-1.9006253,-0.80207956,-0.6957471,-0.5868318,-0.63176143,-1.5087223,-1.46653,0.0421923
6,-2.5597098,-2.4218314,"('distant', 'open')",-1.4628054,-1.4075879,-0.37349075,-0.18536167,-0.37896973,-0.416307,-1.1937439,-1.107772,0.0859719
7,2.0761664,2.055538,"('insensitive', 'sensitive')",0.47534183,0.4762872,0.7198058,0.69252485,0.87036926,0.82800055,1.0354208,1.0130876,-0.0223332
8,-1.202626,-1.3071718,"('unaffectionate', 'affectionate')",-1.3998842,-1.354322,-1.1735904,-1.0544828,0.45520726,0.40363595,-0.8302233,-0.8280852,0.0021381
9,-0.17533606,-0.25689974,"('unaffectionate', 'caring')",-0.7194251,-0.6991242,-0.14637446,-0.08272735,1.2413114,1.1722695,0.050044,0.0333796,-0.0166644
10,2.3958063,2.2970827,"('unsympathetic', 'sympathetic')",1.3671169,1.3396049,0.34412143,0.19827461,0.1304485,0.051817637,1.0593733,0.9716949,-0.0876784
11,0.6403001,0.5616929,"('unhelpful', 'helpful')",0.5666115,0.53677124,0.5495817,0.4704038,2.0083323,2.048848,0.9412064,0.904429,-0.0367774
12,1.4384441,1.4760637,"('unsupportive', 'supportive')",1.1967279,1.2824327,0.3659417,0.413929,-1.5077204,-1.518791,0.3733483,0.4134086,0.0400603
13,2.218115,2.171937,"('impolite', 'polite')",1.652309,1.5922251,1.707619,1.6468735,-0.11016488,-0.1305642,1.3669696,1.3201178,-0.0468518
14,2.6238763,2.5160007,"('antisocial', 'social')",2.4841766,2.421478,1.1183572,0.94680816,0.492077,0.41537577,1.6796218,1.5749158,-0.104706
15,-0.7775103,-0.92173046,"('boring', 'funny')",0.3076405,0.272048,0.69779587,0.717523,-0.5684963,-0.5445653,-0.0851426,-0.1191812,-0.0340386
16,-2.4645019,-2.4344423,"('unpopular', 'popular')",-0.9538163,-0.9014703,-0.23345764,-0.1756774,0.4161758,0.3959153,-0.8089,-0.7789187,0.0299813
17,-0.462146,-0.35453427,"('nasty', 'nice')",-0.32538566,-0.27471137,-0.42472726,-0.3203175,-0.70337594,-0.5966431,-0.4789087,-0.3865516,0.0923571
18,-1.1580888,-1.1522297,"('disagreeable', 'welcoming')",-0.6956327,-0.5797857,0.01230979,0.12015428,-0.36723828,-0.47863284,-0.5521625,-0.5226235,0.029539
19,-0.78531927,-0.68238544,"('inhospitable', 'hospitable')",-1.0292594,-0.90140504,-0.7706752,-0.6220706,-0.47564137,-0.46938646,-0.7652239,-0.6688119,0.096412
20,1.3555124,1.3874193,"('rough', 'thoughtful')",-0.06437721,-0.07043083,-0.5556302,-0.5929922,0.78168327,0.77048635,0.3792971,0.3736207,-0.0056764
21,2.6532278,2.7079663,"('immoral', 'moral')",1.6234012,1.6995833,0.87478083,0.8104422,0.29507732,0.25741005,1.3616217,1.3688505,0.0072288
22,2.7372632,2.6585991,"('untrustworthy', 'trustworthy')",1.771873,1.6769452,0.8721788,0.7590845,-0.45369944,-0.5676259,1.2319039,1.1317508,-0.1001531
23,1.681051,1.5959672,"('insincere', 'sincere')",0.40957347,0.35983315,0.9998743,0.9316487,6.6029468,6.5495763,2.4233613,2.3592563,-0.064105
24,1.865755,1.8857706,"('dishonest', 'honest')",0.08027539,0.054725144,-0.09566158,-0.115734816,1.0179383,0.91536826,0.7170768,0.6850323,-0.0320445
25,-0.20605592,-0.15060605,"('egoistic', 'altruistic')",-1.1655145,-1.0836048,-0.23901261,-0.12599003,0.76213574,0.76324403,-0.2121118,-0.1492392,0.0628726
26,-0.4041568,-0.5246888,"('hardhearted', 'benevolent')",0.11692125,0.047089983,-0.079725675,-0.17606781,1.4348875,1.3776283,0.2669816,0.1809904,-0.0859912
27,-0.72981125,-0.7254993,"('hardhearted', 'softhearted')",-0.91918665,-0.89241475,0.18480323,0.28639138,1.2971368,1.2155657,-0.0417645,-0.0289892,0.0127753
28,0.8802202,0.7586798,"('disloyal', 'loyal')",-0.08173211,-0.1333475,0.20280337,0.059720498,1.3081701,1.1816914,0.5773654,0.4666861,-0.1106793
29,0.23497912,0.26579762,"('unfair', 'fair')",0.25434223,0.10305657,0.99782085,1.0251434,-0.037824117,-0.1735061,0.3623295,0.3051229,-0.0572066
30,2.4120064,2.4261854,"('intolerant', 'tolerant')",0.5142263,0.5860556,-0.62573266,-0.71648246,0.824149,0.789403,0.7811623,0.7712904,-0.0098719
31,-2.7587056,-2.581236,"('evil', 'good')",-0.8030003,-0.6775484,-1.0881795,-0.91563874,-0.8479457,-0.83348316,-1.3744577,-1.2519766,0.1224811
32,1.2252539,1.1575596,"('unkind', 'kind')",0.19598517,0.17313471,0.5059647,0.4057461,0.83842,0.6592566,0.691406,0.5989243,-0.0924817
33,-0.35466272,-0.34273148,"('wrong', 'right')",-0.1512903,-0.1735262,0.099197656,0.16196756,-0.7962235,-0.8366683,-0.3007447,-0.2977396,0.0030051
34,-0.7331632,-0.59593207,"('mean', 'honorable')",-0.3265967,-0.19640234,-0.0034061894,0.1149778,6.015146,6.093961,1.2379949,1.354151,0.1161561
35,-2.2887144,-2.359218,"('corrupt', 'incorrupt')",-1.3193139,-1.4179844,-1.4758986,-1.3995519,-0.73062116,-0.73923326,-1.4536371,-1.4789968,-0.0253597
36,-2.542938,-2.495514,"('hostile', 'amicable')",-1.3945458,-1.3617375,-1.4950153,-1.3931887,-0.32756042,-0.39841622,-1.4400148,-1.412214,0.0278008
37,1.5593166,1.5220505,"('fake', 'genuine')",1.1557647,1.1427579,-0.5936205,-0.54315954,0.35632583,0.3867552,0.6194466,0.627101,0.0076544
38,-0.06710709,-0.027520169,"('untruthful', 'truthful')",0.13934858,0.19320092,-0.32848465,-0.27962956,-0.03308454,-0.042030536,-0.0723319,-0.0389948,0.0333371
39,1.6092699,1.63101,"('exploitative', 'cooperative')",0.9007732,0.88446075,0.7945484,0.79263055,0.19202942,0.19680598,0.8741553,0.8762268,0.0020715
40,-0.18764491,-0.23374625,"('stingy', 'generous')",0.24028388,0.24527642,0.23507512,0.30859765,-1.9668336,-2.0251274,-0.4197799,-0.4262499,-0.00647
41,1.2396303,1.2113103,"('unforgiving', 'forgiving')",0.5640998,0.664268,0.23755845,0.28709364,0.017429676,-0.066933826,0.5146796,0.5239345,0.0092549
42,1.4367847,1.4352926,"('unreliable', 'reliable')",1.2174568,1.3128095,0.34192196,0.3497526,-3.3237925,-3.3919985,-0.0819072,-0.0735359,0.0083713
43,2.7479236,2.7155757,"('irresponsible', 'responsible')",1.448402,1.4680932,0.9303654,0.9419211,1.3722733,1.3063308,1.6247412,1.6079803,-0.0167609
44,-0.91963035,-0.8834928,"('prejudiced', 'unprejudiced')",-0.9485036,-0.9521992,-0.8453773,-0.7710963,-1.7368585,-1.7775848,-1.1125925,-1.0960933,0.0164992
45,2.2250586,2.1815016,"('incompetent', 'competent')",2.522686,2.4882617,1.6064605,1.5255414,0.59588414,0.4942734,1.7375224,1.6723945,-0.0651279
46,2.7290158,2.6600409,"('uncompetitive', 'competitive')",1.9524796,1.9121357,0.42769945,0.29300907,-0.018807929,-0.032977037,1.2725968,1.2080522,-0.0645446
47,0.46963015,0.507433,"('stupid', 'smart')",0.7627671,0.73363596,0.87644815,0.81776834,5.6332893,5.630226,1.9355336,1.9222659,-0.0132677
48,1.0357552,1.0209268,"('unintelligent', 'intelligent')",-0.15672614,-0.107299104,-0.83114624,-0.80901515,0.40968,0.41682166,0.1143907,0.1303586,0.0159679
49,-0.42395818,-0.41791773,"('unable', 'able')",0.09008908,0.17726296,0.64510524,0.670465,-0.17812385,-0.21164541,0.0332781,0.0545412,0.0212631
50,-0.86954737,-0.9036388,"('clumsy', 'skillful')",-0.04708917,-0.022807218,0.2821367,0.22925875,0.13843161,0.043045014,-0.124017,-0.1635356,-0.0395186
51,1.4861761,1.419861,"('uneducated', 'educated')",1.4159206,1.3547072,0.12149854,0.009000912,0.45324522,0.40434054,0.8692101,0.7969774,-0.0722327
