,alexion_male,alexion_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4234349,-1.6171652,"('unsociable', 'sociable')",0.32888755,0.19766797,-0.657654,-0.8032834,-0.5840671,-0.7409269,-0.1568598
1,-0.7663944,-0.70485497,"('unfriendly', 'friendly')",0.27521032,0.2088473,1.8750179,1.7735825,0.461278,0.4258583,-0.0354197
2,0.49204993,0.5790601,"('unlikable', 'likable')",0.5596109,0.58567774,0.8838776,0.97877645,0.6451794,0.7145047,0.0693253
3,-1.247098,-1.1690801,"('repellent', 'pleasant')",-1.0923499,-1.0077909,-0.42601737,-0.40000373,-0.9218218,-0.8589582,0.0628636
4,0.10643084,0.12328619,"('disliked', 'liked')",0.090178385,0.039529186,-5.779739,-5.8753576,-1.8610433,-1.9041807,-0.0431374
5,-0.69584405,-0.5413276,"('distant', 'outgoing')",-0.31430447,-0.29773387,0.070592806,0.15215802,-0.3131852,-0.2289678,0.0842174
6,-0.6848728,-0.5299248,"('distant', 'open')",-0.473781,-0.46383992,0.78285193,0.82656825,-0.1252673,-0.0557322,0.0695351
7,-1.3564972,-1.444174,"('insensitive', 'sensitive')",-0.99316454,-1.0051429,0.19088137,0.14214878,-0.7195935,-0.7690561,-0.0494626
8,1.6262469,1.676626,"('unaffectionate', 'affectionate')",0.18064258,0.20642205,0.8533684,0.84238315,0.8867526,0.9084771,0.0217245
9,0.50544924,0.5594852,"('unaffectionate', 'caring')",0.045570523,0.052141227,1.0996355,1.10688,0.5502184,0.5728354,0.022617
10,-2.0529306,-2.218287,"('unsympathetic', 'sympathetic')",-1.0184956,-1.0463777,-0.9610538,-1.0327859,-1.3441599,-1.4324835,-0.0883236
11,-0.7319079,-0.8037388,"('unhelpful', 'helpful')",-0.31754607,-0.36356294,1.3236952,1.3303943,0.0914137,0.0543642,-0.0370495
12,0.17728126,0.20723617,"('unsupportive', 'supportive')",0.45426106,0.50772184,-1.8782955,-1.8664501,-0.4155844,-0.3838307,0.0317537
13,-1.9988761,-2.200169,"('impolite', 'polite')",-1.1468409,-1.2300489,-0.59689665,-0.69014233,-1.2475379,-1.3734535,-0.1259156
14,-1.1721939,-1.2711798,"('antisocial', 'social')",0.12287572,0.13465247,-0.7309423,-0.8166921,-0.5934202,-0.6510731,-0.0576529
15,-0.33687687,-0.3911917,"('boring', 'funny')",-0.41867092,-0.4904227,0.4689241,0.43173617,-0.0955412,-0.1499594,-0.0544182
16,-0.4427327,-0.38039702,"('unpopular', 'popular')",0.26398823,0.3255449,0.8395336,0.8624725,0.220263,0.2692068,0.0489438
17,-0.7773996,-0.7231146,"('nasty', 'nice')",-1.0448138,-1.0351565,-0.6785681,-0.6150065,-0.8335938,-0.7910926,0.0425012
18,0.53618884,0.5183038,"('disagreeable', 'welcoming')",0.114967205,0.13516921,-0.08532461,-0.14617062,0.1886105,0.1691008,-0.0195097
19,-1.1033133,-0.934737,"('inhospitable', 'hospitable')",-0.80808914,-0.80516464,0.068506435,0.14719065,-0.6142987,-0.5309037,0.083395
20,-0.47583488,-0.53406805,"('rough', 'thoughtful')",0.5162111,0.5775183,0.96395606,0.92548573,0.3347774,0.3229787,-0.0117987
21,-0.8570782,-1.0035661,"('immoral', 'moral')",-0.20150444,-0.26032802,-1.1016885,-1.1595676,-0.7200904,-0.8078206,-0.0877302
22,-0.6329291,-0.693576,"('untrustworthy', 'trustworthy')",-0.78781563,-0.834002,-1.0518937,-1.1562207,-0.8242128,-0.8945996,-0.0703868
23,-0.9516201,-1.047802,"('insincere', 'sincere')",-0.342566,-0.42075568,5.142969,5.0708137,1.2829277,1.200752,-0.0821757
24,-0.83509684,-0.94099075,"('dishonest', 'honest')",-1.3542776,-1.4078641,0.5214219,0.43719932,-0.5559842,-0.6372185,-0.0812343
25,0.4454745,0.5226435,"('egoistic', 'altruistic')",0.2529266,0.29411888,1.7485137,1.7190423,0.8156382,0.8452682,0.02963
