,mob_male,mob_female,tuple,average_male,average_female,female-male
24,1.6137711,1.700578,"('dishonest', 'honest')",1.6137711,1.700578,0.0868069
25,0.3824341,0.24589995,"('egoistic', 'altruistic')",0.3824341,0.2458999,-0.1365342
26,0.36576098,0.22299805,"('hardhearted', 'benevolent')",0.365761,0.2229981,-0.1427629
27,1.5067344,1.3701025,"('hardhearted', 'softhearted')",1.5067344,1.3701025,-0.1366319
28,1.073883,1.0541397,"('disloyal', 'loyal')",1.0738831,1.0541397,-0.0197434
29,-0.64722234,-0.81209654,"('unfair', 'fair')",-0.6472223,-0.8120965,-0.1648742
30,0.8441624,0.9238593,"('intolerant', 'tolerant')",0.8441624,0.9238593,0.0796969
31,-1.4943053,-1.5729641,"('evil', 'good')",-1.4943053,-1.5729641,-0.0786588
32,1.2989476,1.3081788,"('unkind', 'kind')",1.2989476,1.3081788,0.0092312
33,-0.37156722,-0.45149684,"('wrong', 'right')",-0.3715672,-0.4514968,-0.0799296
34,4.134669,4.3871136,"('mean', 'honorable')",4.1346688,4.3871136,0.2524448
35,-1.0818902,-1.3106449,"('corrupt', 'incorrupt')",-1.0818902,-1.3106449,-0.2287547
36,-0.7349538,-0.9469651,"('hostile', 'amicable')",-0.7349538,-0.9469651,-0.2120113
37,0.9456943,0.97331434,"('fake', 'genuine')",0.9456943,0.9733143,0.02762
38,-0.27868325,-0.17374603,"('untruthful', 'truthful')",-0.2786832,-0.173746,0.1049372
39,-0.1308613,-0.071796365,"('exploitative', 'cooperative')",-0.1308613,-0.0717964,0.0590649
40,-1.6458412,-1.7422165,"('stingy', 'generous')",-1.6458412,-1.7422165,-0.0963753
41,0.09993006,0.081640884,"('unforgiving', 'forgiving')",0.0999301,0.0816409,-0.0182892
42,-1.9807218,-1.9705036,"('unreliable', 'reliable')",-1.9807218,-1.9705036,0.0102182
43,0.960097,1.1041274,"('irresponsible', 'responsible')",0.960097,1.1041274,0.1440304
44,-0.8217307,-0.9856392,"('prejudiced', 'unprejudiced')",-0.8217307,-0.9856392,-0.1639085
45,0.16414565,0.2691766,"('incompetent', 'competent')",0.1641456,0.2691766,0.105031
46,-0.47844473,-0.32409567,"('uncompetitive', 'competitive')",-0.4784447,-0.3240957,0.154349
47,5.047285,5.289539,"('stupid', 'smart')",5.0472851,5.2895389,0.2422538
48,0.2835033,0.36275196,"('unintelligent', 'intelligent')",0.2835033,0.362752,0.0792487
49,0.3662721,0.6021459,"('unable', 'able')",0.3662721,0.6021459,0.2358738
50,-0.04262564,-0.07984311,"('clumsy', 'skillful')",-0.0426256,-0.0798431,-0.0372175
51,0.43284705,0.5179978,"('uneducated', 'educated')",0.4328471,0.5179978,0.0851507
52,-0.42665392,-0.5727637,"('irrational', 'rational')",-0.4266539,-0.5727637,-0.1461098
53,-0.030640198,0.03026459,"('uncreative', 'creative')",-0.0306402,0.0302646,0.0609048
54,1.1518519,1.374027,"('incapable', 'capable')",1.1518519,1.374027,0.2221751
55,0.45619467,0.6667292,"('incompetent', 'clever')",0.4561947,0.6667292,0.2105345
56,0.37723318,0.5367283,"('impractical', 'practical')",0.3772332,0.5367283,0.1594951
57,-2.537716,-2.434423,"('unimaginative', 'imaginative')",-2.5377159,-2.434423,0.1032929
58,0.045431904,0.05057719,"('undiscriminating', 'discriminating')",0.0454319,0.0505772,0.0051453
59,-0.042613007,-0.06146727,"('foolish', 'wise')",-0.042613,-0.0614673,-0.0188543
60,0.6953588,0.91864777,"('inefficient', 'efficient')",0.6953588,0.9186478,0.223289
61,0.017754357,-0.044414923,"('illogical', 'logical')",0.0177544,-0.0444149,-0.0621693
62,0.9061385,1.1601372,"('incompetent', 'brilliant')",0.9061385,1.1601372,0.2539987
63,0.22624911,0.35763255,"('unperceptive', 'insightful')",0.2262491,0.3576325,0.1313834
64,-5.7024255,-5.6058373,"('shy', 'confident')",-5.7024255,-5.6058373,0.0965882
65,0.4527168,0.5581966,"('insecure', 'secure')",0.4527168,0.5581966,0.1054798
66,0.15914135,0.07331291,"('inactive', 'active')",0.1591413,0.0733129,-0.0858284
67,-0.3651534,-0.36705142,"('doubtful', 'determined')",-0.3651534,-0.3670514,-0.001898
68,-0.566215,-0.5058357,"('dependent', 'independent')",-0.566215,-0.5058357,0.0603793
69,-1.934389,-1.9599208,"('lazy', 'industrious')",-1.934389,-1.9599208,-0.0255318
70,1.1528999,1.3416414,"('lethargic', 'energetic')",1.1528999,1.3416414,0.1887415
71,0.16480137,0.2173137,"('diffident', 'self-confident')",0.1648014,0.2173137,0.0525123
72,0.7422682,0.8569571,"('unambitious', 'ambitious')",0.7422682,0.8569571,0.1146889
73,-2.773767,-2.8424935,"('helpless', 'self-reliant')",-2.773767,-2.8424935,-0.0687265
74,0.010690987,-0.045872863,"('undedicated', 'dedicated')",0.010691,-0.0458729,-0.0565639
75,-0.5178143,-0.4692709,"('meek', 'impulsive')",-0.5178143,-0.4692709,0.0485434
76,0.77503407,0.8306691,"('anxious', 'daring')",0.7750341,0.8306691,0.055635
77,-1.2758565,-1.0641856,"('unmotivated', 'motivated')",-1.2758565,-1.0641856,0.2116709
78,-0.77718407,-0.759173,"('nonresilient', 'resilient')",-0.7771841,-0.759173,0.0180111
79,-0.20844945,-0.14753254,"('wavering', 'unwavering')",-0.2084495,-0.1475325,0.060917
80,-0.5894428,-0.50257206,"('dominated', 'dominating')",-0.5894428,-0.5025721,0.0868707
81,0.20053476,0.3508828,"('submissive', 'aggressive')",0.2005348,0.3508828,0.150348
82,6.437327,6.6759615,"('poor', 'rich')",6.4373269,6.6759615,0.2386346
83,-0.34352756,-0.3142978,"('powerless', 'powerful')",-0.3435276,-0.3142978,0.0292298
84,0.26850492,0.2529534,"('inferior', 'superior')",0.2685049,0.2529534,-0.0155515
85,-1.1540756,-1.2912915,"('insignificant', 'prestigious')",-1.1540756,-1.2912915,-0.1372159
86,0.24586773,0.44040686,"('uninfluential', 'influential')",0.2458677,0.4404069,0.1945392
87,-0.16870765,0.087140456,"('unsuccessful', 'successful')",-0.1687077,0.0871405,0.2558482
88,-0.031548887,0.102914646,"('low', 'eminent')",-0.0315489,0.1029146,0.1344635
