,mob_male,mob_female,tuple,average_male,average_female,female-male
0,-0.18460943,-0.199094,"('unsociable', 'sociable')",-0.1846094,-0.199094,-0.0144846
1,1.2804604,1.2007188,"('unfriendly', 'friendly')",1.2804604,1.2007188,-0.0797416
2,0.84466326,0.94131494,"('unlikable', 'likable')",0.8446633,0.9413149,0.0966516
3,0.64739376,0.7530231,"('repellent', 'pleasant')",0.6473938,0.7530231,0.1056293
4,-6.9099603,-6.945836,"('disliked', 'liked')",-6.9099603,-6.9458361,-0.0358758
5,-0.06411438,-0.018252231,"('distant', 'outgoing')",-0.0641144,-0.0182522,0.0458622
6,0.22298345,0.21543555,"('distant', 'open')",0.2229834,0.2154355,-0.0075479
7,0.25444722,0.51080495,"('insensitive', 'sensitive')",0.2544472,0.510805,0.2563578
8,1.0874352,1.0666631,"('unaffectionate', 'affectionate')",1.0874352,1.0666631,-0.0207721
9,1.4723727,1.5431491,"('unaffectionate', 'caring')",1.4723727,1.5431491,0.0707764
10,1.1182557,1.3315774,"('unsympathetic', 'sympathetic')",1.1182557,1.3315774,0.2133217
11,1.6674217,1.7817858,"('unhelpful', 'helpful')",1.6674217,1.7817858,0.1143641
12,-1.7453604,-1.6551696,"('unsupportive', 'supportive')",-1.7453604,-1.6551696,0.0901908
13,0.038581293,0.06383464,"('impolite', 'polite')",0.0385813,0.0638346,0.0252533
14,-0.5062213,-0.46954274,"('antisocial', 'social')",-0.5062213,-0.4695427,0.0366786
15,0.43001923,0.40198338,"('boring', 'funny')",0.4300192,0.4019834,-0.0280358
16,-0.5137693,-0.48045915,"('unpopular', 'popular')",-0.5137693,-0.4804592,0.0333101
17,-0.1471421,-0.20049225,"('nasty', 'nice')",-0.1471421,-0.2004922,-0.0533501
18,-0.47193617,-0.54583764,"('disagreeable', 'welcoming')",-0.4719362,-0.5458376,-0.0739014
19,-0.23595591,-0.19545496,"('inhospitable', 'hospitable')",-0.2359559,-0.195455,0.0405009
20,0.5138589,0.42994595,"('rough', 'thoughtful')",0.5138589,0.4299459,-0.083913
21,0.1699705,0.38711202,"('immoral', 'moral')",0.1699705,0.387112,0.2171415
22,-0.34601563,-0.29794118,"('untrustworthy', 'trustworthy')",-0.3460156,-0.2979412,0.0480744
23,5.8210807,5.9395227,"('insincere', 'sincere')",5.8210807,5.9395227,0.118442
