,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,female-male
0,0.81606483,0.42289868,"('unsociable', 'sociable')",0.2134494,0.19529097,-0.51571065,-0.64550513,-1.37685,-1.3667219,-0.059548788,-0.19256265,-0.1845191,-0.31732,-0.1328009
1,-0.6634427,-0.56623024,"('unfriendly', 'friendly')",0.48492646,0.61780775,0.11634345,0.17983556,-1.1549385,-1.2066694,2.1309755,1.9388272,0.1827729,0.1927142,0.0099413
2,0.94104266,0.880806,"('unlikable', 'likable')",1.1500823,1.0612389,0.9416667,1.0624878,0.75839555,0.8588502,0.59637487,0.68432355,0.8775125,0.9095413,0.0320288
3,-1.2862387,-1.370248,"('repellent', 'pleasant')",-1.8207623,-1.6880982,-1.4899064,-1.356948,-1.182897,-1.1541003,-0.39088315,-0.3016769,-1.2341374,-1.1742143,0.0599231
4,-0.15719098,-0.00043451972,"('disliked', 'liked')",-0.24215104,-0.20129098,1.5260614,1.4639972,1.2665031,1.2190918,-5.946923,-5.886137,-0.71074,-0.6809547,0.0297853
5,-1.0365055,-0.50220484,"('distant', 'outgoing')",1.1613625,1.2408003,0.97793335,1.0785515,0.4346496,0.45671043,0.15859208,0.10804386,0.3392064,0.4763803,0.1371739
6,-0.597181,-0.06128598,"('distant', 'open')",1.8007205,1.9597346,1.5533853,1.6788043,0.5823485,0.65031457,0.6646137,0.56463027,0.8007774,0.9584396,0.1576622
7,-0.002421014,-0.4167687,"('insensitive', 'sensitive')",0.4097407,0.3837471,-0.61467373,-0.6652893,-2.1276104,-2.1087234,0.85317385,0.7609279,-0.2963581,-0.4092213,-0.1128632
8,-0.6771811,-0.51135266,"('unaffectionate', 'affectionate')",1.2749301,1.3804412,0.03779838,0.0199427,-0.120338686,-0.20575035,0.89111817,0.6934057,0.2812654,0.2753373,-0.0059281
9,0.20467946,0.23489973,"('unaffectionate', 'caring')",1.0485369,1.1398579,-0.103863426,-0.08186807,-0.095563225,-0.1065961,1.6150826,1.5155004,0.5337745,0.5403588,0.0065843
10,-0.60454327,-1.0260425,"('unsympathetic', 'sympathetic')",-1.101919,-1.1927526,-2.9192796,-3.042885,-2.5791335,-2.6103928,-0.27523673,-0.32094502,-1.4960224,-1.6386036,-0.1425812
11,0.3977233,0.14510153,"('unhelpful', 'helpful')",-0.41332936,-0.5181306,-1.6224546,-1.4981146,-0.60419345,-0.5580466,2.0242403,2.007336,-0.0436028,-0.0843709,-0.0407681
12,1.505296,1.5222461,"('unsupportive', 'supportive')",0.69966877,0.8726457,0.19903983,0.47918466,0.41790873,0.46988958,-1.2169042,-1.124738,0.3210018,0.4438456,0.1228438
13,0.9835478,0.5920634,"('impolite', 'polite')",0.072481215,-0.06253934,-1.3472394,-1.3233894,-1.0401592,-1.0105367,-0.3160263,-0.33934164,-0.3294792,-0.4287487,-0.0992695
14,0.5860163,0.15988326,"('antisocial', 'social')",0.447204,0.22549713,-0.89888614,-1.0280447,-0.46689904,-0.4988615,-0.68640596,-0.7444956,-0.2037942,-0.3772043,-0.1734101
