,pool_male,pool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.0827756,2.0294108,"('unsociable', 'sociable')",0.08327541,-0.041820873,1.0830255,0.993795,-0.0892305
1,0.002020957,-0.02967918,"('unfriendly', 'friendly')",1.2812563,1.1661491,0.6416386,0.568235,-0.0734036
2,1.402253,1.4167223,"('unlikable', 'likable')",0.65422946,0.665503,1.0282413,1.0411127,0.0128714
3,0.86709476,1.0418363,"('repellent', 'pleasant')",0.91141015,0.9513475,0.8892524,0.9965919,0.1073395
4,-1.2472787,-1.2566065,"('disliked', 'liked')",-7.501678,-7.6006293,-4.3744783,-4.428618,-0.0541397
5,-0.9414756,-0.9285592,"('distant', 'outgoing')",-0.53784513,-0.5980334,-0.7396604,-0.7632963,-0.0236359
6,-0.6901283,-0.67900115,"('distant', 'open')",-0.19888042,-0.25291303,-0.4445044,-0.4659571,-0.0214527
7,2.3200157,2.3965273,"('insensitive', 'sensitive')",0.71015763,0.8130683,1.5150867,1.6047978,0.0897111
8,-0.21361531,-0.26920465,"('unaffectionate', 'affectionate')",0.8036671,0.7416579,0.2950259,0.2362266,-0.0587993
9,1.044446,1.033146,"('unaffectionate', 'caring')",1.4775863,1.4944606,1.2610161,1.2638032,0.0027871
10,0.95023686,0.98037815,"('unsympathetic', 'sympathetic')",0.0764918,0.17611054,0.5133643,0.5782443,0.06488
11,1.0240622,1.110756,"('unhelpful', 'helpful')",2.01876,2.1807342,1.5214111,1.645745,0.1243339
12,1.5633749,1.615589,"('unsupportive', 'supportive')",-1.9724565,-1.9480336,-0.2045408,-0.1662223,0.0383185
13,1.0451527,1.0449291,"('impolite', 'polite')",-0.73565173,-0.6600662,0.1547505,0.1924315,0.037681
14,3.2074707,3.1694834,"('antisocial', 'social')",0.0831649,-0.0033553792,1.6453178,1.5830641,-0.0622537
15,0.35095924,0.20587845,"('boring', 'funny')",-0.30044848,-0.36286554,0.0252554,-0.0784935,-0.1037489
16,-0.8291161,-0.7373626,"('unpopular', 'popular')",0.09830639,0.043169625,-0.3654048,-0.3470965,0.0183083
17,0.41446304,0.55784327,"('nasty', 'nice')",-0.49437234,-0.38229063,-0.0399546,0.0877763,0.1277309
18,0.11644021,0.23374599,"('disagreeable', 'welcoming')",-0.65863484,-0.67856646,-0.2710973,-0.2224102,0.0486871
19,-1.6214392,-1.5679821,"('inhospitable', 'hospitable')",-0.7507048,-0.68414617,-1.186072,-1.1260641,0.0600079
