,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,female-male
0,0.30844244,0.29435807,"('unsociable', 'sociable')",0.8090182,1.1662887,-0.15018784,-0.13104583,-1.2742705,-1.268053,-0.0767494,0.015387,0.0921364
1,0.3676527,0.15523563,"('unfriendly', 'friendly')",-0.7982742,-0.97979414,-0.6265112,-0.5129625,-0.8802201,-0.9816248,-0.4843382,-0.5797865,-0.0954483
2,0.5298804,0.5100391,"('unlikable', 'likable')",1.4677439,1.4249629,1.3164062,1.4202195,0.4837931,0.5819075,0.9494559,0.9842823,0.0348264
3,-0.16377662,-0.08313311,"('repellent', 'pleasant')",1.1777751,1.4158983,0.40304363,0.4985511,0.3949248,0.41593388,0.4529917,0.5618126,0.1088209
4,-0.990763,-1.1840086,"('disliked', 'liked')",-0.98373246,-1.1859206,-0.4096207,-0.39773548,-2.0478284,-2.1612732,-1.1079862,-1.2322345,-0.1242483
5,-1.4820118,-1.5692129,"('distant', 'outgoing')",-2.054983,-2.1299317,-1.2603773,-1.1703058,-1.1247325,-1.0825719,-1.4805261,-1.4880056,-0.0074795
6,-1.5137773,-1.5387138,"('distant', 'open')",-2.951721,-3.080846,-1.2335501,-1.053181,-0.96766895,-0.9235176,-1.6666793,-1.6490647,0.0176146
7,0.5148753,0.58574975,"('insensitive', 'sensitive')",0.77862084,1.1092138,0.21385622,0.3163907,-0.39863753,-0.35678673,0.2771787,0.4136419,0.1364632
8,0.3468644,0.2731669,"('unaffectionate', 'affectionate')",-1.4469442,-1.7619902,-0.015824407,0.034027815,-0.76880544,-0.8199868,-0.4711774,-0.5686955,-0.0975181
9,0.21911636,0.16049695,"('unaffectionate', 'caring')",-0.30289662,-0.49259597,0.2577056,0.2688298,-0.5793512,-0.62604904,-0.1013565,-0.1723296,-0.0709731
10,0.13333249,0.20921943,"('unsympathetic', 'sympathetic')",-0.51967585,-0.13433406,-0.11846119,0.021006936,-1.2319311,-1.2417063,-0.4341839,-0.2864535,0.1477304
11,0.38104057,0.39097866,"('unhelpful', 'helpful')",0.6305685,0.78108835,0.9443865,0.9630855,0.27651232,0.29540706,0.558127,0.6076399,0.0495129
12,0.46541178,0.53863215,"('unsupportive', 'supportive')",0.60422534,0.86104655,0.59022444,0.70898694,-0.89483297,-0.82881516,0.1912571,0.3199626,0.1287055
13,0.5866529,0.6186315,"('impolite', 'polite')",0.23492858,0.37817648,1.033284,0.96444213,-0.47701573,-0.44482046,0.3444624,0.3791074,0.034645
14,1.4036841,1.4839233,"('antisocial', 'social')",1.6259488,1.9274244,0.7289833,0.7017742,0.012032371,0.08220552,0.9426622,1.0488318,0.1061696
15,0.5571481,0.45567018,"('boring', 'funny')",-0.8258695,-0.9280923,0.037063867,-0.057104893,0.05101863,0.05427053,-0.0451597,-0.1188141,-0.0736544
16,-0.22998855,-0.24767075,"('unpopular', 'popular')",-1.2754409,-1.3616266,-0.6816833,-0.6422635,0.041819837,0.046163425,-0.5363232,-0.5513494,-0.0150262
17,-0.008850846,-0.06737031,"('nasty', 'nice')",0.0039827954,0.03661555,-0.4643175,-0.43025243,-0.29126415,-0.22132556,-0.1901124,-0.1705832,0.0195292
18,0.08474961,0.03846833,"('disagreeable', 'welcoming')",-0.792369,-0.75926626,0.83248705,0.9598533,-0.4299859,-0.36444414,-0.0762796,-0.0313472,0.0449324
19,-1.5411091,-1.6266676,"('inhospitable', 'hospitable')",-1.6796178,-1.9038523,-0.42006803,-0.33000237,-0.38712716,-0.42055693,-1.0069805,-1.0702698,-0.0632893
20,1.7083817,1.7886716,"('rough', 'thoughtful')",0.4901846,0.55001736,-0.31526136,-0.3607249,-0.43512452,-0.47015017,0.3620451,0.3769534,0.0149083
21,1.0036325,1.0258607,"('immoral', 'moral')",1.6921616,2.0806625,0.6493676,0.66559285,-0.43735483,-0.37747145,0.7269517,0.8486611,0.1217094
22,0.8990134,0.9119661,"('untrustworthy', 'trustworthy')",1.2728331,1.4914576,0.6969731,0.7755308,-0.23502797,-0.10707386,0.6584479,0.7679702,0.1095223
23,0.6035173,0.55676436,"('insincere', 'sincere')",0.23277959,0.42277825,0.6040147,0.64728725,1.8750721,1.847579,0.828846,0.8686022,0.0397562
