,wec_male,wec_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6273167,-0.7725171,"('unsociable', 'sociable')",-0.059089568,-0.22930452,0.6108687,0.51563245,-0.35928714,-0.4087784,-0.1087062,-0.2237419,-0.1150357
1,-1.5761456,-1.7624102,"('unfriendly', 'friendly')",0.7428068,0.6357534,-0.82758856,-0.99793816,1.4495038,1.2898692,-0.0528559,-0.2086814,-0.1558255
2,1.2790244,1.222495,"('unlikable', 'likable')",1.2544986,1.2351639,1.8423635,1.7843754,0.73222566,0.8148282,1.2770281,1.2642156,-0.0128125
3,0.59099406,0.7106259,"('repellent', 'pleasant')",-0.67369485,-0.56136626,1.0924113,1.2095963,0.4060307,0.50029296,0.3539353,0.4647872,0.1108519
4,0.1040497,-0.002722323,"('disliked', 'liked')",0.7422175,0.59892994,0.07391207,-0.09693293,-6.4613156,-6.395911,-1.3852841,-1.4741591,-0.088875
5,-0.54501307,-0.6107826,"('distant', 'outgoing')",0.35740843,0.37546796,-2.1065044,-2.0575826,-0.31847522,-0.3713906,-0.6531461,-0.666072,-0.0129259
6,-0.8235904,-0.86597586,"('distant', 'open')",-0.1194888,-0.12591863,-2.3674793,-2.3451383,0.047293417,-0.022041364,-0.8158163,-0.8397685,-0.0239522
7,0.5645729,0.60832,"('insensitive', 'sensitive')",0.9267313,1.019921,0.31149095,0.44410348,0.8008762,0.89645696,0.6509178,0.7422003,0.0912825
8,-2.105724,-2.2238693,"('unaffectionate', 'affectionate')",-0.3024301,-0.36953992,-0.7646427,-0.86451787,0.37512574,0.24529423,-0.6994178,-0.8031582,-0.1037404
9,-1.1538615,-1.2552735,"('unaffectionate', 'caring')",0.6892744,0.6463531,-0.50013757,-0.54192185,1.008697,0.95453686,0.0109931,-0.0490763,-0.0600694
10,-0.46473014,-0.4696908,"('unsympathetic', 'sympathetic')",-0.4226444,-0.41651797,0.28511262,0.35551432,0.004394751,0.06014294,-0.1494668,-0.1176379,0.0318289
11,0.32959083,0.30471346,"('unhelpful', 'helpful')",0.22559568,0.27079552,0.37786523,0.4219166,2.0722733,2.0731027,0.7513312,0.7676321,0.0163009
12,0.2531793,0.26818642,"('unsupportive', 'supportive')",0.84668714,0.87305796,0.6993954,0.8768276,-1.7609891,-1.6575905,0.0095682,0.0901204,0.0805522
13,0.82247734,0.8968307,"('impolite', 'polite')",0.35043135,0.38456127,0.5956471,0.6903028,0.016307715,0.083769605,0.4462159,0.5138661,0.0676502
14,0.6658471,0.63478416,"('antisocial', 'social')",0.82944435,0.8240029,1.7495964,1.7248247,-0.08245777,-0.06723815,0.7906075,0.7790934,-0.0115141
15,0.5296891,0.42420986,"('boring', 'funny')",0.38852754,0.29576382,-0.84179133,-0.9519114,0.5537845,0.49356377,0.1575524,0.0654065,-0.0921459
16,-0.6721485,-0.70904,"('unpopular', 'popular')",-0.40879375,-0.50893116,-0.33371413,-0.4133947,0.5276829,0.5018069,-0.2217434,-0.2823897,-0.0606463
17,-0.24773362,-0.21674883,"('nasty', 'nice')",-0.88070977,-0.8299449,-0.9072884,-0.89814824,-0.28117186,-0.29099917,-0.5792259,-0.5589603,0.0202656
18,-0.85852283,-0.8476427,"('disagreeable', 'welcoming')",-1.3350778,-1.3714006,-0.8674916,-0.8332028,-0.45938233,-0.484647,-0.8801187,-0.8842233,-0.0041046
19,-0.48199347,-0.51764715,"('inhospitable', 'hospitable')",-0.92793864,-0.9758959,-1.7391901,-1.819862,-0.2120975,-0.21770303,-0.8403049,-0.882777,-0.0424721
20,-0.5515038,-0.5350185,"('rough', 'thoughtful')",-0.4869276,-0.39626467,0.6961166,0.73342127,0.9589598,0.9629721,0.1541613,0.1912775,0.0371162
21,0.9818604,0.959535,"('immoral', 'moral')",1.201048,1.1562053,0.7518887,0.7523256,-0.6391791,-0.557637,0.5739045,0.5776072,0.0037027
22,0.46944273,0.4588202,"('untrustworthy', 'trustworthy')",-0.78842455,-0.82779616,0.9253578,0.94542384,-0.9236418,-0.8724333,-0.0793165,-0.0739964,0.0053201
23,-0.4330194,-0.49884757,"('insincere', 'sincere')",-0.1823732,-0.1515516,0.17084578,0.23038962,6.1041646,5.9587703,1.4149045,1.3846902,-0.0302143
24,0.30624595,0.2897873,"('dishonest', 'honest')",0.809481,0.83354604,-0.17902388,-0.123265356,0.92817336,0.93036646,0.4662191,0.4826086,0.0163895
25,-1.1220546,-1.162571,"('egoistic', 'altruistic')",0.97291064,0.9146617,-0.25173515,-0.352244,1.4123769,1.3088475,0.2528744,0.1771736,-0.0757008
26,-1.0774413,-1.1729828,"('hardhearted', 'benevolent')",0.70760155,0.6923233,0.46314573,0.4032864,1.3802543,1.2899985,0.3683901,0.3031564,-0.0652337
27,-0.5668349,-0.49917245,"('hardhearted', 'softhearted')",0.14026979,0.23166102,-0.6056522,-0.4842082,1.1689013,1.1453964,0.034171,0.0984192,0.0642482
28,-0.6872032,-0.82454175,"('disloyal', 'loyal')",0.3558554,0.20363167,0.667595,0.4772974,1.0228474,0.85553104,0.3397737,0.1779796,-0.1617941
29,0.016391326,-0.004236512,"('unfair', 'fair')",-0.515958,-0.50561965,-0.5776508,-0.6360951,-0.7446821,-0.90012175,-0.4554749,-0.5115182,-0.0560433
30,0.44928735,0.3817197,"('intolerant', 'tolerant')",0.95460063,0.9080793,0.66594017,0.6072619,1.449478,1.4471434,0.8798265,0.8360511,-0.0437754
31,-0.8629895,-0.8595335,"('evil', 'good')",-1.0888098,-1.1001986,-1.7340848,-1.761619,-1.1730608,-1.2819006,-1.2147362,-1.250813,-0.0360768
32,-0.05167005,-0.119447835,"('unkind', 'kind')",0.16986287,0.18881488,0.98352784,0.9368736,0.90188515,0.8443344,0.5009015,0.4626437,-0.0382578
33,0.4275882,0.4123542,"('wrong', 'right')",1.4334773,1.379386,-0.4062096,-0.40912145,-0.55447596,-0.5864548,0.225095,0.199041,-0.026054
34,-0.057663813,0.054860648,"('mean', 'honorable')",0.09632633,0.21628761,-0.18619393,-0.025130063,6.20351,6.216567,1.5139946,1.6156464,0.1016518
35,-0.56327647,-0.6419062,"('corrupt', 'incorrupt')",-0.3736873,-0.43076202,-1.5997192,-1.7382214,-0.12389229,-0.3407484,-0.6651438,-0.7879095,-0.1227657
36,-1.0238619,-1.1828759,"('hostile', 'amicable')",-0.3923413,-0.56515837,-1.6014154,-1.8257525,0.18749453,-0.03860961,-0.707531,-0.9030991,-0.1955681
37,-0.2002137,-0.14579226,"('fake', 'genuine')",0.11729562,0.17896329,0.006960001,0.083439864,0.29109517,0.31437182,0.0537843,0.1077457,0.0539614
38,-0.28155443,-0.36081958,"('untruthful', 'truthful')",0.75033,0.7082956,-0.26347095,-0.30150485,0.30849242,0.30131236,0.1284493,0.0868209,-0.0416284
39,1.6568851,1.7039014,"('exploitative', 'cooperative')",0.33528766,0.4292726,1.8954567,1.9207461,0.052332997,0.047755778,0.9849906,1.0254189,0.0404283
40,-0.3720093,-0.34852138,"('stingy', 'generous')",0.1783001,0.16423039,0.018833674,0.14698455,-1.7622349,-1.6679748,-0.4842776,-0.4263203,0.0579573
41,-0.35933712,-0.42146555,"('unforgiving', 'forgiving')",-0.68284833,-0.7900075,0.8012009,0.76580524,0.29662514,0.27203366,0.0139102,-0.0434085,-0.0573187
42,1.013887,1.0727497,"('unreliable', 'reliable')",0.349429,0.3859746,1.3850173,1.4852365,-2.8948584,-2.7091675,-0.0366312,0.0586983,0.0953295
43,0.49002674,0.49983633,"('irresponsible', 'responsible')",1.0215724,1.1066473,0.72225314,0.79922223,0.7826928,0.8208761,0.7541362,0.8066455,0.0525093
44,0.72339267,0.74236834,"('prejudiced', 'unprejudiced')",-0.35789365,-0.27079472,-0.35595486,-0.42995057,-1.449982,-1.5177088,-0.3601095,-0.3690214,-0.0089119
45,0.12373401,0.09113005,"('incompetent', 'competent')",-0.3716774,-0.36002162,0.38697073,0.37151986,-0.24085219,-0.22327778,-0.0254562,-0.0301624,-0.0047062
46,-0.28844565,-0.26886323,"('uncompetitive', 'competitive')",-0.1979419,-0.13511887,1.5656987,1.6456878,-0.7879347,-0.6657149,0.0728441,0.1439977,0.0711536
47,0.5794505,0.6575144,"('stupid', 'smart')",0.8494895,0.951992,0.8787266,0.96313405,5.727233,5.7161455,2.0087249,2.0721965,0.0634716
48,-0.32692423,-0.40599686,"('unintelligent', 'intelligent')",0.86783373,0.78958744,-0.6405633,-0.64844865,0.296797,0.30722165,0.0492858,0.0105909,-0.0386949
49,-0.30209646,-0.32702833,"('unable', 'able')",-0.3657049,-0.33073756,-0.75677496,-0.72445095,-0.4512742,-0.36803925,-0.4689626,-0.437564,0.0313986
50,-0.29192394,-0.30604592,"('clumsy', 'skillful')",-0.20365334,-0.21233232,0.1987821,0.1941008,-0.0005277172,0.022847049,-0.0743307,-0.0753576,-0.0010269
51,0.18076655,0.14505576,"('uneducated', 'educated')",-0.19911262,-0.30444324,0.7410042,0.66947055,0.58667076,0.58430463,0.3273322,0.2735969,-0.0537353
52,0.08608094,-0.08306027,"('irrational', 'rational')",0.27330053,0.09134002,-1.2320398,-1.3766314,-0.18027629,-0.3524507,-0.2632337,-0.4302006,-0.1669669
53,-1.0085235,-1.0889145,"('uncreative', 'creative')",0.73660004,0.6695776,-0.061119445,-0.11579944,1.0231707,0.9925434,0.172532,0.1143518,-0.0581802
54,-0.3473588,-0.47835854,"('incapable', 'capable')",-0.040890653,-0.07407646,-0.46789524,-0.5439576,0.9603621,0.8811524,0.0260544,-0.0538101,-0.0798645
55,-0.016246472,-0.01958884,"('incompetent', 'clever')",-0.5797258,-0.5922998,1.0662398,1.0719488,0.03516177,0.07802412,0.1263573,0.1345211,0.0081638
56,0.9807316,0.93998754,"('impractical', 'practical')",1.3573155,1.349603,1.2014148,1.1804492,0.23391476,0.27028883,0.9433442,0.9350822,-0.008262
57,-0.76188594,-0.82538724,"('unimaginative', 'imaginative')",0.7585316,0.68721724,-0.1508896,-0.21059775,-2.553577,-2.496645,-0.6769552,-0.7113532,-0.034398
58,-0.45832077,-0.5567573,"('undiscriminating', 'discriminating')",0.88128877,0.8167139,0.7463258,0.6925677,0.07440953,0.07409339,0.3109258,0.2566544,-0.0542714
