,varex_male,varex_female,tuple,imaging_male,imaging_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0190939,-1.1026641,"('unsociable', 'sociable')",0.14715122,0.055196993,-0.2902071,-0.3932671,-0.3873832,-0.4802447,-0.0928615
1,-1.8215989,-2.0629263,"('unfriendly', 'friendly')",-0.09645387,-0.21901633,1.1859937,0.9888671,-0.2440197,-0.4310252,-0.1870055
2,0.20350063,0.21937723,"('unlikable', 'likable')",1.0627813,1.1094836,0.94663876,0.9304988,0.7376402,0.7531199,0.0154797
3,-0.8642231,-0.69938046,"('repellent', 'pleasant')",-0.91920006,-0.7900104,0.35513088,0.43884486,-0.4760974,-0.350182,0.1259154
4,-0.4654559,-0.5149432,"('disliked', 'liked')",-0.6607091,-0.677852,-5.7168875,-6.116089,-2.2810175,-2.4362947,-0.1552772
5,-1.2370172,-1.2797552,"('distant', 'outgoing')",-0.86924654,-0.79068935,-0.48333544,-0.49610263,-0.8631997,-0.8555157,0.007684
6,-1.2136273,-1.2826644,"('distant', 'open')",-0.99958444,-0.9728259,-0.5718196,-0.5749538,-0.9283438,-0.9434814,-0.0151376
7,-0.6599344,-0.6597975,"('insensitive', 'sensitive')",0.26258266,0.2535935,-0.03653318,0.0061234273,-0.1446283,-0.1333602,0.0112681
8,-0.9209833,-1.1289091,"('unaffectionate', 'affectionate')",-0.15312943,-0.25035352,0.4356402,0.3786346,-0.2128242,-0.3335427,-0.1207185
9,-1.3290213,-1.5283475,"('unaffectionate', 'caring')",0.33269387,0.29006025,0.84488755,0.8340734,-0.05048,-0.1347379,-0.0842579
10,-1.5877941,-1.5476522,"('unsympathetic', 'sympathetic')",-0.6093803,-0.57069945,-0.92525744,-0.86991686,-1.0408106,-0.9960895,0.0447211
11,-0.7171782,-0.72518784,"('unhelpful', 'helpful')",-0.030718928,0.00082167797,1.5809073,1.6342038,0.2776701,0.3032792,0.0256091
12,-0.9268188,-0.9282339,"('unsupportive', 'supportive')",0.52304816,0.6559118,-2.1029618,-2.1326566,-0.8355775,-0.8016596,0.0339179
13,-0.395893,-0.3775991,"('impolite', 'polite')",0.33247706,0.31551334,-0.7681914,-0.6637037,-0.2772024,-0.2419298,0.0352726
14,-0.18108504,-0.074854046,"('antisocial', 'social')",0.7870259,0.7802107,-0.025740825,-0.039587356,0.1934,0.2219231,0.0285231
15,0.26783475,0.108075954,"('boring', 'funny')",0.9878353,0.8525049,0.20910957,0.16823332,0.4882599,0.3762714,-0.1119885
