,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,0.9208441,0.87253785,"('unsociable', 'sociable')",0.9208441,0.8725379,-0.0483062
1,0.75102323,0.6570146,"('unfriendly', 'friendly')",0.7510232,0.6570146,-0.0940086
2,0.137235,0.16445598,"('unlikable', 'likable')",0.137235,0.164456,0.027221
3,0.8790666,0.96233267,"('repellent', 'pleasant')",0.8790666,0.9623327,0.0832661
4,-7.554282,-7.788659,"('disliked', 'liked')",-7.5542822,-7.7886591,-0.2343769
5,-1.2223206,-1.2174256,"('distant', 'outgoing')",-1.2223206,-1.2174256,0.004895
6,-0.7854175,-0.8690092,"('distant', 'open')",-0.7854175,-0.8690092,-0.0835917
7,1.9896144,1.9619824,"('insensitive', 'sensitive')",1.9896144,1.9619824,-0.027632
8,1.1153395,0.9906447,"('unaffectionate', 'affectionate')",1.1153395,0.9906447,-0.1246948
9,1.7523253,1.7940494,"('unaffectionate', 'caring')",1.7523253,1.7940494,0.0417241
10,2.0824692,2.137386,"('unsympathetic', 'sympathetic')",2.0824692,2.1373861,0.0549169
11,2.1688578,2.3005352,"('unhelpful', 'helpful')",2.1688578,2.3005352,0.1316774
12,-0.9899349,-1.0093867,"('unsupportive', 'supportive')",-0.9899349,-1.0093867,-0.0194518
13,0.5548865,0.6297717,"('impolite', 'polite')",0.5548865,0.6297717,0.0748852
14,0.5858813,0.5541405,"('antisocial', 'social')",0.5858813,0.5541405,-0.0317408
15,0.2797722,0.115238495,"('boring', 'funny')",0.2797722,0.1152385,-0.1645337
16,-0.6725179,-0.6368102,"('unpopular', 'popular')",-0.6725179,-0.6368102,0.0357077
17,-0.3422673,-0.38618523,"('nasty', 'nice')",-0.3422673,-0.3861852,-0.0439179
18,-0.89542925,-0.85080284,"('disagreeable', 'welcoming')",-0.8954293,-0.8508028,0.0446265
19,-1.0908004,-1.1083817,"('inhospitable', 'hospitable')",-1.0908004,-1.1083817,-0.0175813
20,1.1369902,1.0643997,"('rough', 'thoughtful')",1.1369902,1.0643997,-0.0725905
21,0.25790548,0.47373137,"('immoral', 'moral')",0.2579055,0.4737314,0.2158259
22,0.06712711,-0.020811655,"('untrustworthy', 'trustworthy')",0.0671271,-0.0208117,-0.0879388
23,6.68608,6.8731284,"('insincere', 'sincere')",6.68608,6.8731284,0.1870484
24,1.7491984,1.756776,"('dishonest', 'honest')",1.7491984,1.756776,0.0075776
25,-0.016800754,-0.034200884,"('egoistic', 'altruistic')",-0.0168008,-0.0342009,-0.0174001
26,0.9146918,0.59903336,"('hardhearted', 'benevolent')",0.9146918,0.5990334,-0.3156584
27,1.6700743,1.49031,"('hardhearted', 'softhearted')",1.6700743,1.49031,-0.1797643
28,1.2646961,1.1802028,"('disloyal', 'loyal')",1.2646961,1.1802028,-0.0844933
29,-0.6945558,-0.8126449,"('unfair', 'fair')",-0.6945558,-0.8126449,-0.1180891
30,1.2782307,1.4163462,"('intolerant', 'tolerant')",1.2782307,1.4163462,0.1381155
31,-2.0321925,-2.133171,"('evil', 'good')",-2.0321925,-2.1331711,-0.1009786
32,1.5105921,1.3948511,"('unkind', 'kind')",1.5105921,1.3948511,-0.115741
33,-0.5681236,-0.69917893,"('wrong', 'right')",-0.5681236,-0.6991789,-0.1310553
34,4.438311,4.740539,"('mean', 'honorable')",4.4383111,4.7405391,0.302228
35,-1.3474514,-1.7608126,"('corrupt', 'incorrupt')",-1.3474514,-1.7608126,-0.4133612
36,-1.2608602,-1.4554416,"('hostile', 'amicable')",-1.2608602,-1.4554416,-0.1945814
37,1.1585046,1.116146,"('fake', 'genuine')",1.1585046,1.116146,-0.0423586
38,-0.22729404,-0.109779626,"('untruthful', 'truthful')",-0.227294,-0.1097796,0.1175144
39,0.33926785,0.49854633,"('exploitative', 'cooperative')",0.3392678,0.4985463,0.1592785
40,-1.3780711,-1.6895835,"('stingy', 'generous')",-1.3780711,-1.6895835,-0.3115124
