,versum_male,versum_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.7398136,-1.8403668,"('unsociable', 'sociable')",1.0282896,0.9364968,-0.84664905,-0.97322375,-0.519391,-0.6256979,-0.1063069
1,-1.6178774,-1.7640406,"('unfriendly', 'friendly')",0.5454168,0.28349087,2.2958055,2.2173488,0.4077816,0.2455997,-0.1621819
2,0.15814935,0.2633224,"('unlikable', 'likable')",0.44657114,0.4690128,0.49564937,0.56457496,0.3667899,0.4323034,0.0655135
3,-0.920892,-0.9042,"('repellent', 'pleasant')",0.64994276,0.77732843,0.0963755,0.17254698,-0.0581912,0.0152251,0.0734163
4,0.0034758411,-0.082262345,"('disliked', 'liked')",-0.77657187,-0.8627524,-6.068947,-6.1472654,-2.280681,-2.3640935,-0.0834125
5,-1.0721682,-1.0280135,"('distant', 'outgoing')",-1.3039423,-1.3144065,0.23683019,0.24242365,-0.7130934,-0.6999989,0.0130945
6,-1.510769,-1.4403201,"('distant', 'open')",-1.9337804,-1.9383225,0.53906935,0.5838744,-0.9684934,-0.9315894,0.036904
7,-0.79022515,-0.8684864,"('insensitive', 'sensitive')",0.5521431,0.5793686,0.6756889,0.7255437,0.145869,0.1454753,-0.0003937
8,-1.3852783,-1.4085798,"('unaffectionate', 'affectionate')",-0.693014,-0.7473277,1.2907618,1.254168,-0.2625102,-0.3005799,-0.0380697
9,-1.632287,-1.709791,"('unaffectionate', 'caring')",-0.020345196,-0.10555188,1.4670261,1.4642727,-0.0618687,-0.1170233,-0.0551546
10,-1.567049,-1.6761695,"('unsympathetic', 'sympathetic')",0.54692775,0.525542,-0.86558944,-0.8333446,-0.6285702,-0.661324,-0.0327538
11,-0.97183037,-0.9474862,"('unhelpful', 'helpful')",0.33325994,0.33981383,1.4068372,1.5548187,0.2560889,0.3157155,0.0596266
12,-1.5836456,-1.5755817,"('unsupportive', 'supportive')",0.93617994,0.99748987,-1.7087641,-1.6595216,-0.7854099,-0.7458711,0.0395388
13,-0.56446016,-0.5934575,"('impolite', 'polite')",0.65247124,0.60862243,-0.70163226,-0.7806159,-0.2045404,-0.2551503,-0.0506099
14,-0.10351844,-0.055304974,"('antisocial', 'social')",1.78142,1.8311719,-0.849083,-0.8884663,0.2762728,0.2958002,0.0195274
15,0.17619921,0.08073225,"('boring', 'funny')",-0.9835076,-1.0398085,0.62710524,0.570819,-0.0600677,-0.1294191,-0.0693514
16,-0.797022,-0.7987405,"('unpopular', 'popular')",-1.168374,-1.1631668,0.6227323,0.652546,-0.4475545,-0.4364537,0.0111008
17,0.20511223,0.25670904,"('nasty', 'nice')",-0.4563989,-0.34194097,-0.19967322,-0.1579288,-0.15032,-0.0810536,0.0692664
18,-0.5903843,-0.53070295,"('disagreeable', 'welcoming')",-0.32325196,-0.28369468,-0.22088613,-0.22563592,-0.3781741,-0.3466779,0.0314962
19,-1.1661357,-1.1450129,"('inhospitable', 'hospitable')",-1.9980057,-2.0442355,0.4305365,0.4959311,-0.9112016,-0.8977724,0.0134292
20,0.14375952,0.1550874,"('rough', 'thoughtful')",0.35966355,0.3878283,0.8545103,0.8358852,0.4526445,0.4596003,0.0069558
21,0.20396295,0.09628551,"('immoral', 'moral')",1.3873432,1.3553953,-0.9256961,-0.824233,0.22187,0.2091493,-0.0127207
22,-0.057617575,-0.04499658,"('untrustworthy', 'trustworthy')",0.030114874,0.043490794,-1.0216153,-1.0175297,-0.349706,-0.3396785,0.0100275
23,-0.8546484,-0.9236364,"('insincere', 'sincere')",1.4028553,1.3312123,5.443951,5.511125,1.997386,1.9729004,-0.0244856
24,-0.6799793,-0.6864514,"('dishonest', 'honest')",0.51349586,0.5241349,0.8033883,0.79025435,0.2123016,0.2093126,-0.002989
25,0.11683607,0.15813656,"('egoistic', 'altruistic')",1.0957958,1.1466749,1.984659,1.9479598,1.0657636,1.0842571,0.0184935
26,0.23239258,0.06787172,"('hardhearted', 'benevolent')",0.4534475,0.3040509,1.6429625,1.5236028,0.7762675,0.6318418,-0.1444257
27,-0.27956873,-0.21704453,"('hardhearted', 'softhearted')",-0.035297513,0.036487967,1.7443113,1.6365596,0.4764817,0.4853344,0.0088527
28,-0.69312036,-0.863688,"('disloyal', 'loyal')",0.2446227,0.06925685,1.0278065,0.9726419,0.193103,0.0594036,-0.1336994
29,-0.4886159,-0.54840165,"('unfair', 'fair')",-0.98927337,-1.061527,-0.3619088,-0.49853915,-0.613266,-0.7028226,-0.0895566
30,0.54226315,0.4769411,"('intolerant', 'tolerant')",1.5306647,1.484495,0.96731085,0.93440545,1.013413,0.9652805,-0.0481325
31,-0.988622,-0.9218884,"('evil', 'good')",-1.3234781,-1.3202417,-0.2942305,-0.34206814,-0.8687769,-0.8613994,0.0073775
32,-0.43260595,-0.4794367,"('unkind', 'kind')",0.8932314,0.7894807,0.8205606,0.7145649,0.427062,0.3415363,-0.0855257
33,0.5514935,0.5186346,"('wrong', 'right')",0.5530275,0.48488098,0.1354667,-0.014887124,0.4133292,0.3295428,-0.0837864
34,-0.26721513,-0.17298557,"('mean', 'honorable')",0.19756651,0.3282243,5.9128594,6.155134,1.9477369,2.1034576,0.1557207
35,1.2198693,1.1703904,"('corrupt', 'incorrupt')",-1.6031629,-1.6431999,0.38752228,0.16195181,0.0014096,-0.1036192,-0.1050288
36,-0.33199412,-0.47945112,"('hostile', 'amicable')",-1.966343,-2.0801353,0.8579334,0.62605596,-0.4801346,-0.6445102,-0.1643756
37,0.19685125,0.21524481,"('fake', 'genuine')",0.1319034,0.0936482,0.22388424,0.2730474,0.184213,0.1939801,0.0097671
38,-1.0535395,-1.0415897,"('untruthful', 'truthful')",-0.27406558,-0.27891374,-0.00938132,0.06381583,-0.4456621,-0.4188959,0.0267662
39,0.85708714,0.8439065,"('exploitative', 'cooperative')",0.20888476,0.2593398,0.22743562,0.21738115,0.4311358,0.4402092,0.0090734
40,0.18268184,0.12649517,"('stingy', 'generous')",1.4879804,1.4548726,-1.081713,-1.1953014,0.1963164,0.1286888,-0.0676276
41,-0.47889733,-0.4699313,"('unforgiving', 'forgiving')",0.7126624,0.69643307,0.17479116,0.09360663,0.1361854,0.1067028,-0.0294826
42,0.27913642,0.38065636,"('unreliable', 'reliable')",-0.12792595,-0.03681191,-3.6496527,-3.5179913,-1.1661474,-1.058049,0.1080984
43,-1.2932669,-1.2217846,"('irresponsible', 'responsible')",0.3910815,0.4449549,0.0002510436,0.06943964,-0.3006448,-0.2357967,0.0648481
44,1.1963887,1.2675875,"('prejudiced', 'unprejudiced')",-0.57699764,-0.499285,-1.5716523,-1.5671014,-0.3174204,-0.2662663,0.0511541
45,-1.2165477,-1.2741683,"('incompetent', 'competent')",0.7921777,0.8562581,-0.33942193,-0.29337227,-0.2545973,-0.2370941,0.0175032
46,-1.0489727,-1.1021434,"('uncompetitive', 'competitive')",1.151107,1.1439056,-1.031959,-1.0611686,-0.3099416,-0.3398021,-0.0298605
47,-0.054462276,0.09754584,"('stupid', 'smart')",1.1028895,1.2178257,5.2568665,5.4647927,2.1017645,2.2600547,0.1582902
48,-0.29636222,-0.39064285,"('unintelligent', 'intelligent')",0.8894955,0.8305746,0.38289428,0.37086773,0.3253425,0.2702665,-0.055076
49,0.042138252,0.076064676,"('unable', 'able')",-0.8008999,-0.70171654,0.009396007,0.166739,-0.2497885,-0.1529709,0.0968176
50,0.056347102,0.092126474,"('clumsy', 'skillful')",-0.40098074,-0.39257377,0.30858028,0.3057408,-0.0120178,0.0017645,0.0137823
51,-0.73698825,-0.87604654,"('uneducated', 'educated')",0.23085077,0.07928184,0.13412428,0.057886563,-0.1240044,-0.2462927,-0.1222883
52,0.04449808,-0.11168492,"('irrational', 'rational')",-0.58050984,-0.8093403,0.9453028,0.83741033,0.1364303,-0.0278716,-0.1643019
53,-1.4331808,-1.4212791,"('uncreative', 'creative')",0.037884362,-0.08286478,0.9084071,0.8596805,-0.1622965,-0.2148211,-0.0525246
54,-0.5674463,-0.6446932,"('incapable', 'capable')",-1.1485953,-1.2260817,1.2774851,1.3635851,-0.1461855,-0.1690633,-0.0228778
55,-0.46333826,-0.49479753,"('incompetent', 'clever')",0.7073924,0.7735013,-0.40507665,-0.33466652,-0.0536742,-0.0186543,0.0350199
56,-0.35923702,-0.34064522,"('impractical', 'practical')",1.5994402,1.6792789,-0.98590857,-0.8581815,0.0847649,0.1601507,0.0753858
57,-1.2607013,-1.3987217,"('unimaginative', 'imaginative')",0.10880847,0.040735025,-2.4299936,-2.4751368,-1.1939621,-1.2777078,-0.0837457
