,interior_male,interior_female,tuple,average_male,average_female,female-male
0,0.14933507,-0.124490224,"('unsociable', 'sociable')",0.1493351,-0.1244902,-0.2738253
1,1.0448345,1.0141554,"('unfriendly', 'friendly')",1.0448345,1.0141554,-0.0306791
2,0.6960958,0.82630336,"('unlikable', 'likable')",0.6960958,0.8263034,0.1302076
3,0.13446788,0.10584682,"('repellent', 'pleasant')",0.1344679,0.1058468,-0.0286211
4,-6.6960826,-6.707096,"('disliked', 'liked')",-6.6960826,-6.7070961,-0.0110135
5,-0.56274,-0.34934938,"('distant', 'outgoing')",-0.56274,-0.3493494,0.2133906
6,-0.3746842,-0.1391648,"('distant', 'open')",-0.3746842,-0.1391648,0.2355194
7,0.70655113,0.63720185,"('insensitive', 'sensitive')",0.7065511,0.6372018,-0.0693493
8,0.6360278,0.6807814,"('unaffectionate', 'affectionate')",0.6360278,0.6807814,0.0447536
9,1.7041029,1.8201761,"('unaffectionate', 'caring')",1.7041029,1.8201761,0.1160732
10,0.76099473,0.7008775,"('unsympathetic', 'sympathetic')",0.7609947,0.7008775,-0.0601172
11,2.3490272,2.3143349,"('unhelpful', 'helpful')",2.3490272,2.3143349,-0.0346923
12,-1.1238728,-1.0974673,"('unsupportive', 'supportive')",-1.1238728,-1.0974673,0.0264055
13,0.48959517,0.32390136,"('impolite', 'polite')",0.4895952,0.3239014,-0.1656938
14,0.072894365,-0.18058623,"('antisocial', 'social')",0.0728944,-0.1805862,-0.2534806
15,0.6166489,0.5647166,"('boring', 'funny')",0.6166489,0.5647166,-0.0519323
16,-0.024493441,-0.011261895,"('unpopular', 'popular')",-0.0244934,-0.0112619,0.0132315
17,-0.057238158,0.013600312,"('nasty', 'nice')",-0.0572382,0.0136003,0.0708385
18,-0.57982063,-0.58788323,"('disagreeable', 'welcoming')",-0.5798206,-0.5878832,-0.0080626
19,-0.8374819,-0.6709,"('inhospitable', 'hospitable')",-0.8374819,-0.6709,0.1665819
20,0.784509,0.7005625,"('rough', 'thoughtful')",0.784509,0.7005625,-0.0839465
21,0.46243933,0.45119187,"('immoral', 'moral')",0.4624393,0.4511919,-0.0112474
22,-0.6654261,-0.7063352,"('untrustworthy', 'trustworthy')",-0.6654261,-0.7063352,-0.0409091
23,6.126929,6.0154443,"('insincere', 'sincere')",6.1269288,6.0154443,-0.1114845
24,1.5595125,1.5427701,"('dishonest', 'honest')",1.5595125,1.5427701,-0.0167424
25,0.7264706,0.6671611,"('egoistic', 'altruistic')",0.7264706,0.6671611,-0.0593095
26,0.98259693,0.7807568,"('hardhearted', 'benevolent')",0.9825969,0.7807568,-0.2018401
27,1.2416767,1.2192162,"('hardhearted', 'softhearted')",1.2416767,1.2192162,-0.0224605
28,0.60110426,0.50861776,"('disloyal', 'loyal')",0.6011043,0.5086178,-0.0924865
29,-1.0487269,-1.0686667,"('unfair', 'fair')",-1.0487269,-1.0686667,-0.0199398
30,0.8585081,0.7730257,"('intolerant', 'tolerant')",0.8585081,0.7730257,-0.0854824
31,-1.8813741,-1.7650385,"('evil', 'good')",-1.8813741,-1.7650385,0.1163356
32,1.431123,1.3162644,"('unkind', 'kind')",1.431123,1.3162644,-0.1148586
33,0.2614592,0.31535125,"('wrong', 'right')",0.2614592,0.3153512,0.053892
34,4.5873365,4.6857443,"('mean', 'honorable')",4.5873365,4.6857443,0.0984078
35,-1.2204548,-1.2479864,"('corrupt', 'incorrupt')",-1.2204548,-1.2479864,-0.0275316
36,-0.7675384,-0.7839701,"('hostile', 'amicable')",-0.7675384,-0.7839701,-0.0164317
37,0.52543515,0.5277331,"('fake', 'genuine')",0.5254351,0.5277331,0.002298
38,0.30518818,0.28311294,"('untruthful', 'truthful')",0.3051882,0.2831129,-0.0220753
39,-0.12021446,-0.13758641,"('exploitative', 'cooperative')",-0.1202145,-0.1375864,-0.0173719
40,-1.8958259,-1.9467227,"('stingy', 'generous')",-1.8958259,-1.9467227,-0.0508968
41,-0.22937906,-0.25345632,"('unforgiving', 'forgiving')",-0.2293791,-0.2534563,-0.0240772
42,-1.9350256,-1.8109605,"('unreliable', 'reliable')",-1.9350256,-1.8109605,0.1240651
43,1.1145506,1.1300292,"('irresponsible', 'responsible')",1.1145506,1.1300292,0.0154786
44,-0.8325084,-0.7914327,"('prejudiced', 'unprejudiced')",-0.8325084,-0.7914327,0.0410757
45,0.12509558,0.04941847,"('incompetent', 'competent')",0.1250956,0.0494185,-0.0756771
46,-0.9780394,-1.059997,"('uncompetitive', 'competitive')",-0.9780394,-1.059997,-0.0819576
47,5.1562066,5.2351913,"('stupid', 'smart')",5.1562066,5.2351913,0.0789847
48,1.103966,0.9372325,"('unintelligent', 'intelligent')",1.103966,0.9372325,-0.1667335
49,0.09209138,0.17869855,"('unable', 'able')",0.0920914,0.1786986,0.0866072
50,0.16453709,0.16510007,"('clumsy', 'skillful')",0.1645371,0.1651001,0.000563
51,0.5494418,0.40383396,"('uneducated', 'educated')",0.5494418,0.403834,-0.1456078
52,-0.61110497,-0.65742975,"('irrational', 'rational')",-0.611105,-0.6574298,-0.0463248
53,0.18131086,0.2396094,"('uncreative', 'creative')",0.1813109,0.2396094,0.0582985
54,1.0047423,1.2084186,"('incapable', 'capable')",1.0047423,1.2084186,0.2036763
55,0.52976936,0.40534738,"('incompetent', 'clever')",0.5297694,0.4053474,-0.124422
56,1.5742619,1.4421282,"('impractical', 'practical')",1.5742619,1.4421282,-0.1321337
57,-2.4636781,-2.4310508,"('unimaginative', 'imaginative')",-2.4636781,-2.4310508,0.0326273
58,-0.1024387,-0.09165643,"('undiscriminating', 'discriminating')",-0.1024387,-0.0916564,0.0107823
59,0.29996568,0.3617611,"('foolish', 'wise')",0.2999657,0.3617611,0.0617954
60,1.2883619,1.2422271,"('inefficient', 'efficient')",1.2883619,1.2422271,-0.0461348
61,0.093196094,-0.12573048,"('illogical', 'logical')",0.0931961,-0.1257305,-0.2189266
62,1.0453058,1.1282514,"('incompetent', 'brilliant')",1.0453058,1.1282514,0.0829456
63,0.28349206,0.27976394,"('unperceptive', 'insightful')",0.2834921,0.2797639,-0.0037282
64,-5.6140513,-5.641027,"('shy', 'confident')",-5.6140513,-5.641027,-0.0269757
65,0.19479695,0.08771923,"('insecure', 'secure')",0.1947969,0.0877192,-0.1070777
66,-0.32875654,-0.32162812,"('inactive', 'active')",-0.3287565,-0.3216281,0.0071284
67,-0.0015344163,0.00059811026,"('doubtful', 'determined')",-0.0015344,0.0005981,0.0021325
68,-0.6135806,-0.6095727,"('dependent', 'independent')",-0.6135806,-0.6095727,0.0040079
69,-0.98706836,-0.97953147,"('lazy', 'industrious')",-0.9870684,-0.9795315,0.0075369
70,1.1447697,1.0897311,"('lethargic', 'energetic')",1.1447697,1.0897311,-0.0550386
71,0.8406067,0.8398483,"('diffident', 'self-confident')",0.8406067,0.8398483,-0.0007584
72,1.043037,1.1917967,"('unambitious', 'ambitious')",1.0430371,1.1917967,0.1487596
73,-2.6395724,-2.501064,"('helpless', 'self-reliant')",-2.6395724,-2.5010641,0.1385083
74,-0.16127898,-0.19671421,"('undedicated', 'dedicated')",-0.161279,-0.1967142,-0.0354352
75,-1.0306826,-0.78126585,"('meek', 'impulsive')",-1.0306826,-0.7812659,0.2494167
76,-0.026161695,-0.08856605,"('anxious', 'daring')",-0.0261617,-0.088566,-0.0624043
77,-0.88729227,-0.8895441,"('unmotivated', 'motivated')",-0.8872923,-0.8895441,-0.0022518
78,-0.41680393,-0.44184837,"('nonresilient', 'resilient')",-0.4168039,-0.4418484,-0.0250445
