,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1263795,-1.2432102,"('unsociable', 'sociable')",0.007700637,-0.043664675,-0.5809369,-0.7230254,-0.5665386,-0.6699668,-0.1034282
1,-1.3213079,-1.5314995,"('unfriendly', 'friendly')",-0.5349802,-0.67735064,1.655582,1.6083006,-0.066902,-0.2001832,-0.1332812
2,0.16492733,0.2425439,"('unlikable', 'likable')",0.5196762,0.55592644,0.9664289,1.0205765,0.5503441,0.606349,0.0560049
3,-0.49364564,-0.34372875,"('repellent', 'pleasant')",0.31246522,0.44472128,0.052127972,0.060591325,-0.0430175,0.0538613,0.0968788
4,-0.21113534,-0.3342299,"('disliked', 'liked')",-0.60603595,-0.67447954,-5.071516,-5.260166,-1.9628957,-2.0896252,-0.1267295
5,-1.739495,-1.7575198,"('distant', 'outgoing')",-1.8652644,-1.7863919,-0.34231618,-0.2628386,-1.3156919,-1.2689168,0.0467751
6,-1.9291131,-1.960262,"('distant', 'open')",-2.0790322,-2.0060952,0.1240557,0.17835991,-1.2946966,-1.2626657,0.0320309
7,-0.3468036,-0.35500854,"('insensitive', 'sensitive')",0.5618286,0.63090944,0.432581,0.44153067,0.2158687,0.2391438,0.0232751
8,-0.4131075,-0.5627006,"('unaffectionate', 'affectionate')",-0.38081086,-0.43747765,0.68999666,0.6473417,-0.0346406,-0.1176122,-0.0829716
9,-0.71929467,-0.87650865,"('unaffectionate', 'caring')",-0.40315843,-0.4594675,0.92094016,0.92672217,-0.067171,-0.136418,-0.069247
10,-1.5477182,-1.5128441,"('unsympathetic', 'sympathetic')",-0.035611335,0.0498644,-0.9061713,-0.9356519,-0.8298337,-0.7995439,0.0302898
11,-0.2574806,-0.2582652,"('unhelpful', 'helpful')",0.87815964,0.89063674,1.6776555,1.6847422,0.7661115,0.7723713,0.0062598
12,-0.31592456,-0.23015833,"('unsupportive', 'supportive')",0.115927994,0.28199542,-1.8566259,-1.8093321,-0.6855408,-0.5858317,0.0997091
13,-0.4635669,-0.49627072,"('impolite', 'polite')",0.28580263,0.31391466,-0.8021884,-0.8388904,-0.3266509,-0.3404155,-0.0137646
14,0.4912231,0.5170245,"('antisocial', 'social')",1.9574072,1.9828228,-0.5779257,-0.6781662,0.6235682,0.6072271,-0.0163411
15,0.48156488,0.3147006,"('boring', 'funny')",-0.06649604,-0.18283378,0.84531415,0.7459927,0.4201277,0.2926198,-0.1275079
16,-0.26051474,-0.28340548,"('unpopular', 'popular')",-0.5100964,-0.5830304,0.6234569,0.548123,-0.0490514,-0.1061043,-0.0570529
17,0.19731168,0.24301684,"('nasty', 'nice')",-0.43024305,-0.42710838,-0.3443316,-0.3445942,-0.192421,-0.1762286,0.0161924
18,-0.34780055,-0.3498135,"('disagreeable', 'welcoming')",-0.10914842,-0.061792593,-0.23132116,-0.27385843,-0.2294234,-0.2284882,0.0009352
19,-1.3334732,-1.3830442,"('inhospitable', 'hospitable')",-1.3928858,-1.4160136,0.117661744,0.22757626,-0.8695657,-0.8571606,0.0124051
20,0.64460814,0.68466634,"('rough', 'thoughtful')",1.6570946,1.687329,0.7282982,0.6461688,1.0100003,1.0060547,-0.0039456
21,-0.43873754,-0.5444462,"('immoral', 'moral')",1.2094377,1.1966512,-0.63216746,-0.6358878,0.0461776,0.0054391,-0.0407385
22,-0.32490855,-0.32770264,"('untrustworthy', 'trustworthy')",-0.18617262,-0.17976391,-0.8447561,-0.9156854,-0.4519458,-0.474384,-0.0224382
23,-1.1001682,-1.1242925,"('insincere', 'sincere')",-0.36321026,-0.368477,4.9254346,4.866229,1.1540187,1.1244865,-0.0295322
24,-1.2756358,-1.2932209,"('dishonest', 'honest')",-1.5383036,-1.542733,0.48939446,0.45938477,-0.7748484,-0.7921897,-0.0173413
