,severity_male,severity_female,tuple,average_male,average_female,female-male
0,0.43966714,0.3747782,"('unsociable', 'sociable')",0.4396671,0.3747782,-0.0648889
1,0.8045506,0.9130004,"('unfriendly', 'friendly')",0.8045506,0.9130004,0.1084498
2,0.34280795,0.54082745,"('unlikable', 'likable')",0.3428079,0.5408275,0.1980196
3,0.8788568,1.0391923,"('repellent', 'pleasant')",0.8788568,1.0391923,0.1603355
4,-7.6748395,-7.583577,"('disliked', 'liked')",-7.6748395,-7.5835772,0.0912623
5,-0.8720024,-0.6918204,"('distant', 'outgoing')",-0.8720024,-0.6918204,0.180182
6,-0.3385316,-0.27306855,"('distant', 'open')",-0.3385316,-0.2730685,0.0654631
7,1.7552454,1.7056544,"('insensitive', 'sensitive')",1.7552454,1.7056544,-0.049591
8,0.93141943,0.8742062,"('unaffectionate', 'affectionate')",0.9314194,0.8742062,-0.0572132
9,1.2467194,1.2775809,"('unaffectionate', 'caring')",1.2467194,1.2775809,0.0308615
10,2.1753795,1.9163715,"('unsympathetic', 'sympathetic')",2.1753795,1.9163715,-0.259008
11,2.2015188,2.1224294,"('unhelpful', 'helpful')",2.2015188,2.1224294,-0.0790894
12,-1.0852879,-1.0452604,"('unsupportive', 'supportive')",-1.0852879,-1.0452604,0.0400275
13,0.4443487,0.44661894,"('impolite', 'polite')",0.4443487,0.4466189,0.0022702
14,0.3691444,0.4452509,"('antisocial', 'social')",0.3691444,0.4452509,0.0761065
15,0.12014787,0.19695565,"('boring', 'funny')",0.1201479,0.1969557,0.0768078
16,-0.85993963,-0.66342115,"('unpopular', 'popular')",-0.8599396,-0.6634212,0.1965184
17,0.08592868,-0.064603195,"('nasty', 'nice')",0.0859287,-0.0646032,-0.1505319
18,-0.6790221,-0.5215226,"('disagreeable', 'welcoming')",-0.6790221,-0.5215226,0.1574995
19,-0.66033626,-0.7132756,"('inhospitable', 'hospitable')",-0.6603363,-0.7132756,-0.0529393
20,0.91122985,0.7807967,"('rough', 'thoughtful')",0.9112298,0.7807967,-0.1304331
21,0.31402633,0.4624797,"('immoral', 'moral')",0.3140263,0.4624797,0.1484534
22,0.30827737,0.34741345,"('untrustworthy', 'trustworthy')",0.3082774,0.3474135,0.0391361
23,6.467664,6.588787,"('insincere', 'sincere')",6.4676638,6.5887871,0.1211233
24,1.8252459,1.8912627,"('dishonest', 'honest')",1.8252459,1.8912627,0.0660168
25,0.035933886,0.12309902,"('egoistic', 'altruistic')",0.0359339,0.123099,0.0871651
26,0.42055103,0.17746654,"('hardhearted', 'benevolent')",0.420551,0.1774665,-0.2430845
27,1.7149999,1.5156745,"('hardhearted', 'softhearted')",1.7149999,1.5156745,-0.1993254
28,1.4060549,1.1804332,"('disloyal', 'loyal')",1.4060549,1.1804332,-0.2256217
29,-0.34257206,-0.49625498,"('unfair', 'fair')",-0.3425721,-0.496255,-0.1536829
30,1.3361263,1.3301947,"('intolerant', 'tolerant')",1.3361263,1.3301947,-0.0059316
31,-1.484992,-1.4026574,"('evil', 'good')",-1.484992,-1.4026574,0.0823346
32,1.4678147,1.3152269,"('unkind', 'kind')",1.4678147,1.3152269,-0.1525878
33,-0.989669,-0.87292457,"('wrong', 'right')",-0.989669,-0.8729246,0.1167444
34,4.092973,4.429072,"('mean', 'honorable')",4.0929732,4.4290719,0.3360987
35,-1.0638931,-1.3290012,"('corrupt', 'incorrupt')",-1.0638931,-1.3290012,-0.2651081
36,-0.83606267,-1.0590796,"('hostile', 'amicable')",-0.8360627,-1.0590796,-0.2230169
