,scow_male,scow_female,tuple,average_male,average_female,female-male
0,0.19750497,0.026252469,"('unsociable', 'sociable')",0.197505,0.0262525,-0.1712525
1,-0.61484396,-1.1368253,"('unfriendly', 'friendly')",-0.614844,-1.1368253,-0.5219813
2,0.42802787,0.52341455,"('unlikable', 'likable')",0.4280279,0.5234146,0.0953867
3,-0.20701604,0.05998941,"('repellent', 'pleasant')",-0.207016,0.0599894,0.2670054
4,-3.0112839,-3.360745,"('disliked', 'liked')",-3.0112839,-3.360745,-0.3494611
5,-1.4932065,-1.784196,"('distant', 'outgoing')",-1.4932065,-1.784196,-0.2909895
6,-1.3915492,-1.7079413,"('distant', 'open')",-1.3915492,-1.7079413,-0.3163921
7,0.41131353,0.33709863,"('insensitive', 'sensitive')",0.4113135,0.3370986,-0.0742149
8,0.1882869,-0.13921116,"('unaffectionate', 'affectionate')",0.1882869,-0.1392112,-0.3274981
9,0.4645047,0.18679278,"('unaffectionate', 'caring')",0.4645047,0.1867928,-0.2777119
10,0.39310986,0.47818884,"('unsympathetic', 'sympathetic')",0.3931099,0.4781888,0.0850789
11,0.6590975,0.73579836,"('unhelpful', 'helpful')",0.6590975,0.7357984,0.0767009
12,-1.1514184,-1.280697,"('unsupportive', 'supportive')",-1.1514184,-1.280697,-0.1292786
13,-0.36986214,-0.35154164,"('impolite', 'polite')",-0.3698621,-0.3515416,0.0183205
14,0.9123268,1.0166916,"('antisocial', 'social')",0.9123268,1.0166916,0.1043648
15,0.41994128,0.1939089,"('boring', 'funny')",0.4199413,0.1939089,-0.2260324
16,-0.42902887,-0.5578289,"('unpopular', 'popular')",-0.4290289,-0.5578289,-0.1288
17,-0.4067745,-0.5194588,"('nasty', 'nice')",-0.4067745,-0.5194588,-0.1126843
18,-0.8579504,-0.74629515,"('disagreeable', 'welcoming')",-0.8579504,-0.7462952,0.1116552
19,-1.803494,-2.0055735,"('inhospitable', 'hospitable')",-1.803494,-2.0055735,-0.2020795
20,0.49901205,0.49472636,"('rough', 'thoughtful')",0.4990121,0.4947264,-0.0042857
21,-0.51952624,-0.051546548,"('immoral', 'moral')",-0.5195262,-0.0515465,0.4679797
