,page_male,page_female,tuple,average_male,average_female,female-male
0,0.4841783,0.36631218,"('unsociable', 'sociable')",0.4841783,0.3663122,-0.1178661
1,1.5621443,1.5054855,"('unfriendly', 'friendly')",1.5621443,1.5054855,-0.0566588
2,0.16225295,0.16591784,"('unlikable', 'likable')",0.1622529,0.1659178,0.0036649
3,0.7329413,0.9275466,"('repellent', 'pleasant')",0.7329413,0.9275466,0.1946053
4,-7.4457164,-7.478099,"('disliked', 'liked')",-7.4457164,-7.4780989,-0.0323825
5,-0.8466565,-0.6607511,"('distant', 'outgoing')",-0.8466565,-0.6607511,0.1859054
6,-0.26282412,-0.09129213,"('distant', 'open')",-0.2628241,-0.0912921,0.171532
7,1.467539,1.5679986,"('insensitive', 'sensitive')",1.467539,1.5679986,0.1004596
8,1.0730908,1.069815,"('unaffectionate', 'affectionate')",1.0730908,1.069815,-0.0032758
9,1.8572701,2.0046928,"('unaffectionate', 'caring')",1.8572701,2.0046928,0.1474227
10,1.1789451,1.2072808,"('unsympathetic', 'sympathetic')",1.1789451,1.2072808,0.0283357
11,2.1205862,2.2679636,"('unhelpful', 'helpful')",2.1205862,2.2679636,0.1473774
12,-1.092154,-0.9637736,"('unsupportive', 'supportive')",-1.092154,-0.9637736,0.1283804
13,0.57265395,0.44409752,"('impolite', 'polite')",0.5726539,0.4440975,-0.1285564
14,0.005510412,-0.081560716,"('antisocial', 'social')",0.0055104,-0.0815607,-0.0870711
15,0.3886419,0.24694216,"('boring', 'funny')",0.3886419,0.2469422,-0.1416997
16,-0.6776214,-0.59991336,"('unpopular', 'popular')",-0.6776214,-0.5999134,0.077708
17,-0.052033674,0.010193463,"('nasty', 'nice')",-0.0520337,0.0101935,0.0622272
18,-0.626177,-0.4674175,"('disagreeable', 'welcoming')",-0.626177,-0.4674175,0.1587595
19,-0.411943,-0.2862325,"('inhospitable', 'hospitable')",-0.411943,-0.2862325,0.1257105
20,0.52706605,0.4302365,"('rough', 'thoughtful')",0.5270661,0.4302365,-0.0968296
21,-0.11232508,0.01629812,"('immoral', 'moral')",-0.1123251,0.0162981,0.1286232
22,-0.3041401,-0.16634588,"('untrustworthy', 'trustworthy')",-0.3041401,-0.1663459,0.1377942
23,7.1224313,7.2973156,"('insincere', 'sincere')",7.1224313,7.2973156,0.1748843
24,2.0008545,2.1663911,"('dishonest', 'honest')",2.0008545,2.1663911,0.1655366
25,0.91380143,0.8849211,"('egoistic', 'altruistic')",0.9138014,0.8849211,-0.0288803
26,0.950844,0.55800986,"('hardhearted', 'benevolent')",0.950844,0.5580099,-0.3928341
27,1.8375539,1.737071,"('hardhearted', 'softhearted')",1.8375539,1.737071,-0.1004829
28,1.3329573,1.3126799,"('disloyal', 'loyal')",1.3329573,1.3126799,-0.0202774
29,-0.7818809,-0.79948914,"('unfair', 'fair')",-0.7818809,-0.7994891,-0.0176082
30,0.9222992,0.9064175,"('intolerant', 'tolerant')",0.9222992,0.9064175,-0.0158817
31,-1.5982552,-1.6224868,"('evil', 'good')",-1.5982552,-1.6224868,-0.0242316
32,1.3771139,1.2830807,"('unkind', 'kind')",1.3771139,1.2830807,-0.0940332
33,-0.18569449,-0.13002867,"('wrong', 'right')",-0.1856945,-0.1300287,0.0556658
34,4.5426083,4.9624763,"('mean', 'honorable')",4.5426083,4.9624763,0.419868
35,-0.8817213,-0.9579824,"('corrupt', 'incorrupt')",-0.8817213,-0.9579824,-0.0762611
36,-1.0193626,-1.0954342,"('hostile', 'amicable')",-1.0193626,-1.0954342,-0.0760716
37,1.0705714,0.9756129,"('fake', 'genuine')",1.0705714,0.9756129,-0.0949585
38,0.29199892,0.41870567,"('untruthful', 'truthful')",0.2919989,0.4187057,0.1267068
39,0.43815085,0.42194882,"('exploitative', 'cooperative')",0.4381509,0.4219488,-0.0162021
40,-1.039584,-1.1144296,"('stingy', 'generous')",-1.039584,-1.1144296,-0.0748456
