,saxophone_male,saxophone_female,tuple,average_male,average_female,female-male
0,-0.278656,-0.2853489,"('unsociable', 'sociable')",-0.278656,-0.2853489,-0.0066929
1,1.7859318,1.701159,"('unfriendly', 'friendly')",1.7859318,1.701159,-0.0847728
2,0.23792727,0.33455548,"('unlikable', 'likable')",0.2379273,0.3345555,0.0966282
3,0.11666159,0.64442873,"('repellent', 'pleasant')",0.1166616,0.6444287,0.5277671
4,-7.1044908,-7.1079526,"('disliked', 'liked')",-7.1044908,-7.1079526,-0.0034618
5,-0.15669,-0.1252416,"('distant', 'outgoing')",-0.15669,-0.1252416,0.0314484
6,0.06309352,0.1533614,"('distant', 'open')",0.0630935,0.1533614,0.0902679
7,0.36939082,0.7435641,"('insensitive', 'sensitive')",0.3693908,0.7435641,0.3741733
8,1.6501558,1.5502689,"('unaffectionate', 'affectionate')",1.6501558,1.5502689,-0.0998869
9,2.0261598,2.0013945,"('unaffectionate', 'caring')",2.0261598,2.0013945,-0.0247653
10,0.5178855,0.7372819,"('unsympathetic', 'sympathetic')",0.5178855,0.7372819,0.2193964
11,1.7576718,1.852307,"('unhelpful', 'helpful')",1.7576718,1.852307,0.0946352
12,-1.4065589,-1.2411325,"('unsupportive', 'supportive')",-1.4065589,-1.2411325,0.1654264
13,0.0066384897,-0.04795737,"('impolite', 'polite')",0.0066385,-0.0479574,-0.0545959
14,-0.39005625,-0.38594633,"('antisocial', 'social')",-0.3900563,-0.3859463,0.00411
15,0.5516238,0.5626361,"('boring', 'funny')",0.5516238,0.5626361,0.0110123
16,-0.37027413,-0.28606138,"('unpopular', 'popular')",-0.3702741,-0.2860614,0.0842127
17,0.13861185,0.15091494,"('nasty', 'nice')",0.1386119,0.1509149,0.012303
18,-0.50942767,-0.44933116,"('disagreeable', 'welcoming')",-0.5094277,-0.4493312,0.0600965
19,-0.115219295,-0.17046681,"('inhospitable', 'hospitable')",-0.1152193,-0.1704668,-0.0552475
20,0.6838456,0.6292376,"('rough', 'thoughtful')",0.6838456,0.6292376,-0.054608
21,-0.52130234,-0.3256513,"('immoral', 'moral')",-0.5213023,-0.3256513,0.195651
22,-1.0825028,-0.97387826,"('untrustworthy', 'trustworthy')",-1.0825028,-0.9738783,0.1086245
23,6.4488654,6.4926987,"('insincere', 'sincere')",6.4488654,6.4926987,0.0438333
24,1.0826006,1.0988438,"('dishonest', 'honest')",1.0826006,1.0988438,0.0162432
25,1.2804036,1.2255293,"('egoistic', 'altruistic')",1.2804036,1.2255293,-0.0548743
26,1.4913464,0.99730396,"('hardhearted', 'benevolent')",1.4913464,0.997304,-0.4940424
27,1.5951877,1.5734397,"('hardhearted', 'softhearted')",1.5951877,1.5734397,-0.021748
28,1.0057517,0.76639295,"('disloyal', 'loyal')",1.0057517,0.7663929,-0.2393588
29,-0.9408501,-1.0386318,"('unfair', 'fair')",-0.9408501,-1.0386318,-0.0977817
30,0.96269363,0.89001167,"('intolerant', 'tolerant')",0.9626936,0.8900117,-0.0726819
31,-1.3024101,-1.174401,"('evil', 'good')",-1.3024101,-1.174401,0.1280091
32,1.4968746,1.1969999,"('unkind', 'kind')",1.4968746,1.1969999,-0.2998747
33,0.13050102,-0.04136555,"('wrong', 'right')",0.130501,-0.0413655,-0.1718665
34,4.632304,4.5425086,"('mean', 'honorable')",4.6323042,4.5425086,-0.0897956
35,-0.49476343,-0.92575824,"('corrupt', 'incorrupt')",-0.4947634,-0.9257582,-0.4309948
36,-0.37671757,-0.85861784,"('hostile', 'amicable')",-0.3767176,-0.8586178,-0.4819002
37,0.89130145,1.0081959,"('fake', 'genuine')",0.8913015,1.0081959,0.1168944
38,0.39064154,0.17009217,"('untruthful', 'truthful')",0.3906415,0.1700922,-0.2205493
39,0.4042264,0.30523384,"('exploitative', 'cooperative')",0.4042264,0.3052338,-0.0989926
40,-1.9268502,-1.6716963,"('stingy', 'generous')",-1.9268502,-1.6716963,0.2551539
41,0.45771736,0.123041704,"('unforgiving', 'forgiving')",0.4577174,0.1230417,-0.3346757
42,-3.3904154,-2.895404,"('unreliable', 'reliable')",-3.3904154,-2.8954041,0.4950113
43,0.72204113,0.8878979,"('irresponsible', 'responsible')",0.7220411,0.8878979,0.1658568
44,-1.8748473,-1.7053388,"('prejudiced', 'unprejudiced')",-1.8748473,-1.7053388,0.1695085
45,-0.48761111,-0.39239985,"('incompetent', 'competent')",-0.4876111,-0.3923998,0.0952113
46,-1.4731917,-1.4180125,"('uncompetitive', 'competitive')",-1.4731917,-1.4180125,0.0551792
47,4.9194064,4.808209,"('stupid', 'smart')",4.9194064,4.8082089,-0.1111975
48,0.32290554,0.31400582,"('unintelligent', 'intelligent')",0.3229055,0.3140058,-0.0088997
49,-0.06188388,0.16858949,"('unable', 'able')",-0.0618839,0.1685895,0.2304734
50,-0.25745246,-0.2861928,"('clumsy', 'skillful')",-0.2574525,-0.2861928,-0.0287403
51,0.08418602,0.3180007,"('uneducated', 'educated')",0.084186,0.3180007,0.2338147
52,-0.066129565,-0.13444987,"('irrational', 'rational')",-0.0661296,-0.1344499,-0.0683203
53,0.21353477,0.1342261,"('uncreative', 'creative')",0.2135348,0.1342261,-0.0793087
54,0.8953252,1.0603443,"('incapable', 'capable')",0.8953252,1.0603443,0.1650191
55,0.418974,0.7331901,"('incompetent', 'clever')",0.418974,0.7331901,0.3142161
56,0.08580414,0.23748453,"('impractical', 'practical')",0.0858041,0.2374845,0.1516804
57,-3.158621,-2.76924,"('unimaginative', 'imaginative')",-3.1586211,-2.7692399,0.3893812
58,0.39519408,0.35156852,"('undiscriminating', 'discriminating')",0.3951941,0.3515685,-0.0436256
59,-0.0061689205,0.021645423,"('foolish', 'wise')",-0.0061689,0.0216454,0.0278143
60,0.2947035,0.40246737,"('inefficient', 'efficient')",0.2947035,0.4024674,0.1077639
61,0.09573068,-0.14357704,"('illogical', 'logical')",0.0957307,-0.143577,-0.2393077
62,0.27794927,0.73105025,"('incompetent', 'brilliant')",0.2779493,0.7310503,0.453101
