,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.1498729,-1.4747094,"('unsociable', 'sociable')",-1.1498729,-1.4747094,-0.3248365
1,-1.5798675,-1.305834,"('unfriendly', 'friendly')",-1.5798675,-1.3058341,0.2740334
2,0.12874393,0.3198875,"('unlikable', 'likable')",0.1287439,0.3198875,0.1911436
3,-0.21916632,-0.116662875,"('repellent', 'pleasant')",-0.2191663,-0.1166629,0.1025034
4,-2.1374223,-1.7888478,"('disliked', 'liked')",-2.1374223,-1.7888478,0.3485745
5,-1.9845413,-1.7029011,"('distant', 'outgoing')",-1.9845413,-1.7029011,0.2816402
6,-1.2906663,-0.94766,"('distant', 'open')",-1.2906663,-0.94766,0.3430063
7,0.26945662,0.25793543,"('insensitive', 'sensitive')",0.2694566,0.2579354,-0.0115212
8,-0.54228735,-0.33765626,"('unaffectionate', 'affectionate')",-0.5422873,-0.3376563,0.204631
9,-0.610661,-0.50535345,"('unaffectionate', 'caring')",-0.610661,-0.5053535,0.1053075
10,-1.1255226,-1.54721,"('unsympathetic', 'sympathetic')",-1.1255226,-1.54721,-0.4216874
11,-0.9378757,-1.1581244,"('unhelpful', 'helpful')",-0.9378757,-1.1581244,-0.2202487
12,-1.6137596,-1.5069231,"('unsupportive', 'supportive')",-1.6137596,-1.5069231,0.1068365
13,-0.9861503,-1.2612588,"('impolite', 'polite')",-0.9861503,-1.2612588,-0.2751085
14,-0.59401464,-0.76640004,"('antisocial', 'social')",-0.5940146,-0.7664,-0.1723854
15,0.8300779,0.8001482,"('boring', 'funny')",0.8300779,0.8001482,-0.0299297
16,0.7035993,0.9023996,"('unpopular', 'popular')",0.7035993,0.9023996,0.1988003
17,-0.48045155,-0.6481131,"('nasty', 'nice')",-0.4804516,-0.6481131,-0.1676615
18,-0.6784528,-0.42954946,"('disagreeable', 'welcoming')",-0.6784528,-0.4295495,0.2489033
19,-0.55891836,-0.4890253,"('inhospitable', 'hospitable')",-0.5589184,-0.4890253,0.0698931
20,0.029106863,-0.03307616,"('rough', 'thoughtful')",0.0291069,-0.0330762,-0.0621831
21,-1.3153784,-1.2975247,"('immoral', 'moral')",-1.3153784,-1.2975247,0.0178537
22,-0.5388272,-0.6703857,"('untrustworthy', 'trustworthy')",-0.5388272,-0.6703857,-0.1315585
23,0.966328,0.758132,"('insincere', 'sincere')",0.966328,0.758132,-0.208196
24,-0.09877069,-0.10671076,"('dishonest', 'honest')",-0.0987707,-0.1067108,-0.0079401
25,0.47059226,0.61870307,"('egoistic', 'altruistic')",0.4705923,0.6187031,0.1481108
26,0.8740983,0.8943721,"('hardhearted', 'benevolent')",0.8740983,0.8943721,0.0202738
27,0.26723707,0.21933946,"('hardhearted', 'softhearted')",0.2672371,0.2193395,-0.0478976
28,0.37517238,0.28133172,"('disloyal', 'loyal')",0.3751724,0.2813317,-0.0938407
29,-0.2034601,-0.1070855,"('unfair', 'fair')",-0.2034601,-0.1070855,0.0963746
30,-0.44519463,-0.66446936,"('intolerant', 'tolerant')",-0.4451946,-0.6644694,-0.2192748
31,0.024082832,0.2562443,"('evil', 'good')",0.0240828,0.2562443,0.2321615
32,-0.002540037,-0.15706098,"('unkind', 'kind')",-0.00254,-0.157061,-0.154521
33,-0.21425089,0.015266046,"('wrong', 'right')",-0.2142509,0.015266,0.2295169
34,1.0017235,1.060682,"('mean', 'honorable')",1.0017235,1.0606821,0.0589586
35,0.546413,0.61641645,"('corrupt', 'incorrupt')",0.546413,0.6164165,0.0700035
36,0.43374425,0.6979776,"('hostile', 'amicable')",0.4337443,0.6979776,0.2642333
37,-0.7828585,-0.8788301,"('fake', 'genuine')",-0.7828585,-0.8788301,-0.0959716
38,-1.330147,-1.3070596,"('untruthful', 'truthful')",-1.330147,-1.3070596,0.0230874
39,-0.47845805,-0.4052106,"('exploitative', 'cooperative')",-0.478458,-0.4052106,0.0732474
40,-0.5009068,-0.36767757,"('stingy', 'generous')",-0.5009068,-0.3676776,0.1332292
41,0.20513046,0.028148282,"('unforgiving', 'forgiving')",0.2051305,0.0281483,-0.1769822
42,-1.111821,-1.060817,"('unreliable', 'reliable')",-1.1118211,-1.060817,0.0510041
43,-1.0205882,-1.0563561,"('irresponsible', 'responsible')",-1.0205882,-1.0563561,-0.0357679
44,-1.2970536,-1.2121729,"('prejudiced', 'unprejudiced')",-1.2970536,-1.2121729,0.0848807
