,solaredge_male,solaredge_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6479835,-0.73897237,"('unsociable', 'sociable')",-0.19655032,-0.32705274,-0.80823797,-1.0402169,-0.5509239,-0.7020807,-0.1511568
1,-1.28012,-1.3504977,"('unfriendly', 'friendly')",-0.5816275,-0.70347595,1.5732791,1.5568943,-0.0961561,-0.1656931,-0.069537
2,0.2043923,0.16461694,"('unlikable', 'likable')",0.3384443,0.33095902,1.0737528,1.1593869,0.5388631,0.5516543,0.0127912
3,-0.38452643,-0.31887525,"('repellent', 'pleasant')",0.7457641,0.7724247,0.13994111,0.15364242,0.1670596,0.2023973,0.0353377
4,-0.42217737,-0.5853582,"('disliked', 'liked')",-0.4677653,-0.5173199,-5.0909247,-5.3057594,-1.9936225,-2.1361459,-0.1425234
5,-1.2478611,-1.2272227,"('distant', 'outgoing')",-1.2486868,-1.1784849,-0.5066965,-0.30074853,-1.0010815,-0.9021521,0.0989294
6,-1.7176386,-1.6948849,"('distant', 'open')",-1.9281672,-1.8795695,-0.16185951,0.08410154,-1.2692218,-1.163451,0.1057708
7,0.49869964,0.58145905,"('insensitive', 'sensitive')",0.63534,0.6926049,0.3849917,0.4713365,0.5063438,0.5818001,0.0754563
8,-0.9607787,-0.9723271,"('unaffectionate', 'affectionate')",-0.90436643,-0.9431887,0.52113605,0.5956791,-0.4480031,-0.4399456,0.0080575
9,-0.7494324,-0.756709,"('unaffectionate', 'caring')",-0.43105957,-0.46119118,0.9070331,1.0040278,-0.0911529,-0.0712908,0.0198621
10,-1.142736,-1.1195658,"('unsympathetic', 'sympathetic')",-0.4544055,-0.4945903,-0.8795175,-0.92489195,-0.825553,-0.8463494,-0.0207964
11,-0.24290732,-0.19925545,"('unhelpful', 'helpful')",1.1237481,1.1152118,1.4862784,1.5353211,0.7890398,0.8170925,0.0280527
12,0.049641967,0.12802067,"('unsupportive', 'supportive')",0.45678118,0.5500645,-1.8439988,-1.7556767,-0.4458586,-0.3591972,0.0866614
13,-0.23156357,-0.21386433,"('impolite', 'polite')",-0.10069485,-0.117877655,-0.7335888,-0.8306764,-0.3552824,-0.3874728,-0.0321904
14,0.37977368,0.42700246,"('antisocial', 'social')",1.0519156,1.1098597,-0.5382732,-0.6558263,0.2978053,0.2936786,-0.0041267
15,0.38770247,0.2769934,"('boring', 'funny')",-0.41690388,-0.46544686,0.830346,0.773711,0.2670482,0.1950858,-0.0719624
16,-0.605086,-0.72471905,"('unpopular', 'popular')",0.12090336,0.06986518,0.7117015,0.7217089,0.0758396,0.022285,-0.0535546
17,-0.2645192,-0.2471416,"('nasty', 'nice')",-0.58603716,-0.5107547,-0.3855404,-0.3166424,-0.4120322,-0.3581796,0.0538526
18,0.0117580965,0.026611023,"('disagreeable', 'welcoming')",-0.08751987,-0.027766272,-0.23543459,-0.18463686,-0.1037321,-0.0619307,0.0418014
19,-1.8220371,-1.843687,"('inhospitable', 'hospitable')",-0.9210684,-0.9533155,0.029427499,0.2262999,-0.9045593,-0.8569009,0.0476584
20,0.42655513,0.51584953,"('rough', 'thoughtful')",1.1249056,1.1991329,0.68645805,0.6649638,0.745973,0.7933154,0.0473424
21,0.6217362,0.5608409,"('immoral', 'moral')",0.8595098,0.7864541,-0.49115428,-0.5608734,0.3300306,0.2621406,-0.06789
22,-0.48599926,-0.5324603,"('untrustworthy', 'trustworthy')",-0.058457673,-0.14970379,-0.82509863,-0.90555745,-0.4565185,-0.5292405,-0.072722
23,0.018709406,0.02441278,"('insincere', 'sincere')",-0.13531457,-0.15545112,4.588013,4.6407785,1.4904693,1.5032468,0.0127775
24,-0.4837691,-0.47378394,"('dishonest', 'honest')",-2.1740234,-2.1802611,0.3497502,0.2964367,-0.7693474,-0.7858694,-0.016522
25,0.33070517,0.2813725,"('egoistic', 'altruistic')",0.24329168,0.24131067,1.7909386,1.7392156,0.7883118,0.7539663,-0.0343455
26,0.36792454,0.28671768,"('hardhearted', 'benevolent')",0.22579199,0.21926767,1.6638484,1.5640028,0.7525217,0.6899961,-0.0625256
27,-0.7188399,-0.6347153,"('hardhearted', 'softhearted')",0.16767408,0.22991382,1.1176641,1.1587297,0.1888328,0.2513094,0.0624766
28,0.19245349,0.06363931,"('disloyal', 'loyal')",0.11383143,-0.020401975,0.8070828,0.68107295,0.3711226,0.2414368,-0.1296858
29,-0.6730764,-0.7172247,"('unfair', 'fair')",-1.2012179,-1.2168487,-0.66201675,-0.76001596,-0.845437,-0.8980298,-0.0525928
30,0.85159767,0.8544168,"('intolerant', 'tolerant')",1.6535321,1.5842681,1.1014565,1.0120149,1.2021955,1.1502333,-0.0519622
31,-1.3404609,-1.3076538,"('evil', 'good')",-1.1323202,-1.1537199,-0.933811,-0.86788833,-1.1355307,-1.1097541,0.0257766
32,-0.3807282,-0.42673737,"('unkind', 'kind')",-0.08286974,-0.12545964,0.9188146,0.77742195,0.1517389,0.075075,-0.0766639
33,0.07275959,-0.051081084,"('wrong', 'right')",-0.18218935,-0.22141317,-0.25093216,-0.34762973,-0.1201206,-0.206708,-0.0865874
34,-0.061883505,0.059003968,"('mean', 'honorable')",-0.20701492,-0.10698636,5.476968,5.84705,1.7360231,1.9330227,0.1969996
35,-0.19354244,-0.2908904,"('corrupt', 'incorrupt')",-0.80997026,-0.87266976,0.07895419,-0.0045143347,-0.3081862,-0.3893582,-0.081172
36,-0.8663128,-1.0032088,"('hostile', 'amicable')",-0.9518005,-1.12943,0.7417021,0.5908427,-0.3588037,-0.5139321,-0.1551284
37,-0.017840829,0.011018354,"('fake', 'genuine')",-0.07060926,-0.084259346,0.06932601,0.19125575,-0.0063747,0.0393383,0.045713
38,-0.42629725,-0.43480313,"('untruthful', 'truthful')",-0.7996641,-0.7595246,-0.15880308,-0.08250426,-0.4615881,-0.4256107,0.0359774
39,1.1638678,1.1943042,"('exploitative', 'cooperative')",0.3542449,0.3784044,0.15541488,0.08210622,0.5578425,0.5516049,-0.0062376
40,0.26729122,0.26558515,"('stingy', 'generous')",0.09692166,0.12533624,-1.3893198,-1.4704987,-0.3417023,-0.3598591,-0.0181568
41,-0.6845606,-0.74407697,"('unforgiving', 'forgiving')",-0.75817347,-0.72863734,0.5052072,0.36649418,-0.3125089,-0.36874,-0.0562311
42,0.42083415,0.41045108,"('unreliable', 'reliable')",-1.294449,-1.2071818,-3.0636857,-3.0164802,-1.3124335,-1.2710703,0.0413632
43,-0.16831726,-0.10385278,"('irresponsible', 'responsible')",-0.7985357,-0.6907528,-0.17228785,-0.112069875,-0.3797136,-0.3022252,0.0774884
44,-0.21208648,-0.22816779,"('prejudiced', 'unprejudiced')",-0.3966158,-0.31972376,-1.1081676,-1.0929341,-0.57229,-0.5469419,0.0253481
45,-0.88345695,-0.8820171,"('incompetent', 'competent')",-0.2928176,-0.33848268,-0.51533526,-0.5596484,-0.56387,-0.5933827,-0.0295127
