,icon_male,icon_female,tuple,average_male,average_female,female-male
0,-0.04226189,-0.14673546,"('unsociable', 'sociable')",-0.0422619,-0.1467355,-0.1044736
1,1.783459,1.7995256,"('unfriendly', 'friendly')",1.7834589,1.7995256,0.0160667
2,-0.12584707,-0.10169494,"('unlikable', 'likable')",-0.1258471,-0.1016949,0.0241522
3,0.38103813,0.37540305,"('repellent', 'pleasant')",0.3810381,0.375403,-0.0056351
4,-7.2637997,-7.394399,"('disliked', 'liked')",-7.2637997,-7.3943992,-0.1305995
5,-0.2521222,-0.2249901,"('distant', 'outgoing')",-0.2521222,-0.2249901,0.0271321
6,0.31490135,0.27443057,"('distant', 'open')",0.3149014,0.2744306,-0.0404708
7,0.971461,1.0576446,"('insensitive', 'sensitive')",0.971461,1.0576446,0.0861836
8,1.4299703,1.4190629,"('unaffectionate', 'affectionate')",1.4299703,1.4190629,-0.0109074
9,1.7899809,1.9237437,"('unaffectionate', 'caring')",1.7899809,1.9237437,0.1337628
10,0.94467837,0.85433465,"('unsympathetic', 'sympathetic')",0.9446784,0.8543347,-0.0903437
11,1.7455888,1.7827919,"('unhelpful', 'helpful')",1.7455888,1.7827919,0.0372031
12,-1.5619992,-1.5417142,"('unsupportive', 'supportive')",-1.5619992,-1.5417142,0.020285
13,-0.22615072,-0.35009837,"('impolite', 'polite')",-0.2261507,-0.3500984,-0.1239477
14,-0.32226965,-0.4347746,"('antisocial', 'social')",-0.3222696,-0.4347746,-0.112505
15,0.34315133,0.36088943,"('boring', 'funny')",0.3431513,0.3608894,0.0177381
16,-0.5280898,-0.4004127,"('unpopular', 'popular')",-0.5280898,-0.4004127,0.1276771
17,-0.6132258,-0.5545954,"('nasty', 'nice')",-0.6132258,-0.5545954,0.0586304
18,-0.016705852,-0.123721436,"('disagreeable', 'welcoming')",-0.0167059,-0.1237214,-0.1070155
19,-0.5764828,-0.55037165,"('inhospitable', 'hospitable')",-0.5764828,-0.5503716,0.0261112
20,0.9775411,0.9393332,"('rough', 'thoughtful')",0.9775411,0.9393332,-0.0382079
21,-0.4277232,-0.41981018,"('immoral', 'moral')",-0.4277232,-0.4198102,0.007913
22,-0.50721824,-0.6059992,"('untrustworthy', 'trustworthy')",-0.5072182,-0.6059992,-0.098781
23,6.585516,6.650128,"('insincere', 'sincere')",6.585516,6.6501279,0.0646119
24,1.7877382,1.6462061,"('dishonest', 'honest')",1.7877382,1.6462061,-0.1415321
25,0.9986258,0.9824836,"('egoistic', 'altruistic')",0.9986258,0.9824836,-0.0161422
26,0.76618636,0.7444485,"('hardhearted', 'benevolent')",0.7661864,0.7444485,-0.0217379
27,2.1780334,2.126696,"('hardhearted', 'softhearted')",2.1780334,2.1266961,-0.0513373
28,1.2854295,1.2334545,"('disloyal', 'loyal')",1.2854295,1.2334545,-0.051975
29,-0.6413322,-0.76374114,"('unfair', 'fair')",-0.6413322,-0.7637411,-0.1224089
30,0.7976326,0.6938707,"('intolerant', 'tolerant')",0.7976326,0.6938707,-0.1037619
31,-1.3273712,-1.2740631,"('evil', 'good')",-1.3273712,-1.2740631,0.0533081
32,1.0956919,1.020036,"('unkind', 'kind')",1.0956919,1.020036,-0.0756559
33,-0.6086249,-0.61910003,"('wrong', 'right')",-0.6086249,-0.6191,-0.0104751
34,4.883162,5.0378866,"('mean', 'honorable')",4.883162,5.0378866,0.1547246
35,-0.63286066,-0.791692,"('corrupt', 'incorrupt')",-0.6328607,-0.791692,-0.1588313
36,-0.54400235,-0.5997242,"('hostile', 'amicable')",-0.5440024,-0.5997242,-0.0557218
37,1.1625232,1.1550434,"('fake', 'genuine')",1.1625232,1.1550434,-0.0074798
38,-0.06486868,-0.07050048,"('untruthful', 'truthful')",-0.0648687,-0.0705005,-0.0056318
39,0.41307992,0.35570797,"('exploitative', 'cooperative')",0.4130799,0.355708,-0.0573719
40,-1.2182884,-1.3787454,"('stingy', 'generous')",-1.2182884,-1.3787454,-0.160457
41,0.34725577,0.30562484,"('unforgiving', 'forgiving')",0.3472558,0.3056248,-0.041631
42,-2.245262,-2.3859346,"('unreliable', 'reliable')",-2.2452619,-2.3859346,-0.1406727
43,1.1536587,1.1649135,"('irresponsible', 'responsible')",1.1536587,1.1649135,0.0112548
44,-1.3123686,-1.3604403,"('prejudiced', 'unprejudiced')",-1.3123686,-1.3604403,-0.0480717
45,-0.107171595,-0.13643059,"('incompetent', 'competent')",-0.1071716,-0.1364306,-0.029259
46,-0.45085952,-0.5971996,"('uncompetitive', 'competitive')",-0.4508595,-0.5971996,-0.1463401
47,4.884735,5.005502,"('stupid', 'smart')",4.8847351,5.0055022,0.1207671
48,0.92553157,0.9124478,"('unintelligent', 'intelligent')",0.9255316,0.9124478,-0.0130838
49,0.4349928,0.49176767,"('unable', 'able')",0.4349928,0.4917677,0.0567749
50,-0.1304245,-0.10728256,"('clumsy', 'skillful')",-0.1304245,-0.1072826,0.0231419
