,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.34474313,-0.42764655,"('unsociable', 'sociable')",0.0028829305,-0.14771536,-0.1709301,-0.287681,-0.1167509
1,-1.7511704,-1.8777068,"('unfriendly', 'friendly')",1.0783986,0.8826472,-0.3363859,-0.4975298,-0.1611439
2,1.2764543,1.2824706,"('unlikable', 'likable')",0.9567684,0.99711317,1.1166114,1.1397918,0.0231804
3,0.4821775,0.6950608,"('repellent', 'pleasant')",1.1224623,1.1863011,0.8023199,0.940681,0.1383611
4,-0.3576455,-0.33851534,"('disliked', 'liked')",-6.345811,-6.4331107,-3.3517282,-3.385813,-0.0340848
5,-1.3774136,-1.4118487,"('distant', 'outgoing')",-0.77931815,-0.80314624,-1.0783659,-1.1074975,-0.0291316
6,-1.5471907,-1.5525452,"('distant', 'open')",-0.78673124,-0.8222324,-1.166961,-1.1873888,-0.0204278
7,-0.09225151,0.031211901,"('insensitive', 'sensitive')",0.35049593,0.41202638,0.1291222,0.2216191,0.0924969
8,-1.0650427,-1.1631992,"('unaffectionate', 'affectionate')",0.38981187,0.32117283,-0.3376154,-0.4210132,-0.0833978
9,-1.0178908,-1.0803539,"('unaffectionate', 'caring')",0.79978967,0.7446563,-0.1090506,-0.1678488,-0.0587982
10,-0.2519729,-0.120103195,"('unsympathetic', 'sympathetic')",-0.4238154,-0.44953343,-0.3378941,-0.2848183,0.0530758
11,0.10223374,0.09682302,"('unhelpful', 'helpful')",1.478698,1.5050356,0.7904659,0.8009293,0.0104634
12,0.0020502284,0.17854552,"('unsupportive', 'supportive')",-2.1053894,-2.129003,-1.0516696,-0.9752288,0.0764408
13,-0.13188761,-0.16267823,"('impolite', 'polite')",-0.8642076,-0.81237864,-0.4980476,-0.4875284,0.0105192
14,1.0475304,1.1232864,"('antisocial', 'social')",0.37557268,0.28541782,0.7115515,0.7043521,-0.0071994
15,-0.15819302,-0.32992458,"('boring', 'funny')",0.18607982,0.15051071,0.0139434,-0.0897069,-0.1036503
16,-0.29992017,-0.3854549,"('unpopular', 'popular')",0.80827934,0.6781274,0.2541796,0.1463363,-0.1078433
17,0.04442285,0.11927039,"('nasty', 'nice')",-0.636132,-0.59515053,-0.2958546,-0.2379401,0.0579145
18,-0.7498689,-0.72791326,"('disagreeable', 'welcoming')",-0.65484303,-0.76522416,-0.702356,-0.7465687,-0.0442127
19,-1.198739,-1.1554407,"('inhospitable', 'hospitable')",-0.860247,-0.7809761,-1.0294931,-0.9682084,0.0612847
20,0.8569048,0.8333056,"('rough', 'thoughtful')",0.9735875,0.92606,0.9152461,0.8796828,-0.0355633
21,0.70687807,0.7950704,"('immoral', 'moral')",-0.022475671,0.0231644,0.3422012,0.4091174,0.0669162
22,0.25793543,0.31470644,"('untrustworthy', 'trustworthy')",-0.91140074,-0.9895276,-0.3267326,-0.3374106,-0.010678
23,-0.18233687,-0.18149187,"('insincere', 'sincere')",5.4346414,5.3906097,2.6261523,2.6045589,-0.0215934
24,-0.11608791,-0.12002061,"('dishonest', 'honest')",0.5019275,0.5032289,0.1929198,0.1916041,-0.0013157
25,-0.6380341,-0.8023821,"('egoistic', 'altruistic')",0.92723346,0.84787565,0.1445997,0.0227468,-0.1218529
26,0.058956027,-0.0770243,"('hardhearted', 'benevolent')",1.8033879,1.6731052,0.931172,0.7980404,-0.1331316
27,-0.2379271,-0.2650733,"('hardhearted', 'softhearted')",0.8716308,0.7994274,0.3168519,0.267177,-0.0496749
28,-1.0130239,-1.1404581,"('disloyal', 'loyal')",1.0967374,0.96337,0.0418568,-0.088544,-0.1304008
29,-0.33120486,-0.39712173,"('unfair', 'fair')",-0.46293148,-0.5875651,-0.3970682,-0.4923434,-0.0952752
30,0.82433736,0.82996684,"('intolerant', 'tolerant')",1.0105169,1.0065744,0.9174271,0.9182706,0.0008435
31,-1.4641504,-1.3934542,"('evil', 'good')",-0.82563794,-0.9549193,-1.1448941,-1.1741867,-0.0292926
32,0.39507416,0.294823,"('unkind', 'kind')",0.8090024,0.5906704,0.6020383,0.4427467,-0.1592916
33,-0.370731,-0.4973195,"('wrong', 'right')",-0.87092775,-0.93201554,-0.6208293,-0.7146675,-0.0938382
34,-0.33547717,-0.10480157,"('mean', 'honorable')",5.212673,5.4289603,2.4385979,2.6620793,0.2234814
35,-0.915484,-1.1423336,"('corrupt', 'incorrupt')",-0.60111743,-0.68924445,-0.7583007,-0.915789,-0.1574883
36,-1.3521919,-1.4486616,"('hostile', 'amicable')",-0.24849619,-0.44292995,-0.800344,-0.9457958,-0.1454518
37,-0.1372291,-0.09098905,"('fake', 'genuine')",-0.111733764,-0.09166043,-0.1244814,-0.0913247,0.0331567
38,-1.051842,-1.038327,"('untruthful', 'truthful')",-0.34217283,-0.2934681,-0.6970074,-0.6658975,0.0311099
39,0.8006392,0.8263986,"('exploitative', 'cooperative')",0.1585939,0.20437573,0.4796166,0.5153872,0.0357706
40,-0.052579887,4.1164458e-07,"('stingy', 'generous')",-1.9416523,-2.0681648,-0.9971161,-1.0340822,-0.0369661
41,-0.20585817,-0.08437813,"('unforgiving', 'forgiving')",0.029193416,-0.08882393,-0.0883324,-0.086601,0.0017314
42,0.7492216,0.9648196,"('unreliable', 'reliable')",-3.0412722,-2.985854,-1.1460253,-1.0105171,0.1355082
43,0.096818335,0.23751678,"('irresponsible', 'responsible')",0.5444334,0.62719595,0.3206259,0.4323564,0.1117305
