,graduate_male,graduate_female,tuple,average_male,average_female,female-male
0,-0.17877261,-0.40915963,"('unsociable', 'sociable')",-0.1787726,-0.4091596,-0.230387
1,1.4036576,1.6016599,"('unfriendly', 'friendly')",1.4036576,1.6016599,0.1980023
2,0.76099586,1.0420465,"('unlikable', 'likable')",0.7609959,1.0420465,0.2810506
3,0.46752283,0.6645187,"('repellent', 'pleasant')",0.4675228,0.6645187,0.1969959
4,-6.737395,-6.698691,"('disliked', 'liked')",-6.7373948,-6.6986909,0.0387039
5,-0.3279217,-0.15805162,"('distant', 'outgoing')",-0.3279217,-0.1580516,0.1698701
6,-0.25510642,-0.05040808,"('distant', 'open')",-0.2551064,-0.0504081,0.2046983
7,0.7706979,0.92541677,"('insensitive', 'sensitive')",0.7706979,0.9254168,0.1547189
8,1.2885973,1.521598,"('unaffectionate', 'affectionate')",1.2885973,1.521598,0.2330007
9,1.6714784,1.9218642,"('unaffectionate', 'caring')",1.6714784,1.9218642,0.2503858
10,0.3758837,0.46756434,"('unsympathetic', 'sympathetic')",0.3758837,0.4675643,0.0916806
11,1.8807108,1.9146469,"('unhelpful', 'helpful')",1.8807108,1.9146469,0.0339361
12,-1.1982832,-1.0444195,"('unsupportive', 'supportive')",-1.1982832,-1.0444195,0.1538637
13,0.20156321,0.07491808,"('impolite', 'polite')",0.2015632,0.0749181,-0.1266451
14,-0.50632334,-0.61275536,"('antisocial', 'social')",-0.5063233,-0.6127554,-0.1064321
15,0.38173467,0.39075434,"('boring', 'funny')",0.3817347,0.3907543,0.0090196
16,-0.4861909,-0.3115207,"('unpopular', 'popular')",-0.4861909,-0.3115207,0.1746702
17,-0.034650765,-0.042555712,"('nasty', 'nice')",-0.0346508,-0.0425557,-0.0079049
18,-0.3458354,-0.27966526,"('disagreeable', 'welcoming')",-0.3458354,-0.2796653,0.0661701
19,-0.08889386,0.09619205,"('inhospitable', 'hospitable')",-0.0888939,0.096192,0.1850859
20,0.929443,0.873061,"('rough', 'thoughtful')",0.929443,0.873061,-0.056382
21,0.025263928,0.022338036,"('immoral', 'moral')",0.0252639,0.022338,-0.0029259
22,-0.012797509,0.0070579816,"('untrustworthy', 'trustworthy')",-0.0127975,0.007058,0.0198555
23,6.6368036,6.7064743,"('insincere', 'sincere')",6.6368036,6.7064743,0.0696707
24,1.7056248,1.8160522,"('dishonest', 'honest')",1.7056248,1.8160522,0.1104274
