,etsy_male,etsy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.15729086,-0.27316204,"('unsociable', 'sociable')",-0.3456358,-0.44976982,-0.2514633,-0.3614659,-0.1100026
1,-1.2232265,-1.3536508,"('unfriendly', 'friendly')",1.8389138,1.5765212,0.3078436,0.1114352,-0.1964084
2,0.62039584,0.5863247,"('unlikable', 'likable')",0.61253303,0.65850234,0.6164644,0.6224135,0.0059491
3,-0.4174765,-0.32561538,"('repellent', 'pleasant')",0.14228606,0.20936236,-0.1375952,-0.0581265,0.0794687
4,-0.14080092,-0.20986086,"('disliked', 'liked')",-6.0451126,-6.019262,-3.0929568,-3.1145613,-0.0216045
5,-0.83364886,-0.879153,"('distant', 'outgoing')",-0.03455715,-0.1133655,-0.434103,-0.4962593,-0.0621563
6,-0.8976692,-0.9579345,"('distant', 'open')",0.3575242,0.20684725,-0.2700725,-0.3755436,-0.1054711
7,-0.46503732,-0.3925933,"('insensitive', 'sensitive')",0.5651374,0.58017796,0.05005,0.0937923,0.0437423
8,-1.1857383,-1.2775266,"('unaffectionate', 'affectionate')",0.69461864,0.48128393,-0.2455598,-0.3981214,-0.1525616
9,-1.2054353,-1.2384509,"('unaffectionate', 'caring')",0.95636374,0.8350417,-0.1245358,-0.2017046,-0.0771688
10,-1.4286786,-1.3698298,"('unsympathetic', 'sympathetic')",-0.653684,-0.65857977,-1.0411813,-1.0142047,0.0269766
11,0.10093026,0.14402235,"('unhelpful', 'helpful')",1.8262002,1.8507171,0.9635652,0.9973697,0.0338045
12,-0.2104729,-0.13208333,"('unsupportive', 'supportive')",-1.7363753,-1.7097602,-0.9734241,-0.9209217,0.0525024
13,-0.4832822,-0.5238156,"('impolite', 'polite')",-0.4140757,-0.3192695,-0.448679,-0.4215425,0.0271365
14,0.9877737,0.9994811,"('antisocial', 'social')",-0.1732317,-0.15210645,0.407271,0.4236873,0.0164163
15,0.28922793,0.070653684,"('boring', 'funny')",0.9623061,0.8529381,0.625767,0.4617959,-0.1639711
16,-0.6359391,-0.6123872,"('unpopular', 'popular')",0.84022677,0.87298083,0.1021438,0.1302968,0.028153
17,0.0055546258,0.020981548,"('nasty', 'nice')",-0.28066555,-0.26326242,-0.1375555,-0.1211404,0.0164151
18,-0.43866238,-0.52163607,"('disagreeable', 'welcoming')",-0.2615378,-0.37413156,-0.3501001,-0.4478838,-0.0977837
19,-1.1461787,-1.1487942,"('inhospitable', 'hospitable')",-0.046877086,-0.08521194,-0.5965279,-0.6170031,-0.0204752
20,0.5076175,0.5125362,"('rough', 'thoughtful')",1.0695685,1.020165,0.788593,0.7663506,-0.0222424
21,-0.34492895,-0.33059585,"('immoral', 'moral')",-0.57402295,-0.4615976,-0.4594759,-0.3960967,0.0633792
22,-0.6089761,-0.61557055,"('untrustworthy', 'trustworthy')",-1.0222757,-1.0646473,-0.8156259,-0.8401089,-0.024483
23,-0.37286836,-0.3430036,"('insincere', 'sincere')",5.650503,5.5502133,2.6388173,2.6036048,-0.0352125
24,-0.5187132,-0.52691686,"('dishonest', 'honest')",0.62524676,0.57285106,0.0532668,0.0229671,-0.0302997
25,-0.7702296,-0.878845,"('egoistic', 'altruistic')",1.4590346,1.3454694,0.3444025,0.2333122,-0.1110903
26,0.40961996,0.25485203,"('hardhearted', 'benevolent')",1.8323368,1.6521543,1.1209784,0.9535032,-0.1674752
27,-0.7570596,-0.7346004,"('hardhearted', 'softhearted')",1.1301608,1.0355233,0.1865506,0.1504614,-0.0360892
28,-0.6350651,-0.6740218,"('disloyal', 'loyal')",0.76581234,0.6452652,0.0653736,-0.0143783,-0.0797519
29,-0.2885687,-0.35997456,"('unfair', 'fair')",-0.74544543,-0.9087952,-0.5170071,-0.6343849,-0.1173778
30,0.93991804,0.89053446,"('intolerant', 'tolerant')",1.6224883,1.5856931,1.2812032,1.2381138,-0.0430894
31,-1.2683572,-1.2702446,"('evil', 'good')",-0.6818071,-0.8546957,-0.9750822,-1.0624702,-0.087388
32,-0.14038108,-0.1712804,"('unkind', 'kind')",0.79678154,0.6339819,0.3282002,0.2313507,-0.0968495
33,-0.1647952,-0.28872398,"('wrong', 'right')",-0.49823564,-0.58546144,-0.3315154,-0.4370927,-0.1055773
34,-0.013174514,0.13070643,"('mean', 'honorable')",6.1174107,6.2238755,3.0521181,3.1772909,0.1251728
35,-0.5110017,-0.60331345,"('corrupt', 'incorrupt')",0.036439247,-0.107984275,-0.2372812,-0.3556489,-0.1183677
