,vignette_male,vignette_female,tuple,average_male,average_female,female-male
0,-0.71884096,-0.7816583,"('unsociable', 'sociable')",-0.718841,-0.7816583,-0.0628173
1,-1.2827044,-1.4646337,"('unfriendly', 'friendly')",-1.2827044,-1.4646337,-0.1819293
2,0.50168884,0.49140203,"('unlikable', 'likable')",0.5016888,0.491402,-0.0102868
3,-0.4530302,-0.3798487,"('repellent', 'pleasant')",-0.4530302,-0.3798487,0.0731815
4,-1.5777967,-1.5643308,"('disliked', 'liked')",-1.5777967,-1.5643308,0.0134659
5,-0.80141634,-0.75443816,"('distant', 'outgoing')",-0.8014163,-0.7544382,0.0469781
6,-1.0034423,-0.99851346,"('distant', 'open')",-1.0034423,-0.9985135,0.0049288
7,-0.63881624,-0.55592227,"('insensitive', 'sensitive')",-0.6388162,-0.5559223,0.0828939
8,-1.0438724,-1.2236608,"('unaffectionate', 'affectionate')",-1.0438724,-1.2236608,-0.1797884
9,-1.285256,-1.4517282,"('unaffectionate', 'caring')",-1.285256,-1.4517282,-0.1664722
10,-0.8071541,-0.8439357,"('unsympathetic', 'sympathetic')",-0.8071541,-0.8439357,-0.0367816
11,-0.0001936797,-0.07821289,"('unhelpful', 'helpful')",-0.0001937,-0.0782129,-0.0780192
12,-1.3259914,-1.3301117,"('unsupportive', 'supportive')",-1.3259914,-1.3301117,-0.0041203
13,-0.5137019,-0.57397246,"('impolite', 'polite')",-0.5137019,-0.5739725,-0.0602706
14,0.19504817,0.26645812,"('antisocial', 'social')",0.1950482,0.2664581,0.0714099
15,0.20620869,0.15079696,"('boring', 'funny')",0.2062087,0.150797,-0.0554117
16,0.3945995,0.2911457,"('unpopular', 'popular')",0.3945995,0.2911457,-0.1034538
17,-0.40555546,-0.29439402,"('nasty', 'nice')",-0.4055555,-0.294394,0.1111615
18,-0.70627046,-0.69053173,"('disagreeable', 'welcoming')",-0.7062705,-0.6905317,0.0157388
19,-1.168781,-1.1437519,"('inhospitable', 'hospitable')",-1.168781,-1.1437519,0.0250291
20,0.70733607,0.6767613,"('rough', 'thoughtful')",0.7073361,0.6767613,-0.0305748
21,-0.05865442,0.03849826,"('immoral', 'moral')",-0.0586544,0.0384983,0.0971527
22,0.023725681,0.036766525,"('untrustworthy', 'trustworthy')",0.0237257,0.0367665,0.0130408
23,0.36738768,0.37184817,"('insincere', 'sincere')",0.3673877,0.3718482,0.0044605
24,-0.7530752,-0.83509624,"('dishonest', 'honest')",-0.7530752,-0.8350962,-0.082021
25,0.0048592165,-0.15830922,"('egoistic', 'altruistic')",0.0048592,-0.1583092,-0.1631684
26,0.15166578,0.038262483,"('hardhearted', 'benevolent')",0.1516658,0.0382625,-0.1134033
27,-0.23040792,-0.35697684,"('hardhearted', 'softhearted')",-0.2304079,-0.3569768,-0.1265689
28,-0.12532102,-0.2976361,"('disloyal', 'loyal')",-0.125321,-0.2976361,-0.1723151
29,-0.19084519,-0.21261835,"('unfair', 'fair')",-0.1908452,-0.2126184,-0.0217732
30,-0.055207726,-0.09990107,"('intolerant', 'tolerant')",-0.0552077,-0.0999011,-0.0446934
31,-1.1634793,-1.067066,"('evil', 'good')",-1.1634793,-1.067066,0.0964133
32,0.07046653,-0.029224895,"('unkind', 'kind')",0.0704665,-0.0292249,-0.0996914
33,-0.04927886,-0.18760735,"('wrong', 'right')",-0.0492789,-0.1876073,-0.1383284
34,0.4655709,0.6349515,"('mean', 'honorable')",0.4655709,0.6349515,0.1693806
35,0.35749048,0.2581165,"('corrupt', 'incorrupt')",0.3574905,0.2581165,-0.099374
36,-0.88285995,-0.89705026,"('hostile', 'amicable')",-0.8828599,-0.8970503,-0.0141904
37,0.12184243,0.13050497,"('fake', 'genuine')",0.1218424,0.130505,0.0086626
38,-0.5537507,-0.5938909,"('untruthful', 'truthful')",-0.5537507,-0.5938909,-0.0401402
39,0.8535329,0.8154065,"('exploitative', 'cooperative')",0.8535329,0.8154065,-0.0381264
40,-1.2001917,-1.3139594,"('stingy', 'generous')",-1.2001917,-1.3139594,-0.1137677
41,-0.5577063,-0.5661973,"('unforgiving', 'forgiving')",-0.5577063,-0.5661973,-0.008491
42,-0.19353001,-0.02205904,"('unreliable', 'reliable')",-0.19353,-0.022059,0.171471
43,-0.10255897,-0.06334596,"('irresponsible', 'responsible')",-0.102559,-0.063346,0.039213
44,0.8562757,0.9116963,"('prejudiced', 'unprejudiced')",0.8562757,0.9116963,0.0554206
45,-0.66965735,-0.61048514,"('incompetent', 'competent')",-0.6696573,-0.6104851,0.0591722
46,-0.38585716,-0.35533378,"('uncompetitive', 'competitive')",-0.3858572,-0.3553338,0.0305234
47,0.9958445,1.098353,"('stupid', 'smart')",0.9958445,1.098353,0.1025085
48,-0.6822322,-0.7745391,"('unintelligent', 'intelligent')",-0.6822322,-0.7745391,-0.0923069
49,-0.31086692,-0.20521599,"('unable', 'able')",-0.3108669,-0.205216,0.1056509
50,0.7212713,0.70027065,"('clumsy', 'skillful')",0.7212713,0.7002707,-0.0210006
51,-0.84985036,-0.9122451,"('uneducated', 'educated')",-0.8498504,-0.9122451,-0.0623947
52,-0.29670444,-0.5309195,"('irrational', 'rational')",-0.2967044,-0.5309195,-0.2342151
53,-0.9250321,-1.0134548,"('uncreative', 'creative')",-0.9250321,-1.0134548,-0.0884227
54,-0.40896738,-0.5050116,"('incapable', 'capable')",-0.4089674,-0.5050116,-0.0960442
55,0.06413165,0.09375223,"('incompetent', 'clever')",0.0641316,0.0937522,0.0296206
56,0.31358755,0.3812234,"('impractical', 'practical')",0.3135875,0.3812234,0.0676359
57,-1.2440747,-1.2802675,"('unimaginative', 'imaginative')",-1.2440747,-1.2802675,-0.0361928
58,0.6624073,0.6342154,"('undiscriminating', 'discriminating')",0.6624073,0.6342154,-0.0281919
59,-0.2259697,-0.26449728,"('foolish', 'wise')",-0.2259697,-0.2644973,-0.0385276
60,0.49380028,0.58066744,"('inefficient', 'efficient')",0.4938003,0.5806674,0.0868671
61,-0.15906298,-0.30811685,"('illogical', 'logical')",-0.159063,-0.3081169,-0.1490539
62,-0.10076288,-0.0566824,"('incompetent', 'brilliant')",-0.1007629,-0.0566824,0.0440805
63,-0.513726,-0.48187888,"('unperceptive', 'insightful')",-0.513726,-0.4818789,0.0318471
64,-0.97005445,-0.9067022,"('shy', 'confident')",-0.9700544,-0.9067022,0.0633522
65,-0.08945702,-0.058803823,"('insecure', 'secure')",-0.089457,-0.0588038,0.0306532
66,-0.91024977,-0.93697864,"('inactive', 'active')",-0.9102498,-0.9369786,-0.0267288
67,0.5553676,0.58819115,"('doubtful', 'determined')",0.5553676,0.5881912,0.0328236
68,-0.41290045,-0.35213658,"('dependent', 'independent')",-0.4129004,-0.3521366,0.0607638
69,0.5652628,0.552,"('lazy', 'industrious')",0.5652628,0.552,-0.0132628
70,0.083543204,0.15708728,"('lethargic', 'energetic')",0.0835432,0.1570873,0.0735441
71,-0.15657026,-0.15680674,"('diffident', 'self-confident')",-0.1565703,-0.1568067,-0.0002364
72,-0.48152933,-0.60002774,"('unambitious', 'ambitious')",-0.4815293,-0.6000277,-0.1184984
73,-0.005775269,-0.037781574,"('helpless', 'self-reliant')",-0.0057753,-0.0377816,-0.0320063
74,0.22499065,0.15658236,"('undedicated', 'dedicated')",0.2249907,0.1565824,-0.0684083
75,0.060246818,0.07928057,"('meek', 'impulsive')",0.0602468,0.0792806,0.0190338
76,0.6465288,0.7589704,"('anxious', 'daring')",0.6465288,0.7589704,0.1124416
77,-0.7290034,-0.66882116,"('unmotivated', 'motivated')",-0.7290034,-0.6688212,0.0601822
78,-0.042089082,-0.07742222,"('nonresilient', 'resilient')",-0.0420891,-0.0774222,-0.0353331
79,-0.6926548,-0.6903959,"('wavering', 'unwavering')",-0.6926548,-0.6903959,0.0022589
80,0.053513948,-0.0032799244,"('dominated', 'dominating')",0.0535139,-0.0032799,-0.0567938
81,-0.44654593,-0.4231236,"('submissive', 'aggressive')",-0.4465459,-0.4231236,0.0234223
82,0.81775415,0.8820472,"('poor', 'rich')",0.8177541,0.8820472,0.0642931
83,-0.12882462,-0.14040123,"('powerless', 'powerful')",-0.1288246,-0.1404012,-0.0115766
