,basil_male,basil_female,tuple,average_male,average_female,female-male
0,0.66881484,0.67183053,"('unsociable', 'sociable')",0.6688148,0.6718305,0.0030157
1,1.773766,1.7926282,"('unfriendly', 'friendly')",1.773766,1.7926282,0.0188622
2,0.16582918,0.32883835,"('unlikable', 'likable')",0.1658292,0.3288383,0.1630091
3,1.0635124,1.2038772,"('repellent', 'pleasant')",1.0635124,1.2038772,0.1403648
4,-6.922228,-6.899289,"('disliked', 'liked')",-6.9222279,-6.8992891,0.0229388
5,-0.09792793,0.15087917,"('distant', 'outgoing')",-0.0979279,0.1508792,0.2488071
6,0.2556218,0.42115197,"('distant', 'open')",0.2556218,0.421152,0.1655302
7,1.5353092,1.6493568,"('insensitive', 'sensitive')",1.5353092,1.6493568,0.1140476
8,1.223186,1.092644,"('unaffectionate', 'affectionate')",1.223186,1.092644,-0.130542
9,1.7503092,1.8702555,"('unaffectionate', 'caring')",1.7503092,1.8702555,0.1199463
10,1.2400573,1.2365777,"('unsympathetic', 'sympathetic')",1.2400573,1.2365777,-0.0034796
11,1.902593,2.1266103,"('unhelpful', 'helpful')",1.902593,2.1266103,0.2240173
12,-1.0584406,-0.7827643,"('unsupportive', 'supportive')",-1.0584406,-0.7827643,0.2756763
13,0.38356137,0.3463374,"('impolite', 'polite')",0.3835614,0.3463374,-0.037224
14,-0.06842845,-0.079556175,"('antisocial', 'social')",-0.0684284,-0.0795562,-0.0111278
15,0.60139245,0.63369656,"('boring', 'funny')",0.6013924,0.6336966,0.0323042
16,-0.3129999,-0.23237514,"('unpopular', 'popular')",-0.3129999,-0.2323751,0.0806248
17,-0.08224365,-0.07292656,"('nasty', 'nice')",-0.0822437,-0.0729266,0.0093171
18,-0.079200044,-0.039890565,"('disagreeable', 'welcoming')",-0.0792,-0.0398906,0.0393094
19,-0.33528623,-0.0884019,"('inhospitable', 'hospitable')",-0.3352862,-0.0884019,0.2468843
20,0.71125954,0.53078467,"('rough', 'thoughtful')",0.7112595,0.5307847,-0.1804748
21,-0.033776242,0.21909058,"('immoral', 'moral')",-0.0337762,0.2190906,0.2528668
22,-0.4586172,-0.19314438,"('untrustworthy', 'trustworthy')",-0.4586172,-0.1931444,0.2654728
23,6.8365636,7.077022,"('insincere', 'sincere')",6.8365636,7.0770221,0.2404585
24,1.8135514,2.0227685,"('dishonest', 'honest')",1.8135514,2.0227685,0.2092171
25,0.9502304,0.7534039,"('egoistic', 'altruistic')",0.9502304,0.7534039,-0.1968265
26,0.8245392,0.39924747,"('hardhearted', 'benevolent')",0.8245392,0.3992475,-0.4252917
27,2.2334046,1.9630584,"('hardhearted', 'softhearted')",2.2334046,1.9630584,-0.2703462
28,1.2488568,1.1569932,"('disloyal', 'loyal')",1.2488568,1.1569932,-0.0918636
29,-0.65215766,-0.68584543,"('unfair', 'fair')",-0.6521577,-0.6858454,-0.0336877
30,1.1525575,1.1516887,"('intolerant', 'tolerant')",1.1525575,1.1516887,-0.0008688
31,-1.3052787,-1.2709976,"('evil', 'good')",-1.3052787,-1.2709976,0.0342811
