,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,0.22557166,-0.11317235,"('unsociable', 'sociable')",0.2255717,-0.1131724,-0.3387441
1,1.4981923,1.5469186,"('unfriendly', 'friendly')",1.4981923,1.5469186,0.0487263
2,-0.01565966,0.24867356,"('unlikable', 'likable')",-0.0156597,0.2486736,0.2643333
3,0.62294036,0.7335397,"('repellent', 'pleasant')",0.6229404,0.7335397,0.1105993
4,-7.474372,-7.5242195,"('disliked', 'liked')",-7.4743719,-7.5242195,-0.0498476
5,-0.5855305,-0.41648996,"('distant', 'outgoing')",-0.5855305,-0.41649,0.1690405
6,-0.06981338,0.10066149,"('distant', 'open')",-0.0698134,0.1006615,0.1704749
7,0.7434328,0.69146144,"('insensitive', 'sensitive')",0.7434328,0.6914614,-0.0519714
8,1.127691,1.2909877,"('unaffectionate', 'affectionate')",1.127691,1.2909877,0.1632967
9,1.8511295,2.0502186,"('unaffectionate', 'caring')",1.8511295,2.0502186,0.1990891
10,1.0346009,1.016457,"('unsympathetic', 'sympathetic')",1.0346009,1.016457,-0.0181439
11,2.3316402,2.3894143,"('unhelpful', 'helpful')",2.3316402,2.3894143,0.0577741
12,-1.3379451,-1.4000679,"('unsupportive', 'supportive')",-1.3379451,-1.4000679,-0.0621228
13,-0.053028837,-0.1779956,"('impolite', 'polite')",-0.0530288,-0.1779956,-0.1249668
14,0.025051124,-0.36812443,"('antisocial', 'social')",0.0250511,-0.3681244,-0.3931755
15,-0.055534784,-0.012986143,"('boring', 'funny')",-0.0555348,-0.0129861,0.0425487
16,-0.3809726,-0.2725053,"('unpopular', 'popular')",-0.3809726,-0.2725053,0.1084673
17,-0.36029768,-0.3452235,"('nasty', 'nice')",-0.3602977,-0.3452235,0.0150742
18,-0.4802067,-0.5916252,"('disagreeable', 'welcoming')",-0.4802067,-0.5916252,-0.1114185
19,-0.9021544,-0.64680696,"('inhospitable', 'hospitable')",-0.9021544,-0.646807,0.2553474
20,1.3732913,1.2010982,"('rough', 'thoughtful')",1.3732913,1.2010982,-0.1721931
21,-0.49310574,-0.48643723,"('immoral', 'moral')",-0.4931057,-0.4864372,0.0066685
22,-0.5802253,-0.6432662,"('untrustworthy', 'trustworthy')",-0.5802253,-0.6432662,-0.0630409
23,6.7747273,6.8187394,"('insincere', 'sincere')",6.7747273,6.8187394,0.0440121
24,1.7481,1.7164464,"('dishonest', 'honest')",1.7481,1.7164464,-0.0316536
25,0.34915173,0.3057987,"('egoistic', 'altruistic')",0.3491517,0.3057987,-0.043353
26,0.8149805,0.538402,"('hardhearted', 'benevolent')",0.8149805,0.538402,-0.2765785
27,1.8037326,1.6678754,"('hardhearted', 'softhearted')",1.8037326,1.6678754,-0.1358572
28,1.3265859,1.2765354,"('disloyal', 'loyal')",1.3265859,1.2765354,-0.0500505
29,-1.163224,-1.1583016,"('unfair', 'fair')",-1.163224,-1.1583016,0.0049224
30,1.1621957,0.9578855,"('intolerant', 'tolerant')",1.1621957,0.9578855,-0.2043102
31,-1.4915981,-1.3635297,"('evil', 'good')",-1.4915981,-1.3635297,0.1280684
32,1.1744616,1.1329764,"('unkind', 'kind')",1.1744616,1.1329764,-0.0414852
33,-0.36092332,-0.36609015,"('wrong', 'right')",-0.3609233,-0.3660901,-0.0051668
34,5.0589457,5.262694,"('mean', 'honorable')",5.0589457,5.2626939,0.2037482
35,-1.1228151,-1.1569673,"('corrupt', 'incorrupt')",-1.1228151,-1.1569673,-0.0341522
36,-0.67168707,-0.5150184,"('hostile', 'amicable')",-0.6716871,-0.5150184,0.1566687
37,0.34120718,0.41669482,"('fake', 'genuine')",0.3412072,0.4166948,0.0754876
38,0.2670972,0.32180098,"('untruthful', 'truthful')",0.2670972,0.321801,0.0547038
39,0.48330024,0.33257988,"('exploitative', 'cooperative')",0.4833002,0.3325799,-0.1507203
40,-1.7513164,-1.942105,"('stingy', 'generous')",-1.7513164,-1.9421051,-0.1907887
41,0.37255612,0.35299778,"('unforgiving', 'forgiving')",0.3725561,0.3529978,-0.0195583
42,-2.548644,-2.480829,"('unreliable', 'reliable')",-2.5486441,-2.480829,0.0678151
43,1.463434,1.4356982,"('irresponsible', 'responsible')",1.463434,1.4356982,-0.0277358
44,-1.5807428,-1.5844458,"('prejudiced', 'unprejudiced')",-1.5807428,-1.5844458,-0.003703
45,0.29216486,0.27780527,"('incompetent', 'competent')",0.2921649,0.2778053,-0.0143596
46,-0.41994226,-0.49989715,"('uncompetitive', 'competitive')",-0.4199423,-0.4998972,-0.0799549
47,5.251508,5.464778,"('stupid', 'smart')",5.2515082,5.4647779,0.2132697
48,1.2436888,1.1112875,"('unintelligent', 'intelligent')",1.2436888,1.1112875,-0.1324013
49,0.2567762,0.3629701,"('unable', 'able')",0.2567762,0.3629701,0.1061939
50,0.098793134,0.28706104,"('clumsy', 'skillful')",0.0987931,0.287061,0.1882679
51,0.2521004,0.18926834,"('uneducated', 'educated')",0.2521004,0.1892683,-0.0628321
52,-0.74874866,-0.6655278,"('irrational', 'rational')",-0.7487487,-0.6655278,0.0832209
53,0.273951,0.40453377,"('uncreative', 'creative')",0.273951,0.4045338,0.1305828
54,0.9546959,1.255448,"('incapable', 'capable')",0.9546959,1.255448,0.3007521
55,0.8725953,0.6988397,"('incompetent', 'clever')",0.8725953,0.6988397,-0.1737556
56,1.0142567,0.9202747,"('impractical', 'practical')",1.0142567,0.9202747,-0.093982
57,-2.8047304,-2.7592893,"('unimaginative', 'imaginative')",-2.8047304,-2.7592893,0.0454411
58,-0.17258297,-0.21533254,"('undiscriminating', 'discriminating')",-0.172583,-0.2153325,-0.0427495
59,-0.11427084,0.020178655,"('foolish', 'wise')",-0.1142708,0.0201787,0.1344495
60,1.0112946,0.8780095,"('inefficient', 'efficient')",1.0112946,0.8780095,-0.1332851
61,0.4525141,0.20666498,"('illogical', 'logical')",0.4525141,0.206665,-0.2458491
62,1.1119771,1.1296939,"('incompetent', 'brilliant')",1.1119771,1.1296939,0.0177168
63,0.7526032,0.82776034,"('unperceptive', 'insightful')",0.7526032,0.8277603,0.0751571
64,-6.795131,-6.9230995,"('shy', 'confident')",-6.7951312,-6.9230995,-0.1279683
65,0.5194358,0.4578196,"('insecure', 'secure')",0.5194358,0.4578196,-0.0616162
66,-0.77960783,-0.7665187,"('inactive', 'active')",-0.7796078,-0.7665187,0.0130891
67,-0.36760998,-0.39123678,"('doubtful', 'determined')",-0.36761,-0.3912368,-0.0236268
68,-0.4207443,-0.42931578,"('dependent', 'independent')",-0.4207443,-0.4293158,-0.0085715
