,corps_male,corps_female,tuple,average_male,average_female,female-male
0,0.07768211,0.0026623136,"('unsociable', 'sociable')",0.0776821,0.0026623,-0.0750198
1,0.74961025,0.7329483,"('unfriendly', 'friendly')",0.7496102,0.7329483,-0.0166619
2,-0.0068527814,0.11408097,"('unlikable', 'likable')",-0.0068528,0.114081,0.1209338
3,0.71439445,0.8494796,"('repellent', 'pleasant')",0.7143945,0.8494796,0.1350851
4,-7.3203034,-7.415306,"('disliked', 'liked')",-7.3203034,-7.4153061,-0.0950027
5,-0.8860642,-0.81442606,"('distant', 'outgoing')",-0.8860642,-0.8144261,0.0716381
6,-0.40653044,-0.41283816,"('distant', 'open')",-0.4065304,-0.4128382,-0.0063078
7,1.2234622,1.2083014,"('insensitive', 'sensitive')",1.2234622,1.2083014,-0.0151608
8,0.9614321,0.7663361,"('unaffectionate', 'affectionate')",0.9614321,0.7663361,-0.195096
9,1.6630634,1.5353717,"('unaffectionate', 'caring')",1.6630634,1.5353717,-0.1276917
10,1.4392779,1.4272414,"('unsympathetic', 'sympathetic')",1.4392779,1.4272414,-0.0120365
11,1.9141569,1.8672118,"('unhelpful', 'helpful')",1.9141569,1.8672118,-0.0469451
12,-1.5816009,-1.6438192,"('unsupportive', 'supportive')",-1.5816009,-1.6438192,-0.0622183
13,-0.16161446,-0.092284046,"('impolite', 'polite')",-0.1616145,-0.092284,0.0693305
14,0.20444985,0.18084769,"('antisocial', 'social')",0.2044498,0.1808477,-0.0236021
15,0.0149408,-0.051477227,"('boring', 'funny')",0.0149408,-0.0514772,-0.066418
16,-0.37083846,-0.37356538,"('unpopular', 'popular')",-0.3708385,-0.3735654,-0.0027269
17,0.04543746,0.064096056,"('nasty', 'nice')",0.0454375,0.0640961,0.0186586
18,-0.67893445,-0.55301565,"('disagreeable', 'welcoming')",-0.6789345,-0.5530156,0.1259189
19,-0.83770823,-0.86294657,"('inhospitable', 'hospitable')",-0.8377082,-0.8629466,-0.0252384
20,0.7859769,0.7864418,"('rough', 'thoughtful')",0.7859769,0.7864418,0.0004649
21,0.07195102,0.22679105,"('immoral', 'moral')",0.071951,0.2267911,0.1548401
22,-0.2526262,-0.22909974,"('untrustworthy', 'trustworthy')",-0.2526262,-0.2290997,0.0235265
23,5.9953895,5.9890804,"('insincere', 'sincere')",5.9953895,5.9890804,-0.0063091
24,1.4356793,1.3591056,"('dishonest', 'honest')",1.4356793,1.3591056,-0.0765737
25,0.42798313,0.44561607,"('egoistic', 'altruistic')",0.4279831,0.4456161,0.017633
26,1.1960677,0.9173188,"('hardhearted', 'benevolent')",1.1960677,0.9173188,-0.2787489
27,1.6770682,1.5128962,"('hardhearted', 'softhearted')",1.6770682,1.5128962,-0.164172
28,1.4275854,1.2618532,"('disloyal', 'loyal')",1.4275854,1.2618532,-0.1657322
29,-0.29032806,-0.4334669,"('unfair', 'fair')",-0.2903281,-0.4334669,-0.1431388
30,0.75406396,0.8269211,"('intolerant', 'tolerant')",0.754064,0.8269211,0.0728571
31,-1.3790824,-1.4454745,"('evil', 'good')",-1.3790824,-1.4454745,-0.0663921
32,1.4266008,1.2591912,"('unkind', 'kind')",1.4266008,1.2591912,-0.1674096
33,-0.45378768,-0.5618621,"('wrong', 'right')",-0.4537877,-0.5618621,-0.1080744
34,4.428961,4.511652,"('mean', 'honorable')",4.4289608,4.511652,0.0826912
35,-0.9014254,-1.2399874,"('corrupt', 'incorrupt')",-0.9014254,-1.2399874,-0.338562
36,-0.86756074,-1.0014796,"('hostile', 'amicable')",-0.8675607,-1.0014796,-0.1339189
37,0.9012859,0.8782512,"('fake', 'genuine')",0.9012859,0.8782512,-0.0230347
38,-0.37945747,-0.38903677,"('untruthful', 'truthful')",-0.3794575,-0.3890368,-0.0095793
39,0.23967671,0.23396257,"('exploitative', 'cooperative')",0.2396767,0.2339626,-0.0057141
40,-1.6487262,-1.6846099,"('stingy', 'generous')",-1.6487262,-1.6846099,-0.0358837
41,0.34407198,0.27523947,"('unforgiving', 'forgiving')",0.344072,0.2752395,-0.0688325
42,-1.7221094,-1.6596444,"('unreliable', 'reliable')",-1.7221094,-1.6596444,0.062465
43,1.2167437,1.3029244,"('irresponsible', 'responsible')",1.2167437,1.3029244,0.0861807
44,-1.0929173,-0.94903904,"('prejudiced', 'unprejudiced')",-1.0929173,-0.949039,0.1438783
45,0.48966247,0.26017314,"('incompetent', 'competent')",0.4896625,0.2601731,-0.2294894
46,-0.49155545,-0.40070978,"('uncompetitive', 'competitive')",-0.4915555,-0.4007098,0.0908457
47,4.9493,4.965501,"('stupid', 'smart')",4.9492998,4.9655008,0.016201
48,0.48017293,0.4582652,"('unintelligent', 'intelligent')",0.4801729,0.4582652,-0.0219077
49,-0.14728591,0.03221402,"('unable', 'able')",-0.1472859,0.032214,0.1794999
50,-0.22392099,-0.24311665,"('clumsy', 'skillful')",-0.223921,-0.2431166,-0.0191956
