,dish_male,dish_female,tuple,network_male,network_female,corporation_male,corporation_female,average_male,average_female,female-male
0,-0.915328,-0.91778606,"('unsociable', 'sociable')",-0.62269574,-0.6808795,0.40364763,0.36639085,-0.3781253,-0.4107582,-0.0326329
1,1.041237,0.9604099,"('unfriendly', 'friendly')",0.01451084,-0.20100506,-0.120401755,-0.34934253,0.311782,0.1366874,-0.1750946
2,0.09010572,0.17702666,"('unlikable', 'likable')",0.37078163,0.33204827,1.4609258,1.626486,0.6406044,0.7118537,0.0712493
3,-1.2974296,-1.166933,"('repellent', 'pleasant')",-1.0225912,-0.8442819,0.2403335,0.37146038,-0.693229,-0.5465848,0.1466442
4,-0.076379776,-0.10284141,"('disliked', 'liked')",-0.5483833,-0.4732597,-0.9121657,-1.1083422,-0.5123096,-0.5614811,-0.0491715
5,0.20261794,0.08983481,"('distant', 'outgoing')",0.097325064,-0.07245034,-1.1841054,-1.1782036,-0.2947208,-0.3869397,-0.0922189
6,0.36888874,0.27516782,"('distant', 'open')",-0.03957159,-0.261242,-1.3717623,-1.467381,-0.3474817,-0.4844851,-0.1370034
7,-0.21541572,-0.10872192,"('insensitive', 'sensitive')",-0.7541488,-0.56918114,0.86828315,1.1305245,-0.0337604,0.1508738,0.1846342
8,0.65089303,0.5239692,"('unaffectionate', 'affectionate')",0.021557234,-0.2751775,0.2510773,-0.040870935,0.3078425,0.0693069,-0.2385356
9,1.0363861,0.9912734,"('unaffectionate', 'caring')",0.19825926,0.021073624,0.8770953,0.77711743,0.7039135,0.5964882,-0.1074253
10,-1.448483,-1.3670151,"('unsympathetic', 'sympathetic')",-2.2308683,-2.047174,-0.13174096,-0.05255232,-1.2703641,-1.1555804,0.1147837
11,-1.2581087,-1.1909999,"('unhelpful', 'helpful')",-1.0486784,-0.94297713,0.1094775,0.29870197,-0.7324365,-0.6117583,0.1206782
12,0.8189205,0.8849147,"('unsupportive', 'supportive')",-0.23612714,-0.14892161,1.529382,1.574359,0.7040585,0.7701174,0.0660589
13,-0.80641955,-0.7908849,"('impolite', 'polite')",-0.5447786,-0.49211237,-0.114956394,-0.014422882,-0.4887182,-0.4324734,0.0562448
14,0.38673383,0.43305305,"('antisocial', 'social')",-0.089236096,0.012906093,1.615215,1.8282714,0.6375709,0.7580768,0.1205059
15,0.8254021,0.7873438,"('boring', 'funny')",0.9775342,0.8714378,0.5723029,0.4654408,0.7917464,0.7080741,-0.0836723
16,-0.91308117,-1.0144079,"('unpopular', 'popular')",-0.16162847,-0.26319918,-0.44007748,-0.36043152,-0.5049291,-0.5460129,-0.0410838
17,-1.2492057,-1.2231451,"('nasty', 'nice')",-0.34527177,-0.36450854,-0.32077286,-0.331019,-0.6384168,-0.6395576,-0.0011408
18,-0.16135567,-0.18034482,"('disagreeable', 'welcoming')",0.3645407,0.25575405,0.7012074,0.6016935,0.3014641,0.2257009,-0.0757632
19,-0.04592748,-0.12255812,"('inhospitable', 'hospitable')",-0.021698333,-0.100798905,-0.47599363,-0.6028708,-0.1812065,-0.2754093,-0.0942028
20,-0.83464026,-0.75000334,"('rough', 'thoughtful')",-0.56124985,-0.48309952,0.27267626,0.36866277,-0.3744046,-0.2881467,0.0862579
21,-1.4090246,-1.2939625,"('immoral', 'moral')",-0.8291346,-0.67511356,0.8361519,1.0676991,-0.4673358,-0.300459,0.1668768
22,-0.80000895,-0.78746045,"('untrustworthy', 'trustworthy')",-0.35485265,-0.27338225,0.7529067,0.6937483,-0.133985,-0.1223648,0.0116202
23,0.26342878,0.28849393,"('insincere', 'sincere')",-0.28576374,-0.24484417,1.0434375,1.108157,0.3403675,0.3839356,0.0435681
24,-0.14669043,-0.08043982,"('dishonest', 'honest')",-0.78677446,-0.79386824,0.7459705,0.6239188,-0.0624981,-0.0834631,-0.020965
25,1.606883,1.5859514,"('egoistic', 'altruistic')",1.4413242,1.3118837,1.3315635,1.200847,1.4599236,1.3662275,-0.0936961
26,1.3983682,1.32104,"('hardhearted', 'benevolent')",0.19851178,0.0776093,1.6645536,1.564767,1.0871445,0.9878054,-0.0993391
27,0.012684861,-0.042199872,"('hardhearted', 'softhearted')",0.6343675,0.48793846,-0.02977543,-0.09388784,0.205759,0.1172836,-0.0884754
28,-0.1760905,-0.2000896,"('disloyal', 'loyal')",-0.054253686,-0.045263927,0.073477514,-0.027499693,-0.0522889,-0.0909511,-0.0386622
29,-0.027481072,-0.061022475,"('unfair', 'fair')",-0.2107628,-0.27519545,-0.17931922,-0.33975714,-0.1391877,-0.225325,-0.0861373
30,-0.37417942,-0.29067686,"('intolerant', 'tolerant')",-0.72410595,-0.6819804,1.4941086,1.5348868,0.131941,0.1874099,0.0554689
31,0.8981062,0.9493835,"('evil', 'good')",0.25356916,0.16697343,-0.78194,-0.9220927,0.1232451,0.0647548,-0.0584903
32,0.7138652,0.63555956,"('unkind', 'kind')",0.14738606,0.069164425,1.078426,1.0512545,0.6465591,0.5853262,-0.0612329
33,1.0082297,0.8768188,"('wrong', 'right')",0.69108903,0.47631478,0.70365864,0.5744868,0.8009925,0.6425401,-0.1584524
34,0.21970578,0.24577355,"('mean', 'honorable')",-0.28205007,-0.19929889,0.35874987,0.52624327,0.0988019,0.190906,0.0921041
35,0.39243823,0.21293628,"('corrupt', 'incorrupt')",0.30916747,0.043227613,-2.1324449,-2.5034256,-0.4769464,-0.7490873,-0.2721409
36,1.1489419,1.0107605,"('hostile', 'amicable')",0.20448402,-0.058843084,-1.0021684,-1.4125495,0.1170858,-0.153544,-0.2706298
37,-1.1411521,-1.1454322,"('fake', 'genuine')",-0.8570297,-0.90254235,-0.41577238,-0.5452152,-0.8046514,-0.8643966,-0.0597452
38,0.47289723,0.5387179,"('untruthful', 'truthful')",-0.16113806,-0.113648355,-0.2901329,-0.2710149,0.0072088,0.0513516,0.0441428
39,1.1738151,1.2028751,"('exploitative', 'cooperative')",0.8021548,0.75947887,1.9995086,1.9652498,1.3251595,1.3092012,-0.0159583
40,0.060929563,0.0827052,"('stingy', 'generous')",0.11162288,0.026804414,1.5863988,1.44223,0.5863171,0.5172465,-0.0690706
41,-0.14505285,-0.16323085,"('unforgiving', 'forgiving')",-0.23988742,-0.2721453,0.9052658,0.7675634,0.1734418,0.1107291,-0.0627127
42,-0.92750317,-0.883281,"('unreliable', 'reliable')",-0.4408332,-0.27749065,-0.11217503,0.0033741593,-0.4935038,-0.3857992,0.1077046
43,-1.0038811,-0.94866115,"('irresponsible', 'responsible')",-1.1757891,-1.0706017,0.60561925,0.8414961,-0.5246837,-0.3925889,0.1320948
44,-1.8740568,-1.8282583,"('prejudiced', 'unprejudiced')",-0.5620874,-0.55383515,-1.1532027,-1.0714067,-1.196449,-1.1511668,0.0452822
45,-1.6250763,-1.5156901,"('incompetent', 'competent')",-1.9547043,-1.7218515,-0.072577775,0.0043081716,-1.2174528,-1.0777445,0.1397083
46,-2.3084686,-2.2470307,"('uncompetitive', 'competitive')",-1.6431565,-1.485708,1.2965065,1.3646687,-0.8850395,-0.7893567,0.0956828
47,-0.25233358,-0.22015555,"('stupid', 'smart')",-0.20097217,-0.12561753,0.14750913,0.22124627,-0.1019322,-0.0415089,0.0604233
48,0.6523739,0.73714435,"('unintelligent', 'intelligent')",-0.08045347,-0.011729851,1.4373192,1.4922609,0.6697466,0.7392251,0.0694785
49,-0.4505723,-0.44319513,"('unable', 'able')",-1.1689253,-1.0487595,-0.54483265,-0.45979002,-0.7214434,-0.6505815,0.0708619
50,-0.787958,-0.9029367,"('clumsy', 'skillful')",-0.03443662,-0.10217163,-0.8587216,-0.994869,-0.5603721,-0.6666591,-0.106287
51,-0.91520596,-0.948616,"('uneducated', 'educated')",-0.25781876,-0.15896048,1.1062964,1.1436508,-0.0222427,0.0120248,0.0342675
52,1.386219,1.1568325,"('irrational', 'rational')",1.0402957,0.644521,0.50360423,0.18068975,0.9767063,0.6606811,-0.3160252
53,0.040822282,0.04124356,"('uncreative', 'creative')",-0.40249652,-0.46414185,0.43881598,0.3443193,0.0257139,-0.026193,-0.0519069
